Average/AverageReturn,Average/TerminationRate,policy/LossBefore,MetaTest/Average/AverageDiscountedReturn,Average/StdReturn,MetaTest/reach-v1/MinReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/TerminationRate,reach-v1/TerminationRate,MetaTest/reach-v1/AverageReturn,Average/MaxReturn,reach-v1/Iteration,MetaTest/reach-v1/NumEpisodes,policy/dLoss,reach-v1/SuccessRate,Average/NumEpisodes,Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageReturn,reach-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/reach-v1/AverageDiscountedReturn,Average/SuccessRate,policy/KL,reach-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/reach-v1/StdReturn,policy/LossAfter,MetaTest/reach-v1/MaxReturn,MetaTest/reach-v1/TerminationRate,reach-v1/NumEpisodes,MetaTest/reach-v1/SuccessRate,MetaTest/Average/MaxReturn,reach-v1/MinReturn,Average/Iteration,policy/Entropy,MetaTest/reach-v1/Iteration,MetaTest/Average/StdReturn,reach-v1/MaxReturn,MetaTest/Average/SuccessRate,Average/AverageDiscountedReturn,reach-v1/AverageReturn,MetaTest/Average/Iteration,policy/KLBefore
6535.485476665038,0.0,-0.64804065,,2203.289142733934,,0.6538187328432348,,0.0,,13430.422105684898,15,,2.3925939,0.0,100,2544.6621440108856,,,2203.289142733934,,,0.0,0.003628566,5196.858280322867,320000,,-3.0406344,,,100,,,2544.6621440108856,15,5.620814,,,13430.422105684898,,5196.858280322867,6535.485476665038,,0.0
6284.945165567253,0.0,2.7345984,,1655.6680509429614,,0.7460824188329904,,0.0,,10644.431067511327,16,,2.7252977,0.0,100,2378.9545054048954,,,1655.6680509429614,,,0.0,0.0068256613,4960.152986330077,340000,,0.009300781,,,100,,,2378.9545054048954,16,5.610619,,,10644.431067511327,,4960.152986330077,6284.945165567253,,0.0
7521.507064535747,0.0,1.8952,,1852.7682276773407,,0.737844591419808,,0.0,,12943.191041828657,17,,2.9902077,0.0,100,2949.944419255597,,,1852.7682276773407,,,0.0,0.010508996,5893.848033598176,360000,,-1.0950078,,,100,,,2949.944419255597,17,5.6102195,,,12943.191041828657,,5893.848033598176,7521.507064535747,,0.0
11745.801672319363,0.0,3.5394187,,5093.362086130211,,0.5521620853470041,,0.0,,32959.07761526657,18,,6.203781,0.05,100,5300.291778826186,,,5093.362086130211,,,0.05,0.007479026,8753.070312750004,380000,,-2.6643624,,,100,,,5300.291778826186,18,5.6194205,,,32959.07761526657,,8753.070312750004,11745.801672319363,,0.0
12085.352576904443,0.0,2.9202876,,4777.165087421026,,0.5264372651755607,,0.0,,26964.16062995705,19,,5.0938253,0.0,100,5665.4884751681575,,,4777.165087421026,,,0.0,0.0095508145,8551.072683700007,400000,,-2.1735375,,,100,,,5665.4884751681575,19,5.621178,,,26964.16062995705,,8551.072683700007,12085.352576904443,,0.0
13979.657726568961,0.0,-3.7446344,10191.68090808079,3913.9738057942336,4316.498555627625,0.6397775843138738,0.0,0.0,10191.680908080793,25353.525149301826,20,10,6.8659716,0.0,100,5480.9562513446435,10,10191.680908080793,3913.9738057942336,4316.498555627625,10191.68090808079,0.0,0.007662099,9489.661921433793,420000,3213.2779544795044,-10.610606,16418.01982166234,0.0,100,0.0,16418.01982166234,5480.9562513446435,20,5.6090264,2,3213.2779544795044,25353.525149301826,0.0,9489.661921433793,13979.657726568961,2,0.0
16123.91854126205,0.0,2.9789438,,7490.526242843923,,0.47109277980927433,,0.0,,43524.168259268714,21,,7.5311456,0.01,100,3329.8310042133808,,,7490.526242843923,,,0.01,0.00790298,10079.756751866189,440000,,-4.5522017,,,100,,,3329.8310042133808,21,5.587941,,,43524.168259268714,,10079.756751866189,16123.91854126205,,0.0
17810.98534363916,0.0,1.8140438,,9855.7112574042,,0.4456179718033835,,0.0,,49424.12932112096,22,,8.842294,0.03,100,2710.7477846856805,,,9855.7112574042,,,0.03,0.011037316,10796.060256630979,460000,,-7.02825,,,100,,,2710.7477846856805,22,5.5564446,,,49424.12932112096,,10796.060256630979,17810.98534363916,,0.0
19690.026539901693,0.0,2.9707375,,10914.02241003919,,0.47970004088627993,,0.0,,47635.41499544278,23,,8.434675,0.02,100,3203.9116655912685,,,10914.02241003919,,,0.02,0.0061474973,11541.344940747116,480000,,-5.4639373,,,100,,,3203.9116655912685,23,5.5384574,,,47635.41499544278,,11541.344940747116,19690.026539901693,,0.0
19540.923989698975,0.0,-0.43407813,,11170.275235131867,,0.44552255117361483,,0.0,,53003.011834087425,24,,9.948156,0.03,100,3109.4759956313947,,,11170.275235131867,,,0.03,0.006056163,11576.353543091025,500000,,-10.382235,,,100,,,3109.4759956313947,24,5.5306525,,,53003.011834087425,,11576.353543091025,19540.923989698975,,0.0
20618.442800615798,0.0,-9.676032,,12417.170917342557,,0.5510813933047758,,0.0,,50039.947869737334,25,,9.103091,0.0,100,4003.4418616986713,,,12417.170917342557,,,0.0,0.007982489,11755.001765586761,520000,,-18.779123,,,100,,,4003.4418616986713,25,5.523483,,,50039.947869737334,,11755.001765586761,20618.442800615798,,0.0
24092.37413165027,0.0,5.3535795,,14020.544197857427,,0.47016418798420734,,0.0,,58819.179680425375,26,,9.714748,0.01,100,4235.384526365598,,,14020.544197857427,,,0.01,0.010790385,13483.7317093843,540000,,-4.361169,,,100,,,4235.384526365598,26,5.506388,,,58819.179680425375,,13483.7317093843,24092.37413165027,,0.0
28296.929078085566,0.0,-6.509928,,14760.972210088243,,0.49314865327366486,,0.0,,69303.4307365701,27,,11.822748,0.02,100,5013.699005496635,,,14760.972210088243,,,0.02,0.0067894175,15476.168201044084,560000,,-18.332676,,,100,,,5013.699005496635,27,5.5029883,,,69303.4307365701,,15476.168201044084,28296.929078085566,,0.0
29767.79234132356,0.0,1.1294875,,17529.409757759233,,0.3768164363600395,,0.0,,84738.63387311192,28,,12.83844,0.04,100,4284.745870028357,,,17529.409757759233,,,0.04,0.008743147,15862.056686774002,580000,,-11.708953,,,100,,,4284.745870028357,28,5.508186,,,84738.63387311192,,15862.056686774002,29767.79234132356,,0.0
32845.75557314813,0.0,13.067713,,19124.464830925484,,0.385216892827025,,0.0,,89769.10487373463,29,,16.671345,0.07,100,2935.087643409121,,,19124.464830925484,,,0.07,0.005557476,18111.27481627301,600000,,-3.6036313,,,100,,,2935.087643409121,29,5.4871774,,,89769.10487373463,,18111.27481627301,32845.75557314813,,0.0
32181.402703134056,0.0,-3.89525,35362.995041320595,20269.20325159028,3418.998933419048,0.4978176662338393,0.0,0.0,35362.99504132061,85424.6249680748,30,10,12.375212,0.08,100,4754.4085173792655,10,35362.99504132061,20269.20325159028,3418.998933419048,35362.995041320595,0.08,0.006551471,16816.542718669094,620000,23771.46601715706,-16.270462,72124.7766519625,0.0,100,0.3,72124.7766519625,4754.4085173792655,30,5.468156,3,23771.46601715706,85424.6249680748,0.3,16816.542718669094,32181.402703134056,3,0.0
38098.01509017445,0.0,-11.851612,,22448.570653565577,,0.32569587730379435,,0.0,,104043.68254988073,31,,18.263275,0.1,100,4171.811672068924,,,22448.570653565577,,,0.1,0.008968947,19457.24297278664,640000,,-30.114887,,,100,,,4171.811672068924,31,5.4591928,,,104043.68254988073,,19457.24297278664,38098.01509017445,,0.0
37630.499165804686,0.0,-22.66225,,23441.60317189786,,0.34900913974894254,,0.0,,125139.1330084347,32,,19.63625,0.11,100,5398.885890887437,,,23441.60317189786,,,0.11,0.0071955137,18979.469708138415,660000,,-42.2985,,,100,,,5398.885890887437,32,5.4351296,,,125139.1330084347,,18979.469708138415,37630.499165804686,,0.0
41987.09630185157,0.0,-8.404913,,26004.29203572155,,0.43520264029036004,,0.0,,119987.63963875476,33,,24.297586,0.13,100,6683.247655710639,,,26004.29203572155,,,0.13,0.0066065933,21286.05419806152,680000,,-32.7025,,,100,,,6683.247655710639,33,5.4097266,,,119987.63963875476,,21286.05419806152,41987.09630185157,,0.0
40401.568360766185,0.0,-4.3520813,,25372.587653645827,,0.370707997354105,,0.0,,114849.3630648488,34,,21.48628,0.19,100,5443.367244628171,,,25372.587653645827,,,0.19,0.008029135,20522.335592806994,700000,,-25.838362,,,100,,,5443.367244628171,34,5.386705,,,114849.3630648488,,20522.335592806994,40401.568360766185,,0.0
51290.66142777191,0.0,-13.908188,,33550.122498748635,,0.43802207942331106,,0.0,,182216.38351473148,35,,25.808064,0.16,100,4574.706483012413,,,33550.122498748635,,,0.16,0.0068182466,24475.56899668725,720000,,-39.71625,,,100,,,4574.706483012413,35,5.368156,,,182216.38351473148,,24475.56899668725,51290.66142777191,,0.0
56835.21008671475,0.0,17.38215,,32472.07302420555,,0.551951167901775,,0.0,,137781.3361725421,36,,22.906351,0.13,100,8447.522276838563,,,32472.07302420555,,,0.13,0.0089378925,26858.66231703517,740000,,-5.5242,,,100,,,8447.522276838563,36,5.34201,,,137781.3361725421,,26858.66231703517,56835.21008671475,,0.0
63740.1569448768,0.0,56.792824,,33768.94663869365,,0.6001340091230991,,0.0,,173240.92710746243,37,,34.981674,0.21,100,4574.637964303015,,,33768.94663869365,,,0.21,0.0052591427,29574.31798465588,760000,,21.81115,,,100,,,4574.637964303015,37,5.3073225,,,173240.92710746243,,29574.31798465588,63740.1569448768,,0.0
62654.60167592781,0.0,30.29805,,31583.324061623167,,0.47581281483831517,,0.0,,175755.36365534796,38,,18.2596,0.11,100,8577.50021671965,,,31583.324061623167,,,0.11,0.01140017,27431.1911418662,780000,,12.03845,,,100,,,8577.50021671965,38,5.271825,,,175755.36365534796,,27431.1911418662,62654.60167592781,,0.0
57837.15121739041,0.0,55.81035,,35938.05673798563,,0.49249293501447244,,0.0,,172161.84368139144,39,,21.07415,0.28,100,7193.843174972461,,,35938.05673798563,,,0.28,0.006363663,26299.02831168678,800000,,34.7362,,,100,,,7193.843174972461,39,5.2549505,,,172161.84368139144,,26299.02831168678,57837.15121739041,,0.0
81391.09275955049,0.0,0.799575,52919.42436450826,39623.27105681375,4138.355528531804,0.6964151917732202,0.0,0.0,52919.424364508246,180705.94585054222,40,10,25.599602,0.31,100,13835.417155113737,10,52919.424364508246,39623.27105681375,4138.355528531804,52919.42436450826,0.31,0.0028210972,35463.85966802675,820000,32855.154573960055,-24.800026,118650.35701237283,0.0,100,0.3,118650.35701237283,13835.417155113737,40,5.2378626,4,32855.154573960055,180705.94585054222,0.3,35463.85966802675,81391.09275955049,4,0.0
89058.76312263236,0.0,-6.18035,,49373.09498767817,,0.5618857619379516,,0.0,,217495.46427241954,41,,32.908222,0.28,100,4360.071746454983,,,49373.09498767817,,,0.28,0.0037063134,36359.33514266727,840000,,-39.088573,,,100,,,4360.071746454983,41,5.216527,,,217495.46427241954,,36359.33514266727,89058.76312263236,,0.0
62969.8324132556,0.0,45.484535,,29417.32846600432,,0.5423099755809333,,0.0,,163168.50355521188,42,,15.753386,0.17,100,6943.31929747365,,,29417.32846600432,,,0.17,0.0042761844,29062.321835097937,860000,,29.73115,,,100,,,6943.31929747365,42,5.202535,,,163168.50355521188,,29062.321835097937,62969.8324132556,,0.0
85228.68271587836,0.0,37.608738,,35595.92938907095,,0.3953119241998825,,0.0,,186327.6629472978,43,,16.722813,0.23,100,5833.611060202728,,,35595.92938907095,,,0.23,0.004012239,36540.036253271464,880000,,20.885925,,,100,,,5833.611060202728,43,5.183799,,,186327.6629472978,,36540.036253271464,85228.68271587836,,0.0
70042.3939612685,0.0,45.144455,,39178.84152246532,,0.6560113842899108,,0.0,,183745.8074050881,44,,13.26104,0.22,100,13329.687888698913,,,39178.84152246532,,,0.22,0.0052543064,31278.726697181362,900000,,31.883415,,,100,,,13329.687888698913,44,5.16854,,,183745.8074050881,,31278.726697181362,70042.3939612685,,0.0
92856.48970237613,0.0,49.86045,,44366.6395004432,,0.4539677752180715,,0.0,,202745.91569117559,45,,29.115526,0.25,100,20711.795511001357,,,44366.6395004432,,,0.25,0.0050394433,37832.457513752204,920000,,20.744925,,,100,,,20711.795511001357,45,5.143405,,,202745.91569117559,,37832.457513752204,92856.48970237613,,0.0
68662.78624337124,0.0,1.3594,,42821.80055697801,,0.46052181999621467,,0.0,,217322.74505078082,46,,24.06405,0.19,100,8669.05592817135,,,42821.80055697801,,,0.19,0.0075804945,29936.933418440767,940000,,-22.70465,,,100,,,8669.05592817135,46,5.1039834,,,217322.74505078082,,29936.933418440767,68662.78624337124,,0.0
79938.81017726555,0.0,13.8052,,33955.87433543604,,0.37542678973341526,,0.0,,172382.9135798898,47,,12.754881,0.12,100,5531.593473476576,,,33955.87433543604,,,0.12,0.0060620643,32290.506861917736,960000,,1.0503187,,,100,,,5531.593473476576,47,5.078618,,,172382.9135798898,,32290.506861917736,79938.81017726555,,0.0
82091.34876796289,0.0,11.596525,,44618.81821668948,,0.36148678331989126,,0.0,,229008.687950614,48,,19.124975,0.21,100,15141.040170932905,,,44618.81821668948,,,0.21,0.0048121023,33083.71988101607,980000,,-7.52845,,,100,,,15141.040170932905,48,5.044524,,,229008.687950614,,33083.71988101607,82091.34876796289,,0.0
65314.35444121006,0.0,25.34145,,24576.337697770363,,0.47598189545523095,,0.0,,140878.500940352,49,,9.194788,0.12,100,20756.429991551864,,,24576.337697770363,,,0.12,0.0032203814,29170.815822759258,1000000,,16.146662,,,100,,,20756.429991551864,49,5.0235705,,,140878.500940352,,29170.815822759258,65314.35444121006,,0.0
73593.4786543382,0.0,27.1256,81627.92530025425,37534.6972158827,40625.0927742471,0.46666466013041075,0.0,0.0,81627.92530025427,200077.7420033362,50,10,9.5938015,0.21,100,13416.68710984162,10,81627.92530025427,37534.6972158827,40625.0927742471,81627.92530025425,0.21,0.0052662254,30409.09750188264,1020000,30531.185313814036,17.5318,138823.07785665337,0.0,100,0.2,138823.07785665337,13416.68710984162,50,5.013032,5,30531.185313814036,200077.7420033362,0.2,30409.09750188264,73593.4786543382,5,0.0
93690.70368575466,0.0,30.835325,,47009.42933298619,,0.5560619873047908,,0.0,,200890.11102059903,51,,19.82575,0.23,100,21390.95240320559,,,47009.42933298619,,,0.23,0.009124108,38470.66169692472,1040000,,11.009575,,,100,,,21390.95240320559,51,5.0096693,,,200890.11102059903,,38470.66169692472,93690.70368575466,,0.0
90122.78781405112,0.0,42.450874,,43307.87208692607,,0.4207975116642835,,0.0,,208443.00198212033,52,,19.30765,0.22,100,18799.015386157196,,,43307.87208692607,,,0.22,0.0031170773,35819.07240412443,1060000,,23.143225,,,100,,,18799.015386157196,52,4.9907837,,,208443.00198212033,,35819.07240412443,90122.78781405112,,0.0
77634.04528944276,0.0,38.46126,,37333.83156684616,,0.43129135576677435,,0.0,,184587.6396239314,53,,-0.011013031,0.09,100,22220.24699734028,,,37333.83156684616,,,0.09,0.00441119,30784.329253646316,1080000,,38.472275,,,100,,,22220.24699734028,53,4.964919,,,184587.6396239314,,30784.329253646316,77634.04528944276,,0.0
95341.30924767446,0.0,39.33529,,38290.15838712842,,0.42000827967812326,,0.0,,183453.45853432003,54,,22.550638,0.25,100,22783.527085515554,,,38290.15838712842,,,0.25,0.0065881303,37413.00395797529,1100000,,16.78465,,,100,,,22783.527085515554,54,4.945615,,,183453.45853432003,,37413.00395797529,95341.30924767446,,0.0
71547.57480427156,0.0,39.109825,,40699.71978410503,,0.40547817367443884,,0.0,,247131.16783519823,55,,17.5828,0.15,100,17157.70125468747,,,40699.71978410503,,,0.15,0.003990592,29627.405330543203,1120000,,21.527025,,,100,,,17157.70125468747,55,4.9414167,,,247131.16783519823,,29627.405330543203,71547.57480427156,,0.0
68405.77093567692,0.0,20.469557,,35655.1641935808,,0.4101968361695839,,0.0,,161404.53635771186,56,,13.312338,0.11,100,15339.78421825919,,,35655.1641935808,,,0.11,0.0045899176,27435.62979865229,1140000,,7.157219,,,100,,,15339.78421825919,56,4.955017,,,161404.53635771186,,27435.62979865229,68405.77093567692,,0.0
64181.295375801055,0.0,19.327538,,36666.615553657815,,0.3636706790147911,,0.0,,163498.8115098591,57,,10.299675,0.06,100,17780.86793299614,,,36666.615553657815,,,0.06,0.0052418057,25718.805302612105,1160000,,9.027863,,,100,,,17780.86793299614,57,4.9631186,,,163498.8115098591,,25718.805302612105,64181.295375801055,,0.0
67879.48661346655,0.0,6.32705,,39351.18032387638,,0.545184163794636,,0.0,,183853.94156081136,58,,42.220448,0.1,100,19237.519935308104,,,39351.18032387638,,,0.1,0.0077571534,26823.589963732735,1180000,,-35.8934,,,100,,,19237.519935308104,58,4.954846,,,183853.94156081136,,26823.589963732735,67879.48661346655,,0.0
65907.87399490035,0.0,-7.3513627,,33029.66368603144,,0.49206882390008,,0.0,,162672.48195354064,59,,12.21405,0.09,100,19933.305922781576,,,33029.66368603144,,,0.09,0.005783968,25279.23658327599,1200000,,-19.565413,,,100,,,19933.305922781576,59,4.9414625,,,162672.48195354064,,25279.23658327599,65907.87399490035,,0.0
76511.05043726916,0.0,-1.7529376,73218.74953197142,39968.76180845848,40625.384090580446,0.43011654896460627,0.0,0.0,73218.74953197142,174149.36375536444,60,10,34.88405,0.12,100,16338.003965171514,10,73218.74953197142,39968.76180845848,40625.384090580446,73218.74953197142,0.12,0.007054561,29781.133391794214,1220000,19689.055346945024,-36.636986,105981.42681167113,0.0,100,0.1,105981.42681167113,16338.003965171514,60,4.941901,6,19689.055346945024,174149.36375536444,0.1,29781.133391794214,76511.05043726916,6,0.0
70238.3546217895,0.0,47.30494,,34960.05460556571,,0.283463670110506,,0.0,,196615.2519461578,61,,10.2603035,0.1,100,12476.221867635697,,,34960.05460556571,,,0.1,0.0034887996,25939.574013405465,1240000,,37.044636,,,100,,,12476.221867635697,61,4.9425745,,,196615.2519461578,,25939.574013405465,70238.3546217895,,0.0
73038.55409746757,0.0,15.702819,,40173.46352697857,,0.3103430148542643,,0.0,,199702.8687026414,62,,13.873206,0.13,100,17482.225078048024,,,40173.46352697857,,,0.13,0.0071716323,28012.794518987568,1260000,,1.8296125,,,100,,,17482.225078048024,62,4.919349,,,199702.8687026414,,28012.794518987568,73038.55409746757,,0.0
74372.17964939402,0.0,25.904276,,38011.83917397934,,0.22130688979296398,,0.0,,172539.20271801308,63,,11.109976,0.1,100,23117.075707450647,,,38011.83917397934,,,0.1,0.003440339,28921.66692062207,1280000,,14.7943,,,100,,,23117.075707450647,63,4.910259,,,172539.20271801308,,28921.66692062207,74372.17964939402,,0.0
84604.7548612513,0.0,-8.07155,,43058.2198557171,,0.2554768482233196,,0.0,,202090.87416639575,64,,10.310825,0.07,100,21396.412188170772,,,43058.2198557171,,,0.07,0.0068879714,31909.349313747036,1300000,,-18.382376,,,100,,,21396.412188170772,64,4.9000287,,,202090.87416639575,,31909.349313747036,84604.7548612513,,0.0
72313.40792302425,0.0,13.969188,,39898.550444937864,,0.44063511548639245,,0.0,,175759.86438992564,65,,31.955486,0.14,100,21982.600909793287,,,39898.550444937864,,,0.14,0.0085234875,27474.7528252483,1320000,,-17.9863,,,100,,,21982.600909793287,65,4.8919935,,,175759.86438992564,,27474.7528252483,72313.40792302425,,0.0
54803.31599528375,0.0,-2.4091,,34889.60799522255,,0.3381830131811644,,0.0,,178291.4021760663,66,,20.3437,0.08,100,17165.77030010817,,,34889.60799522255,,,0.08,0.0045430055,21699.337938610148,1340000,,-22.7528,,,100,,,17165.77030010817,66,4.889205,,,178291.4021760663,,21699.337938610148,54803.31599528375,,0.0
60323.62370272466,0.0,12.8689,,34157.493226678234,,0.1748785165416954,,0.0,,172112.47324690348,67,,3.6931,0.05,100,18014.205142305836,,,34157.493226678234,,,0.05,0.004060008,23849.544344780374,1360000,,9.1758,,,100,,,18014.205142305836,67,4.887313,,,172112.47324690348,,23849.544344780374,60323.62370272466,,0.0
72090.16476230853,0.0,27.24888,,35203.07474162452,,0.5185445991506374,,0.0,,156828.98544932943,68,,11.468712,0.06,100,14669.204065414597,,,35203.07474162452,,,0.06,0.0034940236,29197.949340785723,1380000,,15.780169,,,100,,,14669.204065414597,68,4.8923006,,,156828.98544932943,,29197.949340785723,72090.16476230853,,0.0
63519.63782192578,0.0,23.61325,,43050.76031638754,,0.39999022049071253,,0.0,,179778.40215853738,69,,10.399476,0.06,100,20615.913134855695,,,43050.76031638754,,,0.06,0.0035066018,25358.501754082463,1400000,,13.213775,,,100,,,20615.913134855695,69,4.884086,,,179778.40215853738,,25358.501754082463,63519.63782192578,,0.0
53717.85200061978,0.0,-2.2817094,65123.99918244062,26682.50616742652,28496.74907790043,0.2694734699998136,0.0,0.0,65123.99918244065,136395.30201249503,70,10,8.405809,0.04,100,14609.544307109674,10,65123.99918244065,26682.50616742652,28496.74907790043,65123.99918244062,0.04,0.002926428,21432.813921403038,1420000,30896.30849769014,-10.687519,119004.7173661289,0.0,100,0.0,119004.7173661289,14609.544307109674,70,4.8818507,7,30896.30849769014,136395.30201249503,0.0,21432.813921403038,53717.85200061978,7,0.0
