Average/AverageReturn,Average/TerminationRate,policy/LossBefore,MetaTest/Average/AverageDiscountedReturn,Average/StdReturn,MetaTest/reach-v1/MinReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/TerminationRate,reach-v1/TerminationRate,MetaTest/reach-v1/AverageReturn,Average/MaxReturn,reach-v1/Iteration,MetaTest/reach-v1/NumEpisodes,policy/dLoss,reach-v1/SuccessRate,Average/NumEpisodes,Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageReturn,reach-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/reach-v1/AverageDiscountedReturn,Average/SuccessRate,policy/KL,reach-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/reach-v1/StdReturn,policy/LossAfter,MetaTest/reach-v1/MaxReturn,MetaTest/reach-v1/TerminationRate,reach-v1/NumEpisodes,MetaTest/reach-v1/SuccessRate,MetaTest/Average/MaxReturn,reach-v1/MinReturn,Average/Iteration,policy/Entropy,MetaTest/reach-v1/Iteration,MetaTest/Average/StdReturn,reach-v1/MaxReturn,MetaTest/Average/SuccessRate,Average/AverageDiscountedReturn,reach-v1/AverageReturn,MetaTest/Average/Iteration,policy/KLBefore
82535.98678100624,0.0,10.11335,,51005.57536316399,,0.5011856430952073,,0.0,,242256.72844521582,71,,26.534925,0.13,100,19099.47191984048,,,51005.57536316399,,,0.13,0.0041062636,30938.75921225506,1440000,,-16.421576,,,100,,,19099.47191984048,71,4.880806,,,242256.72844521582,,30938.75921225506,82535.98678100624,,0.0
58910.8271267609,0.0,-11.938606,,37602.583906473476,,0.3470394608597702,,0.0,,212954.97368572387,72,,6.383337,0.06,100,17915.18798830465,,,37602.583906473476,,,0.06,0.0026201755,23147.44169320672,1460000,,-18.321943,,,100,,,17915.18798830465,72,4.8719525,,,212954.97368572387,,23147.44169320672,58910.8271267609,,0.0
71692.16162771247,0.0,-5.0713,,44524.46048751729,,0.4034250326497171,,0.0,,176943.4002700137,73,,35.31905,0.01,100,14284.879959220982,,,44524.46048751729,,,0.01,0.010008753,27178.622087722695,1480000,,-40.39035,,,100,,,14284.879959220982,73,4.883631,,,176943.4002700137,,27178.622087722695,71692.16162771247,,0.0
67263.40939260057,0.0,3.8484375,,46120.61003508189,,0.38231968312348197,,0.0,,206019.27354438076,74,,8.462638,0.1,100,15601.562509549776,,,46120.61003508189,,,0.1,0.0024603484,25227.332022965653,1500000,,-4.6142,,,100,,,15601.562509549776,74,4.8898344,,,206019.27354438076,,25227.332022965653,67263.40939260057,,0.0
61200.219554662384,0.0,7.290025,,44524.642205705,,0.2822180232984326,,0.0,,183022.00199402354,75,,41.288525,0.1,100,15687.125159695777,,,44524.642205705,,,0.1,0.009507447,23568.68005143351,1520000,,-33.9985,,,100,,,15687.125159695777,75,4.8692856,,,183022.00199402354,,23568.68005143351,61200.219554662384,,0.0
45581.25995954072,0.0,5.9794374,,31807.0362338349,,0.1574199136026505,,0.0,,155316.6323355627,76,,13.434737,0.01,100,2952.0246687076365,,,31807.0362338349,,,0.01,0.008714817,17572.555228919628,1540000,,-7.4553,,,100,,,2952.0246687076365,76,4.851589,,,155316.6323355627,,17572.555228919628,45581.25995954072,,0.0
50778.1198687933,0.0,15.623512,,36046.07957516355,,0.2918046991475933,,0.0,,168250.36188895605,77,,16.701725,0.01,100,13009.604283046021,,,36046.07957516355,,,0.01,0.0044151032,19820.06703528552,1560000,,-1.0782125,,,100,,,13009.604283046021,77,4.8475,,,168250.36188895605,,19820.06703528552,50778.1198687933,,0.0
71393.97143268044,0.0,25.9301,,43591.046118737104,,0.41994930706754896,,0.0,,167712.18135748,78,,31.59756,0.06,100,11203.21658139271,,,43591.046118737104,,,0.06,0.009185554,28524.57212305997,1580000,,-5.6674623,,,100,,,11203.21658139271,78,4.8289385,,,167712.18135748,,28524.57212305997,71393.97143268044,,0.0
58411.57194728069,0.0,-2.3092313,,33234.344239182676,,0.27965924687242094,,0.0,,145204.2023458675,79,,9.835613,0.0,100,16915.634340174543,,,33234.344239182676,,,0.0,0.004418018,21986.004195575973,1600000,,-12.144844,,,100,,,16915.634340174543,79,4.8103104,,,145204.2023458675,,21986.004195575973,58411.57194728069,,0.0
53215.30987038827,0.0,19.537745,34112.779870756334,38737.56989229106,24048.44561037471,0.5600524911233025,0.0,0.0,34112.77987075634,178113.20218800445,80,10,16.625895,0.05,100,14682.768522645865,10,34112.77987075634,38737.56989229106,24048.44561037471,34112.779870756334,0.05,0.004994102,21948.16565709757,1620000,9476.431902208089,2.91185,57094.980312935186,0.0,100,0.0,57094.980312935186,14682.768522645865,80,4.8002954,8,9476.431902208089,178113.20218800445,0.0,21948.16565709757,53215.30987038827,8,0.0
63893.0134399368,0.0,13.677825,,48478.54320145083,,0.265065847901643,,0.0,,228819.35386906864,81,,23.928589,0.11,100,21193.41735371127,,,48478.54320145083,,,0.11,0.0032917622,24914.660336237317,1640000,,-10.250763,,,100,,,21193.41735371127,81,4.7929506,,,228819.35386906864,,24914.660336237317,63893.0134399368,,0.0
62975.73933710657,0.0,17.80735,,56000.20259461318,,0.21670032437770248,,0.0,,207418.70745211712,82,,46.897552,0.04,100,6600.291878536373,,,56000.20259461318,,,0.04,0.0075965105,24309.687062954163,1660000,,-29.0902,,,100,,,6600.291878536373,82,4.7574267,,,207418.70745211712,,24309.687062954163,62975.73933710657,,0.0
60417.75479155904,0.0,34.13945,,49140.28878350894,,0.3916592133658049,,0.0,,167285.59851088788,83,,12.0043125,0.03,100,14438.095097938041,,,49140.28878350894,,,0.03,0.0048267,24339.908651560574,1680000,,22.135138,,,100,,,14438.095097938041,83,4.721893,,,167285.59851088788,,24339.908651560574,60417.75479155904,,0.0
108303.32133542895,0.0,35.44813,,51056.96063471827,,0.26806466898822234,,0.0,,228273.27718132702,84,,25.696281,0.16,100,12261.440940535065,,,51056.96063471827,,,0.16,0.0056521827,41255.53838750613,1700000,,9.75185,,,100,,,12261.440940535065,84,4.690163,,,228273.27718132702,,41255.53838750613,108303.32133542895,,0.0
64228.7298851677,0.0,12.69115,,50667.77757425578,,0.14208009364914564,,0.0,,183185.1237329678,85,,31.94625,0.02,100,2286.7617904861486,,,50667.77757425578,,,0.02,0.006807784,25697.57430157308,1720000,,-19.2551,,,100,,,2286.7617904861486,85,4.667474,,,183185.1237329678,,25697.57430157308,64228.7298851677,,0.0
69633.77277470622,0.0,20.355576,,47365.31030829558,,0.23205259099875186,,0.0,,197312.54280881284,86,,19.253725,0.07,100,15339.370167598381,,,47365.31030829558,,,0.07,0.004604869,27896.524542130708,1740000,,1.10185,,,100,,,15339.370167598381,86,4.6457853,,,197312.54280881284,,27896.524542130708,69633.77277470622,,0.0
46505.33745260925,0.0,19.822174,,34193.67170476674,,0.27209237347673376,,0.0,,157957.592635862,87,,21.063799,0.0,100,14609.279840539935,,,34193.67170476674,,,0.0,0.008715925,18427.179624844528,1760000,,-1.241625,,,100,,,14609.279840539935,87,4.636924,,,157957.592635862,,18427.179624844528,46505.33745260925,,0.0
30918.538975528463,0.0,7.6661,,14025.679361772178,,0.18980586847509873,,0.0,,68316.93380362318,88,,6.611775,0.0,100,11602.154049050918,,,14025.679361772178,,,0.0,0.0033990333,12537.37956492522,1780000,,1.054325,,,100,,,11602.154049050918,88,4.6322746,,,68316.93380362318,,12537.37956492522,30918.538975528463,,0.0
90051.81311167132,0.0,43.7363,,56196.212316535355,,0.6041361010621915,,0.0,,233608.44792007696,89,,40.22345,0.09,100,15089.417665193274,,,56196.212316535355,,,0.09,0.010009027,34842.31632511156,1800000,,3.51285,,,100,,,15089.417665193274,89,4.621872,,,233608.44792007696,,34842.31632511156,90051.81311167132,,0.0
64031.99790465167,0.0,13.398212,48264.34792141438,47489.16937798357,18050.473910350116,0.30612081027771443,0.0,0.0,48264.34792141439,217925.36359903548,90,10,36.66181,0.02,100,13205.486445715844,10,48264.34792141439,47489.16937798357,18050.473910350116,48264.34792141438,0.02,0.0055980193,25703.90795817175,1820000,24390.88952887832,-23.2636,88058.95503372946,0.0,100,0.0,88058.95503372946,13205.486445715844,90,4.6012278,9,24390.88952887832,217925.36359903548,0.0,25703.90795817175,64031.99790465167,9,0.0
73540.4566455836,0.0,35.3399,,46790.39911836969,,0.39460838886813787,,0.0,,194296.99236428025,91,,16.215752,0.07,100,12711.491698582457,,,46790.39911836969,,,0.07,0.0077653625,29255.157324365526,1840000,,19.12415,,,100,,,12711.491698582457,91,4.5996556,,,194296.99236428025,,29255.157324365526,73540.4566455836,,0.0
40293.932997742515,0.0,42.1156,,39260.59566828807,,0.21688180419641712,,0.0,,161193.05009740108,92,,15.01095,0.02,100,9083.734727542776,,,39260.59566828807,,,0.02,0.004088618,16694.39300384253,1860000,,27.10465,,,100,,,9083.734727542776,92,4.6076126,,,161193.05009740108,,16694.39300384253,40293.932997742515,,0.0
37742.27740382858,0.0,10.8942,,27553.74957552154,,0.37722122832075256,,0.0,,108178.64667906813,93,,25.0654,0.0,100,13784.923088750165,,,27553.74957552154,,,0.0,0.0076045943,15628.619938387223,1880000,,-14.1712,,,100,,,13784.923088750165,93,4.6048803,,,108178.64667906813,,15628.619938387223,37742.27740382858,,0.0
81659.54037678022,0.0,44.641876,,41007.61126693231,,0.3182132303747306,,0.0,,182870.05306377757,94,,21.129076,0.0,100,20341.614838492027,,,41007.61126693231,,,0.0,0.008114968,31747.767515880067,1900000,,23.5128,,,100,,,20341.614838492027,94,4.6018,,,182870.05306377757,,31747.767515880067,81659.54037678022,,0.0
52954.429837975295,0.0,12.68635,,53882.08943161956,,0.3740928309979137,,0.0,,192245.7165583425,95,,16.888199,0.06,100,11677.18780304396,,,53882.08943161956,,,0.06,0.010013036,21448.721287623677,1920000,,-4.20185,,,100,,,11677.18780304396,95,4.6039515,,,192245.7165583425,,21448.721287623677,52954.429837975295,,0.0
42622.959576558445,0.0,9.998162,,36401.191317669996,,0.595648362472288,,0.0,,163393.75255453083,96,,9.493287,0.02,100,8668.754617617187,,,36401.191317669996,,,0.02,0.0062932833,17011.919976303092,1940000,,0.504875,,,100,,,8668.754617617187,96,4.612384,,,163393.75255453083,,17011.919976303092,42622.959576558445,,0.0
74284.20842751833,0.0,60.008587,,51535.58226286288,,0.3123183226482513,,0.0,,227659.78941964402,97,,22.57455,0.08,100,7534.760974799982,,,51535.58226286288,,,0.08,0.005920105,29692.867086938997,1960000,,37.434036,,,100,,,7534.760974799982,97,4.6040983,,,227659.78941964402,,29692.867086938997,74284.20842751833,,0.0
72033.21988201445,0.0,29.66475,,56004.41156419349,,0.376532778356233,,0.0,,188405.20749791985,98,,59.521248,0.05,100,4304.2639466382125,,,56004.41156419349,,,0.05,0.01890605,28911.547915169966,1980000,,-29.8565,,,100,,,4304.2639466382125,98,4.6022635,,,188405.20749791985,,28911.547915169966,72033.21988201445,,0.0
49678.7860597727,0.0,25.248981,,35944.360207857324,,0.7134807867383632,,0.0,,149242.04588986846,99,,12.496869,0.0,100,2068.6475579580265,,,35944.360207857324,,,0.0,0.021390641,22234.848400335177,2000000,,12.752112,,,100,,,2068.6475579580265,99,4.6010585,,,149242.04588986846,,22234.848400335177,49678.7860597727,,0.0
