MetaTest/Average/MinReturn,MetaTest/handle-pull-side-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-pull-side-v1/MaxReturn,MetaTest/handle-pull-side-v1/AverageReturn,TotalEnvSteps,MetaTest/handle-pull-side-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/handle-pull-side-v1/AverageDiscountedReturn,MetaTest/handle-pull-side-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/handle-pull-side-v1/MinReturn,MetaTest/Average/SuccessRate,MetaTest/handle-pull-side-v1/TerminationRate,MetaTest/handle-pull-side-v1/Iteration,MetaTest/Average/NumTrajs,MetaTest/Average/Iteration
45898.39824682836,0.8,246470.0507066453,304630.47161911643,246470.05070664524,3128000,95330.81608659562,304630.47161911643,246470.0507066453,10,95330.81608659562,246470.05070664524,0.0,45898.39824682836,0.8,0.0,121,10,121
120018.82669346387,0.9,278011.8877345113,305287.77956562967,278011.8877345113,3152000,52895.99253997147,305287.77956562967,278011.8877345113,10,52895.99253997147,278011.8877345113,0.0,120018.82669346387,0.9,0.0,122,10,122
101063.0222876545,0.9,263184.0766361962,308308.3939998312,263184.0766361962,3176000,72540.02751974062,308308.3939998312,263184.0766361962,10,72540.02751974062,263184.0766361962,0.0,101063.0222876545,0.9,0.0,123,10,123
103716.8146835175,1.0,247070.0209713852,294985.82045925583,247070.02097138515,3200000,69520.92064866677,294985.82045925583,247070.0209713852,10,69520.92064866677,247070.02097138515,0.0,103716.8146835175,1.0,0.0,124,10,124
45404.361103539435,0.9,245270.2619849656,309007.5695821598,245270.26198496547,3224000,83133.17390378936,309007.5695821598,245270.2619849656,10,83133.17390378936,245270.26198496547,0.0,45404.361103539435,0.9,0.0,125,10,125
44033.365175049476,1.0,265275.11700867873,301982.82590140344,265275.1170086788,3248000,74452.6149349064,301982.82590140344,265275.11700867873,10,74452.6149349064,265275.1170086788,0.0,44033.365175049476,1.0,0.0,126,10,126
119752.4188844429,1.0,249020.1794837715,296357.5377101513,249020.17948377156,3272000,57851.343723927064,296357.5377101513,249020.1794837715,10,57851.343723927064,249020.17948377156,0.0,119752.4188844429,1.0,0.0,127,10,127
116438.26821764975,1.0,262911.70052226586,301797.34782582166,262911.70052226575,3296000,53206.146221388524,301797.34782582166,262911.70052226586,10,53206.146221388524,262911.70052226575,0.0,116438.26821764975,1.0,0.0,128,10,128
223998.19376443003,1.0,269660.1604452623,292328.9529982682,269660.1604452623,3320000,17869.50065132805,292328.9529982682,269660.1604452623,10,17869.50065132805,269660.1604452623,0.0,223998.19376443003,1.0,0.0,129,10,129
174812.30883870248,1.0,286525.33730149205,311401.9600462191,286525.3373014921,3344000,37921.72573911112,311401.9600462191,286525.33730149205,10,37921.72573911112,286525.3373014921,0.0,174812.30883870248,1.0,0.0,130,10,130
26236.398742914622,0.8,248661.368599571,310338.1794673113,248661.368599571,3368000,103950.85105484289,310338.1794673113,248661.368599571,10,103950.85105484289,248661.368599571,0.0,26236.398742914622,0.8,0.0,131,10,131
30000.971019066077,1.0,244190.53220832028,307265.01780244225,244190.53220832022,3392000,89825.63940822997,307265.01780244225,244190.53220832028,10,89825.63940822997,244190.53220832022,0.0,30000.971019066077,1.0,0.0,132,10,132
252392.58741006974,1.0,287983.56652150466,301446.5834823148,287983.5665215047,3416000,14329.018665838828,301446.5834823148,287983.56652150466,10,14329.018665838828,287983.5665215047,0.0,252392.58741006974,1.0,0.0,133,10,133
180016.27102274902,1.0,282964.70018750115,305959.9764117352,282964.70018750115,3440000,36963.778522843175,305959.9764117352,282964.70018750115,10,36963.778522843175,282964.70018750115,0.0,180016.27102274902,1.0,0.0,134,10,134
100023.56296519516,0.8,262441.54780434776,308932.65072601475,262441.54780434765,3464000,79126.08575747116,308932.65072601475,262441.54780434776,10,79126.08575747116,262441.54780434765,0.0,100023.56296519516,0.8,0.0,135,10,135
-85.0125163851749,0.4,117923.16265960873,311774.2565018664,117923.16265960873,3488000,131393.03182001557,311774.2565018664,117923.16265960873,10,131393.03182001557,117923.16265960873,0.0,-85.0125163851749,0.4,0.0,136,10,136
112946.78989694345,0.9,260502.6039748507,306531.0031678873,260502.60397485076,3512000,72530.22422733667,306531.0031678873,260502.6039748507,10,72530.22422733667,260502.60397485076,0.0,112946.78989694345,0.9,0.0,137,10,137
93564.79465191206,0.9,233828.6664232566,295207.1554169713,233828.66642325665,3536000,68181.21573294503,295207.1554169713,233828.6664232566,10,68181.21573294503,233828.66642325665,0.0,93564.79465191206,0.9,0.0,138,10,138
36144.69081953806,0.9,230762.21279538184,292639.00406420056,230762.2127953819,3560000,71295.36154501782,292639.00406420056,230762.21279538184,10,71295.36154501782,230762.2127953819,0.0,36144.69081953806,0.9,0.0,139,10,139
98639.50458410484,1.0,228261.64369175388,305550.07811334,228261.6436917539,3584000,72116.07656352689,305550.07811334,228261.64369175388,10,72116.07656352689,228261.6436917539,0.0,98639.50458410484,1.0,0.0,140,10,140
201948.30508283532,1.0,274919.901493254,306163.6434708597,274919.901493254,3608000,30227.788811231458,306163.6434708597,274919.901493254,10,30227.788811231458,274919.901493254,0.0,201948.30508283532,1.0,0.0,141,10,141
56238.50103038106,0.9,239801.01967434492,300575.5743138007,239801.01967434492,3632000,75807.50100998054,300575.5743138007,239801.01967434492,10,75807.50100998054,239801.01967434492,0.0,56238.50103038106,0.9,0.0,142,10,142
73426.94863893317,0.9,249868.00140353027,291162.36728968896,249868.00140353027,3656000,63138.73710216279,291162.36728968896,249868.00140353027,10,63138.73710216279,249868.00140353027,0.0,73426.94863893317,0.9,0.0,143,10,143
67418.22797572374,0.8,229515.06140656892,286953.58881712635,229515.06140656892,3680000,74528.40006592213,286953.58881712635,229515.06140656892,10,74528.40006592213,229515.06140656892,0.0,67418.22797572374,0.8,0.0,144,10,144
88466.84551446134,0.9,251657.00837803073,291793.332688105,251657.00837803082,3704000,55727.79056322722,291793.332688105,251657.00837803073,10,55727.79056322722,251657.00837803082,0.0,88466.84551446134,0.9,0.0,145,10,145
87313.97799552887,0.9,235140.8165471387,277784.51007861417,235140.8165471388,3728000,56317.41261100855,277784.51007861417,235140.8165471387,10,56317.41261100855,235140.8165471388,0.0,87313.97799552887,0.9,0.0,146,10,146
65333.74430812886,1.0,254597.52875029473,298498.6157748759,254597.5287502949,3752000,64965.6187541786,298498.6157748759,254597.52875029473,10,64965.6187541786,254597.5287502949,0.0,65333.74430812886,1.0,0.0,147,10,147
152021.97011497107,1.0,214114.13268429725,261130.7334670024,214114.13268429725,3776000,35947.70631880492,261130.7334670024,214114.13268429725,10,35947.70631880492,214114.13268429725,0.0,152021.97011497107,1.0,0.0,148,10,148
51196.09800072146,0.8,192264.21389843564,266466.95980873966,192264.2138984357,3800000,80184.12154523759,266466.95980873966,192264.21389843564,10,80184.12154523759,192264.2138984357,0.0,51196.09800072146,0.8,0.0,149,10,149
148035.6578644195,1.0,227645.92947103787,264790.0507434239,227645.92947103782,3824000,37836.92546726137,264790.0507434239,227645.92947103787,10,37836.92546726137,227645.92947103782,0.0,148035.6578644195,1.0,0.0,150,10,150
142101.29254098007,1.0,218977.94800329028,274207.75725142745,218977.94800329028,3848000,49044.717276655545,274207.75725142745,218977.94800329028,10,49044.717276655545,218977.94800329028,0.0,142101.29254098007,1.0,0.0,151,10,151
60477.66612216738,0.9,198266.09947989736,287439.8704560186,198266.09947989736,3872000,78207.48705504919,287439.8704560186,198266.09947989736,10,78207.48705504919,198266.09947989736,0.0,60477.66612216738,0.9,0.0,152,10,152
82335.5866563597,0.8,243727.75907721635,299141.0441284657,243727.75907721635,3896000,80700.46428072514,299141.0441284657,243727.75907721635,10,80700.46428072514,243727.75907721635,0.0,82335.5866563597,0.8,0.0,153,10,153
36343.069398374144,0.9,211378.69217271157,271890.2075958788,211378.69217271157,3920000,73134.87029395494,271890.2075958788,211378.69217271157,10,73134.87029395494,211378.69217271157,0.0,36343.069398374144,0.9,0.0,154,10,154
186027.6181535545,1.0,276841.4388576016,303403.93213394785,276841.43885760155,3944000,33729.13160810842,303403.93213394785,276841.4388576016,10,33729.13160810842,276841.43885760155,0.0,186027.6181535545,1.0,0.0,155,10,155
171911.40048987698,1.0,243836.10432494106,280225.89649772854,243836.1043249412,3968000,38017.75728076348,280225.89649772854,243836.10432494106,10,38017.75728076348,243836.1043249412,0.0,171911.40048987698,1.0,0.0,156,10,156
112250.66832220761,1.0,244649.37230196115,283916.47676199477,244649.37230196112,3992000,53886.39964634942,283916.47676199477,244649.37230196115,10,53886.39964634942,244649.37230196112,0.0,112250.66832220761,1.0,0.0,157,10,157
120066.80983617455,1.0,247843.66112677212,294728.53478410305,247843.66112677212,4016000,53668.6502456219,294728.53478410305,247843.66112677212,10,53668.6502456219,247843.66112677212,0.0,120066.80983617455,1.0,0.0,158,10,158
-97.58788134896095,0.5,90056.10138752034,228942.32168940656,90056.10138752032,4040000,100782.00633102073,228942.32168940656,90056.10138752034,10,100782.00633102073,90056.10138752032,0.0,-97.58788134896095,0.5,0.0,159,10,159
-93.08043015280468,0.4,94715.08885077608,308069.654011514,94715.08885077608,4064000,131371.99046680098,308069.654011514,94715.08885077608,10,131371.99046680098,94715.08885077608,0.0,-93.08043015280468,0.4,0.0,160,10,160
-81.99343660065944,0.1,46557.69651951174,249347.1901667392,46557.69651951173,4088000,75027.96360223815,249347.1901667392,46557.69651951174,10,75027.96360223815,46557.69651951173,0.0,-81.99343660065944,0.1,0.0,161,10,161
21721.516018897713,0.6,162394.88559471577,302555.56229706685,162394.88559471574,4112000,106232.83415457675,302555.56229706685,162394.88559471577,10,106232.83415457675,162394.88559471574,0.0,21721.516018897713,0.6,0.0,162,10,162
61072.397745416245,0.9,247878.196814196,298014.0266565474,247878.1968141959,4136000,68993.64007742894,298014.0266565474,247878.196814196,10,68993.64007742894,247878.1968141959,0.0,61072.397745416245,0.9,0.0,163,10,163
222662.12374371372,1.0,286607.2590787547,303231.6883225348,286607.2590787547,4160000,23329.21108628793,303231.6883225348,286607.2590787547,10,23329.21108628793,286607.2590787547,0.0,222662.12374371372,1.0,0.0,164,10,164
91047.9751708776,0.9,219860.1865387001,301798.7703003264,219860.1865387002,4184000,85148.74565861392,301798.7703003264,219860.1865387001,10,85148.74565861392,219860.1865387002,0.0,91047.9751708776,0.9,0.0,165,10,165
63124.15836708464,0.9,253705.23287428234,302491.6749331454,253705.23287428234,4208000,76445.1659453114,302491.6749331454,253705.23287428234,10,76445.1659453114,253705.23287428234,0.0,63124.15836708464,0.9,0.0,166,10,166
238127.11515858155,1.0,283930.96393157984,302863.1499981002,283930.96393157984,4232000,20348.48308894782,302863.1499981002,283930.96393157984,10,20348.48308894782,283930.96393157984,0.0,238127.11515858155,1.0,0.0,167,10,167
177111.65796718412,1.0,267818.1164429056,302196.1003103974,267818.1164429056,4256000,40519.36705909062,302196.1003103974,267818.1164429056,10,40519.36705909062,267818.1164429056,0.0,177111.65796718412,1.0,0.0,168,10,168
163302.89496188806,1.0,266717.15171573526,295516.86644611275,266717.1517157352,4280000,38135.227301451196,295516.86644611275,266717.15171573526,10,38135.227301451196,266717.1517157352,0.0,163302.89496188806,1.0,0.0,169,10,169
283862.5452475232,1.0,294840.37655688357,307805.2880056949,294840.37655688357,4304000,6971.611133393643,307805.2880056949,294840.37655688357,10,6971.611133393643,294840.37655688357,0.0,283862.5452475232,1.0,0.0,170,10,170
131964.0328534332,1.0,259135.27992447227,299075.85251753073,259135.27992447218,4328000,52506.584143807486,299075.85251753073,259135.27992447227,10,52506.584143807486,259135.27992447218,0.0,131964.0328534332,1.0,0.0,171,10,171
193456.5349841427,1.0,236592.99330684467,296608.36414875725,236592.99330684458,4352000,36339.59928634261,296608.36414875725,236592.99330684467,10,36339.59928634261,236592.99330684458,0.0,193456.5349841427,1.0,0.0,172,10,172
189565.92851069532,1.0,260152.9211439398,304281.0098041354,260152.9211439399,4376000,37620.07028222824,304281.0098041354,260152.9211439398,10,37620.07028222824,260152.9211439399,0.0,189565.92851069532,1.0,0.0,173,10,173
150827.83719153315,1.0,255557.40681995623,291720.24432556017,255557.4068199563,4400000,44426.48551177485,291720.24432556017,255557.40681995623,10,44426.48551177485,255557.4068199563,0.0,150827.83719153315,1.0,0.0,174,10,174
215808.53641891378,1.0,265952.39820807974,303037.29212822067,265952.3982080798,4424000,25645.872476611432,303037.29212822067,265952.39820807974,10,25645.872476611432,265952.3982080798,0.0,215808.53641891378,1.0,0.0,175,10,175
121571.61406802885,0.9,264394.216803991,302923.6348475833,264394.21680399094,4448000,51715.86689928728,302923.6348475833,264394.216803991,10,51715.86689928728,264394.21680399094,0.0,121571.61406802885,0.9,0.0,176,10,176
230629.7545913733,1.0,265468.38311725506,296895.92550521943,265468.38311725494,4472000,21105.0072877991,296895.92550521943,265468.38311725506,10,21105.0072877991,265468.38311725494,0.0,230629.7545913733,1.0,0.0,177,10,177
186208.0464658269,1.0,272664.71890237916,298760.65498693776,272664.71890237916,4496000,32195.223023351096,298760.65498693776,272664.71890237916,10,32195.223023351096,272664.71890237916,0.0,186208.0464658269,1.0,0.0,178,10,178
128828.41155647516,0.9,229710.18318332126,280788.80639720266,229710.18318332135,4520000,41296.09665233218,280788.80639720266,229710.18318332126,10,41296.09665233218,229710.18318332135,0.0,128828.41155647516,0.9,0.0,179,10,179
184114.99210966253,1.0,240273.5172247671,288595.779346001,240273.51722476716,4544000,37305.7118358327,288595.779346001,240273.5172247671,10,37305.7118358327,240273.51722476716,0.0,184114.99210966253,1.0,0.0,180,10,180
215700.5253355696,1.0,257331.71523882952,293068.6869824149,257331.7152388296,4568000,24154.485142526195,293068.6869824149,257331.71523882952,10,24154.485142526195,257331.7152388296,0.0,215700.5253355696,1.0,0.0,181,10,181
108231.0207118271,0.9,214754.18192215037,262857.51668930415,214754.18192215037,4592000,41955.00780135474,262857.51668930415,214754.18192215037,10,41955.00780135474,214754.18192215037,0.0,108231.0207118271,0.9,0.0,182,10,182
118789.45465797262,0.9,219495.6887532595,299920.7004823733,219495.68875325946,4616000,48128.20310044558,299920.7004823733,219495.6887532595,10,48128.20310044558,219495.68875325946,0.0,118789.45465797262,0.9,0.0,183,10,183
210811.1356290016,1.0,266448.2117676939,302147.1989910956,266448.21176769387,4640000,30106.38803444569,302147.1989910956,266448.2117676939,10,30106.38803444569,266448.21176769387,0.0,210811.1356290016,1.0,0.0,184,10,184
-84.16805993438342,0.1,47117.270663315634,289226.83541721996,47117.27066331563,4664000,84329.51597280569,289226.83541721996,47117.270663315634,10,84329.51597280569,47117.27066331563,0.0,-84.16805993438342,0.1,0.0,185,10,185
-46.458152932561596,0.4,56926.80799231889,235901.35148803348,56926.8079923189,4688000,88750.22401657216,235901.35148803348,56926.80799231889,10,88750.22401657216,56926.8079923189,0.0,-46.458152932561596,0.4,0.0,186,10,186
-58.296294592537,0.5,119737.49706195961,288236.82490165206,119737.49706195958,4712000,128481.46386144058,288236.82490165206,119737.49706195961,10,128481.46386144058,119737.49706195958,0.0,-58.296294592537,0.5,0.0,187,10,187
-72.80821132335086,0.3,59875.708066210595,293822.58008698863,59875.70806621054,4736000,99031.55085869314,293822.58008698863,59875.708066210595,10,99031.55085869314,59875.70806621054,0.0,-72.80821132335086,0.3,0.0,188,10,188
28213.661758454447,0.6,100511.93643072221,195268.50203866683,100511.93643072221,4760000,60159.66491175713,195268.50203866683,100511.93643072221,10,60159.66491175713,100511.93643072221,0.0,28213.661758454447,0.6,0.0,189,10,189
59824.08474955053,1.0,248259.1503629947,308374.13297501946,248259.1503629946,4784000,74321.40942764281,308374.13297501946,248259.1503629947,10,74321.40942764281,248259.1503629946,0.0,59824.08474955053,1.0,0.0,190,10,190
-66.82192903700123,0.4,63457.02113288065,169962.77655680172,63457.02113288065,4808000,69710.71765768631,169962.77655680172,63457.02113288065,10,69710.71765768631,63457.02113288065,0.0,-66.82192903700123,0.4,0.0,191,10,191
-82.02077091605824,0.1,37291.04650860314,286357.9307151693,37291.046508603155,4832000,84865.02789002404,286357.9307151693,37291.04650860314,10,84865.02789002404,37291.046508603155,0.0,-82.02077091605824,0.1,0.0,192,10,192
-85.55396422082039,0.2,36632.55455186423,223193.35183482646,36632.55455186422,4856000,65973.44705806095,223193.35183482646,36632.55455186423,10,65973.44705806095,36632.55455186422,0.0,-85.55396422082039,0.2,0.0,193,10,193
-62.79200617114592,0.3,94840.82613581872,258716.5410620786,94840.8261358187,4880000,109660.09989890267,258716.5410620786,94840.82613581872,10,109660.09989890267,94840.8261358187,0.0,-62.79200617114592,0.3,0.0,194,10,194
38031.43053320412,0.2,49575.23207061426,79578.22566059414,49575.23207061425,4904000,11899.570767779398,79578.22566059414,49575.23207061426,10,11899.570767779398,49575.23207061425,0.0,38031.43053320412,0.2,0.0,195,10,195
43331.299546690934,0.7,157471.3461658441,306472.5496083484,157471.34616584415,4928000,82150.82609432748,306472.5496083484,157471.3461658441,10,82150.82609432748,157471.34616584415,0.0,43331.299546690934,0.7,0.0,196,10,196
21204.06140745268,0.8,237061.47295236457,312078.2567534963,237061.47295236465,4952000,108423.70287993294,312078.2567534963,237061.47295236457,10,108423.70287993294,237061.47295236465,0.0,21204.06140745268,0.8,0.0,197,10,197
134721.75969921268,1.0,264006.61666537693,304980.22108810296,264006.6166653769,4976000,58525.762265813675,304980.22108810296,264006.61666537693,10,58525.762265813675,264006.6166653769,0.0,134721.75969921268,1.0,0.0,198,10,198
192638.17357226007,1.0,263751.3188677544,303818.34012925805,263751.3188677545,5000000,39372.82720275092,303818.34012925805,263751.3188677544,10,39372.82720275092,263751.3188677545,0.0,192638.17357226007,1.0,0.0,199,10,199
199584.8702221521,1.0,274960.1275274212,305166.28740724904,274960.1275274213,5024000,36109.27172254347,305166.28740724904,274960.1275274212,10,36109.27172254347,274960.1275274213,0.0,199584.8702221521,1.0,0.0,200,10,200
278253.9113628979,1.0,295223.4404514287,308395.7206070213,295223.4404514287,5048000,10164.283937926093,308395.7206070213,295223.4404514287,10,10164.283937926093,295223.4404514287,0.0,278253.9113628979,1.0,0.0,201,10,201
205603.8570631231,1.0,272176.9543818863,295286.3451822459,272176.9543818863,5072000,26065.896219334445,295286.3451822459,272176.9543818863,10,26065.896219334445,272176.9543818863,0.0,205603.8570631231,1.0,0.0,202,10,202
