MetaTest/Average/MinReturn,MetaTest/handle-pull-side-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-pull-side-v1/MaxReturn,MetaTest/handle-pull-side-v1/AverageReturn,TotalEnvSteps,MetaTest/handle-pull-side-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/handle-pull-side-v1/AverageDiscountedReturn,MetaTest/handle-pull-side-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/handle-pull-side-v1/MinReturn,MetaTest/Average/SuccessRate,MetaTest/handle-pull-side-v1/TerminationRate,MetaTest/handle-pull-side-v1/Iteration,MetaTest/Average/NumTrajs,MetaTest/Average/Iteration
16558.386543407265,0.0,33994.24562878409,45069.31981126005,33994.24562878408,752000,11229.658400843833,45069.31981126005,33994.24562878409,10,11229.658400843833,33994.24562878408,0.0,16558.386543407265,0.0,0.0,22,10,22
37512.04572007119,0.0,80594.47314758526,99027.00379405623,80594.47314758528,776000,18729.828249047667,99027.00379405623,80594.47314758526,10,18729.828249047667,80594.47314758528,0.0,37512.04572007119,0.0,0.0,23,10,23
45896.575686401724,0.2,85878.96916384937,126579.37674674536,85878.96916384935,800000,27205.38933206931,126579.37674674536,85878.96916384937,10,27205.38933206931,85878.96916384935,0.0,45896.575686401724,0.2,0.0,24,10,24
10440.457580900493,0.1,74770.84282022703,119805.83451702523,74770.84282022699,824000,33481.59935126473,119805.83451702523,74770.84282022703,10,33481.59935126473,74770.84282022699,0.0,10440.457580900493,0.1,0.0,25,10,25
12902.220075578714,0.2,78790.30186350853,155377.5563719253,78790.30186350852,848000,43160.906314614134,155377.5563719253,78790.30186350853,10,43160.906314614134,78790.30186350852,0.0,12902.220075578714,0.2,0.0,26,10,26
44805.109459481486,0.6,102692.19196215448,157105.7059747272,102692.1919621545,872000,36628.14623313478,157105.7059747272,102692.19196215448,10,36628.14623313478,102692.1919621545,0.0,44805.109459481486,0.6,0.0,27,10,27
27753.367284337277,0.7,106354.11599466899,158497.51145015066,106354.11599466899,896000,43245.26005121842,158497.51145015066,106354.11599466899,10,43245.26005121842,106354.11599466899,0.0,27753.367284337277,0.7,0.0,28,10,28
13387.201147335276,0.3,65791.05248739859,171444.69433071374,65791.05248739857,920000,57461.915664735694,171444.69433071374,65791.05248739859,10,57461.915664735694,65791.05248739857,0.0,13387.201147335276,0.3,0.0,29,10,29
29959.912100427686,0.3,52093.24092882082,169918.84330239426,52093.24092882084,944000,40382.4510180407,169918.84330239426,52093.24092882082,10,40382.4510180407,52093.24092882084,0.0,29959.912100427686,0.3,0.0,30,10,30
11441.397188190016,0.0,23203.74978369018,44227.27221760383,23203.749783690175,968000,11196.941223617927,44227.27221760383,23203.74978369018,10,11196.941223617927,23203.749783690175,0.0,11441.397188190016,0.0,0.0,31,10,31
-14.378071251231505,0.3,34997.901929487096,161221.97826453234,34997.90192948708,992000,45103.625493113264,161221.97826453234,34997.901929487096,10,45103.625493113264,34997.90192948708,0.0,-14.378071251231505,0.3,0.0,32,10,32
-69.02809127920922,0.1,30862.699089884856,47589.162459449064,30862.699089884856,1016000,13711.713767516905,47589.162459449064,30862.699089884856,10,13711.713767516905,30862.699089884856,0.0,-69.02809127920922,0.1,0.0,33,10,33
16799.227931279438,0.1,32203.46173182611,42389.67244115443,32203.46173182612,1040000,7855.886294572802,42389.67244115443,32203.46173182611,10,7855.886294572802,32203.46173182612,0.0,16799.227931279438,0.1,0.0,34,10,34
27645.781147393853,0.2,46301.24706235029,104785.54095500338,46301.24706235029,1064000,19959.234994746635,104785.54095500338,46301.24706235029,10,19959.234994746635,46301.24706235029,0.0,27645.781147393853,0.2,0.0,35,10,35
717.553515328075,0.3,28085.86994651454,51846.196907392914,28085.869946514547,1088000,15549.18483461301,51846.196907392914,28085.86994651454,10,15549.18483461301,28085.869946514547,0.0,717.553515328075,0.3,0.0,36,10,36
13250.403208553738,0.4,57695.762552043154,180313.04710104468,57695.76255204315,1112000,58946.830567544464,180313.04710104468,57695.762552043154,10,58946.830567544464,57695.76255204315,0.0,13250.403208553738,0.4,0.0,37,10,37
-16.28933419586549,0.2,46824.9374891876,259078.80574862662,46824.93748918763,1136000,71831.58872640367,259078.80574862662,46824.9374891876,10,71831.58872640367,46824.93748918763,0.0,-16.28933419586549,0.2,0.0,38,10,38
-19.64036818997634,0.3,58242.98114128417,231478.3043451713,58242.98114128419,1160000,82747.79333718967,231478.3043451713,58242.98114128417,10,82747.79333718967,58242.98114128419,0.0,-19.64036818997634,0.3,0.0,39,10,39
20698.903886435917,0.1,64519.8430966093,265101.6293601175,64519.8430966093,1184000,68419.09799868407,265101.6293601175,64519.8430966093,10,68419.09799868407,64519.8430966093,0.0,20698.903886435917,0.1,0.0,40,10,40
-18.13335531767322,0.0,22596.77433154435,40680.86483951446,22596.774331544355,1208000,13011.025239150435,40680.86483951446,22596.77433154435,10,13011.025239150435,22596.774331544355,0.0,-18.13335531767322,0.0,0.0,41,10,41
36051.151496653416,0.6,72857.04721731754,132319.390389232,72857.04721731754,1232000,31086.5072276851,132319.390389232,72857.04721731754,10,31086.5072276851,72857.04721731754,0.0,36051.151496653416,0.6,0.0,42,10,42
-138.46258229354063,0.1,8044.618480744475,70564.10701072562,8044.618480744481,1256000,21082.814115867033,70564.10701072562,8044.618480744475,10,21082.814115867033,8044.618480744481,0.0,-138.46258229354063,0.1,0.0,43,10,43
-125.23560645040682,0.2,29317.653366010974,82070.89230056996,29317.653366010956,1280000,32301.192726541107,82070.89230056996,29317.653366010974,10,32301.192726541107,29317.653366010956,0.0,-125.23560645040682,0.2,0.0,44,10,44
-88.45811091745117,0.2,21843.080589765857,87542.99266662846,21843.08058976587,1304000,30771.400727683456,87542.99266662846,21843.080589765857,10,30771.400727683456,21843.08058976587,0.0,-88.45811091745117,0.2,0.0,45,10,45
-27.526012119910117,0.0,8885.85389541878,39076.82738520821,8885.853895418779,1328000,10880.84478053517,39076.82738520821,8885.85389541878,10,10880.84478053517,8885.853895418779,0.0,-27.526012119910117,0.0,0.0,46,10,46
-85.00088339104609,0.1,7833.865041489398,78973.80111903294,7833.865041489398,1352000,23713.317250893506,78973.80111903294,7833.865041489398,10,23713.317250893506,7833.865041489398,0.0,-85.00088339104609,0.1,0.0,47,10,47
16549.075632603253,0.2,39289.5259223427,93133.19984488952,39289.525922342684,1376000,26358.65355317992,93133.19984488952,39289.5259223427,10,26358.65355317992,39289.525922342684,0.0,16549.075632603253,0.2,0.0,48,10,48
4371.1425476771565,0.4,47308.4222379694,97366.82478182329,47308.42223796941,1400000,35821.3788829771,97366.82478182329,47308.4222379694,10,35821.3788829771,47308.42223796941,0.0,4371.1425476771565,0.4,0.0,49,10,49
-95.46517803025995,0.2,18680.859338748334,92510.04521042021,18680.859338748327,1424000,28736.45139076776,92510.04521042021,18680.859338748334,10,28736.45139076776,18680.859338748327,0.0,-95.46517803025995,0.2,0.0,50,10,50
-72.65861504308269,0.1,848.7628937255928,3854.162729290189,848.7628937255926,1448000,1460.778722923317,3854.162729290189,848.7628937255928,10,1460.778722923317,848.7628937255926,0.0,-72.65861504308269,0.1,0.0,51,10,51
-74.35908122660479,0.0,7180.7175986901375,42529.47106585853,7180.71759869014,1472000,14750.53297736413,42529.47106585853,7180.7175986901375,10,14750.53297736413,7180.71759869014,0.0,-74.35908122660479,0.0,0.0,52,10,52
-61.108693146329685,0.0,131.04952721064916,1668.8572139833386,131.0495272106492,1496000,512.6668583192125,1668.8572139833386,131.04952721064916,10,512.6668583192125,131.0495272106492,0.0,-61.108693146329685,0.0,0.0,53,10,53
9459.619830131753,0.1,34471.55333068958,74059.97987701825,34471.55333068957,1520000,21559.972359435793,74059.97987701825,34471.55333068958,10,21559.972359435793,34471.55333068957,0.0,9459.619830131753,0.1,0.0,54,10,54
13078.26368502846,0.2,47638.83904689299,122493.25456645832,47638.83904689297,1544000,31801.53316850209,122493.25456645832,47638.83904689299,10,31801.53316850209,47638.83904689297,0.0,13078.26368502846,0.2,0.0,55,10,55
-119.87630375738794,0.1,-68.93864770743541,-14.946121541121716,-68.9386477074354,1568000,43.469147075110136,-14.946121541121716,-68.93864770743541,10,43.469147075110136,-68.9386477074354,0.0,-119.87630375738794,0.1,0.0,56,10,56
-60.833319857474095,0.0,5963.889341101495,41106.78734489025,5963.889341101497,1592000,12147.165830606731,41106.78734489025,5963.889341101495,10,12147.165830606731,5963.889341101497,0.0,-60.833319857474095,0.0,0.0,57,10,57
-64.81384205196491,0.0,3159.9690135410856,8760.448026818798,3159.969013541085,1616000,3530.8433996907343,8760.448026818798,3159.9690135410856,10,3530.8433996907343,3159.969013541085,0.0,-64.81384205196491,0.0,0.0,58,10,58
15338.302233127952,0.0,36182.39559633503,45313.50236778207,36182.39559633503,1640000,12568.318748554639,45313.50236778207,36182.39559633503,10,12568.318748554639,36182.39559633503,0.0,15338.302233127952,0.0,0.0,59,10,59
-69.60195092717053,0.0,9344.460869700668,44330.82393793143,9344.46086970067,1664000,17451.92967105389,44330.82393793143,9344.460869700668,10,17451.92967105389,9344.46086970067,0.0,-69.60195092717053,0.0,0.0,60,10,60
22093.081413175732,0.5,118717.0976226724,213879.82725463205,118717.09762267242,1688000,66988.93309542132,213879.82725463205,118717.0976226724,10,66988.93309542132,118717.09762267242,0.0,22093.081413175732,0.5,0.0,61,10,61
22552.548805295188,0.6,108958.34180808354,209268.8302468737,108958.34180808355,1712000,72272.7681048725,209268.8302468737,108958.34180808354,10,72272.7681048725,108958.34180808355,0.0,22552.548805295188,0.6,0.0,62,10,62
17183.62489776339,0.0,17999.741355886013,19065.389107264014,17999.741355886013,1736000,598.3243082267015,19065.389107264014,17999.741355886013,10,598.3243082267015,17999.741355886013,0.0,17183.62489776339,0.0,0.0,63,10,63
18904.665974378364,0.2,68957.55065877663,258149.54791819933,68957.55065877661,1760000,93492.717158966,258149.54791819933,68957.55065877663,10,93492.717158966,68957.55065877661,0.0,18904.665974378364,0.2,0.0,64,10,64
17410.533489707035,0.4,83023.881318384,221566.27407457455,83023.881318384,1784000,80161.9432265107,221566.27407457455,83023.881318384,10,80161.9432265107,83023.881318384,0.0,17410.533489707035,0.4,0.0,65,10,65
19900.898320420434,0.5,105999.52434736173,203838.01450914753,105999.52434736176,1808000,79488.5394827239,203838.01450914753,105999.52434736173,10,79488.5394827239,105999.52434736176,0.0,19900.898320420434,0.5,0.0,66,10,66
9246.067378493774,0.3,63629.138205986084,197785.7064225796,63629.13820598604,1832000,58110.41807335612,197785.7064225796,63629.138205986084,10,58110.41807335612,63629.13820598604,0.0,9246.067378493774,0.3,0.0,67,10,67
18302.80064604903,0.5,103135.79027359353,217074.97872073547,103135.79027359352,1856000,70410.0903940023,217074.97872073547,103135.79027359353,10,70410.0903940023,103135.79027359352,0.0,18302.80064604903,0.5,0.0,68,10,68
30758.259955062385,0.4,120619.42740928763,201726.2937441317,120619.42740928759,1880000,59192.47419395229,201726.2937441317,120619.42740928763,10,59192.47419395229,120619.42740928759,0.0,30758.259955062385,0.4,0.0,69,10,69
87612.77738148482,0.7,164800.73925552517,245162.34485243933,164800.73925552514,1904000,59130.59702587898,245162.34485243933,164800.73925552517,10,59130.59702587898,164800.73925552514,0.0,87612.77738148482,0.7,0.0,70,10,70
22021.939195735227,0.3,105892.23955451275,279901.02916304214,105892.23955451278,1928000,80510.84464684252,279901.02916304214,105892.23955451275,10,80510.84464684252,105892.23955451278,0.0,22021.939195735227,0.3,0.0,71,10,71
70879.90140687667,0.1,99594.37817424533,278226.64630345104,99594.37817424528,1952000,60111.74650686903,278226.64630345104,99594.37817424533,10,60111.74650686903,99594.37817424528,0.0,70879.90140687667,0.1,0.0,72,10,72
68626.0428392314,0.4,147874.45813677934,271859.9206595551,147874.45813677934,1976000,84842.69602194466,271859.9206595551,147874.45813677934,10,84842.69602194466,147874.45813677934,0.0,68626.0428392314,0.4,0.0,73,10,73
56131.00617075205,0.5,178875.7700673881,298460.8134138498,178875.77006738808,2000000,102447.83842059084,298460.8134138498,178875.7700673881,10,102447.83842059084,178875.77006738808,0.0,56131.00617075205,0.5,0.0,74,10,74
16630.177218100653,0.5,138476.4334965761,314461.79008690955,138476.43349657615,2024000,124399.94875950585,314461.79008690955,138476.4334965761,10,124399.94875950585,138476.43349657615,0.0,16630.177218100653,0.5,0.0,75,10,75
50761.31571762409,0.6,159216.81470186272,254097.66315058162,159216.8147018627,2048000,69816.32130745664,254097.66315058162,159216.81470186272,10,69816.32130745664,159216.8147018627,0.0,50761.31571762409,0.6,0.0,76,10,76
39555.96902133446,0.5,140738.82702788003,293088.49394037895,140738.82702788,2072000,92604.69107688464,293088.49394037895,140738.82702788003,10,92604.69107688464,140738.82702788,0.0,39555.96902133446,0.5,0.0,77,10,77
33456.478019129354,0.3,130721.89317094225,312160.171574301,130721.89317094225,2096000,118823.4546243192,312160.171574301,130721.89317094225,10,118823.4546243192,130721.89317094225,0.0,33456.478019129354,0.3,0.0,78,10,78
40448.17662134792,0.4,150225.40401914486,311791.1406129306,150225.4040191449,2120000,119100.9553454505,311791.1406129306,150225.40401914486,10,119100.9553454505,150225.4040191449,0.0,40448.17662134792,0.4,0.0,79,10,79
53383.08295884377,0.7,211600.06952484077,312101.2063894484,211600.06952484077,2144000,101234.02359361015,312101.2063894484,211600.06952484077,10,101234.02359361015,211600.06952484077,0.0,53383.08295884377,0.7,0.0,80,10,80
19293.85832657722,0.6,153424.68610669317,307891.5287641044,153424.68610669317,2168000,113691.39086204152,307891.5287641044,153424.68610669317,10,113691.39086204152,153424.68610669317,0.0,19293.85832657722,0.6,0.0,81,10,81
33139.410637524015,0.6,166663.76956677824,305683.3019714371,166663.76956677824,2192000,108305.26136346538,305683.3019714371,166663.76956677824,10,108305.26136346538,166663.76956677824,0.0,33139.410637524015,0.6,0.0,82,10,82
21694.943438797316,0.8,185638.46442238332,298743.60061139206,185638.46442238335,2216000,104546.80325341545,298743.60061139206,185638.46442238332,10,104546.80325341545,185638.46442238335,0.0,21694.943438797316,0.8,0.0,83,10,83
39088.58150198747,0.9,224811.69271667456,298645.1101610047,224811.6927166745,2240000,78464.79956889461,298645.1101610047,224811.69271667456,10,78464.79956889461,224811.6927166745,0.0,39088.58150198747,0.9,0.0,84,10,84
-70.56922063759832,0.0,-63.39595987728321,-49.916307353746056,-63.39595987728321,2264000,5.915449636880905,-49.916307353746056,-63.39595987728321,10,5.915449636880905,-63.39595987728321,0.0,-70.56922063759832,0.0,0.0,85,10,85
-56.600232636179165,0.0,-48.32269552472026,-43.28538390147351,-48.32269552472026,2288000,3.816151641447017,-43.28538390147351,-48.32269552472026,10,3.816151641447017,-48.32269552472026,0.0,-56.600232636179165,0.0,0.0,86,10,86
-59.24032067933132,0.0,3640.5707620490366,19236.98620374683,3640.5707620490357,2312000,6275.439509662814,19236.98620374683,3640.5707620490366,10,6275.439509662814,3640.5707620490357,0.0,-59.24032067933132,0.0,0.0,87,10,87
-58.743370220597846,0.0,-50.952699155424185,-43.27217848018599,-50.95269915542417,2336000,5.226257378633332,-43.27217848018599,-50.952699155424185,10,5.226257378633332,-50.95269915542417,0.0,-58.743370220597846,0.0,0.0,88,10,88
-15.807849410780056,0.2,24879.772364607063,81713.56096375236,24879.77236460705,2360000,24266.029532045446,81713.56096375236,24879.772364607063,10,24266.029532045446,24879.77236460705,0.0,-15.807849410780056,0.2,0.0,89,10,89
15191.263646318237,0.1,32193.381843316478,154457.569662043,32193.381843316492,2384000,40965.29610516681,154457.569662043,32193.381843316478,10,40965.29610516681,32193.381843316492,0.0,15191.263646318237,0.1,0.0,90,10,90
28796.868498197986,0.8,90370.18222258789,150342.43931217506,90370.18222258786,2408000,41626.511076090224,150342.43931217506,90370.18222258789,10,41626.511076090224,90370.18222258786,0.0,28796.868498197986,0.8,0.0,91,10,91
21428.760943424873,0.5,97219.93307521295,222042.6248164406,97219.93307521289,2432000,67837.1527144265,222042.6248164406,97219.93307521295,10,67837.1527144265,97219.93307521289,0.0,21428.760943424873,0.5,0.0,92,10,92
1932.6891425691172,0.1,54319.54336913584,278679.6952498164,54319.543369135805,2456000,76788.01263829602,278679.6952498164,54319.54336913584,10,76788.01263829602,54319.543369135805,0.0,1932.6891425691172,0.1,0.0,93,10,93
46074.71674473373,0.2,68402.80515120334,166571.63670963718,68402.80515120336,2480000,33844.12367680035,166571.63670963718,68402.80515120334,10,33844.12367680035,68402.80515120336,0.0,46074.71674473373,0.2,0.0,94,10,94
17460.50508531105,0.4,90483.11501325994,292666.42404620425,90483.11501325996,2504000,88564.81715157114,292666.42404620425,90483.11501325994,10,88564.81715157114,90483.11501325996,0.0,17460.50508531105,0.4,0.0,95,10,95
21867.488182102155,0.6,107972.57824955943,283229.00192070246,107972.57824955942,2528000,95942.8290732593,283229.00192070246,107972.57824955943,10,95942.8290732593,107972.57824955942,0.0,21867.488182102155,0.6,0.0,96,10,96
43957.083040709316,0.9,178911.23541424688,279058.9945391052,178911.23541424688,2552000,84359.02768173061,279058.9945391052,178911.23541424688,10,84359.02768173061,178911.23541424688,0.0,43957.083040709316,0.9,0.0,97,10,97
26268.371663905127,0.6,134147.54422660943,270768.5641690959,134147.54422660946,2576000,87252.11979944354,270768.5641690959,134147.54422660943,10,87252.11979944354,134147.54422660946,0.0,26268.371663905127,0.6,0.0,98,10,98
42205.82829245643,0.7,179836.04489174127,303993.90854192054,179836.0448917412,2600000,105160.65168167964,303993.90854192054,179836.04489174127,10,105160.65168167964,179836.0448917412,0.0,42205.82829245643,0.7,0.0,99,10,99
34799.45146694248,0.7,150045.84022473876,282747.2297033444,150045.84022473876,2624000,92318.1041938484,282747.2297033444,150045.84022473876,10,92318.1041938484,150045.84022473876,0.0,34799.45146694248,0.7,0.0,100,10,100
678.0207085071062,0.5,115991.09435047771,284534.4723506636,115991.09435047772,2648000,112298.19253125455,284534.4723506636,115991.09435047771,10,112298.19253125455,115991.09435047772,0.0,678.0207085071062,0.5,0.0,101,10,101
35349.204235373065,0.9,177987.377365106,277763.6793055035,177987.37736510602,2672000,83102.58793093219,277763.6793055035,177987.377365106,10,83102.58793093219,177987.37736510602,0.0,35349.204235373065,0.9,0.0,102,10,102
97244.49448437589,1.0,245018.27898564265,310081.67408725724,245018.27898564268,2696000,79695.57615833754,310081.67408725724,245018.27898564265,10,79695.57615833754,245018.27898564268,0.0,97244.49448437589,1.0,0.0,103,10,103
-69.52802992721269,0.6,108027.500136452,296548.03087309474,108027.50013645198,2720000,123114.89564527084,296548.03087309474,108027.500136452,10,123114.89564527084,108027.50013645198,0.0,-69.52802992721269,0.6,0.0,104,10,104
-47.53111953416553,0.4,109824.07830070789,286348.30633696134,109824.07830070794,2744000,123191.43471972857,286348.30633696134,109824.07830070789,10,123191.43471972857,109824.07830070794,0.0,-47.53111953416553,0.4,0.0,105,10,105
-13.724335019929555,0.6,122229.81944607003,267333.2548814874,122229.81944607003,2768000,81839.92020503474,267333.2548814874,122229.81944607003,10,81839.92020503474,122229.81944607003,0.0,-13.724335019929555,0.6,0.0,106,10,106
157343.6505885159,1.0,260877.95243809634,299373.8380049908,260877.95243809643,2792000,38299.49499343291,299373.8380049908,260877.95243809634,10,38299.49499343291,260877.95243809643,0.0,157343.6505885159,1.0,0.0,107,10,107
52993.79320232532,0.7,202498.58380256803,292780.1184879204,202498.58380256803,2816000,84874.02846480627,292780.1184879204,202498.58380256803,10,84874.02846480627,202498.58380256803,0.0,52993.79320232532,0.7,0.0,108,10,108
-120.6269983755635,0.4,115668.5793148275,302579.5951340471,115668.57931482754,2840000,130225.209372614,302579.5951340471,115668.5793148275,10,130225.209372614,115668.57931482754,0.0,-120.6269983755635,0.4,0.0,109,10,109
101674.53849651058,0.9,185107.93145818572,277250.8212132553,185107.9314581858,2864000,60163.36500371278,277250.8212132553,185107.93145818572,10,60163.36500371278,185107.9314581858,0.0,101674.53849651058,0.9,0.0,110,10,110
70989.21162550767,0.9,235367.77448832864,286443.6942979474,235367.77448832858,2888000,72492.64922865172,286443.6942979474,235367.77448832864,10,72492.64922865172,235367.77448832858,0.0,70989.21162550767,0.9,0.0,111,10,111
84693.43473048246,0.8,204688.80250268706,273369.3519813074,204688.80250268703,2912000,69104.95326466412,273369.3519813074,204688.80250268706,10,69104.95326466412,204688.80250268703,0.0,84693.43473048246,0.8,0.0,112,10,112
160013.2557001643,1.0,264572.7734132563,292156.74494605773,264572.7734132563,2936000,36740.481235066414,292156.74494605773,264572.7734132563,10,36740.481235066414,264572.7734132563,0.0,160013.2557001643,1.0,0.0,113,10,113
-88.1800341166361,0.4,100212.23314238936,278281.34409669443,100212.23314238935,2960000,121301.32740560985,278281.34409669443,100212.23314238936,10,121301.32740560985,100212.23314238935,0.0,-88.1800341166361,0.4,0.0,114,10,114
-66.88472919556118,0.4,86175.53638456484,302200.01733058423,86175.53638456482,2984000,107805.09369258913,302200.01733058423,86175.53638456484,10,107805.09369258913,86175.53638456482,0.0,-66.88472919556118,0.4,0.0,115,10,115
102597.34807956118,0.9,200628.7367492443,268983.8108754283,200628.7367492443,3008000,63578.50727812006,268983.8108754283,200628.7367492443,10,63578.50727812006,200628.7367492443,0.0,102597.34807956118,0.9,0.0,116,10,116
169282.86162689573,1.0,253349.11437518624,300143.1993876381,253349.1143751863,3032000,48622.45878222807,300143.1993876381,253349.11437518624,10,48622.45878222807,253349.1143751863,0.0,169282.86162689573,1.0,0.0,117,10,117
135053.07549727522,1.0,270172.36676787183,304304.4871821275,270172.36676787183,3056000,46785.48836410711,304304.4871821275,270172.36676787183,10,46785.48836410711,270172.36676787183,0.0,135053.07549727522,1.0,0.0,118,10,118
-123.53439111448519,0.2,37873.281254073394,176464.0035885838,37873.2812540734,3080000,60050.24444331628,176464.0035885838,37873.281254073394,10,60050.24444331628,37873.2812540734,0.0,-123.53439111448519,0.2,0.0,119,10,119
-61.228207554642815,0.3,90066.28633934469,310833.1022880411,90066.28633934468,3104000,132296.43073653989,310833.1022880411,90066.28633934469,10,132296.43073653989,90066.28633934468,0.0,-61.228207554642815,0.3,0.0,120,10,120
