MetaTest/Average/NumEpisodes,MetaTest/pick-out-of-hole-v1/Iteration,MetaTest/pick-out-of-hole-v1/StdReturn,GaussianMLPPolicy/Entropy,MetaTest/pick-out-of-hole-v1/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,Average/StdReturn,Average/MinReturn,MetaTest/Average/Iteration,pick-out-of-hole-v1/SuccessRate,GaussianMLPPolicy/KLAfter,MetaTest/pick-out-of-hole-v1/NumEpisodes,pick-out-of-hole-v1/TerminationRate,GaussianMLPPolicy/LossBefore,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/SuccessRate,GaussianMLPPolicy/LossAfter,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,Average/TerminationRate,pick-out-of-hole-v1/MinReturn,pick-out-of-hole-v1/AverageReturn,Average/MaxReturn,MetaTest/Average/TerminationRate,GaussianMLPPolicy/dLoss,Average/NumEpisodes,Average/AverageReturn,Iteration,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,pick-out-of-hole-v1/MaxReturn,pick-out-of-hole-v1/NumEpisodes,Average/SuccessRate,MetaTest/pick-out-of-hole-v1/MaxReturn,TotalEnvSteps,Average/Iteration,pick-out-of-hole-v1/StdReturn,pick-out-of-hole-v1/Iteration,GaussianMLPPolicy/KLBefore,pick-out-of-hole-v1/AverageDiscountedReturn
10,1,1.6213242549542992,5.611567974090576,-28.843487054483685,-13.521839940845302,0.0,-26.36059619204202,2.3126237518863504,-36.579660734764325,1,0.0,0.008172410540282726,10,0.0,-0.0032481267116963863,-26.36059619204202,0.0,-0.0056477817706763744,1.6213242549542992,-28.843487054483685,0.0,-36.579660734764325,-28.283427681511622,-22.98917615170985,0.0,0.002399655058979988,200,-28.283427681511622,10,-26.36059619204202,-24.25711468763815,-26.36059619204202,0.0,-22.98917615170985,200,0.0,-24.25711468763815,880000,10,2.3126237518863504,10,0.0,-13.521839940845302
,,,5.566369533538818,,-12.920740614417,,,2.017635109882415,-32.705583074932605,,0.0,0.008859841153025627,,0.0,-0.0032903614919632673,,,-0.005913204047828913,,,0.0,-32.705583074932605,-26.99346948522264,-21.764166715412433,,0.0026228425558656454,200,-26.99346948522264,11,,,,,-21.764166715412433,200,0.0,,960000,11,2.017635109882415,11,0.0,-12.920740614417
,,,5.541459083557129,,-12.697072802783792,,,1.7414489501115806,-31.617213020110587,,0.0,0.007548334542661905,,0.0,-0.0027574878185987473,,,-0.004766720812767744,,,0.0,-31.617213020110587,-26.357554704270573,-22.51435786826985,,0.002009232994168997,200,-26.357554704270573,12,,,,,-22.51435786826985,200,0.0,,1040000,12,1.7414489501115806,12,0.0,-12.697072802783792
,,,5.51434326171875,,-12.347438993580113,,,1.7719072474861275,-30.43907236024167,,0.0,0.00672522047534585,,0.0,-0.0023887064307928085,,,-0.003893088549375534,,,0.0,-30.43907236024167,-25.875687139252623,-22.330918356237795,,0.0015043821185827255,200,-25.875687139252623,13,,,,,-22.330918356237795,200,0.0,,1120000,13,1.7719072474861275,13,0.0,-12.347438993580113
,,,5.487846851348877,,-12.316231855230138,,,1.789723983006572,-30.921215385038654,,0.0,0.008864005096256733,,0.0,-0.002864904934540391,,,-0.007266199681907892,,,0.0,-30.921215385038654,-25.57437601340088,-21.406655889123613,,0.004401294747367501,200,-25.57437601340088,14,,,,,-21.406655889123613,200,0.0,,1200000,14,1.789723983006572,14,0.0,-12.316231855230138
,,,5.456140995025635,,-12.035365505329587,,,1.4344760579367855,-31.05178128382936,,0.0,0.0081655103713274,,0.0,-0.0025897701270878315,,,-0.005383557640016079,,,0.0,-31.05178128382936,-25.060011537765963,-22.088011638590398,,0.0027937875129282475,200,-25.060011537765963,15,,,,,-22.088011638590398,200,0.0,,1280000,15,1.4344760579367855,15,0.0,-12.035365505329587
,,,5.439847469329834,,-11.914789931325366,,,1.426456231721583,-29.033933537743913,,0.0,0.007018974982202053,,0.0,-0.001310286344960332,,,-0.002871100325137377,,,0.0,-29.033933537743913,-24.857811629038565,-21.1109992055132,,0.0015608139801770449,200,-24.857811629038565,16,,,,,-21.1109992055132,200,0.0,,1360000,16,1.426456231721583,16,0.0,-11.914789931325366
,,,5.494483947753906,,-11.670030177631197,,,1.46817071170896,-29.098126924491496,,0.0,0.009961599484086037,,0.0,0.0029464049730449915,,,0.000788387842476368,,,0.0,-29.098126924491496,-24.315895232723914,-21.06645175160564,,0.0021580171305686235,200,-24.315895232723914,17,,,,,-21.06645175160564,200,0.0,,1440000,17,1.46817071170896,17,0.0,-11.670030177631197
,,,5.4416351318359375,,-11.848219745302044,,,1.9359782280549256,-33.188705189551435,,0.0,0.006624980363994837,,0.0,-0.004423324018716812,,,-0.006790857762098312,,,0.0,-33.188705189551435,-24.731298433381117,-19.972581259178092,,0.0023675337433815002,200,-24.731298433381117,18,,,,,-19.972581259178092,200,0.0,,1520000,18,1.9359782280549256,18,0.0,-11.848219745302044
,,,5.421991348266602,,-11.991621126453504,,,1.8038952733751927,-30.67611442475045,,0.0,0.006519440561532974,,0.0,-0.0021469094790518284,,,-0.0054568154737353325,,,0.0,-30.67611442475045,-24.98428263518037,-20.42824213622314,,0.003309905994683504,200,-24.98428263518037,19,,,,,-20.42824213622314,200,0.0,,1600000,19,1.8038952733751927,19,0.0,-11.991621126453504
10,2,1.4745212888273678,5.410721302032471,-26.606711536355423,-11.533114026083004,0.0,-24.661090682934258,1.4667963473195542,-28.947698066616486,2,0.0,0.007815239019691944,10,0.0,-0.0012492267414927483,-24.661090682934258,0.0,-0.004469656385481358,1.4745212888273678,-26.606711536355423,0.0,-28.947698066616486,-24.00034544936624,-20.659864287746903,0.0,0.0032204296439886093,200,-24.00034544936624,20,-24.661090682934255,-21.8369838641245,-24.661090682934255,0.0,-20.659864287746903,200,0.0,-21.8369838641245,1680000,20,1.4667963473195542,20,0.0,-11.533114026083004
,,,5.382987976074219,,-11.328903033641241,,,1.5554636949796665,-28.460837675074654,,0.0,0.006941118743270636,,0.0,-0.0025957573670893908,,,-0.005617113318294287,,,0.0,-28.460837675074654,-23.731804152933293,-20.078280854125772,,0.003021355951204896,200,-23.731804152933293,21,,,,,-20.078280854125772,200,0.0,,1760000,21,1.5554636949796665,21,0.0,-11.328903033641241
,,,5.364166259765625,,-11.650173053522499,,,1.3890904403155966,-28.395354531636748,,0.0,0.007039924617856741,,0.0,-0.0017433131579309702,,,-0.004244314972311258,,,0.0,-28.395354531636748,-24.38253883005072,-20.504152914662157,,0.002501001814380288,200,-24.38253883005072,22,,,,,-20.504152914662157,200,0.0,,1840000,22,1.3890904403155966,22,0.0,-11.650173053522499
,,,5.346061706542969,,-11.545231618796445,,,1.3322887765748515,-28.08539436835562,,0.0,0.0075244903564453125,,0.0,-0.0019729891791939735,,,-0.005464388057589531,,,0.0,-28.08539436835562,-24.169016346133173,-20.324637812659162,,0.0034913988783955574,200,-24.169016346133173,23,,,,,-20.324637812659162,200,0.0,,1920000,23,1.3322887765748515,23,0.0,-11.545231618796445
,,,5.320160388946533,,-11.549694389057576,,,1.3674357414519147,-29.378667904733014,,0.0,0.006831619888544083,,0.0,-0.0026118834502995014,,,-0.003892556531354785,,,0.0,-29.378667904733014,-24.374092499898865,-21.84143942765492,,0.0012806730810552835,200,-24.374092499898865,24,,,,,-21.84143942765492,200,0.0,,2000000,24,1.3674357414519147,24,0.0,-11.549694389057576
,,,5.31119441986084,,-11.300706144370343,,,1.311824486992824,-27.40754453968815,,0.0,0.007575243711471558,,0.0,-0.0016846794169396162,,,-0.003992292098701,,,0.0,-27.40754453968815,-23.57323803657013,-20.55053427367545,,0.002307612681761384,200,-23.57323803657013,25,,,,,-20.55053427367545,200,0.0,,2080000,25,1.311824486992824,25,0.0,-11.300706144370343
,,,5.2299652099609375,,-11.210035153046064,,,1.428390902584708,-28.393421984498435,,0.0,0.006553108803927898,,0.0,-0.0061179460026323795,,,-0.007741362787783146,,,0.0,-28.393421984498435,-23.401547542760067,-20.652962757612073,,0.0016234167851507664,200,-23.401547542760067,26,,,,,-20.652962757612073,200,0.0,,2160000,26,1.428390902584708,26,0.0,-11.210035153046064
,,,5.210971355438232,,-11.110027435031585,,,1.1634425934103165,-26.942780322376354,,0.0,0.00754576176404953,,0.0,-0.0016700096894055605,,,-0.0047671003267169,,,0.0,-26.942780322376354,-23.183464819064667,-20.219457443170665,,0.0030970906373113394,200,-23.183464819064667,27,,,,,-20.219457443170665,200,0.0,,2240000,27,1.1634425934103165,27,0.0,-11.110027435031585
,,,5.199493408203125,,-11.297308896377695,,,1.2235981059170302,-27.74257337502705,,0.0,0.007318233139812946,,0.0,-0.0011292174458503723,,,-0.0037030987441539764,,,0.0,-27.74257337502705,-23.72963267532612,-20.566801275193264,,0.002573881298303604,200,-23.72963267532612,28,,,,,-20.566801275193264,200,0.0,,2320000,28,1.2235981059170302,28,0.0,-11.297308896377695
,,,5.200455665588379,,-11.167384588442733,,,1.1852375674651,-27.10601060138375,,0.0,0.007239711470901966,,0.0,-0.00023841773509047925,,,-0.0040310705080628395,,,0.0,-27.10601060138375,-23.336228706183554,-20.801949186114797,,0.0037926527729723603,200,-23.336228706183554,29,,,,,-20.801949186114797,200,0.0,,2400000,29,1.1852375674651,29,0.0,-11.167384588442733
10,3,1.3899312270693183,5.153714179992676,-25.40737279452451,-11.116211864397998,0.0,-23.22389739937096,1.2385907877509894,-27.205214349117593,3,0.0,0.006756857968866825,10,0.0,-0.0042778803035616875,-23.22389739937096,0.0,-0.0064246878027915955,1.3899312270693183,-25.40737279452451,0.0,-27.205214349117593,-23.283502354725577,-20.459197424582637,0.0,0.002146807499229908,200,-23.283502354725577,30,-23.22389739937096,-21.03068677743355,-23.22389739937096,0.0,-20.459197424582637,200,0.0,-21.03068677743355,2480000,30,1.2385907877509894,30,0.0,-11.116211864397998
,,,5.149112224578857,,-10.918238503318348,,,1.4877206815316768,-27.729346226538784,,0.0,0.006705564446747303,,0.0,-0.0005987355252727866,,,-0.004236176609992981,,,0.0,-27.729346226538784,-22.880977896367302,-19.685524251853305,,0.0036374410847201943,200,-22.880977896367302,31,,,,,-19.685524251853305,200,0.0,,2560000,31,1.4877206815316768,31,0.0,-10.918238503318348
,,,5.119971752166748,,-10.870573073196915,,,1.3307869035819604,-27.250112080029293,,0.0,0.009862286038696766,,0.0,-0.0022836290299892426,,,-0.006042846944183111,,,0.0,-27.250112080029293,-22.653805179080305,-19.51898412487075,,0.0037592179141938686,200,-22.653805179080305,32,,,,,-19.51898412487075,200,0.0,,2640000,32,1.3307869035819604,32,0.0,-10.870573073196915
,,,5.164400577545166,,-11.106423868564947,,,1.5027336634983683,-29.35114984352493,,0.0,0.006774410605430603,,0.0,0.002999673131853342,,,0.000755180255509913,,,0.0,-29.35114984352493,-23.239483819857114,-20.25249377872307,,0.002244492876343429,200,-23.239483819857114,33,,,,,-20.25249377872307,200,0.0,,2720000,33,1.5027336634983683,33,0.0,-11.106423868564947
,,,5.139022350311279,,-11.029734629214085,,,1.6713163306567014,-29.408886779887755,,0.0,0.006579555571079254,,0.0,-0.003312856424599886,,,-0.006074636243283749,,,0.0,-29.408886779887755,-22.98212317061404,-18.978697527817733,,0.0027617798186838627,200,-22.98212317061404,34,,,,,-18.978697527817733,200,0.0,,2800000,34,1.6713163306567014,34,0.0,-11.029734629214085
,,,5.185905933380127,,-11.020576311527295,,,1.3870542794424454,-28.209271130647352,,0.0,0.007025824394077063,,0.0,0.003321804106235504,,,8.745026207179762e-06,,,0.0,-28.209271130647352,-22.969558325522367,-19.192431593749,,0.0033130590800283244,200,-22.969558325522367,35,,,,,-19.192431593749,200,0.0,,2880000,35,1.3870542794424454,35,0.0,-11.020576311527295
,,,5.183265209197998,,-11.015546983678373,,,1.1974416475618301,-26.251952704676825,,0.0,0.007401306182146072,,0.0,-0.0012406441383063793,,,-0.00525240134447813,,,0.0,-26.251952704676825,-22.91282685437337,-20.06251925840093,,0.004011757206171751,200,-22.91282685437337,36,,,,,-20.06251925840093,200,0.0,,2960000,36,1.1974416475618301,36,0.0,-11.015546983678373
,,,5.222531318664551,,-11.290130270275649,,,1.3290483207247303,-28.599945931087348,,0.0,0.007445546332746744,,0.0,0.003082809504121542,,,0.0003427388146519661,,,0.0,-28.599945931087348,-23.659136209173358,-20.385221866979208,,0.002740070689469576,200,-23.659136209173358,37,,,,,-20.385221866979208,200,0.0,,3040000,37,1.3290483207247303,37,0.0,-11.290130270275649
,,,5.274399280548096,,-11.097458618515322,,,1.0872202165606255,-26.100504502111374,,0.0,0.007063759956508875,,0.0,0.003996261395514011,,,0.0015323313418775797,,,0.0,-26.100504502111374,-23.179071237687314,-20.829805333102293,,0.0024639300536364317,200,-23.179071237687314,38,,,,,-20.829805333102293,200,0.0,,3120000,38,1.0872202165606255,38,0.0,-11.097458618515322
,,,5.268836975097656,,-10.99893018742337,,,1.6138837016832812,-28.053244533249227,,0.0,0.007033227477222681,,0.0,-0.0011291297851130366,,,-0.004055672325193882,,,0.0,-28.053244533249227,-22.919816571491484,-19.38401296407127,,0.0029265425400808454,200,-22.919816571491484,39,,,,,-19.38401296407127,200,0.0,,3200000,39,1.6138837016832812,39,0.0,-10.99893018742337
10,4,1.0558587037641645,5.269362926483154,-23.699058094543062,-10.811802560595554,0.0,-22.427762723201102,1.1885138428217337,-27.268674324602003,4,0.0,0.006650248076766729,10,0.0,-0.0001053311862051487,-22.427762723201102,0.0,-0.003805011510848999,1.0558587037641645,-23.699058094543062,0.0,-27.268674324602003,-22.45608603349862,-19.919232968411475,0.0,0.0036996803246438503,200,-22.45608603349862,40,-22.427762723201106,-20.173593214043102,-22.427762723201106,0.0,-19.919232968411475,200,0.0,-20.173593214043102,3280000,40,1.1885138428217337,40,0.0,-10.811802560595554
,,,5.2286152839660645,,-10.897766988333665,,,1.250486835799852,-26.66928500120226,,0.0,0.006806506309658289,,0.0,-0.004217084031552076,,,-0.007882191799581051,,,0.0,-26.66928500120226,-22.713539615456817,-20.08075744234557,,0.0036651077680289745,200,-22.713539615456817,41,,,,,-20.08075744234557,200,0.0,,3360000,41,1.250486835799852,41,0.0,-10.897766988333665
,,,5.204986095428467,,-10.7758911357594,,,1.559331854094721,-30.085653304909904,,0.0,0.008972296491265297,,0.0,-0.0022076177410781384,,,-0.005912328604608774,,,0.0,-30.085653304909904,-22.520946185901803,-18.830049234069122,,0.003704710863530636,200,-22.520946185901803,42,,,,,-18.830049234069122,200,0.0,,3440000,42,1.559331854094721,42,0.0,-10.7758911357594
,,,5.201821327209473,,-10.874381207952997,,,1.4646968877895834,-27.822284249766692,,0.0,0.006740565411746502,,0.0,-0.001091641141101718,,,-0.004620517138391733,,,0.0,-27.822284249766692,-22.668576891841298,-19.83208886277329,,0.0035288759972900152,200,-22.668576891841298,43,,,,,-19.83208886277329,200,0.0,,3520000,43,1.4646968877895834,43,0.0,-10.874381207952997
,,,5.175843238830566,,-10.85295203049357,,,1.2908407857058923,-28.494979923048344,,0.0,0.00660984730347991,,0.0,-0.0023480739910155535,,,-0.0044824243523180485,,,0.0,-28.494979923048344,-22.544668996332938,-19.31601798695846,,0.002134350361302495,200,-22.544668996332938,44,,,,,-19.31601798695846,200,0.0,,3600000,44,1.2908407857058923,44,0.0,-10.85295203049357
,,,5.208466053009033,,-10.877573544617883,,,1.1189857453258634,-25.633128214333915,,0.0,0.007366647012531757,,0.0,0.001722025335766375,,,0.0005710140685550869,,,0.0,-25.633128214333915,-22.700739418961426,-20.2674265544372,,0.0011510112672112882,200,-22.700739418961426,45,,,,,-20.2674265544372,200,0.0,,3680000,45,1.1189857453258634,45,0.0,-10.877573544617883
,,,5.177414894104004,,-10.864541937422285,,,1.2053595182477481,-27.229682107539176,,0.0,0.008085035718977451,,0.0,-0.0030516423285007477,,,-0.006818360649049282,,,0.0,-27.229682107539176,-22.584042328058676,-19.383594781240216,,0.0037667183205485344,200,-22.584042328058676,46,,,,,-19.383594781240216,200,0.0,,3760000,46,1.2053595182477481,46,0.0,-10.864541937422285
,,,5.153587341308594,,-10.876574168889693,,,1.394115385989422,-27.266870800581504,,0.0,0.007942351512610912,,0.0,-0.002662212122231722,,,-0.004670578986406326,,,0.0,-27.266870800581504,-22.721794586906086,-18.860463227829673,,0.0020083668641746044,200,-22.721794586906086,47,,,,,-18.860463227829673,200,0.0,,3840000,47,1.394115385989422,47,0.0,-10.876574168889693
,,,5.185059070587158,,-10.85485915651398,,,1.105723908186352,-26.1842619865982,,0.0,0.0068396092392504215,,0.0,0.0018853694200515747,,,-0.0005154194659553468,,,0.0,-26.1842619865982,-22.592263856436023,-20.14728181899509,,0.0024007888860069215,200,-22.592263856436023,48,,,,,-20.14728181899509,200,0.0,,3920000,48,1.105723908186352,48,0.0,-10.85485915651398
,,,5.201458930969238,,-10.721755022764048,,,1.1107431784427269,-24.913706336120878,,0.0,0.006932420190423727,,0.0,0.0007317839190363884,,,-0.001461970154196024,,,0.0,-24.913706336120878,-22.349298836262086,-19.955433576418613,,0.0021937540732324123,200,-22.349298836262086,49,,,,,-19.955433576418613,200,0.0,,4000000,49,1.1107431784427269,49,0.0,-10.721755022764048
10,5,2.193874675957195,5.112850666046143,-27.13156065799076,-10.614641195339832,0.0,-23.286818650244037,1.2442247186512592,-26.19005480710947,5,0.0,0.00969779584556818,10,0.0,-0.006387874484062195,-23.286818650244037,0.0,-0.01035117544233799,2.193874675957195,-27.13156065799076,0.0,-26.19005480710947,-22.109175069590346,-19.524683172645588,0.0,0.003963300958275795,200,-22.109175069590346,50,-23.28681865024404,-19.933538911540783,-23.28681865024404,0.0,-19.524683172645588,200,0.0,-19.933538911540783,4080000,50,1.2442247186512592,50,0.0,-10.614641195339832
,,,5.057827949523926,,-10.742609751426723,,,1.6854184925363787,-29.50518915715193,,0.0,0.0065871612168848515,,0.0,-0.005634928587824106,,,-0.007171803619712591,,,0.0,-29.50518915715193,-22.412522712634328,-19.572321618347477,,0.001536875031888485,200,-22.412522712634328,51,,,,,-19.572321618347477,200,0.0,,4160000,51,1.6854184925363787,51,0.0,-10.742609751426723
,,,5.109962463378906,,-10.726128212654777,,,1.5027713668114204,-27.71934522926532,,0.0,0.008901434950530529,,0.0,0.004230893682688475,,,0.0001989703596336767,,,0.0,-27.71934522926532,-22.323365865990464,-18.76219017775898,,0.004031923323054798,200,-22.323365865990464,52,,,,,-18.76219017775898,200,0.0,,4240000,52,1.5027713668114204,52,0.0,-10.726128212654777
,,,5.0660400390625,,-11.012375629884001,,,1.380635312505583,-27.524860515615924,,0.0,0.008639519102871418,,0.0,-0.004005133174359798,,,-0.007053953595459461,,,0.0,-27.524860515615924,-23.062313732698314,-20.30233185255399,,0.0030488204210996628,200,-23.062313732698314,53,,,,,-20.30233185255399,200,0.0,,4320000,53,1.380635312505583,53,0.0,-11.012375629884001
,,,5.039003849029541,,-11.125139114383064,,,1.4484777293379292,-26.929981005830907,,0.0,0.009846365079283714,,0.0,-0.002973384689539671,,,-0.006471076048910618,,,0.0,-26.929981005830907,-23.252445117551193,-19.70687239256936,,0.003497691359370947,200,-23.252445117551193,54,,,,,-19.70687239256936,200,0.0,,4400000,54,1.4484777293379292,54,0.0,-11.125139114383064
,,,5.02927827835083,,-10.6788202937908,,,1.2118756244489064,-25.30581867498681,,0.0,0.007638980634510517,,0.0,-0.0014845260884612799,,,-0.004672056995332241,,,0.0,-25.30581867498681,-22.215763831143313,-19.575850626308174,,0.003187530906870961,200,-22.215763831143313,55,,,,,-19.575850626308174,200,0.0,,4480000,55,1.2118756244489064,55,0.0,-10.6788202937908
,,,5.065493583679199,,-10.606511833607394,,,1.1002821223202996,-26.182368908531743,,0.0,0.006972811184823513,,0.0,0.0018490931252017617,,,0.00016441289335489273,,,0.0,-26.182368908531743,-22.10846513998724,-19.442021148212913,,0.001684680231846869,200,-22.10846513998724,56,,,,,-19.442021148212913,200,0.0,,4560000,56,1.1002821223202996,56,0.0,-10.606511833607394
,,,5.034331798553467,,-10.600712644295127,,,1.2512165475227601,-25.921660063470064,,0.0,0.007619473151862621,,0.0,-0.0032894376199692488,,,-0.004858226981014013,,,0.0,-25.921660063470064,-22.017130290162786,-19.796823352558267,,0.0015687893610447645,200,-22.017130290162786,57,,,,,-19.796823352558267,200,0.0,,4640000,57,1.2512165475227601,57,0.0,-10.600712644295127
,,,5.0087809562683105,,-10.382615381725747,,,1.0817610883265836,-24.632088080761548,,0.0,0.008286839351058006,,0.0,-0.0023350766859948635,,,-0.004431496374309063,,,0.0,-24.632088080761548,-21.551055626465182,-19.101963032356846,,0.0020964196883141994,200,-21.551055626465182,58,,,,,-19.101963032356846,200,0.0,,4720000,58,1.0817610883265836,58,0.0,-10.382615381725747
,,,4.934813976287842,,-10.852669072353901,,,1.2138154983351284,-25.73786345630203,,0.0,0.006737253628671169,,0.0,-0.005440232809633017,,,-0.008432154543697834,,,0.0,-25.73786345630203,-22.760883680202582,-20.334255979905915,,0.0029919217340648174,200,-22.760883680202582,59,,,,,-20.334255979905915,200,0.0,,4800000,59,1.2138154983351284,59,0.0,-10.852669072353901
10,6,0.9596521204410453,4.8941779136657715,-24.02995461010155,-10.554978905522324,0.0,-22.10112020769826,1.152077507788388,-25.641991800516248,6,0.0,0.006472230888903141,10,0.0,-0.003494387026876211,-22.10112020769826,0.0,-0.004679847974330187,0.9596521204410453,-24.02995461010155,0.0,-25.641991800516248,-21.895277810780854,-19.50744983381853,0.0,0.0011854609474539757,200,-21.895277810780854,60,-22.101120207698255,-20.394981404740882,-22.101120207698255,0.0,-19.50744983381853,200,0.0,-20.394981404740882,4880000,60,1.152077507788388,60,0.0,-10.554978905522324
,,,4.890968322753906,,-10.53791273440492,,,1.1749461265311232,-25.107983730271553,,0.0,0.007618644740432501,,0.0,-0.0006995431031100452,,,-0.0054603563621640205,,,0.0,-25.107983730271553,-21.845145045645513,-19.03760225951172,,0.004760813259053975,200,-21.845145045645513,61,,,,,-19.03760225951172,200,0.0,,4960000,61,1.1749461265311232,61,0.0,-10.53791273440492
