LinearFeatureBaseline/ExplainedVariance,Average/MinReturn,MetaTest/Average/Iteration,bin-picking-v1/Iteration,bin-picking-v1/MaxReturn,MetaTest/bin-picking-v1/AverageReturn,MetaTest/bin-picking-v1/Iteration,MetaTest/bin-picking-v1/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,bin-picking-v1/NumEpisodes,MetaTest/bin-picking-v1/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,Average/SuccessRate,Average/TerminationRate,policy/KLBefore,MetaTest/bin-picking-v1/AverageDiscountedReturn,bin-picking-v1/AverageReturn,policy/KL,policy/Entropy,Average/Iteration,policy/LossBefore,policy/LossAfter,MetaTest/bin-picking-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,Average/NumEpisodes,MetaTest/bin-picking-v1/NumEpisodes,MetaTest/bin-picking-v1/StdReturn,policy/dLoss,MetaTest/Average/MinReturn,Average/StdReturn,MetaTest/Average/AverageReturn,Average/MaxReturn,MetaTest/bin-picking-v1/SuccessRate,Average/AverageReturn,bin-picking-v1/AverageDiscountedReturn,bin-picking-v1/MinReturn,bin-picking-v1/TerminationRate,Average/AverageDiscountedReturn,bin-picking-v1/SuccessRate,bin-picking-v1/StdReturn,TotalEnvSteps
0.879410441737636,-172.46303138987506,0,0,-28.35369477908731,-102.77569816175017,0,-142.8734768813095,10,-102.77569816175017,100,0.0,0.0,0.0,0.0,0.0,0.0,-102.77569816175017,-100.06197819440663,0.0060171518,5.6529336,0,-0.011779507,-0.030900748,-45.01174057385879,33.814838603926106,-45.01174057385879,100,10,33.814838603926106,0.01912124,-142.8734768813095,35.94392046323512,-102.77569816175017,-28.35369477908731,0.0,-100.06197819440663,-41.02452140229618,-172.46303138987506,0.0,-41.02452140229618,0.0,35.94392046323512,20000
0.8771099005573011,-182.67395113649505,,1,-48.75517538282477,,,,,,100,,,,0.0,0.0,0.0,,-91.28552589995189,0.01007092,5.6447296,1,-0.0029819366,-0.01736726,,,,100,,,0.014385324,,28.722759290647925,,-48.75517538282477,,-91.28552589995189,-39.916181064104,-182.67395113649505,0.0,-39.916181064104,0.0,28.722759290647925,40000
0.9639733601289973,-134.07107747816437,,2,335326.5366780027,,,,,,100,,,,0.2,0.0,0.0,,60071.25493700786,0.006833343,5.649694,2,7.083025,-21.89905,,,,100,,,28.982075,,120989.88931204719,,335326.5366780027,,60071.25493700786,26007.065225953418,-134.07107747816437,0.0,26007.065225953418,0.2,120989.88931204719,60000
0.7846126779085296,-100.97549834606197,,3,-28.192777319208975,,,,,,100,,,,0.0,0.0,0.0,,-64.17619314276537,0.006478215,5.6531606,3,-0.011564157,-0.011841886,,,,100,,,0.00027772877,,18.91701580407405,,-28.192777319208975,,-64.17619314276537,-27.47856221522169,-100.97549834606197,0.0,-27.47856221522169,0.0,18.91701580407405,80000
0.8174178445239951,-141.589166919569,,4,-33.06610120691324,,,,,,100,,,,0.0,0.0,0.0,,-72.11109501373713,0.0009861672,5.654526,4,-0.0125197675,-0.014905223,,,,100,,,0.0023854552,,21.33505160166864,,-33.06610120691324,,-72.11109501373713,-31.90043334739364,-141.589166919569,0.0,-31.90043334739364,0.0,21.33505160166864,100000
0.9712572789847405,-161.7141619632099,,5,344419.33817224094,,,,,,100,,,,0.1,0.0,0.0,,33837.76040504827,0.005282818,5.656018,5,4.1780157,-12.373972,,,,100,,,16.551987,,101743.62428496817,,344419.33817224094,,33837.76040504827,14613.172315140813,-161.7141619632099,0.0,14613.172315140813,0.1,101743.62428496817,120000
0.9703201396532313,-150.86410318992063,,6,287077.3309489405,,,,,,100,,,,0.1,0.0,0.0,,28030.955182948386,0.008163931,5.642209,6,5.652975,-10.423148,,,,100,,,16.076122,,84337.78385596411,,287077.3309489405,,28030.955182948386,12158.49651433821,-150.86410318992063,0.0,12158.49651433821,0.1,84337.78385596411,140000
0.8436416103325053,-132.91792341445083,,7,-38.42893014393327,,,,,,100,,,,0.0,0.0,0.0,,-78.4332380002346,0.0035989848,5.6314154,7,-0.022182958,-0.028145477,,,,100,,,0.005962519,,20.328463165286013,,-38.42893014393327,,-78.4332380002346,-34.7523583474897,-132.91792341445083,0.0,-34.7523583474897,0.0,20.328463165286013,160000
0.8788559934030526,-144.1519908965265,,8,-32.19990062332585,,,,,,100,,,,0.0,0.0,0.0,,-75.49623672756377,0.000561761,5.627389,8,-0.009363276,-0.011466177,,,,100,,,0.0021029012,,23.792288442347072,,-32.19990062332585,,-75.49623672756377,-33.46543548490925,-144.1519908965265,0.0,-33.46543548490925,0.0,23.792288442347072,180000
0.8470450988621119,-128.25432000535002,,9,-40.4007339668542,,,,,,100,,,,0.0,0.0,0.0,,-80.00865838127476,9.191702e-05,5.6258955,9,-0.008799976,-0.009050001,,,,100,,,0.00025002565,,21.234362617490994,,-40.4007339668542,,-80.00865838127476,-35.61361297627964,-128.25432000535002,0.0,-35.61361297627964,0.0,21.234362617490994,200000
