MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/peg-insert-side-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTest/peg-insert-side-v1/NumTrajs,MetaTest/peg-insert-side-v1/StdReturn,MetaTest/peg-insert-side-v1/TerminationRate,MetaTest/peg-insert-side-v1/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/peg-insert-side-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/peg-insert-side-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/peg-insert-side-v1/MaxReturn,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/peg-insert-side-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate
-93.14674745435762,16.905456879060857,-93.14674745435762,-50.15617581978398,10,16.905456879060857,0.0,-50.15617581978398,10,24,-50.15617581978398,-50.15617581978398,0.0,-26.222565324599877,-26.222565324599877,800000,0.0,24,0.0
-214.55485047937188,53.879355508116234,-214.55485047937188,-88.91572725983261,10,53.879355508116234,0.0,-88.91572725983261,10,25,-88.91572725983256,-88.91572725983256,0.0,-19.714545589652317,-19.714545589652317,824000,0.0,25,0.0
-137.15942148526253,29.17290597272325,-137.15942148526253,-72.26445948785573,10,29.17290597272325,0.0,-72.26445948785573,10,26,-72.26445948785573,-72.26445948785573,0.0,-47.67468189624221,-47.67468189624221,848000,0.0,26,0.0
-74.61744551065286,6.698657146452063,-74.61744551065286,-64.05049968155153,10,6.698657146452063,0.0,-64.05049968155153,10,27,-64.05049968155153,-64.05049968155153,0.0,-55.958318718499,-55.958318718499,872000,0.0,27,0.0
-79.30843116239411,558.5603130844233,-79.30843116239411,120.1404766882263,10,558.5603130844233,0.0,120.1404766882263,10,28,120.14047668822619,120.14047668822619,0.0,1795.6304967466228,1795.6304967466228,896000,0.0,28,0.0
-82.37038985963079,16.879830574191203,-82.37038985963079,-59.555911060658424,10,16.879830574191203,0.0,-59.555911060658424,10,29,-59.555911060658424,-59.555911060658424,0.0,-34.364565129690625,-34.364565129690625,920000,0.0,29,0.0
-75.96956572222741,17.74487039221352,-75.96956572222741,-39.297612095922005,10,17.74487039221352,0.0,-39.297612095922005,10,30,-39.29761209592199,-39.29761209592199,0.0,-19.320692790380274,-19.320692790380274,944000,0.0,30,0.0
-75.83355525437005,436.3391782791353,-75.83355525437005,95.58738547214502,10,436.3391782791353,0.0,95.58738547214502,10,31,95.587385472145,95.587385472145,0.0,1403.690450097917,1403.690450097917,968000,0.0,31,0.0
-71.01058789597904,18.92013287007422,-71.01058789597904,-49.623818587543866,10,18.92013287007422,0.0,-49.623818587543866,10,32,-49.62381858754387,-49.62381858754387,0.0,-3.9988927411564275,-3.9988927411564275,992000,0.0,32,0.0
-176.83142726988441,47.71059485034489,-176.83142726988441,-59.81379710814109,10,47.71059485034489,0.0,-59.81379710814109,10,33,-59.81379710814108,-59.81379710814108,0.0,-3.548981517854745,-3.548981517854745,1016000,0.0,33,0.0
-62.25997515217216,7.61492455276943,-62.25997515217216,-49.6155352917235,10,7.61492455276943,0.0,-49.6155352917235,10,34,-49.6155352917235,-49.6155352917235,0.0,-40.01399510874674,-40.01399510874674,1040000,0.0,34,0.0
-114.46181232020129,16.59559421837816,-114.46181232020129,-73.0278045688324,10,16.59559421837816,0.0,-73.0278045688324,10,35,-73.02780456883238,-73.02780456883238,0.0,-56.21282352331373,-56.21282352331373,1064000,0.0,35,0.0
-150.80108060231555,31.43669462243828,-150.80108060231555,-74.00217151417935,10,31.43669462243828,0.0,-74.00217151417935,10,36,-74.00217151417937,-74.00217151417937,0.0,-24.692051755936642,-24.692051755936642,1088000,0.0,36,0.0
-97.204758894059,33.671992043988794,-97.204758894059,-55.75008265933462,10,33.671992043988794,0.0,-55.75008265933462,10,37,-55.750082659334645,-55.750082659334645,0.0,-10.229488801164274,-10.229488801164274,1112000,0.0,37,0.0
-103.41222158668135,22.59754956500346,-103.41222158668135,-60.45342890813639,10,22.59754956500346,0.0,-60.45342890813639,10,38,-60.4534289081364,-60.4534289081364,0.0,-23.92439147377616,-23.92439147377616,1136000,0.0,38,0.0
-64.0426417067582,11.032040434161827,-64.0426417067582,-50.465539317562865,10,11.032040434161827,0.0,-50.465539317562865,10,39,-50.46553931756286,-50.46553931756286,0.0,-33.68565881676582,-33.68565881676582,1160000,0.0,39,0.0
-107.88579231739186,17.79859599784823,-107.88579231739186,-72.03662599571058,10,17.79859599784823,0.0,-72.03662599571058,10,40,-72.0366259957106,-72.0366259957106,0.0,-38.96615356927775,-38.96615356927775,1184000,0.0,40,0.0
-124.12714316058492,20.955745312959532,-124.12714316058492,-67.83190724359604,10,20.955745312959532,0.0,-67.83190724359604,10,41,-67.83190724359605,-67.83190724359605,0.0,-39.41166489820645,-39.41166489820645,1208000,0.0,41,0.0
-82.79804766518072,13.784307006782923,-82.79804766518072,-62.16034571115163,10,13.784307006782923,0.0,-62.16034571115163,10,42,-62.160345711151614,-62.160345711151614,0.0,-35.250358835165045,-35.250358835165045,1232000,0.0,42,0.0
-147.2965714517318,41.06532076267723,-147.2965714517318,-88.80121304875965,10,41.06532076267723,0.0,-88.80121304875965,10,43,-88.80121304875965,-88.80121304875965,0.0,-30.125063965507344,-30.125063965507344,1256000,0.0,43,0.0
-130.51084715626732,32.589795468030665,-130.51084715626732,-56.73971611619837,10,32.589795468030665,0.0,-56.73971611619837,10,44,-56.73971611619836,-56.73971611619836,0.0,-7.45589220357814,-7.45589220357814,1280000,0.0,44,0.0
-81.37882619490003,25.50304960631266,-81.37882619490003,-47.86775115811071,10,25.50304960631266,0.0,-47.86775115811071,10,45,-47.867751158110714,-47.867751158110714,0.0,1.170844104893592,1.170844104893592,1304000,0.0,45,0.0
-83.02605381074618,451.86102636322175,-83.02605381074618,99.66496057055076,10,451.86102636322175,0.0,99.66496057055076,10,46,99.66496057055083,99.66496057055083,0.0,1454.4484541127158,1454.4484541127158,1328000,0.0,46,0.0
-77.11135136332945,31.458283188015603,-77.11135136332945,-34.76590445981909,10,31.458283188015603,0.0,-34.76590445981909,10,47,-34.76590445981909,-34.76590445981909,0.0,42.43043129324077,42.43043129324077,1352000,0.0,47,0.0
-130.02897454557873,26.81050902095646,-130.02897454557873,-62.88314823587135,10,26.81050902095646,0.0,-62.88314823587135,10,48,-62.88314823587133,-62.88314823587133,0.0,-37.801129480064,-37.801129480064,1376000,0.0,48,0.0
-141.02958135694988,38.423344342221284,-141.02958135694988,-81.80575489528033,10,38.423344342221284,0.0,-81.80575489528033,10,49,-81.80575489528033,-81.80575489528033,0.0,-34.21774001059318,-34.21774001059318,1400000,0.0,49,0.0
-71.56412333623683,10.519594704071979,-71.56412333623683,-49.80453708903413,10,10.519594704071979,0.0,-49.80453708903413,10,50,-49.80453708903415,-49.80453708903415,0.0,-33.712255795764804,-33.712255795764804,1424000,0.0,50,0.0
-88.5592034723204,25.009008175143602,-88.5592034723204,-56.653328199321926,10,25.009008175143602,0.0,-56.653328199321926,10,51,-56.65332819932191,-56.65332819932191,0.0,-7.5080511347962196,-7.5080511347962196,1448000,0.0,51,0.0
-107.60645599345982,36.93565420820556,-107.60645599345982,-63.44929206865932,10,36.93565420820556,0.0,-63.44929206865932,10,52,-63.449292068659325,-63.449292068659325,0.0,7.659233826787379,7.659233826787379,1472000,0.0,52,0.0
-84.95183371082176,15.887861382132801,-84.95183371082176,-53.61995116572831,10,15.887861382132801,0.0,-53.61995116572831,10,53,-53.61995116572831,-53.61995116572831,0.0,-24.680339592041175,-24.680339592041175,1496000,0.0,53,0.0
-107.96817538160394,19.89154708619906,-107.96817538160394,-73.51543353293836,10,19.89154708619906,0.0,-73.51543353293836,10,54,-73.51543353293836,-73.51543353293836,0.0,-32.027357804319635,-32.027357804319635,1520000,0.0,54,0.0
-120.79662388368624,22.85262331914467,-120.79662388368624,-82.6657285330864,10,22.85262331914467,0.0,-82.6657285330864,10,55,-82.66572853308637,-82.66572853308637,0.0,-46.34352094810617,-46.34352094810617,1544000,0.0,55,0.0
-126.88565903706908,34.16265691633568,-126.88565903706908,-73.48798159169039,10,34.16265691633568,0.0,-73.48798159169039,10,56,-73.48798159169037,-73.48798159169037,0.0,-26.453692990654062,-26.453692990654062,1568000,0.0,56,0.0
-140.2790091084292,18.941464067521853,-140.2790091084292,-112.10937909066425,10,18.941464067521853,0.0,-112.10937909066425,10,57,-112.10937909066429,-112.10937909066429,0.0,-83.2166839677522,-83.2166839677522,1592000,0.0,57,0.0
-142.18052259658523,37.85231069314341,-142.18052259658523,-82.88211144360945,10,37.85231069314341,0.0,-82.88211144360945,10,58,-82.88211144360945,-82.88211144360945,0.0,-30.79838639947324,-30.79838639947324,1616000,0.0,58,0.0
-87.50460159322654,16.6101130282486,-87.50460159322654,-63.325264761351704,10,16.6101130282486,0.0,-63.325264761351704,10,59,-63.3252647613517,-63.3252647613517,0.0,-32.108716382215526,-32.108716382215526,1640000,0.0,59,0.0
-124.22200403108289,27.040135547713735,-124.22200403108289,-78.16538546771939,10,27.040135547713735,0.0,-78.16538546771939,10,60,-78.16538546771942,-78.16538546771942,0.0,-50.04100249075821,-50.04100249075821,1664000,0.0,60,0.0
-119.08648563488114,206.77259142251268,-119.08648563488114,-0.2621818912362784,10,206.77259142251268,0.0,-0.2621818912362784,10,61,-0.26218189123622865,-0.26218189123622865,0.0,615.3753165773045,615.3753165773045,1688000,0.0,61,0.0
-149.8218707424206,47.06982408409406,-149.8218707424206,-76.9426447698145,10,47.06982408409406,0.0,-76.9426447698145,10,62,-76.94264476981452,-76.94264476981452,0.0,-0.1488516504374383,-0.1488516504374383,1712000,0.0,62,0.0
-145.0552593259077,289.71396274682144,-145.0552593259077,8.69583501072899,10,289.71396274682144,0.0,8.69583501072899,10,63,8.695835010728922,8.695835010728922,0.0,870.1233410399825,870.1233410399825,1736000,0.0,63,0.0
-99.58789703413893,18.96326851110985,-99.58789703413893,-74.99814859950182,10,18.96326851110985,0.0,-74.99814859950182,10,64,-74.99814859950179,-74.99814859950179,0.0,-46.706465367404405,-46.706465367404405,1760000,0.0,64,0.0
-93.99680752716131,20.54632334024418,-93.99680752716131,-68.25693822647352,10,20.54632334024418,0.0,-68.25693822647352,10,65,-68.25693822647354,-68.25693822647354,0.0,-22.74622857081571,-22.74622857081571,1784000,0.0,65,0.0
-127.76226654148057,25.4690738981788,-127.76226654148057,-76.1581360807752,10,25.4690738981788,0.0,-76.1581360807752,10,66,-76.15813608077521,-76.15813608077521,0.0,-35.2485936518581,-35.2485936518581,1808000,0.0,66,0.0
-94.53183081728909,21.10108291121273,-94.53183081728909,-56.52263928966305,10,21.10108291121273,0.0,-56.52263928966305,10,67,-56.52263928966302,-56.52263928966302,0.0,-24.740594619832358,-24.740594619832358,1832000,0.0,67,0.0
-92.54761208737074,23.81622817289656,-92.54761208737074,-53.52794633102302,10,23.81622817289656,0.0,-53.52794633102302,10,68,-53.52794633102303,-53.52794633102303,0.0,-14.517933937338078,-14.517933937338078,1856000,0.0,68,0.0
-118.7102832359368,21.994471262707012,-118.7102832359368,-68.6965667122201,10,21.994471262707012,0.0,-68.6965667122201,10,69,-68.69656671222012,-68.69656671222012,0.0,-37.80124155126248,-37.80124155126248,1880000,0.0,69,0.0
-79.94921279635739,1511.8602796761545,-79.94921279635739,704.7589532379807,10,1511.8602796761545,0.0,704.7589532379807,10,70,704.7589532379808,704.7589532379808,0.0,3738.891466381466,3738.891466381466,1904000,0.0,70,0.0
-137.08228412849425,34.46499878392276,-137.08228412849425,-60.31614534025918,10,34.46499878392276,0.0,-60.31614534025918,10,71,-60.31614534025921,-60.31614534025921,0.0,3.606306295412706,3.606306295412706,1928000,0.0,71,0.0
-68.03353658271463,14.247639029541975,-68.03353658271463,-45.51410239472241,10,14.247639029541975,0.0,-45.51410239472241,10,72,-45.51410239472241,-45.51410239472241,0.0,-21.610114203221553,-21.610114203221553,1952000,0.0,72,0.0
-142.95947269929485,32.09257478188954,-142.95947269929485,-80.28020885510392,10,32.09257478188954,0.0,-80.28020885510392,10,73,-80.28020885510391,-80.28020885510391,0.0,-22.224566835815317,-22.224566835815317,1976000,0.0,73,0.0
-73.57494667005238,463.181380437078,-73.57494667005238,104.02531936712293,10,463.181380437078,0.0,104.02531936712293,10,74,104.02531936712307,104.02531936712307,0.0,1492.9899599687194,1492.9899599687194,2000000,0.0,74,0.0
-98.90810406136939,306.67738797591574,-98.90810406136939,41.26513577963312,10,306.67738797591574,0.0,41.26513577963312,10,75,41.265135779633184,41.265135779633184,0.0,959.1995306081503,959.1995306081503,2024000,0.0,75,0.0
-104.0028190478735,26.293596713027668,-104.0028190478735,-67.27332867802477,10,26.293596713027668,0.0,-67.27332867802477,10,76,-67.27332867802477,-67.27332867802477,0.0,-24.2149012307623,-24.2149012307623,2048000,0.0,76,0.0
-134.35353036141868,36.86878555148956,-134.35353036141868,-74.61635346769664,10,36.86878555148956,0.0,-74.61635346769664,10,77,-74.61635346769663,-74.61635346769663,0.0,-28.119591790467087,-28.119591790467087,2072000,0.0,77,0.0
-134.67903281372003,38.887718009565866,-134.67903281372003,-70.88791740562684,10,38.887718009565866,0.0,-70.88791740562684,10,78,-70.88791740562682,-70.88791740562682,0.0,-21.73872215233647,-21.73872215233647,2096000,0.0,78,0.0
-144.16606371045486,33.40062046209245,-144.16606371045486,-97.04850637435561,10,33.40062046209245,0.0,-97.04850637435561,10,79,-97.04850637435561,-97.04850637435561,0.0,-50.107905068288396,-50.107905068288396,2120000,0.0,79,0.0
-64.80761140069289,13.257029285209835,-64.80761140069289,-48.101803093712405,10,13.257029285209835,0.0,-48.101803093712405,10,80,-48.10180309371244,-48.10180309371244,0.0,-21.375514736889464,-21.375514736889464,2144000,0.0,80,0.0
-57.51022326421283,292.7755855145828,-57.51022326421283,63.69242103470966,10,292.7755855145828,0.0,63.69242103470966,10,81,63.692421034709604,63.692421034709604,0.0,940.4518877384551,940.4518877384551,2168000,0.0,81,0.0
-119.60451619051246,28.401826261060496,-119.60451619051246,-68.74362757345446,10,28.401826261060496,0.0,-68.74362757345446,10,82,-68.74362757345448,-68.74362757345448,0.0,-24.911836835311064,-24.911836835311064,2192000,0.0,82,0.0
-122.43083218128895,34.30324290367358,-122.43083218128895,-71.51474357968648,10,34.30324290367358,0.0,-71.51474357968648,10,83,-71.51474357968647,-71.51474357968647,0.0,-22.90634933726442,-22.90634933726442,2216000,0.0,83,0.0
-87.3300355302518,29.012429374402245,-87.3300355302518,-52.819974622848406,10,29.012429374402245,0.0,-52.819974622848406,10,84,-52.819974622848406,-52.819974622848406,0.0,13.2469463005564,13.2469463005564,2240000,0.0,84,0.0
-144.98949346302567,35.57581444001113,-144.98949346302567,-89.21033680638331,10,35.57581444001113,0.0,-89.21033680638331,10,85,-89.21033680638332,-89.21033680638332,0.0,-31.661541220023267,-31.661541220023267,2264000,0.0,85,0.0
-106.40006047481806,30.63370820816686,-106.40006047481806,-60.5431195258034,10,30.63370820816686,0.0,-60.5431195258034,10,86,-60.54311952580339,-60.54311952580339,0.0,-14.91084694889007,-14.91084694889007,2288000,0.0,86,0.0
-70.44578527124473,4962.087986323885,-70.44578527124473,1610.5104866888064,10,4962.087986323885,0.0,1610.5104866888064,10,87,1610.510486688806,1610.510486688806,0.0,16496.715347974125,16496.715347974125,2312000,0.0,87,0.0
-121.05901290086088,30.134773079201338,-121.05901290086088,-66.77683731134405,10,30.134773079201338,0.0,-66.77683731134405,10,88,-66.77683731134405,-66.77683731134405,0.0,-21.53271611203726,-21.53271611203726,2336000,0.0,88,0.0
-82.31252103902224,21.839743481341692,-82.31252103902224,-53.29445272996158,10,21.839743481341692,0.0,-53.29445272996158,10,89,-53.29445272996158,-53.29445272996158,0.0,-8.187855870665642,-8.187855870665642,2360000,0.0,89,0.0
-127.1193434710961,27.294874898485997,-127.1193434710961,-82.00090091960537,10,27.294874898485997,0.0,-82.00090091960537,10,90,-82.00090091960537,-82.00090091960537,0.0,-46.88202381341074,-46.88202381341074,2384000,0.0,90,0.0
-141.60438725505094,24.830642121761603,-141.60438725505094,-96.92917051099803,10,24.830642121761603,0.0,-96.92917051099803,10,91,-96.92917051099803,-96.92917051099803,0.0,-63.32548330753897,-63.32548330753897,2408000,0.0,91,0.0
-144.0887656668636,35.0506195475899,-144.0887656668636,-77.8905790294859,10,35.0506195475899,0.0,-77.8905790294859,10,92,-77.89057902948593,-77.89057902948593,0.0,-40.42869659112612,-40.42869659112612,2432000,0.0,92,0.0
-110.83055148536639,19.578157251212257,-110.83055148536639,-72.59136873168256,10,19.578157251212257,0.0,-72.59136873168256,10,93,-72.59136873168256,-72.59136873168256,0.0,-46.5111853790797,-46.5111853790797,2456000,0.0,93,0.0
-88.1968748315191,45.68794350135118,-88.1968748315191,-42.02635419639937,10,45.68794350135118,0.0,-42.02635419639937,10,94,-42.02635419639936,-42.02635419639936,0.0,42.60805228967622,42.60805228967622,2480000,0.0,94,0.0
-88.46467147062955,20.15030853680374,-88.46467147062955,-52.873034195243235,10,20.15030853680374,0.0,-52.873034195243235,10,95,-52.87303419524325,-52.87303419524325,0.0,-26.592166636229532,-26.592166636229532,2504000,0.0,95,0.0
-67.749298028489,5342.8573335320325,-67.749298028489,1732.3977616104924,10,5342.8573335320325,0.0,1732.3977616104924,10,96,1732.3977616104949,1732.3977616104949,0.0,17760.902970588377,17760.902970588377,2528000,0.0,96,0.0
-130.95207892686392,34.0116911002302,-130.95207892686392,-54.183640158169204,10,34.0116911002302,0.0,-54.183640158169204,10,97,-54.183640158169226,-54.183640158169226,0.0,-19.893039223049477,-19.893039223049477,2552000,0.0,97,0.0
-109.53222289281146,462.68729816247014,-109.53222289281146,108.39212990153298,10,462.68729816247014,0.0,108.39212990153298,10,98,108.39212990153298,108.39212990153298,0.0,1491.76177779662,1491.76177779662,2576000,0.0,98,0.0
-124.50088061276617,32.35924527800905,-124.50088061276617,-50.64851991252972,10,32.35924527800905,0.0,-50.64851991252972,10,99,-50.64851991252973,-50.64851991252973,0.0,5.972693459258204,5.972693459258204,2600000,0.0,99,0.0
-113.14088874570682,30.286829216479838,-113.14088874570682,-61.3778758939054,10,30.286829216479838,0.0,-61.3778758939054,10,100,-61.37787589390539,-61.37787589390539,0.0,-21.06248296751025,-21.06248296751025,2624000,0.0,100,0.0
-57.85480194895674,85.33343686828425,-57.85480194895674,-10.64494395068701,10,85.33343686828425,0.0,-10.64494395068701,10,101,-10.644943950687008,-10.644943950687008,0.0,236.25537767199896,236.25537767199896,2648000,0.0,101,0.0
-108.23799893755208,14665.813621579986,-108.23799893755208,4833.146851072171,10,14665.813621579986,0.0,4833.146851072171,10,102,4833.146851072172,4833.146851072172,0.0,48830.41861226195,48830.41861226195,2672000,0.0,102,0.0
-90.71539237479453,38.96203269231207,-90.71539237479453,-42.198086829671794,10,38.96203269231207,0.0,-42.198086829671794,10,103,-42.1980868296718,-42.1980868296718,0.0,20.36336431090406,20.36336431090406,2696000,0.0,103,0.0
-78.44070676387028,37.244937113647424,-78.44070676387028,-30.907892997199742,10,37.244937113647424,0.0,-30.907892997199742,10,104,-30.907892997199752,-30.907892997199752,0.0,27.00156266430443,27.00156266430443,2720000,0.0,104,0.0
-126.26688532276665,9135.389314897022,-126.26688532276665,4230.510046623865,10,9135.389314897022,0.0,4230.510046623865,10,105,4230.510046623863,4230.510046623863,0.0,28361.61242026734,28361.61242026734,2744000,0.0,105,0.0
-113.12237994595596,31.30834349521376,-113.12237994595596,-57.03951099526322,10,31.30834349521376,0.0,-57.03951099526322,10,106,-57.03951099526323,-57.03951099526323,0.0,-25.85950977922458,-25.85950977922458,2768000,0.0,106,0.0
-114.22330425785067,2056.168990223469,-114.22330425785067,628.4670718776076,10,2056.168990223469,0.0,628.4670718776076,10,107,628.4670718776076,628.4670718776076,0.0,6796.1610076960915,6796.1610076960915,2792000,0.0,107,0.0
-85.63742238854753,5075.14320148301,-85.63742238854753,1645.4301098797944,10,5075.14320148301,0.0,1645.4301098797944,10,108,1645.4301098797957,1645.4301098797957,0.0,16870.71355392755,16870.71355392755,2816000,0.0,108,0.0
-125.67427552933408,26836.875168019917,-125.67427552933408,8870.48941355302,10,26836.875168019917,0.0,8870.48941355302,10,109,8870.489413553014,8870.489413553014,0.0,89381.03995029567,89381.03995029567,2840000,0.0,109,0.0
-140.1923698006249,48.24819127247827,-140.1923698006249,-64.55906472631166,10,48.24819127247827,0.0,-64.55906472631166,10,110,-64.55906472631166,-64.55906472631166,0.0,-10.2860750608393,-10.2860750608393,2864000,0.0,110,0.0
-144.2560533477365,3682.157836911779,-144.2560533477365,1152.850360045467,10,3682.157836911779,0.0,1152.850360045467,10,111,1152.8503600454676,1152.8503600454676,0.0,12198.435649072237,12198.435649072237,2888000,0.0,111,0.0
