MetaTest/faucet-close-v1/TerminationRate,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTest/faucet-close-v1/StdReturn,TotalEnvSteps,MetaTest/faucet-close-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/faucet-close-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-close-v1/Iteration,MetaTest/faucet-close-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTest/faucet-close-v1/MinReturn,MetaTest/faucet-close-v1/AverageReturn
0.0,15940.035112682395,0.1,120,12607.969470718033,3104000,38087.90798316953,15940.035112682395,0.0,0.1,38087.90798316953,-51.66284368120843,10,15940.035112682395,120,10,12607.969470718033,-51.66284368120843,15940.035112682395
0.0,14319.313415976892,0.1,121,19102.549016285724,3128000,64117.9256054967,14319.313415976892,0.0,0.1,64117.9256054967,-96.61042225633356,10,14319.313415976892,121,10,19102.549016285724,-96.61042225633356,14319.313415976892
0.0,19939.90631313801,0.2,122,24515.409792057377,3152000,82167.34478187974,19939.906313138024,0.0,0.2,82167.34478187974,-50.49880413028645,10,19939.90631313801,122,10,24515.409792057377,-50.49880413028645,19939.906313138024
0.0,18851.019250398513,0.1,123,8021.135097841442,3176000,34831.87680940213,18851.01925039851,0.0,0.1,34831.87680940213,-49.77419041058565,10,18851.019250398513,123,10,8021.135097841442,-49.77419041058565,18851.01925039851
0.0,39211.57551950938,0.2,124,40984.678591435804,3200000,132498.0015806716,39211.57551950938,0.0,0.2,132498.0015806716,17474.212423112618,10,39211.57551950938,124,10,40984.678591435804,17474.212423112618,39211.57551950938
0.0,18284.445103142225,0.2,125,9428.876571496437,3224000,35161.58196577497,18284.445103142225,0.0,0.2,35161.58196577497,-58.88558610383843,10,18284.445103142225,125,10,9428.876571496437,-58.88558610383843,18284.445103142225
0.0,13013.572595276659,0.1,126,13746.044173463308,3248000,45695.063509399064,13013.572595276655,0.0,0.1,45695.063509399064,-45.27247814335619,10,13013.572595276659,126,10,13746.044173463308,-45.27247814335619,13013.572595276655
0.0,9873.047967958913,0.1,127,10788.77988078112,3272000,31225.061322613234,9873.047967958915,0.0,0.1,31225.061322613234,-56.85893128358086,10,9873.047967958913,127,10,10788.77988078112,-56.85893128358086,9873.047967958915
0.0,32626.80160626407,0.4,128,44592.06515834481,3296000,141980.94919240303,32626.801606264053,0.0,0.4,141980.94919240303,-55.269491505387116,10,32626.80160626407,128,10,44592.06515834481,-55.269491505387116,32626.801606264053
0.0,43247.268709350305,0.3,129,54111.74572271083,3320000,158515.47229629869,43247.268709350275,0.0,0.3,158515.47229629869,-53.01205679135659,10,43247.268709350305,129,10,54111.74572271083,-53.01205679135659,43247.268709350275
0.0,22497.373209790134,0.1,130,42390.9751112365,3344000,144526.24960271636,22497.37320979014,0.0,0.1,144526.24960271636,-53.28956241611223,10,22497.373209790134,130,10,42390.9751112365,-53.28956241611223,22497.37320979014
0.0,24490.697799248203,0.3,131,34607.33303261086,3368000,110355.48801443243,24490.697799248206,0.0,0.3,110355.48801443243,-54.63669066651635,10,24490.697799248203,131,10,34607.33303261086,-54.63669066651635,24490.697799248206
0.0,35518.31104394602,0.2,132,47040.33448920238,3392000,149512.303192845,35518.31104394601,0.0,0.2,149512.303192845,-49.80460341676514,10,35518.31104394602,132,10,47040.33448920238,-49.80460341676514,35518.31104394601
0.0,31749.988902980625,0.3,133,53379.92790235009,3416000,174132.82170265866,31749.98890298063,0.0,0.3,174132.82170265866,-53.83553780684229,10,31749.988902980625,133,10,53379.92790235009,-53.83553780684229,31749.98890298063
0.0,23295.462528924905,0.1,134,32324.062481757628,3440000,116346.01981489091,23295.462528924912,0.0,0.1,116346.01981489091,-53.13904904701413,10,23295.462528924905,134,10,32324.062481757628,-53.13904904701413,23295.462528924912
0.0,25665.702534508677,0.4,135,34259.21139936596,3464000,120005.75847692248,25665.702534508673,0.0,0.4,120005.75847692248,-51.64206007299371,10,25665.702534508677,135,10,34259.21139936596,-51.64206007299371,25665.702534508673
0.0,14634.122913197527,0.1,136,14249.891999059868,3488000,38248.067441940024,14634.122913197521,0.0,0.1,38248.067441940024,-59.46772808602682,10,14634.122913197527,136,10,14249.891999059868,-59.46772808602682,14634.122913197521
0.0,39993.82739085255,0.3,137,45504.5862735,3512000,132486.28439082447,39993.827390852544,0.0,0.3,132486.28439082447,6403.4849139468915,10,39993.82739085255,137,10,45504.5862735,6403.4849139468915,39993.827390852544
0.0,30602.24463680709,0.3,138,45849.72708822578,3536000,158781.40803097174,30602.24463680709,0.0,0.3,158781.40803097174,-57.946037927218306,10,30602.24463680709,138,10,45849.72708822578,-57.946037927218306,30602.24463680709
0.0,50559.12800028674,0.4,139,51930.39500270158,3560000,135077.38764500205,50559.12800028677,0.0,0.4,135077.38764500205,-55.92186538560142,10,50559.12800028674,139,10,51930.39500270158,-55.92186538560142,50559.12800028677
0.0,31072.546195864947,0.3,140,37632.66719304358,3584000,120132.60977605451,31072.54619586497,0.0,0.3,120132.60977605451,-58.03735548865324,10,31072.546195864947,140,10,37632.66719304358,-58.03735548865324,31072.54619586497
0.0,32011.84587348891,0.3,141,44213.54795250449,3608000,124994.02594423707,32011.845873488935,0.0,0.3,124994.02594423707,-55.01378497211678,10,32011.84587348891,141,10,44213.54795250449,-55.01378497211678,32011.845873488935
0.0,34262.76535859387,0.5,142,31588.444528933713,3632000,102689.59186842652,34262.76535859388,0.0,0.5,102689.59186842652,-56.90616130790889,10,34262.76535859387,142,10,31588.444528933713,-56.90616130790889,34262.76535859388
0.0,45457.792344536196,0.4,143,46548.58259826817,3656000,146676.3795979042,45457.792344536174,0.0,0.4,146676.3795979042,13843.047306152872,10,45457.792344536196,143,10,46548.58259826817,13843.047306152872,45457.792344536174
0.0,38241.952641420554,0.4,144,48510.88597891155,3680000,135084.22906710499,38241.952641420554,0.0,0.4,135084.22906710499,-53.70397275793721,10,38241.952641420554,144,10,48510.88597891155,-53.70397275793721,38241.952641420554
0.0,19434.042276394197,0.0,145,9994.455927136854,3704000,42440.520018095565,19434.042276394197,0.0,0.0,42440.520018095565,-52.790389713777785,10,19434.042276394197,145,10,9994.455927136854,-52.790389713777785,19434.042276394197
0.0,29552.655800785717,0.3,146,37924.923912159575,3728000,137823.11038843685,29552.655800785724,0.0,0.3,137823.11038843685,-53.62321312125027,10,29552.655800785717,146,10,37924.923912159575,-53.62321312125027,29552.655800785724
0.0,17900.214226011263,0.3,147,21063.54023044178,3752000,60619.836811350186,17900.214226011267,0.0,0.3,60619.836811350186,-61.24746172538017,10,17900.214226011263,147,10,21063.54023044178,-61.24746172538017,17900.214226011267
0.0,23806.0043478139,0.3,148,25624.78521581859,3776000,77479.03439034008,23806.004347813912,0.0,0.3,77479.03439034008,-58.50184846637108,10,23806.0043478139,148,10,25624.78521581859,-58.50184846637108,23806.004347813912
0.0,31818.513067053864,0.3,149,41001.42104373884,3800000,138419.02763131657,31818.513067053864,0.0,0.3,138419.02763131657,-59.67338143695938,10,31818.513067053864,149,10,41001.42104373884,-59.67338143695938,31818.513067053864
0.0,58847.83892732726,0.6,150,49747.70473969374,3824000,133524.24416632522,58847.83892732726,0.0,0.6,133524.24416632522,-52.00833944391464,10,58847.83892732726,150,10,49747.70473969374,-52.00833944391464,58847.83892732726
0.0,43198.23371060686,0.4,151,51897.423694912744,3848000,123595.17515365846,43198.233710606866,0.0,0.4,123595.17515365846,-54.57732336111408,10,43198.23371060686,151,10,51897.423694912744,-54.57732336111408,43198.233710606866
0.0,43495.05730305941,0.4,152,52021.165102326464,3872000,133356.72201425146,43495.057303059395,0.0,0.4,133356.72201425146,-56.42656191562861,10,43495.05730305941,152,10,52021.165102326464,-56.42656191562861,43495.057303059395
0.0,19092.847638279804,0.2,153,43115.331216532904,3896000,139983.64923619363,19092.847638279818,0.0,0.2,139983.64923619363,-62.89069167241972,10,19092.847638279804,153,10,43115.331216532904,-62.89069167241972,19092.847638279818
0.0,37027.90211810286,0.4,154,39862.19559388788,3920000,124852.28442777462,37027.902118102866,0.0,0.4,124852.28442777462,-52.090076007120004,10,37027.90211810286,154,10,39862.19559388788,-52.090076007120004,37027.902118102866
0.0,44125.111239678794,0.3,155,66103.101691971,3944000,171719.07117750042,44125.11123967877,0.0,0.3,171719.07117750042,-60.13959309759253,10,44125.111239678794,155,10,66103.101691971,-60.13959309759253,44125.11123967877
0.0,8837.945321769204,0.1,156,13676.212297687125,3968000,32856.94354496778,8837.945321769203,0.0,0.1,32856.94354496778,-56.313011044237435,10,8837.945321769204,156,10,13676.212297687125,-56.313011044237435,8837.945321769203
0.0,9530.465787347477,0.0,157,10630.774299612702,3992000,25742.664642210122,9530.465787347477,0.0,0.0,25742.664642210122,-52.46943999296976,10,9530.465787347477,157,10,10630.774299612702,-52.46943999296976,9530.465787347477
0.0,10339.209251227021,0.0,158,10751.519920038256,4016000,30316.309440434074,10339.20925122702,0.0,0.0,30316.309440434074,-53.73522088291817,10,10339.209251227021,158,10,10751.519920038256,-53.73522088291817,10339.20925122702
0.0,20867.468031584798,0.1,159,34467.9353085202,4040000,120813.57599849376,20867.4680315848,0.0,0.1,120813.57599849376,-56.92363944168149,10,20867.468031584798,159,10,34467.9353085202,-56.92363944168149,20867.4680315848
0.0,22381.355067207507,0.1,160,25667.303932512044,4064000,93515.84283346601,22381.355067207514,0.0,0.1,93515.84283346601,-53.88770389581139,10,22381.355067207507,160,10,25667.303932512044,-53.88770389581139,22381.355067207514
0.0,16083.122592579826,0.0,161,13862.704332258141,4088000,47311.04876235415,16083.122592579832,0.0,0.0,47311.04876235415,-53.968245276558534,10,16083.122592579826,161,10,13862.704332258141,-53.968245276558534,16083.122592579832
0.0,11333.500333159134,0.0,162,11625.232898326922,4112000,28893.476781586538,11333.500333159136,0.0,0.0,28893.476781586538,-52.07479087877879,10,11333.500333159134,162,10,11625.232898326922,-52.07479087877879,11333.500333159136
0.0,35114.863581260346,0.2,163,27701.749586131533,4136000,110175.76549776543,35114.86358126034,0.0,0.2,110175.76549776543,18164.90937531832,10,35114.863581260346,163,10,27701.749586131533,18164.90937531832,35114.86358126034
0.0,16686.3908046608,0.0,164,7061.531906048146,4160000,25279.274856968703,16686.390804660798,0.0,0.0,25279.274856968703,-49.872327400315456,10,16686.3908046608,164,10,7061.531906048146,-49.872327400315456,16686.390804660798
0.0,32486.675677684398,0.4,165,26262.29671121782,4184000,83123.05452827063,32486.675677684405,0.0,0.4,83123.05452827063,-52.001161332622694,10,32486.675677684398,165,10,26262.29671121782,-52.001161332622694,32486.675677684405
0.0,24063.580787594303,0.1,166,25779.34391986601,4208000,97350.07238363894,24063.580787594303,0.0,0.1,97350.07238363894,-54.7683627871104,10,24063.580787594303,166,10,25779.34391986601,-54.7683627871104,24063.580787594303
0.0,18976.593005235598,0.1,167,23965.45864561361,4232000,80551.524065136,18976.593005235598,0.0,0.1,80551.524065136,-50.79825689673469,10,18976.593005235598,167,10,23965.45864561361,-50.79825689673469,18976.593005235598
0.0,10695.243444925329,0.0,168,14636.661259134713,4256000,43791.989623437265,10695.243444925329,0.0,0.0,43791.989623437265,-54.39343850348701,10,10695.243444925329,168,10,14636.661259134713,-54.39343850348701,10695.243444925329
0.0,32899.570410455526,0.3,169,47784.916603214835,4280000,158113.19021468188,32899.57041045553,0.0,0.3,158113.19021468188,-53.94546724112411,10,32899.570410455526,169,10,47784.916603214835,-53.94546724112411,32899.57041045553
0.0,34052.92266055183,0.3,170,53022.922150972154,4304000,135550.0775768745,34052.92266055182,0.0,0.3,135550.0775768745,-51.05102178901334,10,34052.92266055183,170,10,53022.922150972154,-51.05102178901334,34052.92266055182
0.0,43566.818889471186,0.3,171,57271.62755023086,4328000,157136.26207766263,43566.81888947121,0.0,0.3,157136.26207766263,-53.94231950395167,10,43566.818889471186,171,10,57271.62755023086,-53.94231950395167,43566.81888947121
0.0,41923.128994172046,0.3,172,60837.98740862835,4352000,180233.65937526722,41923.12899417204,0.0,0.3,180233.65937526722,-53.04313515665313,10,41923.128994172046,172,10,60837.98740862835,-53.04313515665313,41923.12899417204
0.0,26698.450143322796,0.2,173,47564.16089796616,4376000,145650.36322275005,26698.450143322814,0.0,0.2,145650.36322275005,-56.868282228231216,10,26698.450143322796,173,10,47564.16089796616,-56.868282228231216,26698.450143322814
0.0,30964.02484432605,0.3,174,38871.14859682296,4400000,133257.5197378147,30964.024844326043,0.0,0.3,133257.5197378147,-55.81442300543264,10,30964.02484432605,174,10,38871.14859682296,-55.81442300543264,30964.024844326043
0.0,63983.67667729072,0.4,175,71869.18793012532,4424000,182238.01305605777,63983.67667729072,0.0,0.4,182238.01305605777,-54.81820123748484,10,63983.67667729072,175,10,71869.18793012532,-54.81820123748484,63983.67667729072
0.0,33391.930792510466,0.4,176,50189.275613702455,4448000,159238.07715264935,33391.93079251046,0.0,0.4,159238.07715264935,-51.53301484689474,10,33391.930792510466,176,10,50189.275613702455,-51.53301484689474,33391.93079251046
0.0,19427.383730514546,0.4,177,25087.482852150206,4472000,82161.18507301247,19427.383730514543,0.0,0.4,82161.18507301247,-55.238410023790976,10,19427.383730514546,177,10,25087.482852150206,-55.238410023790976,19427.383730514543
0.0,3782.244091284524,0.0,178,7733.864272165802,4496000,21422.184965385277,3782.244091284524,0.0,0.0,21422.184965385277,-53.321619185012516,10,3782.244091284524,178,10,7733.864272165802,-53.321619185012516,3782.244091284524
0.0,34338.30719858041,0.2,179,37745.64664122227,4520000,108024.22799661338,34338.30719858042,0.0,0.2,108024.22799661338,-51.730185525097056,10,34338.30719858041,179,10,37745.64664122227,-51.730185525097056,34338.30719858042
0.0,26542.324005674378,0.2,180,18931.43045292759,4544000,74641.89606079138,26542.324005674378,0.0,0.2,74641.89606079138,-50.528647566428475,10,26542.324005674378,180,10,18931.43045292759,-50.528647566428475,26542.324005674378
0.0,31408.959592134626,0.1,181,45219.560279305886,4568000,165806.20790778456,31408.959592134604,0.0,0.1,165806.20790778456,-52.71371548616601,10,31408.959592134626,181,10,45219.560279305886,-52.71371548616601,31408.959592134604
0.0,64283.54560126814,0.6,182,61034.17814812489,4592000,190042.3157937742,64283.545601268124,0.0,0.6,190042.3157937742,18843.85954173517,10,64283.54560126814,182,10,61034.17814812489,18843.85954173517,64283.545601268124
0.0,23886.888245732127,0.1,183,24911.83442897417,4616000,88961.65997244023,23886.888245732116,0.0,0.1,88961.65997244023,-53.20344234969099,10,23886.888245732127,183,10,24911.83442897417,-53.20344234969099,23886.888245732116
0.0,22824.337772746185,0.2,184,33246.094416293716,4640000,116438.69804615511,22824.337772746196,0.0,0.2,116438.69804615511,-54.92619314626496,10,22824.337772746185,184,10,33246.094416293716,-54.92619314626496,22824.337772746196
0.0,32957.02925015091,0.2,185,46282.109835125564,4664000,164999.6722560079,32957.02925015089,0.0,0.2,164999.6722560079,-51.43531849954447,10,32957.02925015091,185,10,46282.109835125564,-51.43531849954447,32957.02925015089
0.0,10607.541595090606,0.0,186,15264.79153589824,4688000,47833.697714801296,10607.541595090606,0.0,0.0,47833.697714801296,-127.8958024107995,10,10607.541595090606,186,10,15264.79153589824,-127.8958024107995,10607.541595090606
0.0,4082.3697546246503,0.0,187,6594.229555444733,4712000,20690.030969384967,4082.3697546246513,0.0,0.0,20690.030969384967,-137.5816913670336,10,4082.3697546246503,187,10,6594.229555444733,-137.5816913670336,4082.3697546246513
0.0,15209.802907843909,0.1,188,42610.11092260975,4736000,142713.86375301878,15209.80290784392,0.0,0.1,142713.86375301878,-107.39801314695039,10,15209.802907843909,188,10,42610.11092260975,-107.39801314695039,15209.80290784392
0.0,4227.51523310062,0.0,189,6669.711085581207,4760000,17288.787344794346,4227.515233100618,0.0,0.0,17288.787344794346,-79.93674796035957,10,4227.51523310062,189,10,6669.711085581207,-79.93674796035957,4227.515233100618
0.0,6527.40989009595,0.2,190,8743.15684688223,4784000,20933.634246563844,6527.409890095952,0.0,0.2,20933.634246563844,-76.76116892664044,10,6527.40989009595,190,10,8743.15684688223,-76.76116892664044,6527.409890095952
0.0,5034.643747363852,0.1,191,6392.40311994428,4808000,15723.604759415364,5034.6437473638525,0.0,0.1,15723.604759415364,-44.02163948647637,10,5034.643747363852,191,10,6392.40311994428,-44.02163948647637,5034.6437473638525
0.0,32483.047637430303,0.2,192,61438.76296390083,4832000,176986.12842096266,32483.0476374303,0.0,0.2,176986.12842096266,-96.89171329221753,10,32483.047637430303,192,10,61438.76296390083,-96.89171329221753,32483.0476374303
0.0,22255.384026103435,0.2,193,44521.37804538692,4856000,142739.09572920157,22255.38402610342,0.0,0.2,142739.09572920157,-106.05136265214428,10,22255.384026103435,193,10,44521.37804538692,-106.05136265214428,22255.38402610342
0.0,7853.92084027413,0.0,194,9707.90161546843,4880000,20588.908542968074,7853.92084027413,0.0,0.0,20588.908542968074,-56.64109526398428,10,7853.92084027413,194,10,9707.90161546843,-56.64109526398428,7853.92084027413
0.0,6170.072748967177,0.0,195,12331.831522517181,4904000,41291.89083175044,6170.0727489671735,0.0,0.0,41291.89083175044,-73.04482579969071,10,6170.072748967177,195,10,12331.831522517181,-73.04482579969071,6170.0727489671735
0.0,9832.570840009172,0.1,196,24683.644211250215,4928000,83173.89269334395,9832.570840009159,0.0,0.1,83173.89269334395,-24.92770034329965,10,9832.570840009172,196,10,24683.644211250215,-24.92770034329965,9832.570840009159
0.0,43283.805639450155,0.3,197,56925.65865235944,4952000,153454.9586474547,43283.80563945016,0.0,0.3,153454.9586474547,-51.36555146343634,10,43283.805639450155,197,10,56925.65865235944,-51.36555146343634,43283.80563945016
0.0,11217.826888773723,0.1,198,13246.551241295934,4976000,41715.18121669055,11217.82688877372,0.0,0.1,41715.18121669055,-54.868577410460105,10,11217.826888773723,198,10,13246.551241295934,-54.868577410460105,11217.82688877372
0.0,14826.579920266682,0.1,199,26745.582492911828,5000000,90630.1048901682,14826.579920266682,0.0,0.1,90630.1048901682,-137.5905849283586,10,14826.579920266682,199,10,26745.582492911828,-137.5905849283586,14826.579920266682
0.0,18065.576074209,0.2,200,38813.8472538787,5024000,121784.73784442223,18065.576074208984,0.0,0.2,121784.73784442223,-50.78160554515606,10,18065.576074209,200,10,38813.8472538787,-50.78160554515606,18065.576074208984
0.0,12535.441796020803,0.2,201,9325.038243989917,5048000,24699.0277688175,12535.441796020797,0.0,0.2,24699.0277688175,-19.239459095623825,10,12535.441796020803,201,10,9325.038243989917,-19.239459095623825,12535.441796020797
0.0,6835.199684491943,0.0,202,7448.74697526554,5072000,19089.890782305774,6835.199684491943,0.0,0.0,19089.890782305774,-40.08971281238913,10,6835.199684491943,202,10,7448.74697526554,-40.08971281238913,6835.199684491943
0.0,5300.359242267297,0.0,203,9333.400258280688,5096000,24969.451271686536,5300.3592422672955,0.0,0.0,24969.451271686536,-52.61810757290702,10,5300.359242267297,203,10,9333.400258280688,-52.61810757290702,5300.3592422672955
0.0,7701.1720550185055,0.0,204,9684.673927040361,5120000,26133.718119255365,7701.1720550185055,0.0,0.0,26133.718119255365,-41.91679891184741,10,7701.1720550185055,204,10,9684.673927040361,-41.91679891184741,7701.1720550185055
0.0,11448.86643717478,0.2,205,14766.828735817824,5144000,43668.16013459368,11448.86643717478,0.0,0.2,43668.16013459368,-28.134175379697027,10,11448.86643717478,205,10,14766.828735817824,-28.134175379697027,11448.86643717478
0.0,19796.549359584827,0.2,206,43131.66370189665,5168000,145826.76023051707,19796.549359584835,0.0,0.2,145826.76023051707,-51.706550778034696,10,19796.549359584827,206,10,43131.66370189665,-51.706550778034696,19796.549359584835
0.0,24921.15542210536,0.2,207,24901.4649290174,5192000,94098.57898042264,24921.155422105352,0.0,0.2,94098.57898042264,1156.7762105435386,10,24921.15542210536,207,10,24901.4649290174,1156.7762105435386,24921.155422105352
0.0,11031.945965189972,0.0,208,10977.868510421802,5216000,25589.753531155093,11031.945965189967,0.0,0.0,25589.753531155093,-20.113895322287718,10,11031.945965189972,208,10,10977.868510421802,-20.113895322287718,11031.945965189967
0.0,14169.56629289528,0.2,209,11730.29334713744,5240000,33038.641649411045,14169.566292895284,0.0,0.2,33038.641649411045,412.773948337476,10,14169.56629289528,209,10,11730.29334713744,412.773948337476,14169.566292895284
0.0,10158.837709314355,0.0,210,7667.169372717467,5264000,22436.12798982414,10158.837709314354,0.0,0.0,22436.12798982414,852.6505890409729,10,10158.837709314355,210,10,7667.169372717467,852.6505890409729,10158.837709314354
0.0,10980.246549140873,0.0,211,9194.485238057321,5288000,27036.967601042164,10980.246549140877,0.0,0.0,27036.967601042164,521.3276747325975,10,10980.246549140873,211,10,9194.485238057321,521.3276747325975,10980.246549140877
0.0,22129.89262248979,0.1,212,19637.87809578249,5312000,77400.40694522952,22129.892622489788,0.0,0.1,77400.40694522952,1706.467996438463,10,22129.89262248979,212,10,19637.87809578249,1706.467996438463,22129.892622489788
0.0,32691.23364124681,0.2,213,52653.63061095282,5336000,182887.67904576848,32691.233641246818,0.0,0.2,182887.67904576848,-55.47876827086163,10,32691.23364124681,213,10,52653.63061095282,-55.47876827086163,32691.233641246818
0.0,36165.41674551619,0.4,214,32009.3559975217,5360000,99073.93756201811,36165.41674551617,0.0,0.4,99073.93756201811,-52.61344739976192,10,36165.41674551619,214,10,32009.3559975217,-52.61344739976192,36165.41674551617
0.0,44261.495351860176,0.2,215,61403.19312503387,5384000,190193.9234517416,44261.49535186016,0.0,0.2,190193.9234517416,-52.99699834097827,10,44261.495351860176,215,10,61403.19312503387,-52.99699834097827,44261.49535186016
0.0,14787.092205042096,0.1,216,11399.851855132198,5408000,35624.88121517749,14787.092205042089,0.0,0.1,35624.88121517749,-56.91718135536358,10,14787.092205042096,216,10,11399.851855132198,-56.91718135536358,14787.092205042089
0.0,42398.05798567503,0.4,217,49046.95935354094,5432000,138740.11374536512,42398.057985675034,0.0,0.4,138740.11374536512,-57.315956842147195,10,42398.05798567503,217,10,49046.95935354094,-57.315956842147195,42398.057985675034
0.0,18214.36797009482,0.1,218,14933.806371026356,5456000,56275.16622283301,18214.36797009482,0.0,0.1,56275.16622283301,-50.87622636665386,10,18214.36797009482,218,10,14933.806371026356,-50.87622636665386,18214.36797009482
0.0,15848.83546048607,0.1,219,8833.007453475235,5480000,31383.70338425583,15848.835460486076,0.0,0.1,31383.70338425583,-56.192549406200335,10,15848.83546048607,219,10,8833.007453475235,-56.192549406200335,15848.835460486076
0.0,34536.28867368622,0.2,220,50686.59896223309,5504000,182981.64578099217,34536.288673686206,0.0,0.2,182981.64578099217,-58.33325758917041,10,34536.28867368622,220,10,50686.59896223309,-58.33325758917041,34536.288673686206
0.0,29668.157298825634,0.2,221,33620.769431611305,5528000,115576.13195260458,29668.157298825634,0.0,0.2,115576.13195260458,-53.41470386050955,10,29668.157298825634,221,10,33620.769431611305,-53.41470386050955,29668.157298825634
0.0,12480.214693986614,0.1,222,5887.952475125285,5552000,20273.848182774458,12480.214693986616,0.0,0.1,20273.848182774458,-53.22242597469922,10,12480.214693986614,222,10,5887.952475125285,-53.22242597469922,12480.214693986616
0.0,28271.887023006966,0.3,223,49549.030841975575,5576000,166108.73702123866,28271.88702300699,0.0,0.3,166108.73702123866,-64.99899212590104,10,28271.887023006966,223,10,49549.030841975575,-64.99899212590104,28271.88702300699
0.0,41610.41912232877,0.3,224,51171.740153036764,5600000,172905.5553518911,41610.41912232878,0.0,0.3,172905.5553518911,-71.14323819557163,10,41610.41912232877,224,10,51171.740153036764,-71.14323819557163,41610.41912232878
0.0,19220.636545178913,0.0,225,7257.688934852132,5624000,28920.419131033315,19220.63654517892,0.0,0.0,28920.419131033315,934.3243208840323,10,19220.636545178913,225,10,7257.688934852132,934.3243208840323,19220.63654517892
0.0,56941.62158944361,0.3,226,58740.92041648456,5648000,197079.77732767456,56941.621589443625,0.0,0.3,197079.77732767456,-55.076054161612916,10,56941.62158944361,226,10,58740.92041648456,-55.076054161612916,56941.621589443625
0.0,60646.49540472387,0.5,227,60340.29409481217,5672000,173994.89656918548,60646.49540472388,0.0,0.5,173994.89656918548,-58.29143556335391,10,60646.49540472387,227,10,60340.29409481217,-58.29143556335391,60646.49540472388
0.0,18521.91595236745,0.2,228,14473.966488410037,5696000,43534.93196715143,18521.915952367457,0.0,0.2,43534.93196715143,-56.971850846800955,10,18521.91595236745,228,10,14473.966488410037,-56.971850846800955,18521.915952367457
0.0,32285.812940619595,0.1,229,58409.17773768734,5720000,205512.4493235136,32285.812940619588,0.0,0.1,205512.4493235136,-61.42483837671771,10,32285.812940619595,229,10,58409.17773768734,-61.42483837671771,32285.812940619588
0.0,12657.483350065646,0.0,230,13024.47729104836,5744000,39371.60154413926,12657.483350065648,0.0,0.0,39371.60154413926,-72.27736784767373,10,12657.483350065646,230,10,13024.47729104836,-72.27736784767373,12657.483350065648
0.0,44181.82961608549,0.2,231,61876.17716175331,5768000,167038.47420921878,44181.82961608551,0.0,0.2,167038.47420921878,-51.48913610832933,10,44181.82961608549,231,10,61876.17716175331,-51.48913610832933,44181.82961608551
0.0,48839.75686398861,0.3,232,59163.5684052431,5792000,143493.49003378538,48839.75686398862,0.0,0.3,143493.49003378538,-55.59150210289462,10,48839.75686398861,232,10,59163.5684052431,-55.59150210289462,48839.75686398862
0.0,34209.72358983223,0.3,233,55581.68937268985,5816000,149415.7510541744,34209.72358983224,0.0,0.3,149415.7510541744,-62.687835038390986,10,34209.72358983223,233,10,55581.68937268985,-62.687835038390986,34209.72358983224
0.0,40769.4834268783,0.4,234,53047.97563203954,5840000,160308.8829319477,40769.48342687829,0.0,0.4,160308.8829319477,-62.233946262206686,10,40769.4834268783,234,10,53047.97563203954,-62.233946262206686,40769.48342687829
0.0,41151.63203598686,0.2,235,53802.11497913526,5864000,172643.39431184292,41151.63203598687,0.0,0.2,172643.39431184292,-54.409007366135974,10,41151.63203598686,235,10,53802.11497913526,-54.409007366135974,41151.63203598687
0.0,37854.01677999536,0.4,236,53918.913453231464,5888000,185683.17459916064,37854.01677999536,0.0,0.4,185683.17459916064,-55.02531047517848,10,37854.01677999536,236,10,53918.913453231464,-55.02531047517848,37854.01677999536
0.0,32775.54978836596,0.3,237,32486.662464046447,5912000,100771.98702843061,32775.54978836595,0.0,0.3,100771.98702843061,-53.112128620837595,10,32775.54978836596,237,10,32486.662464046447,-53.112128620837595,32775.54978836595
0.0,17448.423850652147,0.2,238,27503.36027419821,5936000,92189.69784947495,17448.42385065215,0.0,0.2,92189.69784947495,-51.04264891134336,10,17448.423850652147,238,10,27503.36027419821,-51.04264891134336,17448.42385065215
0.0,30166.18808343642,0.1,239,41576.83644465259,5960000,150914.18348630017,30166.188083436416,0.0,0.1,150914.18348630017,-57.85999011019494,10,30166.18808343642,239,10,41576.83644465259,-57.85999011019494,30166.188083436416
0.0,3602.895523342822,0.0,240,7333.52623313105,5984000,19605.33833278502,3602.8955233428233,0.0,0.0,19605.33833278502,-56.77004629249837,10,3602.895523342822,240,10,7333.52623313105,-56.77004629249837,3602.8955233428233
0.0,26535.04986995426,0.1,241,45855.03633306868,6008000,161552.75465869685,26535.04986995426,0.0,0.1,161552.75465869685,-57.670348122766164,10,26535.04986995426,241,10,45855.03633306868,-57.670348122766164,26535.04986995426
0.0,55544.99001343979,0.3,242,63228.76160216848,6032000,164996.2605014745,55544.99001343979,0.0,0.3,164996.2605014745,-51.39915569980195,10,55544.99001343979,242,10,63228.76160216848,-51.39915569980195,55544.99001343979
0.0,17353.169680420244,0.1,243,12837.795286838598,6056000,37441.845847331686,17353.169680420237,0.0,0.1,37441.845847331686,-55.15243193352437,10,17353.169680420244,243,10,12837.795286838598,-55.15243193352437,17353.169680420237
