MetaTest/faucet-close-v1/TerminationRate,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTest/faucet-close-v1/StdReturn,TotalEnvSteps,MetaTest/faucet-close-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/faucet-close-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-close-v1/Iteration,MetaTest/faucet-close-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTest/faucet-close-v1/MinReturn,MetaTest/faucet-close-v1/AverageReturn
0.0,21055.0126341731,0.3,51,13934.038277580648,1448000,55478.3168300105,21055.012634173105,0.0,0.3,55478.3168300105,821.4227335139673,10,21055.0126341731,51,10,13934.038277580648,821.4227335139673,21055.012634173105
0.0,19055.202386483677,0.1,52,15136.756099099493,1472000,60166.88315938146,19055.20238648368,0.0,0.1,60166.88315938146,4597.320876726004,10,19055.202386483677,52,10,15136.756099099493,4597.320876726004,19055.20238648368
0.0,28015.864156111515,0.3,53,35253.260118024,1496000,113341.24943754003,28015.86415611151,0.0,0.3,113341.24943754003,-52.44242314987964,10,28015.864156111515,53,10,35253.260118024,-52.44242314987964,28015.86415611151
0.0,20865.072678814802,0.1,54,29546.466601016687,1520000,106003.03836475333,20865.072678814806,0.0,0.1,106003.03836475333,-48.02901432761288,10,20865.072678814802,54,10,29546.466601016687,-48.02901432761288,20865.072678814806
0.0,11461.690696007749,0.1,55,12159.566949802207,1544000,37425.119947509134,11461.69069600775,0.0,0.1,37425.119947509134,-54.43127472117378,10,11461.690696007749,55,10,12159.566949802207,-54.43127472117378,11461.69069600775
0.0,22693.871223440063,0.4,56,35983.040531771076,1568000,125831.36166186335,22693.871223440066,0.0,0.4,125831.36166186335,-55.00390173171749,10,22693.871223440063,56,10,35983.040531771076,-55.00390173171749,22693.871223440066
0.0,26799.17691385037,0.4,57,31172.81811819982,1592000,105458.29527729486,26799.17691385037,0.0,0.4,105458.29527729486,-52.592592627673284,10,26799.17691385037,57,10,31172.81811819982,-52.592592627673284,26799.17691385037
0.0,24138.211856906324,0.5,58,21581.99710543482,1616000,68389.19898208727,24138.211856906313,0.0,0.5,68389.19898208727,-53.42579529801717,10,24138.211856906324,58,10,21581.99710543482,-53.42579529801717,24138.211856906313
0.0,16686.9424520581,0.3,59,25674.344423344948,1640000,87049.79917141375,16686.9424520581,0.0,0.3,87049.79917141375,-52.05330779156258,10,16686.9424520581,59,10,25674.344423344948,-52.05330779156258,16686.9424520581
0.0,7041.960033505394,0.0,60,10192.844860904373,1664000,30518.205484136728,7041.9600335053965,0.0,0.0,30518.205484136728,-58.91375081190006,10,7041.960033505394,60,10,10192.844860904373,-58.91375081190006,7041.9600335053965
0.0,13174.3440825904,0.4,61,12652.834765082818,1688000,31136.27246605714,13174.344082590387,0.0,0.4,31136.27246605714,-52.22746185362462,10,13174.3440825904,61,10,12652.834765082818,-52.22746185362462,13174.344082590387
0.0,13587.218890744034,0.1,62,11711.353103318603,1712000,31221.597632016365,13587.218890744038,0.0,0.1,31221.597632016365,-53.896579709634004,10,13587.218890744034,62,10,11711.353103318603,-53.896579709634004,13587.218890744038
0.0,10133.527217481565,0.1,63,11924.342220100865,1736000,31524.534265921342,10133.527217481562,0.0,0.1,31524.534265921342,-49.87406016391988,10,10133.527217481565,63,10,11924.342220100865,-49.87406016391988,10133.527217481562
0.0,14045.406099765129,0.3,64,23524.59311398665,1760000,80626.89473656745,14045.406099765121,0.0,0.3,80626.89473656745,-55.601080315119766,10,14045.406099765129,64,10,23524.59311398665,-55.601080315119766,14045.406099765121
0.0,6620.729548125239,0.0,65,8236.537480774594,1784000,20268.50028542531,6620.729548125241,0.0,0.0,20268.50028542531,-54.68426039275829,10,6620.729548125239,65,10,8236.537480774594,-54.68426039275829,6620.729548125241
0.0,16534.411076471937,0.2,66,16783.98553577353,1808000,52799.83506533565,16534.411076471937,0.0,0.2,52799.83506533565,-54.93173919126563,10,16534.411076471937,66,10,16783.98553577353,-54.93173919126563,16534.411076471937
0.0,16841.37625962155,0.3,67,16770.04544159466,1832000,49002.992449894205,16841.376259621546,0.0,0.3,49002.992449894205,-50.05766434593431,10,16841.37625962155,67,10,16770.04544159466,-50.05766434593431,16841.376259621546
0.0,9833.08179871252,0.0,68,12880.923054121085,1856000,35164.500425406244,9833.081798712523,0.0,0.0,35164.500425406244,-52.6136515253344,10,9833.08179871252,68,10,12880.923054121085,-52.6136515253344,9833.081798712523
0.0,10024.446554645085,0.1,69,11725.942930766258,1880000,35085.066006163186,10024.446554645085,0.0,0.1,35085.066006163186,-51.45538462983498,10,10024.446554645085,69,10,11725.942930766258,-51.45538462983498,10024.446554645085
0.0,2037.7174306739284,0.0,70,6336.732763168406,1904000,21047.795372408327,2037.717430673929,0.0,0.0,21047.795372408327,-105.07513478681003,10,2037.7174306739284,70,10,6336.732763168406,-105.07513478681003,2037.717430673929
0.0,9419.774576333464,0.1,71,17095.28156514016,1928000,54917.54507966966,9419.774576333468,0.0,0.1,54917.54507966966,-103.22092567271037,10,9419.774576333464,71,10,17095.28156514016,-103.22092567271037,9419.774576333468
0.0,13372.699714340653,0.1,72,19082.51497174356,1952000,64873.45570041379,13372.699714340653,0.0,0.1,64873.45570041379,-84.87567495540361,10,13372.699714340653,72,10,19082.51497174356,-84.87567495540361,13372.699714340653
0.0,-82.05274007033417,0.0,73,31.971095286596913,1976000,-47.83358168456283,-82.05274007033418,0.0,0.0,-47.83358168456283,-125.80933459085033,10,-82.05274007033417,73,10,31.971095286596913,-125.80933459085033,-82.05274007033418
0.0,94.5496370122177,0.1,74,176.3288908279896,2000000,379.00029879197007,94.54963701221774,0.0,0.1,379.00029879197007,-50.73486038866488,10,94.5496370122177,74,10,176.3288908279896,-50.73486038866488,94.54963701221774
0.0,1335.71795339592,0.0,75,2111.585779905707,2024000,7025.5260208618665,1335.7179533959202,0.0,0.0,7025.5260208618665,-32.99761636342316,10,1335.71795339592,75,10,2111.585779905707,-32.99761636342316,1335.7179533959202
0.0,3477.020447482371,0.0,76,5629.605797278434,2048000,15684.909104461703,3477.020447482372,0.0,0.0,15684.909104461703,-40.31727251880448,10,3477.020447482371,76,10,5629.605797278434,-40.31727251880448,3477.020447482372
0.0,18909.737094584518,0.1,77,21152.139393201986,2072000,76362.92565810344,18909.73709458451,0.0,0.1,76362.92565810344,-23.761994818525366,10,18909.737094584518,77,10,21152.139393201986,-23.761994818525366,18909.73709458451
0.0,7527.33790014546,0.0,78,11080.155653567856,2096000,34065.68690084015,7527.337900145461,0.0,0.0,34065.68690084015,-51.06371055016336,10,7527.33790014546,78,10,11080.155653567856,-51.06371055016336,7527.337900145461
0.0,22618.342065561457,0.3,79,33662.02577165254,2120000,112119.96014600845,22618.34206556146,0.0,0.3,112119.96014600845,-49.2223506001712,10,22618.342065561457,79,10,33662.02577165254,-49.2223506001712,22618.34206556146
0.0,3731.497593745176,0.1,80,11327.524546309163,2144000,37714.0503137096,3731.497593745179,0.0,0.1,37714.0503137096,-57.542290022865345,10,3731.497593745176,80,10,11327.524546309163,-57.542290022865345,3731.497593745179
0.0,16875.032979813113,0.1,81,25707.293074011563,2168000,88519.18217939533,16875.032979813102,0.0,0.1,88519.18217939533,-55.66488131245497,10,16875.032979813113,81,10,25707.293074011563,-55.66488131245497,16875.032979813102
0.0,12491.369265952406,0.3,82,19510.02038777926,2192000,49655.80965546565,12491.3692659524,0.0,0.3,49655.80965546565,-54.360114427377525,10,12491.369265952406,82,10,19510.02038777926,-54.360114427377525,12491.3692659524
0.0,8399.025734065606,0.0,83,15519.270336312606,2216000,50179.53550917955,8399.02573406561,0.0,0.0,50179.53550917955,-54.33796859631936,10,8399.025734065606,83,10,15519.270336312606,-54.33796859631936,8399.02573406561
0.0,6450.820062931167,0.0,84,10092.849981485519,2240000,26236.836502527098,6450.820062931169,0.0,0.0,26236.836502527098,-52.81253926740971,10,6450.820062931167,84,10,10092.849981485519,-52.81253926740971,6450.820062931169
0.0,10707.745353209342,0.0,85,8897.046511890469,2264000,21015.28953487753,10707.745353209342,0.0,0.0,21015.28953487753,-50.415987234578324,10,10707.745353209342,85,10,8897.046511890469,-50.415987234578324,10707.745353209342
0.0,17446.797449549304,0.1,86,18832.293828164205,2288000,61586.34769144591,17446.7974495493,0.0,0.1,61586.34769144591,-51.33780014491638,10,17446.797449549304,86,10,18832.293828164205,-51.33780014491638,17446.7974495493
0.0,5812.5628825258145,0.0,87,8959.422450971157,2312000,20460.106581979828,5812.562882525814,0.0,0.0,20460.106581979828,-50.91807620600234,10,5812.5628825258145,87,10,8959.422450971157,-50.91807620600234,5812.562882525814
0.0,1630.9263695316454,0.0,88,5039.897678674264,2336000,16750.616725464548,1630.926369531645,0.0,0.0,16750.616725464548,-54.89664681654548,10,1630.9263695316454,88,10,5039.897678674264,-54.89664681654548,1630.926369531645
0.0,35126.16535512178,0.3,89,46797.696789464644,2360000,125652.53440335592,35126.16535512179,0.0,0.3,125652.53440335592,-57.64137441812334,10,35126.16535512178,89,10,46797.696789464644,-57.64137441812334,35126.16535512179
0.0,15330.651321805062,0.1,90,26122.923638452932,2384000,86940.31153983112,15330.651321805057,0.0,0.1,86940.31153983112,-52.786545453300135,10,15330.651321805062,90,10,26122.923638452932,-52.786545453300135,15330.651321805057
0.0,16790.189966300037,0.1,91,36879.92261987313,2408000,124281.96750675292,16790.189966300044,0.0,0.1,124281.96750675292,-54.72454428962261,10,16790.189966300037,91,10,36879.92261987313,-54.72454428962261,16790.189966300044
0.0,11000.301640988268,0.0,92,9176.257981447492,2432000,20889.76704639852,11000.301640988266,0.0,0.0,20889.76704639852,-49.59460618762164,10,11000.301640988268,92,10,9176.257981447492,-49.59460618762164,11000.301640988266
0.0,5763.204967630325,0.0,93,8899.689508307703,2456000,20355.803320661864,5763.204967630325,0.0,0.0,20355.803320661864,-53.0907335781719,10,5763.204967630325,93,10,8899.689508307703,-53.0907335781719,5763.204967630325
0.0,23102.838323573902,0.4,94,34817.98733399749,2480000,114567.58124066314,23102.83832357391,0.0,0.4,114567.58124066314,-55.74699748029199,10,23102.838323573902,94,10,34817.98733399749,-55.74699748029199,23102.83832357391
0.0,40966.958674774796,0.3,95,53006.14576310287,2504000,150666.67370965105,40966.95867477479,0.0,0.3,150666.67370965105,-49.48779728861913,10,40966.958674774796,95,10,53006.14576310287,-49.48779728861913,40966.95867477479
0.0,28032.651634304122,0.4,96,23692.915296754134,2528000,63136.11313053271,28032.651634304126,0.0,0.4,63136.11313053271,-55.78627234342364,10,28032.651634304122,96,10,23692.915296754134,-55.78627234342364,28032.651634304126
0.0,16065.953136767921,0.0,97,6549.612322365774,2552000,23322.70519090674,16065.953136767921,0.0,0.0,23322.70519090674,-22.7441767295617,10,16065.953136767921,97,10,6549.612322365774,-22.7441767295617,16065.953136767921
0.0,6867.896082840457,0.0,98,8583.633667212845,2576000,23276.30585780394,6867.89608284046,0.0,0.0,23276.30585780394,-54.783710074321775,10,6867.896082840457,98,10,8583.633667212845,-54.783710074321775,6867.89608284046
0.0,31101.649697087607,0.2,99,40451.03559445348,2600000,141945.74864491107,31101.64969708761,0.0,0.2,141945.74864491107,-44.47711576584971,10,31101.649697087607,99,10,40451.03559445348,-44.47711576584971,31101.64969708761
0.0,15906.80379218257,0.2,100,9811.261909627689,2624000,30063.06712634874,15906.80379218257,0.0,0.2,30063.06712634874,-49.02679247257256,10,15906.80379218257,100,10,9811.261909627689,-49.02679247257256,15906.80379218257
0.0,1969.1342996187857,0.0,101,6058.139763868326,2648000,20143.55197305089,1969.134299618788,0.0,0.0,20143.55197305089,-55.12216277271772,10,1969.1342996187857,101,10,6058.139763868326,-55.12216277271772,1969.134299618788
0.0,13594.21296371261,0.0,102,17966.129861195328,2672000,60082.0971200558,13594.2129637126,0.0,0.0,60082.0971200558,-49.789038764031346,10,13594.21296371261,102,10,17966.129861195328,-49.789038764031346,13594.2129637126
0.0,25729.549556579,0.2,103,42244.30072578232,2696000,112575.62266343887,25729.549556578997,0.0,0.2,112575.62266343887,-49.80737135523486,10,25729.549556579,103,10,42244.30072578232,-49.80737135523486,25729.549556578997
0.0,12815.14073277363,0.1,104,9100.735799905879,2720000,25945.79023105881,12815.140732773632,0.0,0.1,25945.79023105881,-48.32968017989232,10,12815.14073277363,104,10,9100.735799905879,-48.32968017989232,12815.140732773632
0.0,12108.317504746556,0.2,105,12977.73194382601,2744000,40656.60442208636,12108.317504746552,0.0,0.2,40656.60442208636,-51.31397756036071,10,12108.317504746556,105,10,12977.73194382601,-51.31397756036071,12108.317504746552
0.0,6933.670693070427,0.1,106,15366.468780259356,2768000,49243.439687605445,6933.670693070424,0.0,0.1,49243.439687605445,-56.34489054098004,10,6933.670693070427,106,10,15366.468780259356,-56.34489054098004,6933.670693070424
0.0,21351.609485556965,0.1,107,38105.696885501144,2792000,131813.5496488844,21351.609485556968,0.0,0.1,131813.5496488844,-55.186472216019396,10,21351.609485556965,107,10,38105.696885501144,-55.186472216019396,21351.609485556968
0.0,34288.45739781721,0.2,108,41994.98997002311,2816000,141435.7939530177,34288.45739781721,0.0,0.2,141435.7939530177,-52.96666839032855,10,34288.45739781721,108,10,41994.98997002311,-52.96666839032855,34288.45739781721
0.0,18811.542507488968,0.0,109,19035.4579825761,2840000,47377.25223713262,18811.54250748896,0.0,0.0,47377.25223713262,-52.21273092967949,10,18811.542507488968,109,10,19035.4579825761,-52.21273092967949,18811.54250748896
0.0,17453.863377799295,0.3,110,18153.20164961825,2864000,57125.3408818966,17453.863377799287,0.0,0.3,57125.3408818966,-49.935345431216625,10,17453.863377799295,110,10,18153.20164961825,-49.935345431216625,17453.863377799287
0.0,11794.54176781035,0.2,111,13906.670666936594,2888000,40892.649854980285,11794.541767810346,0.0,0.2,40892.649854980285,-54.785099627537456,10,11794.54176781035,111,10,13906.670666936594,-54.785099627537456,11794.541767810346
0.0,23239.850067711155,0.1,112,32810.49800473039,2912000,114948.8485145221,23239.85006771116,0.0,0.1,114948.8485145221,-55.41656680907794,10,23239.850067711155,112,10,32810.49800473039,-55.41656680907794,23239.85006771116
0.0,31497.878082197385,0.2,113,43538.50737808218,2936000,129840.5073054885,31497.878082197385,0.0,0.2,129840.5073054885,-51.660661028055976,10,31497.878082197385,113,10,43538.50737808218,-51.660661028055976,31497.878082197385
0.0,22369.816565137666,0.3,114,31747.337164159817,2960000,107496.26795812603,22369.816565137666,0.0,0.3,107496.26795812603,-55.658364965176695,10,22369.816565137666,114,10,31747.337164159817,-55.658364965176695,22369.816565137666
0.0,17268.332378122082,0.2,115,26627.763835334936,2984000,83010.30588238698,17268.33237812209,0.0,0.2,83010.30588238698,-55.23419886894667,10,17268.332378122082,115,10,26627.763835334936,-55.23419886894667,17268.33237812209
0.0,4322.5632434182735,0.1,116,13124.844293993896,3008000,43697.09529955037,4322.563243418268,0.0,0.1,43697.09529955037,-56.73345412774646,10,4322.5632434182735,116,10,13124.844293993896,-56.73345412774646,4322.563243418268
0.0,8322.967572322445,0.1,117,10867.319939953019,3032000,26617.074615565645,8322.967572322446,0.0,0.1,26617.074615565645,-56.90321249625974,10,8322.967572322445,117,10,10867.319939953019,-56.90321249625974,8322.967572322446
0.0,37571.52915856834,0.6,118,26016.855818884553,3056000,93399.63866874008,37571.529158568344,0.0,0.6,93399.63866874008,-48.68848225385833,10,37571.52915856834,118,10,26016.855818884553,-48.68848225385833,37571.529158568344
0.0,16648.60205065406,0.1,119,20417.17116384213,3080000,71636.94707557613,16648.602050654066,0.0,0.1,71636.94707557613,-54.99567359628955,10,16648.60205065406,119,10,20417.17116384213,-54.99567359628955,16648.602050654066
