MetaTest/soccer-v1/StdReturn,MetaTest/soccer-v1/MaxReturn,MetaTrain/Average/QfLoss,TotalEnvSteps,MetaTest/soccer-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/soccer-v1/SuccessRate,MetaTrain/Average/Alpha,MetaTest/soccer-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/NumTrajs,MetaTrain/Average/ContrastiveLoss,MetaTest/soccer-v1/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/soccer-v1/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/Iteration,MetaTest/soccer-v1/TerminationRate,MetaTest/soccer-v1/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/StdReturn
42201.23142252044,107054.21570594839,10241622.0,704000,20,60838.29058965183,0.1,nan,-20.092303376702315,60838.29058965183,107054.21570594839,10,11067.4,60838.29058965183,0.0,10,0.1,-20.092303376702315,-22.94636,20,0.0,60838.29058965183,-118550.52,42201.23142252044
42624.36780099517,104702.65129020605,11609857.0,728000,21,43298.042506971586,0.0,nan,-18.896772259382125,43298.04250697158,104702.65129020605,10,23765.424,43298.04250697158,0.0,10,0.0,-18.896772259382125,-23.493372,21,0.0,43298.042506971586,-117423.734,42624.36780099517
39962.47859478063,111021.73090711235,13823165.0,752000,22,49312.84904888231,0.1,nan,-18.479449331409047,49312.84904888231,111021.73090711235,10,1426.8787,49312.84904888231,0.0,10,0.1,-18.479449331409047,-23.245369,22,0.0,49312.84904888231,-130650.95,39962.47859478063
26577.592409744022,102356.18239212286,14217333.0,776000,23,68187.79545288069,0.0,nan,27484.98705927381,68187.79545288066,102356.18239212286,10,622.6355,68187.79545288066,0.0,10,0.0,27484.98705927381,-22.758242,23,0.0,68187.79545288069,-132183.25,26577.592409744022
32532.9655602671,94533.44004323962,14487115.0,800000,24,49870.950221210325,0.1,nan,64.00679519962503,49870.95022121031,94533.44004323962,10,7650.683,49870.95022121031,0.0,10,0.1,64.00679519962503,-22.332064,24,0.0,49870.950221210325,-129452.05,32532.9655602671
29707.30214611282,108074.94641033476,15724739.0,824000,25,57612.83909649051,0.0,nan,17707.813594416257,57612.839096490505,108074.94641033476,10,2587.034,57612.839096490505,0.0,10,0.0,17707.813594416257,-21.81635,25,0.0,57612.83909649051,-134505.47,29707.30214611282
31467.96933492313,103013.40905346273,18014032.0,848000,26,59127.52555901334,0.0,nan,6811.74010884556,59127.525559013324,103013.40905346273,10,594.5265,59127.525559013324,0.0,10,0.0,6811.74010884556,-21.501,26,0.0,59127.52555901334,-142004.73,31467.96933492313
17598.69629775555,105112.8981406561,19799792.0,872000,27,86814.77266246473,0.0,nan,41537.22240291533,86814.77266246472,105112.8981406561,10,854.646,86814.77266246472,0.0,10,0.0,41537.22240291533,-20.987957,27,0.0,86814.77266246473,-146286.56,17598.69629775555
24298.306665563498,86685.82296936867,20744336.0,896000,28,51158.881109038324,0.0,nan,11370.448882126517,51158.88110903832,86685.82296936867,10,1529.9213,51158.88110903832,0.0,10,0.0,11370.448882126517,-20.606724,28,0.0,51158.881109038324,-144846.94,24298.306665563498
25504.86166144591,108111.62758366148,22821762.0,920000,29,77449.7999553089,0.0,nan,18012.589561672685,77449.7999553089,108111.62758366148,10,983.4985,77449.7999553089,0.0,10,0.0,18012.589561672685,-21.097847,29,0.0,77449.7999553089,-152871.02,25504.86166144591
36398.156599984424,93068.23683160132,23841886.0,944000,30,37806.21423431324,0.0,nan,203.9639058723596,37806.214234313244,93068.23683160132,10,2036.0187,37806.214234313244,0.0,10,0.0,203.9639058723596,-21.822033,30,0.0,37806.21423431324,-153813.86,36398.156599984424
38740.39450126034,104487.31136732457,24634884.0,968000,31,56951.670700310635,0.0,nan,441.0436480934597,56951.670700310635,104487.31136732457,10,1038.8119,56951.670700310635,0.0,10,0.0,441.0436480934597,-21.968987,31,0.0,56951.670700310635,-159480.83,38740.39450126034
41183.93842602596,105929.100751076,26202054.0,992000,32,28826.171853216358,0.0,nan,-45.411410981009254,28826.171853216372,105929.100751076,10,1144.6779,28826.171853216372,0.0,10,0.0,-45.411410981009254,-21.707874,32,0.0,28826.171853216358,-164328.98,41183.93842602596
31413.295643863374,103643.31161381719,26470470.0,1016000,33,63381.943159378,0.0,nan,116.3155152683612,63381.94315937802,103643.31161381719,10,889.7519,63381.94315937802,0.0,10,0.0,116.3155152683612,-21.652824,33,0.0,63381.943159378,-166031.9,31413.295643863374
39936.79070362965,101384.55705722416,25413966.0,1040000,34,37007.619634276336,0.0,nan,-70.98658730947515,37007.619634276336,101384.55705722416,10,5004.319,37007.619634276336,0.0,10,0.0,-70.98658730947515,-21.992363,34,0.0,37007.619634276336,-145555.05,39936.79070362965
41205.08643020721,104793.82310794176,27158560.0,1064000,35,55839.664566123625,0.0,nan,-70.85856501645814,55839.6645661236,104793.82310794176,10,1407.1295,55839.6645661236,0.0,10,0.0,-70.85856501645814,-22.86764,35,0.0,55839.664566123625,-163000.06,41205.08643020721
35387.3587665935,101750.76355393157,28172014.0,1088000,36,57062.025989198635,0.0,nan,50.35642594077941,57062.025989198664,101750.76355393157,10,1433.0482,57062.025989198664,0.0,10,0.0,50.35642594077941,-22.76775,36,0.0,57062.025989198635,-168042.75,35387.3587665935
24340.309313100035,106082.62941796439,29542554.0,1112000,37,68253.4957873735,0.0,nan,20480.725189414366,68253.49578737348,106082.62941796439,10,746.7749,68253.49578737348,0.0,10,0.0,20480.725189414366,-22.457636,37,0.0,68253.4957873735,-175218.55,24340.309313100035
37120.6809080925,104431.35032568611,29755834.0,1136000,38,62136.00158174037,0.0,nan,40.699697648339736,62136.00158174037,104431.35032568611,10,1284.3326,62136.00158174037,0.0,10,0.0,40.699697648339736,-22.576622,38,0.0,62136.00158174037,-178344.28,37120.6809080925
24405.96080735328,100374.88693225659,30311924.0,1160000,39,62118.31454529805,0.0,nan,20172.566207789267,62118.31454529807,100374.88693225659,10,1533.2413,62118.31454529807,0.0,10,0.0,20172.566207789267,-22.47114,39,0.0,62118.31454529805,-179650.56,24405.96080735328
27058.641695824284,95423.22986048735,29479546.0,1184000,40,48269.936796513284,0.1,nan,371.34903535817114,48269.93679651327,95423.22986048735,10,3071.264,48269.93679651327,0.0,10,0.1,371.34903535817114,-22.950518,40,0.0,48269.936796513284,-168073.53,27058.641695824284
27399.184687290897,110160.87025198864,29016154.0,1208000,41,70089.89862296722,0.0,nan,30256.52068495828,70089.89862296722,110160.87025198864,10,2332.9514,70089.89862296722,0.0,10,0.0,30256.52068495828,-23.009457,41,0.0,70089.89862296722,-167199.94,27399.184687290897
25330.93867734383,110253.94370911007,29667288.0,1232000,42,76572.6893039508,0.0,nan,21136.565800564254,76572.68930395078,110253.94370911007,10,2038.334,76572.68930395078,0.0,10,0.0,21136.565800564254,-22.860258,42,0.0,76572.6893039508,-174665.6,25330.93867734383
28355.31604412799,105406.87336324602,30332072.0,1256000,43,70773.43876819238,0.0,nan,18134.03103142337,70773.43876819237,105406.87336324602,10,2197.2932,70773.43876819237,0.0,10,0.0,18134.03103142337,-22.671368,43,0.0,70773.43876819238,-175298.6,28355.31604412799
27383.020655219836,106198.78328111829,30881140.0,1280000,44,63532.54737770352,0.0,nan,20792.28492868827,63532.54737770352,106198.78328111829,10,1456.8462,63532.54737770352,0.0,10,0.0,20792.28492868827,-22.554056,44,0.0,63532.54737770352,-181801.19,27383.020655219836
20887.79059506852,105141.90879154748,30857764.0,1304000,45,67833.42842146532,0.0,nan,31859.639153002292,67833.42842146535,105141.90879154748,10,1227.007,67833.42842146535,0.0,10,0.0,31859.639153002292,-22.222906,45,0.0,67833.42842146532,-185527.58,20887.79059506852
47531.71230498991,160029.64084083214,30942342.0,1328000,46,80970.46343082216,0.1,nan,725.8755804822895,80970.46343082216,160029.64084083214,10,844.6999,80970.46343082216,0.0,10,0.1,725.8755804822895,-22.002432,46,0.0,80970.46343082216,-187324.03,47531.71230498991
44191.99880068499,151997.06819927704,32378084.0,1352000,47,67957.49072775383,0.1,nan,5647.800453965961,67957.49072775382,151997.06819927704,10,990.3725,67957.49072775382,0.0,10,0.1,5647.800453965961,-21.79289,47,0.0,67957.49072775383,-192987.31,44191.99880068499
34449.21022560661,109437.51868802906,32627896.0,1376000,48,73913.57230038402,0.0,nan,5903.8907923405895,73913.57230038402,109437.51868802906,10,1529.8274,73913.57230038402,0.0,10,0.0,5903.8907923405895,-21.609726,48,0.0,73913.57230038402,-192481.4,34449.21022560661
30275.3393543118,114501.40539606125,32678248.0,1400000,49,65208.79742536537,0.0,nan,20546.499053462383,65208.797425365345,114501.40539606125,10,458.25656,65208.797425365345,0.0,10,0.0,20546.499053462383,-21.490988,49,0.0,65208.79742536537,-196773.44,30275.3393543118
31185.272317478415,109811.03046107074,32656310.0,1424000,50,65592.21914326974,0.0,nan,15652.873818779333,65592.21914326977,109811.03046107074,10,412.31418,65592.21914326977,0.0,10,0.0,15652.873818779333,-21.38039,50,0.0,65592.21914326974,-201638.2,31185.272317478415
29296.211125784142,93490.7023776652,33040728.0,1448000,51,60144.14423709003,0.0,nan,13718.812327532381,60144.14423709004,93490.7023776652,10,433.84845,60144.14423709004,0.0,10,0.0,13718.812327532381,-21.186226,51,0.0,60144.14423709003,-205308.25,29296.211125784142
22850.261768217533,109782.49683195537,32483694.0,1472000,52,76774.58148054252,0.0,nan,39025.831559434606,76774.58148054252,109782.49683195537,10,378.52502,76774.58148054252,0.0,10,0.0,39025.831559434606,-21.018988,52,0.0,76774.58148054252,-206759.2,22850.261768217533
22205.280771266538,115804.23415621085,32195232.0,1496000,53,91405.87791647515,0.1,nan,47813.72263767856,91405.87791647513,115804.23415621085,10,437.05133,91405.87791647513,0.0,10,0.1,47813.72263767856,-20.923523,53,0.0,91405.87791647515,-206362.42,22205.280771266538
19146.389209586505,109029.0485392537,32788668.0,1520000,54,80336.89353826387,0.0,nan,47421.23907738711,80336.89353826389,109029.0485392537,10,408.7202,80336.89353826389,0.0,10,0.0,47421.23907738711,-20.765461,54,0.0,80336.89353826387,-209788.36,19146.389209586505
39618.875663351144,117395.43600361605,32144182.0,1544000,55,50506.15142957917,0.0,nan,63.48976394855619,50506.15142957917,117395.43600361605,10,901.822,50506.15142957917,0.0,10,0.0,63.48976394855619,-20.402128,55,0.0,50506.15142957917,-198790.92,39618.875663351144
30513.00905617982,111305.95300772467,33171916.0,1568000,56,71935.08292697865,0.0,nan,17383.04235696923,71935.08292697863,111305.95300772467,10,385.37357,71935.08292697863,0.0,10,0.0,17383.04235696923,-20.71626,56,0.0,71935.08292697865,-211826.97,30513.00905617982
24206.487326098275,102510.90553899219,33340960.0,1592000,57,69974.9691728199,0.0,nan,27896.82725961953,69974.9691728199,102510.90553899219,10,333.43726,69974.9691728199,0.0,10,0.0,27896.82725961953,-20.899307,57,0.0,69974.9691728199,-221273.81,24206.487326098275
21400.502571156383,89003.21282943295,33759776.0,1616000,58,60695.731632266274,0.0,nan,22923.7120228326,60695.73163226625,89003.21282943295,10,323.7287,60695.73163226625,0.0,10,0.0,22923.7120228326,-20.999866,58,0.0,60695.731632266274,-223605.28,21400.502571156383
27054.68410750545,98003.48476132948,33943510.0,1640000,59,57348.85920074076,0.0,nan,7172.429432056067,57348.85920074076,98003.48476132948,10,566.37,57348.85920074076,0.0,10,0.0,7172.429432056067,-21.217762,59,0.0,57348.85920074076,-228926.72,27054.68410750545
33767.03985216636,119220.70632119382,33766732.0,1664000,60,79294.37922856325,0.0,nan,461.61593734031084,79294.37922856325,119220.70632119382,10,574.72766,79294.37922856325,0.0,10,0.0,461.61593734031084,-21.58552,60,0.0,79294.37922856325,-231543.42,33767.03985216636
28573.828806000456,100441.69575530474,33515868.0,1688000,61,61257.742670245854,0.0,nan,8078.317043184665,61257.742670245854,100441.69575530474,10,496.41724,61257.742670245854,0.0,10,0.0,8078.317043184665,-21.688932,61,0.0,61257.742670245854,-233985.2,28573.828806000456
28422.870592803527,122379.71782821728,33162896.0,1712000,62,68741.55344047133,0.1,nan,26510.106169853887,68741.55344047134,122379.71782821728,10,414.33472,68741.55344047134,0.0,10,0.1,26510.106169853887,-21.83877,62,0.0,68741.55344047133,-235453.38,28422.870592803527
27805.203860213845,114707.57062616332,32681160.0,1736000,63,74809.43209071885,0.0,nan,24929.370342737086,74809.43209071884,114707.57062616332,10,369.86945,74809.43209071884,0.0,10,0.0,24929.370342737086,-21.850399,63,0.0,74809.43209071885,-234412.89,27805.203860213845
40670.99684837612,114088.24887483926,32295890.0,1760000,64,74951.24847911217,0.0,nan,54.48628975418341,74951.2484791122,114088.24887483926,10,316.52274,74951.2484791122,0.0,10,0.0,54.48628975418341,-21.959938,64,0.0,74951.24847911217,-234078.28,40670.99684837612
34851.2171578781,107513.9340781321,32112758.0,1784000,65,55268.283287976985,0.0,nan,159.65691196958016,55268.283287976985,107513.9340781321,10,293.99768,55268.283287976985,0.0,10,0.0,159.65691196958016,-21.906233,65,0.0,55268.283287976985,-234840.8,34851.2171578781
24791.200481509186,109875.19057066178,32757948.0,1808000,66,66010.31366014325,0.0,nan,38101.962284738125,66010.31366014323,109875.19057066178,10,367.85876,66010.31366014323,0.0,10,0.0,38101.962284738125,-21.763922,66,0.0,66010.31366014325,-235168.73,24791.200481509186
25231.81450722931,103692.92094683163,31968306.0,1832000,67,65139.845554489366,0.0,nan,24940.147322670175,65139.845554489366,103692.92094683163,10,333.52457,65139.845554489366,0.0,10,0.0,24940.147322670175,-21.620981,67,0.0,65139.845554489366,-232843.47,25231.81450722931
33081.996966118786,132508.45923822952,33443922.0,1856000,68,74141.8361815855,0.1,nan,22767.146977461427,74141.8361815855,132508.45923822952,10,550.10223,74141.8361815855,0.0,10,0.1,22767.146977461427,-21.781921,68,0.0,74141.8361815855,-231986.23,33081.996966118786
28327.785357302826,129483.35003553996,33027154.0,1880000,69,86820.64375801876,0.1,nan,32711.481846693892,86820.64375801876,129483.35003553996,10,316.86993,86820.64375801876,0.0,10,0.1,32711.481846693892,-21.518316,69,0.0,86820.64375801876,-233844.92,28327.785357302826
30615.74278831154,95195.63132511394,33471052.0,1904000,70,51416.04669982455,0.0,nan,2690.548663819826,51416.046699824576,95195.63132511394,10,274.0353,51416.046699824576,0.0,10,0.0,2690.548663819826,-21.479773,70,0.0,51416.04669982455,-235055.28,30615.74278831154
46140.46853296517,137225.89631136224,34135508.0,1928000,71,49806.87053635294,0.1,nan,325.8913176194352,49806.87053635295,137225.89631136224,10,226.3339,49806.87053635295,0.0,10,0.1,325.8913176194352,-21.61728,71,0.0,49806.87053635294,-235039.34,46140.46853296517
37256.902326742325,121643.42881303545,34608070.0,1952000,72,60858.48423640012,0.0,nan,2996.753172337963,60858.48423640013,121643.42881303545,10,216.72987,60858.48423640013,0.0,10,0.0,2996.753172337963,-21.572098,72,0.0,60858.48423640012,-232844.64,37256.902326742325
39744.43283988674,135580.85528904104,34121896.0,1976000,73,85157.78253290888,0.1,nan,12968.02955709299,85157.7825329089,135580.85528904104,10,253.06049,85157.7825329089,0.0,10,0.1,12968.02955709299,-21.580292,73,0.0,85157.78253290888,-231553.08,39744.43283988674
44627.07459622176,147383.5592600443,33887656.0,2000000,74,76300.63263934979,0.2,nan,12219.80864417558,76300.63263934976,147383.5592600443,10,196.2192,76300.63263934976,0.0,10,0.2,12219.80864417558,-21.362196,74,0.0,76300.63263934979,-231227.55,44627.07459622176
33404.17864178786,141737.09804292713,34012020.0,2024000,75,77092.68292342726,0.1,nan,3691.245888479853,77092.68292342724,141737.09804292713,10,197.20363,77092.68292342724,0.0,10,0.1,3691.245888479853,-21.295475,75,0.0,77092.68292342726,-231432.95,33404.17864178786
26386.84510710598,110486.94297783326,34621604.0,2048000,76,72638.59355970513,0.0,nan,29948.73627355802,72638.5935597051,110486.94297783326,10,202.83766,72638.5935597051,0.0,10,0.0,29948.73627355802,-20.844599,76,0.0,72638.59355970513,-231466.17,26386.84510710598
26666.395249658355,136674.324244138,35165900.0,2072000,77,88737.59846303619,0.1,nan,42043.27893335483,88737.5984630362,136674.324244138,10,233.01675,88737.5984630362,0.0,10,0.1,42043.27893335483,-20.492323,77,0.0,88737.59846303619,-231614.62,26666.395249658355
30657.0901836573,145116.23130370738,35462936.0,2096000,78,87506.68686349431,0.1,nan,29151.360297820327,87506.68686349431,145116.23130370738,10,214.80898,87506.68686349431,0.0,10,0.1,29151.360297820327,-20.398773,78,0.0,87506.68686349431,-232211.27,30657.0901836573
37305.306271259076,148673.31282173985,35846692.0,2120000,79,101748.8235163891,0.5,nan,23743.07176687575,101748.82351638911,148673.31282173985,10,192.97922,101748.82351638911,0.0,10,0.5,23743.07176687575,-20.28238,79,0.0,101748.8235163891,-234602.84,37305.306271259076
41124.09782069122,133874.17446941324,37748736.0,2144000,80,85776.12810196805,0.4,nan,1227.0918178100878,85776.12810196802,133874.17446941324,10,185.83698,85776.12810196802,0.0,10,0.4,1227.0918178100878,-20.01757,80,0.0,85776.12810196805,-238850.97,41124.09782069122
39626.45086568035,146484.51720912973,38376416.0,2168000,81,105901.35828201417,0.6,nan,13640.685912736144,105901.35828201419,146484.51720912973,10,207.35094,105901.35828201419,0.0,10,0.6,13640.685912736144,-20.16957,81,0.0,105901.35828201417,-240650.14,39626.45086568035
42587.79168350368,143522.7358548769,40673330.0,2192000,82,100958.29023127229,0.5,nan,9006.855003869388,100958.29023127232,143522.7358548769,10,242.32394,100958.29023127232,0.0,10,0.5,9006.855003869388,-20.4779,82,0.0,100958.29023127229,-244319.03,42587.79168350368
37246.82201348782,131234.52280948544,39588356.0,2216000,83,66719.18734656618,0.1,nan,12973.880788362821,66719.18734656619,131234.52280948544,10,248.04784,66719.18734656619,0.0,10,0.1,12973.880788362821,-20.772215,83,0.0,66719.18734656618,-245075.64,37246.82201348782
41328.799416529706,137730.48538635657,39809580.0,2240000,84,80742.70287828233,0.2,nan,3908.4254566953236,80742.70287828235,137730.48538635657,10,210.55713,80742.70287828235,0.0,10,0.2,3908.4254566953236,-20.866972,84,0.0,80742.70287828233,-247925.12,41328.799416529706
45133.52966071841,134298.63472269019,41353024.0,2264000,85,83561.3131008042,0.3,nan,2602.4288060369804,83561.31310080421,134298.63472269019,10,274.15686,83561.31310080421,0.0,10,0.3,2602.4288060369804,-21.087143,85,0.0,83561.3131008042,-250967.08,45133.52966071841
28588.227949464785,93572.33161668679,42127070.0,2288000,86,50191.91136340991,0.0,nan,9439.257837056337,50191.911363409905,93572.33161668679,10,326.95456,50191.911363409905,0.0,10,0.0,9439.257837056337,-21.211855,86,0.0,50191.91136340991,-251406.88,28588.227949464785
43962.441302022926,144706.80228262924,41655492.0,2312000,87,86106.42832897001,0.3,nan,5202.585862639654,86106.42832897001,144706.80228262924,10,238.44269,86106.42832897001,0.0,10,0.3,5202.585862639654,-21.338488,87,0.0,86106.42832897001,-251257.06,43962.441302022926
48468.93567288742,141676.448885057,43469336.0,2336000,88,82719.87304881243,0.3,nan,4261.7215365549955,82719.87304881244,141676.448885057,10,9100.7,82719.87304881244,0.0,10,0.3,4261.7215365549955,-21.618837,88,0.0,82719.87304881243,-245046.11,48468.93567288742
35442.79219811069,145451.79653214713,41455748.0,2360000,89,107110.95188124073,0.5,nan,54852.39497563159,107110.95188124073,145451.79653214713,10,22862.885,107110.95188124073,0.0,10,0.5,54852.39497563159,-21.893585,89,0.0,107110.95188124073,-237322.84,35442.79219811069
44087.79631964351,148772.51898155932,42414256.0,2384000,90,63196.24182235058,0.2,nan,10286.067447922032,63196.24182235058,148772.51898155932,10,19091.783,63196.24182235058,0.0,10,0.2,10286.067447922032,-22.117508,90,0.0,63196.24182235058,-241285.16,44087.79631964351
45080.532467452016,140303.21507231446,42964148.0,2408000,91,67816.52982761673,0.2,nan,98.64780868233295,67816.52982761673,140303.21507231446,10,38311.785,67816.52982761673,0.0,10,0.2,98.64780868233295,-22.333492,91,0.0,67816.52982761673,-242592.61,45080.532467452016
53406.39531368878,146670.08680055605,43112772.0,2432000,92,78324.34603451478,0.4,nan,1633.3707420888932,78324.34603451478,146670.08680055605,10,33305.395,78324.34603451478,0.0,10,0.4,1633.3707420888932,-22.66082,92,0.0,78324.34603451478,-235482.72,53406.39531368878
38848.50803833927,141207.0533906183,43883356.0,2456000,93,103956.11759723916,0.7,nan,15306.248507509887,103956.11759723918,141207.0533906183,10,19199.44,103956.11759723918,0.0,10,0.7,15306.248507509887,-22.354034,93,0.0,103956.11759723916,-241870.23,38848.50803833927
