GaussianMLPPolicy/Entropy,Average/NumEpisodes,MetaTest/handle-pull-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,handle-pull-v1/Iteration,Average/AverageDiscountedReturn,MetaTest/handle-pull-v1/MinReturn,Iteration,handle-pull-v1/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,Average/SuccessRate,TotalEnvSteps,MetaTest/handle-pull-v1/Iteration,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/LossAfter,handle-pull-v1/MinReturn,Average/MinReturn,MetaTest/handle-pull-v1/AverageDiscountedReturn,handle-pull-v1/NumEpisodes,MetaTest/handle-pull-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,handle-pull-v1/TerminationRate,Average/StdReturn,GaussianMLPPolicy/dLoss,handle-pull-v1/SuccessRate,GaussianMLPPolicy/KLBefore,Average/MaxReturn,MetaTest/handle-pull-v1/MaxReturn,MetaTest/handle-pull-v1/AverageReturn,handle-pull-v1/StdReturn,Average/AverageReturn,MetaTest/Average/NumEpisodes,Average/TerminationRate,Average/Iteration,MetaTest/handle-pull-v1/TerminationRate,MetaTest/Average/MinReturn,handle-pull-v1/MaxReturn,handle-pull-v1/AverageReturn,MetaTest/handle-pull-v1/NumEpisodes
5.650206565856934,200,0.0,-47.5881835455313,0.0,0,1.9884946051687116,-47.5881835455313,0,1.9884946051687116,0.006606508046388626,-47.5881835455313,0,0.0,0.0,80000,0,-0.0014451490715146065,-0.0022874705027788877,-86.9525663376878,-86.9525663376878,-47.588183545531344,200,0.0,-47.588183545531344,0.0,0.0,426.1829313179808,0.0008423214312642813,0.0,0.0,5093.6166283858865,-47.5881835455313,-47.5881835455313,426.1829313179808,-7.415777519031938,1,0.0,0,0.0,-47.5881835455313,5093.6166283858865,-7.415777519031938,1
5.650703430175781,200,0.0,-31.226136275946338,0.0,1,44.38932951374349,-31.226136275946338,1,44.38932951374349,0.007364570163190365,-31.226136275946338,1,0.0,0.0,160000,1,1.126783899962902e-05,-0.0008965890156105161,-68.84983314625529,-68.84983314625529,-31.226136275946345,200,0.0,-31.226136275946345,0.0,0.0,901.0901716428435,0.0009078568546101451,0.0,0.0,10703.927509930427,-31.226136275946338,-31.226136275946338,901.0901716428435,82.3401696418127,1,0.0,1,0.0,-31.226136275946338,10703.927509930427,82.3401696418127,1
5.679149150848389,200,0.0,5338.023510477452,0.0,2,707.4453693654964,5338.023510477452,2,707.4453693654964,0.009255589917302132,5338.023510477452,2,0.0,0.0,240000,2,0.00041292342939414084,0.0002356541808694601,-59.01858640484557,-59.01858640484557,5338.023510477458,200,0.0,5338.023510477458,0.0,0.0,6164.329794081013,0.00017726924852468073,0.0,0.0,34797.84382175791,5338.023510477452,5338.023510477452,6164.329794081013,2194.211981522798,1,0.0,2,0.0,5338.023510477452,34797.84382175791,2194.211981522798,1
5.74265718460083,200,0.0,955.136627760786,0.0,3,896.3185106189017,955.136627760786,3,896.3185106189017,0.0065132318995893,955.136627760786,3,0.0,0.0,320000,3,0.0009507181239314377,0.0007670480408705771,-74.01705389583043,-74.01705389583043,955.136627760786,200,0.0,955.136627760786,0.0,0.0,7629.410440651142,0.00018367008306086063,0.0,0.0,47706.289519565355,955.136627760786,955.136627760786,7629.410440651142,2728.008571281757,1,0.0,3,0.0,955.136627760786,47706.289519565355,2728.008571281757,1
5.745131969451904,200,0.0,15463.320234547595,0.0,4,1734.2261075592346,15463.320234547595,4,1734.2261075592346,5.5503816838609055e-05,15463.320234547595,4,0.0,0.0,400000,4,2.6151362817472545e-06,2.5366502995893825e-06,-52.05056190626856,-52.05056190626856,15463.320234547597,200,0.0,15463.320234547597,0.0,0.0,8133.05605254643,7.848598215787206e-08,0.0,0.0,37983.70559797663,15463.320234547595,15463.320234547595,8133.05605254643,4688.273777979516,1,0.0,4,0.0,15463.320234547595,37983.70559797663,4688.273777979516,1
5.740096569061279,200,0.0,24167.706664349225,0.0,5,1377.7221829729742,24167.706664349225,5,1377.7221829729742,7.869636465329677e-05,24167.706664349225,5,0.0,0.0,480000,5,-5.384656560636358e-06,-5.496055109688314e-06,-55.38940760544756,-55.38940760544756,24167.706664349218,200,0.0,24167.706664349218,0.0,0.0,8945.735747874474,1.1139854905195534e-07,0.0,0.0,40458.05204299016,24167.706664349225,24167.706664349225,8945.735747874474,4413.016352736703,1,0.0,5,0.0,24167.706664349225,40458.05204299016,4413.016352736703,1
5.744537830352783,200,0.0,43291.707808996194,0.0,6,1904.7284869428886,43291.707808996194,6,1904.7284869428886,0.00011460352834546939,43291.707808996194,6,0.0,0.0,560000,6,4.563892616715748e-06,4.40146050095791e-06,-57.47062196581308,-57.47062196581308,43291.70780899618,200,0.0,43291.70780899618,0.0,0.0,9012.880034868938,1.624321157578379e-07,0.0,0.0,38428.60866812173,43291.707808996194,43291.707808996194,9012.880034868938,5310.8257779150845,1,0.0,6,0.0,43291.707808996194,38428.60866812173,5310.8257779150845,1
5.746277809143066,200,0.0,-36.04220263571492,0.0,7,2020.1082842472795,-36.04220263571492,7,2020.1082842472795,8.706245716894045e-05,-36.04220263571492,7,0.0,0.0,640000,7,2.023927208938403e-06,1.9003227862413041e-06,-52.566588779939764,-52.566588779939764,-36.04220263571493,200,0.0,-36.04220263571493,0.0,0.0,10002.485254765974,1.2360442269709893e-07,0.0,0.0,39602.94741999971,-36.04220263571492,-36.04220263571492,10002.485254765974,6050.438852678599,1,0.0,7,0.0,-36.04220263571492,39602.94741999971,6050.438852678599,1
5.740609169006348,200,0.0,-41.560311749928715,0.0,8,2034.5361198742685,-41.560311749928715,8,2034.5361198742685,4.2578783904900774e-05,-41.560311749928715,8,0.0,0.0,720000,8,-5.387145847635111e-06,-5.447429430205375e-06,-54.79359463471629,-54.79359463471629,-41.56031174992874,200,0.0,-41.56031174992874,0.0,0.0,10814.918010077532,6.028358257026412e-08,0.0,0.0,43043.84473866886,-41.560311749928715,-41.560311749928715,10814.918010077532,6293.128075557907,1,0.0,8,0.0,-41.560311749928715,43043.84473866886,6293.128075557907,1
5.746825218200684,200,0.0,-29.36894238221238,0.0,9,2535.1173041347183,-29.36894238221238,9,2535.1173041347183,4.250514757586643e-05,-29.36894238221238,9,0.0,0.0,800000,9,5.453687208500924e-06,5.393529136199504e-06,-51.32704671979604,-51.32704671979604,-29.36894238221238,200,0.0,-29.36894238221238,0.0,0.0,11601.469534064569,6.015807230141945e-08,0.0,0.0,42399.248542771995,-29.36894238221238,-29.36894238221238,11601.469534064569,7564.44602094783,1,0.0,9,0.0,-29.36894238221238,42399.248542771995,7564.44602094783,1
5.74389123916626,200,0.0,-23.95734461779703,0.0,10,2674.440960595709,-23.95734461779703,10,2674.440960595709,1.95426164282253e-05,-23.95734461779703,10,0.0,0.0,880000,10,-2.706330860746675e-06,-2.7339572170603788e-06,-52.017170770361915,-52.017170770361915,-23.957344617797023,200,0.0,-23.957344617797023,0.0,0.0,12372.042852619146,2.7626356313703582e-08,0.0,0.0,41586.14308528362,-23.95734461779703,-23.95734461779703,12372.042852619146,8209.472106089372,1,0.0,10,0.0,-23.95734461779703,41586.14308528362,8209.472106089372,1
5.739258766174316,200,0.0,1933.3613298706532,0.0,11,2554.733295888,1933.3613298706532,11,2554.733295888,4.6382898290175945e-05,1933.3613298706532,11,0.0,0.0,960000,11,-4.480091320147039e-06,-4.545833235169994e-06,-49.636998470192374,-49.636998470192374,1933.3613298706537,200,0.0,1933.3613298706537,0.0,0.0,12002.769468947212,6.574191502295434e-08,0.0,0.0,44507.905960016484,1933.3613298706532,1933.3613298706532,12002.769468947212,7740.853359148747,1,0.0,11,0.0,1933.3613298706532,44507.905960016484,7740.853359148747,1
5.7345123291015625,200,0.0,-21.70563538254406,0.0,12,2784.630377417939,-21.70563538254406,12,2784.630377417939,7.11548636900261e-05,-21.70563538254406,12,0.0,0.0,1040000,12,-4.235207143210573e-06,-4.336128768045455e-06,-46.99770158739281,-46.99770158739281,-21.705635382544063,200,0.0,-21.705635382544063,0.0,0.0,12673.222783683475,1.009216248348821e-07,0.0,0.0,57593.776942647266,-21.70563538254406,-21.70563538254406,12673.222783683475,7986.177928557003,1,0.0,12,0.0,-21.70563538254406,57593.776942647266,7986.177928557003,1
5.731534481048584,200,0.0,-32.06156259578916,0.0,13,2560.8905967199375,-32.06156259578916,13,2560.8905967199375,2.3530921680503525e-05,-32.06156259578916,13,0.0,0.0,1120000,13,-3.249198471166892e-06,-3.282482794020325e-06,-60.36811798661344,-60.36811798661344,-32.061562595789155,200,0.0,-32.061562595789155,0.0,0.0,11365.584838269266,3.328432285343297e-08,0.0,0.0,45002.69998057418,-32.06156259578916,-32.06156259578916,11365.584838269266,7229.718111178908,1,0.0,13,0.0,-32.06156259578916,45002.69998057418,7229.718111178908,1
5.7334303855896,200,0.0,-17.822668044854098,0.0,14,2547.686501599959,-17.822668044854098,14,2547.686501599959,3.177547114319168e-05,-17.822668044854098,14,0.0,0.0,1200000,14,1.5538065554210334e-06,1.5088319287315244e-06,-52.562467425594946,-52.562467425594946,-17.82266804485408,200,0.0,-17.82266804485408,0.0,0.0,10931.201750037193,4.497462668950902e-08,0.0,0.0,44746.80741091414,-17.822668044854098,-17.822668044854098,10931.201750037193,7283.390899426192,1,0.0,14,0.0,-17.822668044854098,44746.80741091414,7283.390899426192,1
5.73516845703125,200,0.0,472.3331399536157,0.0,15,2980.6435285760504,472.3331399536157,15,2980.6435285760504,3.576626113499515e-05,472.3331399536157,15,0.0,0.0,1280000,15,1.859182930274983e-06,1.8085265764966607e-06,-48.97396507375377,-48.97396507375377,472.33313995361544,200,0.0,472.33313995361544,0.0,0.0,12725.008138449199,5.065635377832223e-08,0.0,0.0,55345.1720088546,472.3331399536157,472.3331399536157,12725.008138449199,8595.178270914792,1,0.0,15,0.0,472.3331399536157,55345.1720088546,8595.178270914792,1
5.736100673675537,200,0.0,2166.615863910007,0.0,16,3347.7118864794074,2166.615863910007,16,3347.7118864794074,3.035400550288614e-05,2166.615863910007,16,0.0,0.0,1360000,16,1.0065276683235425e-06,9.635753031034255e-07,-49.78240324918944,-49.78240324918944,2166.6158639100113,200,0.0,2166.6158639100113,0.0,0.0,13663.165470636564,4.295236522011692e-08,0.0,0.0,45078.41613337473,2166.615863910007,2166.615863910007,13663.165470636564,9963.27851994192,1,0.0,16,0.0,2166.615863910007,45078.41613337473,9963.27851994192,1
5.7363786697387695,200,0.0,7287.260848267548,0.0,17,2987.833741152651,7287.260848267548,17,2987.833741152651,2.9482238460332155e-05,7287.260848267548,17,0.0,0.0,1440000,17,2.6392299901090155e-07,2.2219019513158855e-07,-48.54829395349158,-48.54829395349158,7287.260848267545,200,0.0,7287.260848267545,0.0,0.0,13238.672658316742,4.1732803879312996e-08,0.0,0.0,46237.57014948203,7287.260848267548,7287.260848267548,13238.672658316742,8752.703200964974,1,0.0,17,0.0,7287.260848267548,46237.57014948203,8752.703200964974,1
5.736722469329834,200,0.0,-17.35161264656409,0.0,18,3321.3052407691125,-17.35161264656409,18,3321.3052407691125,4.445446393219754e-06,-17.35161264656409,18,0.0,0.0,1520000,18,4.3588579501374625e-07,4.296007318771444e-07,-41.47030313680485,-41.47030313680485,-17.35161264656408,200,0.0,-17.35161264656408,0.0,0.0,13882.287782408775,6.285063136601821e-09,0.0,0.0,46544.12121163725,-17.35161264656409,-17.35161264656409,13882.287782408775,10033.231372901699,1,0.0,18,0.0,-17.35161264656409,46544.12121163725,10033.231372901699,1
5.736633777618408,200,0.0,-43.992188504750075,0.0,19,3534.416853942964,-43.992188504750075,19,3534.416853942964,1.505582440586295e-05,-43.992188504750075,19,0.0,0.0,1600000,19,-9.12958881826853e-08,-1.1264629762308687e-07,-43.874186206021804,-43.874186206021804,-43.992188504750125,200,0.0,-43.992188504750125,0.0,0.0,13355.647914514771,2.1350409440401563e-08,0.0,0.0,47556.65986536952,-43.992188504750075,-43.992188504750075,13355.647914514771,10324.518155301394,1,0.0,19,0.0,-43.992188504750075,47556.65986536952,10324.518155301394,1
5.733519554138184,200,0.0,-14.186289777576924,0.0,20,3098.7919131833096,-14.186289777576924,20,3098.7919131833096,1.700612665445078e-05,-14.186289777576924,20,0.0,0.0,1680000,20,-3.7318266095098807e-06,-3.7559016163868364e-06,-51.962419465565745,-51.962419465565745,-14.186289777576919,200,0.0,-14.186289777576919,0.0,0.0,13007.809572923616,2.407500687695574e-08,0.0,0.0,48639.607220003294,-14.186289777576924,-14.186289777576924,13007.809572923616,9146.347789011805,1,0.0,20,0.0,-14.186289777576924,48639.607220003294,9146.347789011805,1
5.73222541809082,200,0.0,26989.812472295438,0.0,21,3630.7474871457985,26989.812472295438,21,3630.7474871457985,1.1227488357690163e-05,26989.812472295438,21,0.0,0.0,1760000,21,-1.4397513723451993e-06,-1.4556446785718435e-06,-39.55344098939024,-39.55344098939024,26989.81247229543,200,0.0,26989.81247229543,0.0,0.0,13804.312954806608,1.58933062266442e-08,0.0,0.0,46521.22103934005,26989.812472295438,26989.812472295438,13804.312954806608,10389.698864787852,1,0.0,21,0.0,26989.812472295438,46521.22103934005,10389.698864787852,1
