MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/door-close-v1/AverageReturn,MetaTest/door-close-v1/NumEpisodes,MetaTest/door-close-v1/SuccessRate,MetaTest/door-close-v1/MaxReturn,MetaTest/door-close-v1/Iteration,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/door-close-v1/StdReturn,MetaTest/door-close-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/door-close-v1/TerminationRate,TotalEnvSteps,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTrain/Average/QfLoss
0.20570347,1494.5499,-69.1911052721807,10,0.3,-47.084046475633194,91,-69.19110527218069,0.0,91,10,17.29189766668712,-102.24521225881715,-69.19110527218069,-47.084046475633194,-102.24521225881715,464.91998,0.0,602000,0.14536743,-69.1911052721807,0.3,17.29189766668712,52528.24
0.19091427,1836.2762,-108.50166922650745,10,0.0,-86.44155770049878,92,-108.50166922650745,0.0,92,10,11.011212642821294,-122.89256912274382,-108.50166922650745,-86.44155770049878,-122.89256912274382,485.54037,0.0,608000,0.2607928,-108.50166922650745,0.0,11.011212642821294,47485.48
0.17879403,3048.896,-100.6890349524271,10,0.0,-61.971543354825926,93,-100.6890349524271,0.0,93,10,26.95654740163064,-132.2067385610066,-100.6890349524271,-61.971543354825926,-132.2067385610066,1516.3145,0.0,614000,-0.005119654,-100.6890349524271,0.0,26.95654740163064,67630.24
0.17031585,2838.9424,-142.0003600176482,10,0.0,-136.0000949752912,94,-142.00036001764818,0.0,94,10,4.5174838314938635,-148.92657333767067,-142.00036001764818,-136.0000949752912,-148.92657333767067,834.742,0.0,620000,0.18703641,-142.0003600176482,0.0,4.5174838314938635,44114.344
0.1575988,2377.4524,-69.22494436004033,10,0.0,-47.5865179411721,95,-69.22494436004038,0.0,95,10,23.9271253162839,-135.8747475063361,-69.22494436004038,-47.5865179411721,-135.8747475063361,720.1788,0.0,626000,0.07925386,-69.22494436004033,0.0,23.9271253162839,52098.652
0.16493577,6055.691,-94.98282658412525,10,0.0,-76.48748713716738,96,-94.98282658412526,0.0,96,10,22.982378207224333,-144.95658944609164,-94.98282658412526,-76.48748713716738,-144.95658944609164,4660.5234,0.0,632000,-0.36333668,-94.98282658412525,0.0,22.982378207224333,80226.56
0.16585796,3403.9666,-75.92966019754041,10,0.1,-59.169323232679076,97,-75.92966019754041,0.0,97,10,10.52477250580068,-87.04196049043537,-75.92966019754041,-59.169323232679076,-87.04196049043537,737.34937,0.0,638000,0.103544615,-75.92966019754041,0.1,10.52477250580068,36629.973
0.1626783,2217.3909,-62.697884439559104,10,0.0,-55.35311003726392,98,-62.6978844395591,0.0,98,10,4.980648525584828,-69.58622193038141,-62.6978844395591,-55.35311003726392,-69.58622193038141,271.68256,0.0,644000,-0.0052950857,-62.697884439559104,0.0,4.980648525584828,47474.242
0.17044128,3705.967,-100.68764371310763,10,0.0,-44.735371981244754,99,-100.6876437131076,0.0,99,10,30.860673486917452,-153.3949505990859,-100.6876437131076,-44.735371981244754,-153.3949505990859,1528.176,0.0,650000,-0.14645462,-100.68764371310763,0.0,30.860673486917452,68610.63
0.18723954,3368.5483,-56.17577487558471,10,0.1,-32.26196919260136,100,-56.175774875584715,0.0,100,10,11.416341119043894,-70.54799926157852,-56.175774875584715,-32.26196919260136,-70.54799926157852,4600.1753,0.0,656000,-0.8537096,-56.17577487558471,0.1,11.416341119043894,154191.56
0.23067173,-5117.5156,-73.75503518712067,10,0.0,-67.50271438217536,101,-73.75503518712068,0.0,101,10,4.821019923056649,-81.27123545696679,-73.75503518712068,-67.50271438217536,-81.27123545696679,2050.1016,0.0,662000,-3.6660078,-73.75503518712067,0.0,4.821019923056649,719843.56
0.28430668,-7757.8105,145.78910545268835,10,0.3,2204.0645777300247,102,145.78910545268835,0.0,102,10,686.5383095647053,-146.35279061929972,145.78910545268835,2204.0645777300247,-146.35279061929972,821.25696,0.0,668000,-4.8463144,145.78910545268835,0.3,686.5383095647053,819618.1
0.34823638,-13179.167,-42.03296052369646,10,0.5,-27.250984940520077,103,-42.032960523696474,0.0,103,10,9.341461087946936,-52.73495876195027,-42.032960523696474,-27.250984940520077,-52.73495876195027,278.26352,0.0,674000,-7.908707,-42.03296052369646,0.5,9.341461087946936,1262083.9
0.42175263,-16022.687,-52.11669665481962,10,0.1,-43.45359642394603,104,-52.11669665481962,0.0,104,10,5.229678296426881,-62.4354935491212,-52.11669665481962,-43.45359642394603,-62.4354935491212,265.78223,0.0,680000,-10.487084,-52.11669665481962,0.1,5.229678296426881,1386238.0
0.5077132,-18639.01,-21.49890483055616,10,0.4,132.14700605573373,105,-21.498904830556153,0.0,105,10,51.51402380094287,-47.95461158647707,-21.498904830556153,132.14700605573373,-47.95461158647707,671.67236,0.0,686000,-13.746385,-21.49890483055616,0.4,51.51402380094287,1414734.6
0.60655224,-20127.248,-50.513008245867404,10,0.4,-30.16605588302846,106,-50.51300824586742,0.0,106,10,21.428718761136874,-110.89189053533126,-50.51300824586742,-30.16605588302846,-110.89189053533126,4577.1333,0.0,692000,-15.571293,-50.513008245867404,0.4,21.428718761136874,1411861.9
0.7171394,-22385.06,-51.121185631361435,10,0.0,-37.559662911361805,107,-51.12118563136143,0.0,107,10,12.929683268043576,-88.15560453447078,-51.12118563136143,-37.559662911361805,-88.15560453447078,521.10114,0.0,698000,-17.149958,-51.121185631361435,0.0,12.929683268043576,1259188.1
0.8393655,-23841.83,-39.64225836963264,10,0.1,-33.72321233724498,108,-39.64225836963264,0.0,108,10,4.394498964069168,-46.1652633811596,-39.64225836963264,-33.72321233724498,-46.1652633811596,465.53766,0.0,704000,-18.430058,-39.64225836963264,0.1,4.394498964069168,1164112.4
0.9895647,-23873.08,-43.018411176852865,10,0.0,-35.58244002382479,109,-43.01841117685286,0.0,109,10,3.995543849023089,-47.38798925440341,-43.01841117685286,-35.58244002382479,-47.38798925440341,1156.2084,0.0,710000,-19.643614,-43.018411176852865,0.0,3.995543849023089,1015990.44
1.1507528,-24302.645,-42.440721406945926,10,0.1,-37.216156116044324,110,-42.440721406945926,0.0,110,10,3.962927102492334,-47.481962863902325,-42.440721406945926,-37.216156116044324,-47.481962863902325,249.02478,0.0,716000,-19.073143,-42.440721406945926,0.1,3.962927102492334,943061.1
1.3328133,-26297.904,-42.7968052771878,10,0.2,-34.872501889932224,111,-42.79680527718781,0.0,111,10,6.4327231238608915,-56.65818719651671,-42.79680527718781,-34.872501889932224,-56.65818719651671,361.1027,0.0,722000,-19.127506,-42.7968052771878,0.2,6.4327231238608915,806827.94
1.5487047,-26007.004,-41.025661429046195,10,0.1,-31.861649391946532,112,-41.02566142904619,0.0,112,10,9.165212228108953,-67.32328297256355,-41.02566142904619,-31.861649391946532,-67.32328297256355,811.7279,0.0,728000,-19.102617,-41.025661429046195,0.1,9.165212228108953,612444.06
1.7962202,-26894.895,-42.9156665087218,10,0.5,-25.00332351965521,113,-42.9156665087218,0.0,113,10,12.129990413927663,-65.51037986694278,-42.9156665087218,-25.00332351965521,-65.51037986694278,231.1704,0.0,734000,-19.905403,-42.9156665087218,0.5,12.129990413927663,486125.3
2.0884252,-26356.428,-44.74036211742291,10,0.1,-33.733799992509226,114,-44.74036211742291,0.0,114,10,7.244884483346544,-60.73975686495036,-44.74036211742291,-33.733799992509226,-60.73975686495036,200.36438,0.0,740000,-19.461197,-44.74036211742291,0.1,7.244884483346544,388538.44
2.4169064,-26333.479,-40.46258297811299,10,0.0,-32.12894607670658,115,-40.462582978113005,0.0,115,10,5.1688237916445345,-48.74053085789569,-40.462582978113005,-32.12894607670658,-48.74053085789569,164.07982,0.0,746000,-19.828922,-40.46258297811299,0.0,5.1688237916445345,344262.78
2.805278,-21793.172,-35.33216489979843,10,0.2,-25.280663290210807,116,-35.33216489979843,0.0,116,10,6.198913602882898,-41.79220685422868,-35.33216489979843,-25.280663290210807,-41.79220685422868,2852.7666,0.0,752000,-18.16646,-35.33216489979843,0.2,6.198913602882898,703523.3
3.1586087,-15279.378,-52.39260459234563,10,0.0,-37.09013442435823,117,-52.39260459234563,0.0,117,10,22.313556518678155,-117.82724069194094,-52.39260459234563,-37.09013442435823,-117.82724069194094,1082.4935,0.0,758000,-11.916206,-52.39260459234563,0.0,22.313556518678155,249724.02
3.5319397,-14836.778,-55.79389093500117,10,0.1,-39.15872412405155,118,-55.79389093500117,0.0,118,10,16.567282578035588,-100.31545555378707,-55.79389093500117,-39.15872412405155,-100.31545555378707,1000.6929,0.0,764000,-11.043401,-55.79389093500117,0.1,16.567282578035588,210557.47
3.9432032,-14282.392,-59.54425116590247,10,0.2,-36.72350498163258,119,-59.54425116590246,0.0,119,10,19.24737095541632,-98.22375791347466,-59.54425116590246,-36.72350498163258,-98.22375791347466,836.23724,0.0,770000,-7.3802567,-59.54425116590247,0.2,19.24737095541632,174435.45
4.2661347,-13450.458,-52.05427878698657,10,0.1,-39.64066117425475,120,-52.054278786986586,0.0,120,10,22.341706688553494,-118.53984741874922,-52.054278786986586,-39.64066117425475,-118.53984741874922,610.3113,0.0,776000,-3.2416148,-52.05427878698657,0.1,22.341706688553494,193669.16
4.7177606,-13206.924,-57.009385085285295,10,0.1,-37.42812738131054,121,-57.009385085285295,0.0,121,10,18.553607659223044,-106.78212340425941,-57.009385085285295,-37.42812738131054,-106.78212340425941,8352.305,0.0,782000,-5.624917,-57.009385085285295,0.1,18.553607659223044,2611915.8
4.6244755,-8120.143,-71.24726383769647,10,0.2,-23.43803303296888,122,-71.24726383769648,0.0,122,10,24.835232052229372,-124.96251880476255,-71.24726383769648,-23.43803303296888,-124.96251880476255,1742.9712,0.0,788000,5.5750937,-71.24726383769647,0.2,24.835232052229372,247360.02
4.06426,-6312.131,-59.66926480948389,10,0.1,-41.256960175397175,123,-59.66926480948386,0.0,123,10,14.708353538429312,-83.79653628365985,-59.66926480948386,-41.256960175397175,-83.79653628365985,1005.92365,0.0,794000,7.4717207,-59.66926480948389,0.1,14.708353538429312,137056.8
3.5444818,-4026.2075,-70.53907275442951,10,0.0,-40.31404815702263,124,-70.53907275442951,0.0,124,10,17.998730295994022,-92.40876803915305,-70.53907275442951,-40.31404815702263,-92.40876803915305,1058.5045,0.0,800000,8.724262,-70.53907275442951,0.0,17.998730295994022,137778.67
3.0349097,-1908.0188,-70.27571998432937,10,0.1,-49.23188151400602,125,-70.27571998432936,0.0,125,10,12.54986590833631,-85.40502489133314,-70.27571998432936,-49.23188151400602,-85.40502489133314,935.5835,0.0,806000,9.770035,-70.27571998432937,0.1,12.54986590833631,127268.03
2.6205878,-83.005875,-62.69141389718857,10,0.1,-44.916529850279275,126,-62.691413897188525,0.0,126,10,9.227578525619936,-76.20755022899029,-62.691413897188525,-44.916529850279275,-76.20755022899029,6686.066,0.0,812000,10.620365,-62.69141389718857,0.1,9.227578525619936,116315.46
2.2633471,643.0772,-93.20283030795508,10,0.0,-84.7949254140322,127,-93.20283030795505,0.0,127,10,6.983215328266401,-106.62742135676316,-93.20283030795505,-84.7949254140322,-106.62742135676316,3904.002,0.0,818000,9.728973,-93.20283030795508,0.0,6.983215328266401,124131.19
1.9563503,1546.4523,-53.442896200158394,10,0.2,-38.155727714493885,128,-53.442896200158394,0.0,128,10,8.88975739368156,-66.92498922767909,-53.442896200158394,-38.155727714493885,-66.92498922767909,1291.0719,0.0,824000,9.67667,-53.442896200158394,0.2,8.88975739368156,96644.47
1.7058152,1380.69,-57.74744151730199,10,0.3,-33.023474786742014,129,-57.74744151730199,0.0,129,10,11.567824146578749,-75.53150132836268,-57.74744151730199,-33.023474786742014,-75.53150132836268,845.21173,0.0,830000,8.266709,-57.74744151730199,0.3,11.567824146578749,86296.78
1.492031,2406.995,-62.51106695950286,10,0.0,-48.48209755326651,130,-62.511066959502855,0.0,130,10,6.611354529323121,-69.99231108347546,-62.511066959502855,-48.48209755326651,-69.99231108347546,1965.492,0.0,836000,7.86834,-62.51106695950286,0.0,6.611354529323121,50731.684
1.3169038,1928.6462,-69.40761554217423,10,0.0,-53.14074446323788,131,-69.4076155421742,0.0,131,10,11.962771623490843,-97.63911751540569,-69.4076155421742,-53.14074446323788,-97.63911751540569,1110.4761,0.0,842000,5.952117,-69.40761554217423,0.0,11.962771623490843,53424.92
1.1755856,2073.197,-61.517381576354225,10,0.0,-49.08646939135582,132,-61.51738157635424,0.0,132,10,7.5963116614164345,-75.63834759254043,-61.51738157635424,-49.08646939135582,-75.63834759254043,1137.0503,0.0,848000,4.7065234,-61.517381576354225,0.0,7.5963116614164345,51685.9
1.0524148,1848.9785,-101.11551873408189,10,0.0,-72.69949376884169,133,-101.11551873408192,0.0,133,10,24.318890712946974,-141.65853239359532,-101.11551873408192,-72.69949376884169,-141.65853239359532,1436.568,0.0,854000,3.3233633,-101.11551873408189,0.0,24.318890712946974,53170.117
0.9573659,1820.8657,-67.10231990167841,10,0.0,-57.825061914380846,134,-67.10231990167838,0.0,134,10,4.483821826562344,-74.95056571293313,-67.10231990167838,-57.825061914380846,-74.95056571293313,3062.73,0.0,860000,2.6036143,-67.10231990167841,0.0,4.483821826562344,103727.805
0.8507134,1382.8275,-126.6381147343308,10,0.0,-113.78487565981261,135,-126.63811473433081,0.0,135,10,6.667697345494579,-136.08151935421162,-126.63811473433081,-113.78487565981261,-136.08151935421162,2178.2974,0.0,866000,2.4106739,-126.6381147343308,0.0,6.667697345494579,103870.85
0.7613483,1729.737,-138.77344652483902,10,0.0,-126.02549972501338,136,-138.77344652483902,0.0,136,10,8.31256022848106,-159.54590325331657,-138.77344652483902,-126.02549972501338,-159.54590325331657,3379.8606,0.0,872000,2.3085601,-138.77344652483902,0.0,8.31256022848106,88844.92
0.6636605,1949.9786,-108.93783250614597,10,0.0,-59.96993181030642,137,-108.93783250614597,0.0,137,10,23.959191680586287,-137.79589429713465,-108.93783250614597,-59.96993181030642,-137.79589429713465,2781.84,0.0,878000,2.377391,-108.93783250614597,0.0,23.959191680586287,51257.027
0.5864091,1789.9741,-137.88846124956655,10,0.0,-127.9982424017272,138,-137.88846124956655,0.0,138,10,5.49898961528936,-145.5610699343715,-137.88846124956655,-127.9982424017272,-145.5610699343715,1957.0536,0.0,884000,1.6634092,-137.88846124956655,0.0,5.49898961528936,59215.297
0.5359729,3443.5173,-119.51761694591706,10,0.0,-106.87822193502032,139,-119.5176169459171,0.0,139,10,7.998880301453766,-130.3351023555878,-119.5176169459171,-106.87822193502032,-130.3351023555878,7772.6816,0.0,890000,0.9511704,-119.51761694591706,0.0,7.998880301453766,107186.336
0.4867682,2248.4683,-138.20655752318075,10,0.0,-132.25624244323419,140,-138.20655752318072,0.0,140,10,4.508189927830962,-147.09127008891048,-138.20655752318072,-132.25624244323419,-147.09127008891048,1954.2683,0.0,896000,0.8790468,-138.20655752318075,0.0,4.508189927830962,59741.04
0.4859769,3602.6626,-134.07576849147503,10,0.0,-124.85562306399778,141,-134.07576849147503,0.0,141,10,5.911524116282108,-144.16900906203804,-134.07576849147503,-124.85562306399778,-144.16900906203804,255136.69,0.0,902000,-0.764829,-134.07576849147503,0.0,5.911524116282108,634213.75
0.52650136,3251.573,-142.07890760584527,10,0.0,-132.16226644151558,142,-142.07890760584527,0.0,142,10,7.222665334859099,-152.9394247962486,-142.07890760584527,-132.16226644151558,-152.9394247962486,181161.16,0.0,908000,-1.1404147,-142.07890760584527,0.0,7.222665334859099,4842859.5
0.6043423,5586.021,-144.67677744082388,10,0.0,-133.79813478515598,143,-144.6767774408239,0.0,143,10,5.6052131379667784,-153.1462620585928,-144.6767774408239,-133.79813478515598,-153.1462620585928,1172547.6,0.0,914000,-1.8744428,-144.67677744082388,0.0,5.6052131379667784,2898380.0
0.6560972,9738.596,-141.30003229899526,10,0.0,-129.34940952733515,144,-141.30003229899526,0.0,144,10,7.230893319302126,-154.38866059092788,-141.30003229899526,-129.34940952733515,-154.38866059092788,15245.696,0.0,920000,-0.22125104,-141.30003229899526,0.0,7.230893319302126,102746.31
0.6238176,5286.5195,-103.83192053432158,10,0.1,-54.320246569889946,145,-103.8319205343216,0.0,145,10,40.34765653732521,-156.18536958212917,-103.8319205343216,-54.320246569889946,-156.18536958212917,6782.577,0.0,926000,0.6543464,-103.83192053432158,0.1,40.34765653732521,56588.332
0.5901834,4301.5107,-140.29619714439087,10,0.0,-115.15681455205998,146,-140.29619714439087,0.0,146,10,9.904475954833407,-152.59264045757564,-140.29619714439087,-115.15681455205998,-152.59264045757564,227555.56,0.0,932000,0.2323664,-140.29619714439087,0.0,9.904475954833407,1883816.4
0.57975745,5406.031,-138.4514691524384,10,0.0,-107.22205039557699,147,-138.4514691524384,0.0,147,10,13.371681078228264,-152.93324350283416,-138.4514691524384,-107.22205039557699,-152.93324350283416,17785.645,0.0,938000,0.1867579,-138.4514691524384,0.0,13.371681078228264,96263.08
0.546146,7224.073,-138.32022271386148,10,0.0,-131.46590206632104,148,-138.32022271386154,0.0,148,10,6.195974137304202,-149.72147965893714,-138.32022271386154,-131.46590206632104,-149.72147965893714,107647.95,0.0,944000,0.433776,-138.32022271386148,0.0,6.195974137304202,251862.9
0.506622,4879.4517,-134.52824452120754,10,0.0,-71.98201333337157,149,-134.5282445212075,0.0,149,10,22.063421013883346,-149.95284115015312,-134.5282445212075,-71.98201333337157,-149.95284115015312,4911.161,0.0,950000,0.79495794,-134.52824452120754,0.0,22.063421013883346,58160.27
0.4408705,2249.9565,-100.40215656352962,10,0.0,-47.778674728257855,150,-100.40215656352964,0.0,150,10,33.63656292751428,-141.3158889369386,-100.40215656352964,-47.778674728257855,-141.3158889369386,1997.9286,0.0,956000,0.97178406,-100.40215656352962,0.0,33.63656292751428,61518.47
0.39372706,1890.7887,-83.36009497134305,10,0.0,-61.172759772433835,151,-83.36009497134307,0.0,151,10,15.197154227707241,-116.50083826993396,-83.36009497134307,-61.172759772433835,-116.50083826993396,2063.2268,0.0,962000,0.52047765,-83.36009497134305,0.0,15.197154227707241,59890.64
0.36327,1694.9865,-71.4802841590279,10,0.0,-56.33643776001372,152,-71.48028415902789,0.0,152,10,12.226766671625143,-94.03308143243943,-71.48028415902789,-56.33643776001372,-94.03308143243943,728.1667,0.0,968000,0.29528582,-71.4802841590279,0.0,12.226766671625143,76524.13
0.3473197,1575.8418,-81.41863737022288,10,0.0,-68.25614936948776,153,-81.41863737022291,0.0,153,10,10.2446696303209,-106.92155553060974,-81.41863737022291,-68.25614936948776,-106.92155553060974,630.8929,0.0,974000,0.06185351,-81.41863737022288,0.0,10.2446696303209,63986.57
0.35177433,2569.8113,-105.91033875358876,10,0.0,-68.59884276206961,154,-105.91033875358876,0.0,154,10,24.971032787771023,-135.16763488107253,-105.91033875358876,-68.59884276206961,-135.16763488107253,7251.1704,0.0,980000,0.047224153,-105.91033875358876,0.0,24.971032787771023,87375.586
0.34094292,2200.062,-87.09385278925399,10,0.0,-55.59580894333158,155,-87.09385278925399,0.0,155,10,14.762375479799738,-107.135187345011,-87.09385278925399,-55.59580894333158,-107.135187345011,3098.944,0.0,986000,-0.025724385,-87.09385278925399,0.0,14.762375479799738,58142.258
0.35522094,1956.097,-84.70724071842861,10,0.0,-73.1783616200523,156,-84.70724071842862,0.0,156,10,9.394441521724026,-110.5472521048966,-84.70724071842862,-73.1783616200523,-110.5472521048966,1487.8192,0.0,992000,-0.116935775,-84.70724071842861,0.0,9.394441521724026,72288.52
0.37292826,8646.382,-143.78705891684172,10,0.0,-136.3371671069054,157,-143.78705891684177,0.0,157,10,6.5128585118848425,-156.0541649649686,-143.78705891684177,-136.3371671069054,-156.0541649649686,94055.875,0.0,998000,-0.65375257,-143.78705891684172,0.0,6.5128585118848425,532263.6
0.38784292,3238.9695,-63.9576124567516,10,0.1,-43.77163890585654,158,-63.9576124567516,0.0,158,10,8.59384969317947,-72.58281163832609,-63.9576124567516,-43.77163890585654,-72.58281163832609,3942.29,0.0,1004000,-0.03115167,-63.9576124567516,0.1,8.59384969317947,55097.062
0.375505,1150.2379,-132.47951508690596,10,0.0,-74.48192893096524,159,-132.479515086906,0.0,159,10,19.86082459362716,-145.69070092403047,-132.479515086906,-74.48192893096524,-145.69070092403047,2254.3528,0.0,1010000,0.33769587,-132.47951508690596,0.0,19.86082459362716,62144.434
0.34949067,1347.8652,-88.92018908379089,10,0.0,-69.02901761440339,160,-88.92018908379089,0.0,160,10,21.917257840205785,-132.53092607954338,-88.92018908379089,-69.02901761440339,-132.53092607954338,1647.2261,0.0,1016000,0.4655807,-88.92018908379089,0.0,21.917257840205785,63202.57
0.3118122,1562.4077,-135.93049531920502,10,0.0,-129.40026466895944,161,-135.93049531920502,0.0,161,10,5.543965808048309,-147.25118820627802,-135.93049531920502,-129.40026466895944,-147.25118820627802,2010.1782,0.0,1022000,0.30648842,-135.93049531920502,0.0,5.543965808048309,59199.785
0.28686848,2080.7642,-60.16316674421618,10,0.0,-40.968091446949806,162,-60.16316674421622,0.0,162,10,24.614341165804227,-131.96878389428392,-60.16316674421622,-40.968091446949806,-131.96878389428392,2246.8584,0.0,1028000,0.5208789,-60.16316674421618,0.0,24.614341165804227,51354.79
0.2544224,1927.1067,-76.6517927434376,10,0.0,-49.07366672008067,163,-76.65179274343758,0.0,163,10,22.010158403441952,-130.53747874097786,-76.65179274343758,-49.07366672008067,-130.53747874097786,1238.6943,0.0,1034000,0.45592925,-76.6517927434376,0.0,22.010158403441952,53212.117
0.23879516,1184.9314,-136.63414034511487,10,0.0,-123.9270634765131,164,-136.63414034511487,0.0,164,10,7.449037409181716,-151.03934273901967,-136.63414034511487,-123.9270634765131,-151.03934273901967,812.1086,0.0,1040000,-0.018599132,-136.63414034511487,0.0,7.449037409181716,51935.51
0.26044738,1611.9084,-131.0505701036966,10,0.0,-117.02344210372684,165,-131.0505701036966,0.0,165,10,5.897225276891341,-140.05699386998361,-131.0505701036966,-117.02344210372684,-140.05699386998361,1944.2615,0.0,1046000,-0.3314106,-131.0505701036966,0.0,5.897225276891341,52587.6
0.26797074,1996.7942,-90.00350329350978,10,0.0,-50.80424097965511,166,-90.0035032935098,0.0,166,10,17.894302806614295,-109.00150351678373,-90.0035032935098,-50.80424097965511,-109.00150351678373,2187.6594,0.0,1052000,0.044324066,-90.00350329350978,0.0,17.894302806614295,54764.273
0.27640772,2594.53,-131.9583766051995,10,0.0,-128.2530506010021,167,-131.95837660519956,0.0,167,10,2.747372544679964,-136.76201378256155,-131.95837660519956,-128.2530506010021,-136.76201378256155,2008.859,0.0,1058000,-0.18748672,-131.9583766051995,0.0,2.747372544679964,53898.68
0.29572758,2818.2666,-141.58933217477139,10,0.0,-134.92680506813159,168,-141.58933217477136,0.0,168,10,3.8847173936222283,-145.8191931958975,-141.58933217477136,-134.92680506813159,-145.8191931958975,1367.5887,0.0,1064000,-0.19604315,-141.58933217477139,0.0,3.8847173936222283,57997.91
0.3077713,2055.4734,-86.10991275690874,10,0.1,-43.50947271872671,169,-86.10991275690873,0.0,169,10,30.112800689620833,-145.4871463255697,-86.10991275690873,-43.50947271872671,-145.4871463255697,1882.849,0.0,1070000,-0.03718612,-86.10991275690874,0.1,30.112800689620833,57615.703
0.30533263,1638.2013,-50.7831937152195,10,0.0,-41.295034671778666,170,-50.78319371521949,0.0,170,10,6.70172627349044,-59.94536414245133,-50.78319371521949,-41.295034671778666,-59.94536414245133,1223.888,0.0,1076000,0.13875867,-50.7831937152195,0.0,6.70172627349044,62658.547
0.2898527,1526.6252,-99.80719477613181,10,0.0,-83.25641125971133,171,-99.80719477613181,0.0,171,10,7.79082699792134,-110.98421809594863,-99.80719477613181,-83.25641125971133,-110.98421809594863,1365.8069,0.0,1082000,0.12570362,-99.80719477613181,0.0,7.79082699792134,66204.266
0.29090917,1379.6288,-66.62960107466543,10,0.3,-49.124967747547934,172,-66.62960107466544,0.0,172,10,9.699956722858614,-77.87315282953824,-66.62960107466544,-49.124967747547934,-77.87315282953824,2565.1445,0.0,1088000,-0.22077584,-66.62960107466543,0.3,9.699956722858614,88813.54
0.3286741,741.8184,-67.81075873035317,10,0.1,-51.12699319910461,173,-67.81075873035317,0.0,173,10,7.408697999883068,-77.4814598615102,-67.81075873035317,-51.12699319910461,-77.4814598615102,2940.9446,0.0,1094000,-0.3252088,-67.81075873035317,0.1,7.408697999883068,111775.25
0.35822687,137.1682,-92.73479383775268,10,0.3,-53.663031709352566,174,-92.73479383775268,0.0,174,10,39.83020064412475,-153.28165441137156,-92.73479383775268,-53.663031709352566,-153.28165441137156,1533.2739,0.0,1100000,-0.30315557,-92.73479383775268,0.3,39.83020064412475,114984.914
0.38312128,177.41138,-56.378866370165476,10,0.8,-40.48385401266523,175,-56.37886637016546,0.0,175,10,11.649882833070357,-83.59387762606548,-56.37886637016546,-40.48385401266523,-83.59387762606548,1253.413,0.0,1106000,-0.18864407,-56.378866370165476,0.8,11.649882833070357,110309.17
0.4002896,-85.49443,-59.7487257294285,10,0.4,-47.09151113582892,176,-59.7487257294285,0.0,176,10,6.516857688288561,-71.153514860464,-59.7487257294285,-47.09151113582892,-71.153514860464,1156.0311,0.0,1112000,-0.1719149,-59.7487257294285,0.4,6.516857688288561,118261.53
0.43630165,-1391.0133,-152.59765860940598,10,0.0,-146.1419549102638,177,-152.59765860940598,0.0,177,10,4.776076533006558,-164.0532761424568,-152.59765860940598,-146.1419549102638,-164.0532761424568,2978.929,0.0,1118000,-1.0748522,-152.59765860940598,0.0,4.776076533006558,171881.5
0.45085517,718.83417,-69.72827621333158,10,0.0,-60.895891390488686,178,-69.72827621333158,0.0,178,10,4.055712717107417,-75.69573719333589,-69.72827621333158,-60.895891390488686,-75.69573719333589,3051.1829,0.0,1124000,0.45504096,-69.72827621333158,0.0,4.055712717107417,71583.13
0.42573664,592.4611,-68.40993590987571,10,0.4,-60.698930053178536,179,-68.4099359098757,0.0,179,10,4.88186416737226,-79.66828060996822,-68.4099359098757,-60.698930053178536,-79.66828060996822,1410.6143,0.0,1130000,0.3471976,-68.40993590987571,0.4,4.88186416737226,68040.12
0.39741698,574.26935,-62.61351565540467,10,0.1,-39.38841298491502,180,-62.61351565540467,0.0,180,10,10.529844607143835,-79.11123318930083,-62.61351565540467,-39.38841298491502,-79.11123318930083,1100.7292,0.0,1136000,0.4194517,-62.61351565540467,0.1,10.529844607143835,82536.05
0.36695516,644.7239,-73.92445994472868,10,0.0,-62.7787325106583,181,-73.92445994472867,0.0,181,10,7.268409167458272,-85.81764204040998,-73.92445994472867,-62.7787325106583,-85.81764204040998,925.91156,0.0,1142000,0.24604498,-73.92445994472868,0.0,7.268409167458272,65217.184
0.34590283,-162.30673,11.064202571167431,10,0.5,514.9949144739118,182,11.064202571167437,0.0,182,10,168.59494738879692,-66.15066896907415,11.064202571167437,514.9949144739118,-66.15066896907415,1292.581,0.0,1148000,0.36709318,11.064202571167431,0.5,168.59494738879692,101746.36
0.3282793,-575.74634,-54.822972993218855,10,0.1,-38.26229970816282,183,-54.82297299321884,0.0,183,10,28.54868954259026,-139.27416021525522,-54.82297299321884,-38.26229970816282,-139.27416021525522,831.9878,0.0,1154000,-0.1105531,-54.822972993218855,0.1,28.54868954259026,82794.26
0.37239757,-2565.1057,-45.775823487872316,10,0.3,-36.90880462912825,184,-45.77582348787231,0.0,184,10,5.962544903450709,-59.562848098881624,-45.77582348787231,-36.90880462912825,-59.562848098881624,1247.7145,0.0,1160000,-1.1049781,-45.775823487872316,0.3,5.962544903450709,191094.77
