MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/lever-pull-v1/Iteration,MetaTest/lever-pull-v1/NumTrajs,MetaTest/lever-pull-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/lever-pull-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/lever-pull-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/lever-pull-v1/AverageDiscountedReturn,MetaTest/lever-pull-v1/MinReturn,MetaTest/lever-pull-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/lever-pull-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration
-2.892924324633615,1160000,39,10,1.155786679738467,0.0,0.0,1.155786679738467,0.0,-3.9093914848304663,-3.9093914848304663,10,-3.9093914848304663,-6.602081129895181,0.0,-6.602081129895181,-2.892924324633615,-3.9093914848304663,39
-2.475491365719612,1184000,40,10,0.6103553855279149,0.0,0.0,0.6103553855279149,0.0,-3.3255487642120087,-3.3255487642120096,10,-3.3255487642120096,-4.680836747688096,0.0,-4.680836747688096,-2.475491365719612,-3.3255487642120087,40
-2.8232376287568584,1208000,41,10,0.8343984798516659,0.0,0.0,0.8343984798516659,0.0,-3.738106684602524,-3.738106684602525,10,-3.738106684602525,-5.073595674316288,0.0,-5.073595674316288,-2.8232376287568584,-3.738106684602524,41
-2.646677635017492,1232000,42,10,0.8117065991468801,0.0,0.0,0.8117065991468801,0.0,-3.5178227220345035,-3.5178227220345044,10,-3.5178227220345044,-5.371683352485603,0.0,-5.371683352485603,-2.646677635017492,-3.5178227220345035,42
-2.569600614221736,1256000,43,10,0.5992553688634339,0.0,0.0,0.5992553688634339,0.0,-3.3393742713779124,-3.3393742713779133,10,-3.3393742713779133,-4.763215967236934,0.0,-4.763215967236934,-2.569600614221736,-3.3393742713779124,43
-2.6765907099547235,1280000,44,10,0.5458544217837009,0.0,0.0,0.5458544217837009,0.0,-3.525006324779015,-3.5250063247790138,10,-3.5250063247790138,-4.495010083284015,0.0,-4.495010083284015,-2.6765907099547235,-3.525006324779015,44
-2.736474894827692,1304000,45,10,0.7152753226949803,0.0,0.0,0.7152753226949803,0.0,-3.6855331990910494,-3.6855331990910485,10,-3.6855331990910485,-4.948963689749992,0.0,-4.948963689749992,-2.736474894827692,-3.6855331990910494,45
-2.682179578145415,1328000,46,10,0.5143126461010563,0.0,0.0,0.5143126461010563,0.0,-3.2682956685744857,-3.268295668574486,10,-3.268295668574486,-4.376461240859998,0.0,-4.376461240859998,-2.682179578145415,-3.2682956685744857,46
-3.1321030590836987,1352000,47,10,0.866366578073076,0.0,0.0,0.866366578073076,0.0,-4.098297148730935,-4.098297148730936,10,-4.098297148730936,-5.378992229902542,0.0,-5.378992229902542,-3.1321030590836987,-4.098297148730935,47
-2.596325846614577,1376000,48,10,0.457862558750707,0.0,0.0,0.457862558750707,0.0,-3.2926668688454677,-3.292666868845468,10,-3.292666868845468,-4.0667578228391745,0.0,-4.0667578228391745,-2.596325846614577,-3.2926668688454677,48
-2.547426652734976,1400000,49,10,1.0684540800029936,0.0,0.0,1.0684540800029936,0.0,-4.169704688551297,-4.169704688551296,10,-4.169704688551296,-6.62765870184568,0.0,-6.62765870184568,-2.547426652734976,-4.169704688551297,49
-2.8528172160385337,1424000,50,10,0.7636247514901171,0.0,0.0,0.7636247514901171,0.0,-3.770049354959812,-3.770049354959812,10,-3.770049354959812,-5.4191177613714006,0.0,-5.4191177613714006,-2.8528172160385337,-3.770049354959812,50
-2.7524900495299938,1448000,51,10,0.7837620434121836,0.0,0.0,0.7837620434121836,0.0,-3.883810371951064,-3.8838103719510633,10,-3.8838103719510633,-5.28826004457857,0.0,-5.28826004457857,-2.7524900495299938,-3.883810371951064,51
-2.7688212642421632,1472000,52,10,0.5058640407605456,0.0,0.0,0.5058640407605456,0.0,-3.493689380079087,-3.493689380079087,10,-3.493689380079087,-4.1367924373373475,0.0,-4.1367924373373475,-2.7688212642421632,-3.493689380079087,52
-2.788023123595018,1496000,53,10,0.6375024596390343,0.0,0.0,0.6375024596390343,0.0,-3.3882273809858576,-3.3882273809858576,10,-3.3882273809858576,-4.838017301086742,0.0,-4.838017301086742,-2.788023123595018,-3.3882273809858576,53
-2.8757354494711875,1520000,54,10,0.5873700840939711,0.0,0.0,0.5873700840939711,0.0,-3.5552362180514345,-3.5552362180514345,10,-3.5552362180514345,-4.620526981069113,0.0,-4.620526981069113,-2.8757354494711875,-3.5552362180514345,54
-2.8859697212508673,1544000,55,10,0.6328373379197157,0.0,0.0,0.6328373379197157,0.0,-3.7369033321337035,-3.7369033321337044,10,-3.7369033321337044,-4.827225227246304,0.0,-4.827225227246304,-2.8859697212508673,-3.7369033321337035,55
-3.3063418053499247,1568000,56,10,0.5511504904428158,0.0,0.0,0.5511504904428158,0.0,-3.9951326972761523,-3.9951326972761523,10,-3.9951326972761523,-4.993638604736647,0.0,-4.993638604736647,-3.3063418053499247,-3.9951326972761523,56
-2.499964443126944,1592000,57,10,0.8433938392502569,0.0,0.0,0.8433938392502569,0.0,-3.6781325383906385,-3.6781325383906394,10,-3.6781325383906394,-5.180794428540184,0.0,-5.180794428540184,-2.499964443126944,-3.6781325383906385,57
-3.9694761799986145,1616000,58,10,0.46737570722536875,0.0,0.0,0.46737570722536875,0.0,-4.447501640828303,-4.447501640828303,10,-4.447501640828303,-5.201079369150651,0.0,-5.201079369150651,-3.9694761799986145,-4.447501640828303,58
-3.147210640491156,1640000,59,10,0.7766234035661465,0.0,0.0,0.7766234035661465,0.0,-4.018124287478323,-4.018124287478324,10,-4.018124287478324,-5.503305275173238,0.0,-5.503305275173238,-3.147210640491156,-4.018124287478323,59
-2.9968154480893765,1664000,60,10,1.0327388046015278,0.0,0.0,1.0327388046015278,0.0,-3.7743369444511012,-3.7743369444511017,10,-3.7743369444511017,-6.6345030074366385,0.0,-6.6345030074366385,-2.9968154480893765,-3.7743369444511012,60
-2.3971487796299518,1688000,61,10,0.882565413458111,0.0,0.0,0.882565413458111,0.0,-3.69844014659211,-3.69844014659211,10,-3.69844014659211,-5.01176806910433,0.0,-5.01176806910433,-2.3971487796299518,-3.69844014659211,61
-3.174814564646377,1712000,62,10,0.8137543736683678,0.0,0.0,0.8137543736683678,0.0,-4.0873444801483405,-4.0873444801483405,10,-4.0873444801483405,-5.215277559599726,0.0,-5.215277559599726,-3.174814564646377,-4.0873444801483405,62
-2.606627384753663,1736000,63,10,0.5893020904353268,0.0,0.0,0.5893020904353268,0.0,-3.458268587578952,-3.4582685875789507,10,-3.4582685875789507,-4.560303362168396,0.0,-4.560303362168396,-2.606627384753663,-3.458268587578952,63
-2.8776171423843735,1760000,64,10,0.5117299971142399,0.0,0.0,0.5117299971142399,0.0,-3.4391328371162984,-3.4391328371162984,10,-3.4391328371162984,-4.711774817869943,0.0,-4.711774817869943,-2.8776171423843735,-3.4391328371162984,64
-2.696223168380431,1784000,65,10,0.8601898623088149,0.0,0.0,0.8601898623088149,0.0,-3.6816518915973475,-3.6816518915973484,10,-3.6816518915973484,-5.34129803011287,0.0,-5.34129803011287,-2.696223168380431,-3.6816518915973475,65
-2.836970699224037,1808000,66,10,0.8526728444524471,0.0,0.0,0.8526728444524471,0.0,-3.858880911249576,-3.8588809112495768,10,-3.8588809112495768,-5.593932544718448,0.0,-5.593932544718448,-2.836970699224037,-3.858880911249576,66
-3.079382090387795,1832000,67,10,0.4941749040941942,0.0,0.0,0.4941749040941942,0.0,-3.494323389725971,-3.4943233897259716,10,-3.4943233897259716,-4.8744929365099114,0.0,-4.8744929365099114,-3.079382090387795,-3.494323389725971,67
-2.7117512444790415,1856000,68,10,0.8004662438449395,0.0,0.0,0.8004662438449395,0.0,-3.8012405331031984,-3.801240533103198,10,-3.801240533103198,-4.879626041108905,0.0,-4.879626041108905,-2.7117512444790415,-3.8012405331031984,68
-3.5216820113831977,1880000,69,10,0.37391961542637064,0.0,0.0,0.37391961542637064,0.0,-4.082471958607359,-4.082471958607359,10,-4.082471958607359,-4.706391872519498,0.0,-4.706391872519498,-3.5216820113831977,-4.082471958607359,69
-3.388826389799991,1904000,70,10,0.7370406237925791,0.0,0.0,0.7370406237925791,0.0,-4.164611696500426,-4.164611696500427,10,-4.164611696500427,-5.855095064737763,0.0,-5.855095064737763,-3.388826389799991,-4.164611696500426,70
-3.0723490961991913,1928000,71,10,0.5192450974784938,0.0,0.0,0.5192450974784938,0.0,-3.6737802827400814,-3.6737802827400805,10,-3.6737802827400805,-4.77331508344594,0.0,-4.77331508344594,-3.0723490961991913,-3.6737802827400814,71
-2.882898317420965,1952000,72,10,0.4975933639542492,0.0,0.0,0.4975933639542492,0.0,-3.4462570299175703,-3.4462570299175708,10,-3.4462570299175708,-4.523495462104418,0.0,-4.523495462104418,-2.882898317420965,-3.4462570299175703,72
-3.1158664587522837,1976000,73,10,0.4699476141354233,0.0,0.0,0.4699476141354233,0.0,-3.8223445475513755,-3.8223445475513755,10,-3.8223445475513755,-4.586018531769726,0.0,-4.586018531769726,-3.1158664587522837,-3.8223445475513755,73
-2.352526141323358,2000000,74,10,1.078092711520341,0.0,0.0,1.078092711520341,0.0,-3.7119033924738583,-3.7119033924738587,10,-3.7119033924738587,-6.024941170952858,0.0,-6.024941170952858,-2.352526141323358,-3.7119033924738583,74
-2.3957631952441707,2024000,75,10,0.7125378309405723,0.0,0.0,0.7125378309405723,0.0,-3.4396846486205512,-3.4396846486205517,10,-3.4396846486205517,-4.484840956852025,0.0,-4.484840956852025,-2.3957631952441707,-3.4396846486205512,75
-3.0347664188322745,2048000,76,10,0.5583505479153732,0.0,0.0,0.5583505479153732,0.0,-3.501038822908278,-3.501038822908277,10,-3.501038822908277,-4.812482274217405,0.0,-4.812482274217405,-3.0347664188322745,-3.501038822908278,76
-2.9413781540578814,2072000,77,10,0.6323391279405415,0.0,0.0,0.6323391279405415,0.0,-3.799203347315636,-3.799203347315637,10,-3.799203347315637,-5.156523997715137,0.0,-5.156523997715137,-2.9413781540578814,-3.799203347315636,77
-2.8319543505465687,2096000,78,10,0.7154691658361305,0.0,0.0,0.7154691658361305,0.0,-3.8051107328986156,-3.8051107328986156,10,-3.8051107328986156,-5.215427978568681,0.0,-5.215427978568681,-2.8319543505465687,-3.8051107328986156,78
-3.4483398903870763,2120000,79,10,0.5859012600458723,0.0,0.0,0.5859012600458723,0.0,-3.9892555471330104,-3.989255547133012,10,-3.989255547133012,-5.3416773455959135,0.0,-5.3416773455959135,-3.4483398903870763,-3.9892555471330104,79
-2.769644230338221,2144000,80,10,0.6960915713280003,0.0,0.0,0.6960915713280003,0.0,-3.8160552188574557,-3.8160552188574557,10,-3.8160552188574557,-5.288166389849204,0.0,-5.288166389849204,-2.769644230338221,-3.8160552188574557,80
-2.806817914475184,2168000,81,10,0.6149691532501861,0.0,0.0,0.6149691532501861,0.0,-3.9859865380756774,-3.9859865380756765,10,-3.9859865380756765,-5.097438961774978,0.0,-5.097438961774978,-2.806817914475184,-3.9859865380756774,81
-4.197138473742185,2192000,82,10,0.7573003929887591,0.0,0.0,0.7573003929887591,0.0,-5.189990663231801,-5.189990663231802,10,-5.189990663231802,-6.859478876624806,0.0,-6.859478876624806,-4.197138473742185,-5.189990663231801,82
-2.712875078678028,2216000,83,10,0.7990210879611515,0.0,0.0,0.7990210879611515,0.0,-3.9420703957399112,-3.94207039573991,10,-3.94207039573991,-5.321161835584852,0.0,-5.321161835584852,-2.712875078678028,-3.9420703957399112,83
-2.5774966784900277,2240000,84,10,0.7010835217919934,0.0,0.0,0.7010835217919934,0.0,-4.013932870096561,-4.01393287009656,10,-4.01393287009656,-4.996403288803199,0.0,-4.996403288803199,-2.5774966784900277,-4.013932870096561,84
-2.895596681138722,2264000,85,10,0.6552771287354964,0.0,0.0,0.6552771287354964,0.0,-3.731853837678601,-3.731853837678602,10,-3.731853837678602,-4.698470184928324,0.0,-4.698470184928324,-2.895596681138722,-3.731853837678601,85
-2.659767540460522,2288000,86,10,0.620723039639964,0.0,0.0,0.620723039639964,0.0,-3.6237331356102978,-3.623733135610297,10,-3.623733135610297,-5.040949379666371,0.0,-5.040949379666371,-2.659767540460522,-3.6237331356102978,86
-3.226539229763145,2312000,87,10,0.4615773761059487,0.0,0.0,0.4615773761059487,0.0,-3.8517219239940865,-3.8517219239940856,10,-3.8517219239940856,-4.673981628048616,0.0,-4.673981628048616,-3.226539229763145,-3.8517219239940865,87
-2.9283709167282583,2336000,88,10,1.0066954826028958,0.0,0.0,1.0066954826028958,0.0,-4.136363737117089,-4.13636373711709,10,-4.13636373711709,-6.006861697688609,0.0,-6.006861697688609,-2.9283709167282583,-4.136363737117089,88
-3.1085891841188804,2360000,89,10,0.5692566761218406,0.0,0.0,0.5692566761218406,0.0,-3.6741258294659858,-3.6741258294659858,10,-3.6741258294659858,-4.836195595647396,0.0,-4.836195595647396,-3.1085891841188804,-3.6741258294659858,89
-3.0467401449255807,2384000,90,10,0.7149611809060107,0.0,0.0,0.7149611809060107,0.0,-3.9849332267625206,-3.98493322676252,10,-3.98493322676252,-5.325851345274525,0.0,-5.325851345274525,-3.0467401449255807,-3.9849332267625206,90
-2.761534338359101,2408000,91,10,0.6437768066926373,0.0,0.0,0.6437768066926373,0.0,-4.230370245241286,-4.230370245241287,10,-4.230370245241287,-5.029443208569065,0.0,-5.029443208569065,-2.761534338359101,-4.230370245241286,91
-2.8046573716334136,2432000,92,10,0.8038868056590854,0.0,0.0,0.8038868056590854,0.0,-3.7346672640119025,-3.7346672640119016,10,-3.7346672640119016,-4.854154599700142,0.0,-4.854154599700142,-2.8046573716334136,-3.7346672640119025,92
-2.8831456167143377,2456000,93,10,0.6462829261041224,0.0,0.0,0.6462829261041224,0.0,-3.7971440061623993,-3.7971440061624007,10,-3.7971440061624007,-4.981423317690172,0.0,-4.981423317690172,-2.8831456167143377,-3.7971440061623993,93
-2.8245503585349008,2480000,94,10,0.6847036498198078,0.0,0.0,0.6847036498198078,0.0,-3.7443935597512543,-3.7443935597512534,10,-3.7443935597512534,-4.961070451726312,0.0,-4.961070451726312,-2.8245503585349008,-3.7443935597512543,94
-3.1155403133203454,2504000,95,10,0.611433727234997,0.0,0.0,0.611433727234997,0.0,-3.8105236330749337,-3.810523633074933,10,-3.810523633074933,-4.9740546865216215,0.0,-4.9740546865216215,-3.1155403133203454,-3.8105236330749337,95
-3.135548530041383,2528000,96,10,0.5342198746778676,0.0,0.0,0.5342198746778676,0.0,-4.283167014351654,-4.283167014351655,10,-4.283167014351655,-5.096142539053058,0.0,-5.096142539053058,-3.135548530041383,-4.283167014351654,96
-2.877456769874581,2552000,97,10,0.9669497590740597,0.0,0.0,0.9669497590740597,0.0,-3.9795459115562215,-3.9795459115562197,10,-3.9795459115562197,-5.738916165123187,0.0,-5.738916165123187,-2.877456769874581,-3.9795459115562215,97
-2.9827206012471863,2576000,98,10,0.7571050039018316,0.0,0.0,0.7571050039018316,0.0,-3.924391887480602,-3.9243918874806027,10,-3.9243918874806027,-5.53778370245209,0.0,-5.53778370245209,-2.9827206012471863,-3.924391887480602,98
-2.916487622121094,2600000,99,10,0.6338623211932738,0.0,0.0,0.6338623211932738,0.0,-3.567599232003875,-3.567599232003875,10,-3.567599232003875,-4.948349057986295,0.0,-4.948349057986295,-2.916487622121094,-3.567599232003875,99
-2.94883985917512,2624000,100,10,0.6913142317505899,0.0,0.0,0.6913142317505899,0.0,-3.7961694699525226,-3.7961694699525226,10,-3.7961694699525226,-5.2291950016642135,0.0,-5.2291950016642135,-2.94883985917512,-3.7961694699525226,100
-3.3063987752995674,2648000,101,10,0.8060134644044068,0.0,0.0,0.8060134644044068,0.0,-4.043514395663917,-4.043514395663918,10,-4.043514395663918,-5.6476202541750515,0.0,-5.6476202541750515,-3.3063987752995674,-4.043514395663917,101
-3.145706571992666,2672000,102,10,0.5213725167033153,0.0,0.0,0.5213725167033153,0.0,-3.8277847923737447,-3.827784792373744,10,-3.827784792373744,-5.026189771938935,0.0,-5.026189771938935,-3.145706571992666,-3.8277847923737447,102
-2.587210220705936,2696000,103,10,0.7760899609268741,0.0,0.0,0.7760899609268741,0.0,-3.4214877509066346,-3.421487750906634,10,-3.421487750906634,-5.3626168339323526,0.0,-5.3626168339323526,-2.587210220705936,-3.4214877509066346,103
-3.006984892491358,2720000,104,10,0.5556114897425621,0.0,0.0,0.5556114897425621,0.0,-3.663880336009639,-3.663880336009639,10,-3.663880336009639,-4.965563452550722,0.0,-4.965563452550722,-3.006984892491358,-3.663880336009639,104
-3.203751623353795,2744000,105,10,0.5246896665108225,0.0,0.0,0.5246896665108225,0.0,-3.993374886887794,-3.993374886887794,10,-3.993374886887794,-4.915054961418119,0.0,-4.915054961418119,-3.203751623353795,-3.993374886887794,105
-2.7989761799001567,2768000,106,10,0.8016155241293506,0.0,0.0,0.8016155241293506,0.0,-4.12564823909779,-4.1256482390977895,10,-4.1256482390977895,-5.212578991413305,0.0,-5.212578991413305,-2.7989761799001567,-4.12564823909779,106
-2.977603638093975,2792000,107,10,0.5463812122431075,0.0,0.0,0.5463812122431075,0.0,-3.481858784348139,-3.4818587843481366,10,-3.4818587843481366,-4.892568217947778,0.0,-4.892568217947778,-2.977603638093975,-3.481858784348139,107
-2.9987024913116884,2816000,108,10,0.7310878591044015,0.0,0.0,0.7310878591044015,0.0,-3.8338916469470563,-3.8338916469470563,10,-3.8338916469470563,-4.999519042704879,0.0,-4.999519042704879,-2.9987024913116884,-3.8338916469470563,108
-2.982666529438308,2840000,109,10,0.35339608188336186,0.0,0.0,0.35339608188336186,0.0,-3.47236642673165,-3.47236642673165,10,-3.47236642673165,-4.1166022488297935,0.0,-4.1166022488297935,-2.982666529438308,-3.47236642673165,109
