MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/plate-slide-back-side-v1/Iteration,MetaTest/plate-slide-back-side-v1/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-side-v1/AverageReturn,MetaTest/plate-slide-back-side-v1/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/plate-slide-back-side-v1/NumEpisodes,MetaTest/plate-slide-back-side-v1/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/Alpha,MetaTest/plate-slide-back-side-v1/StdReturn,MetaTest/plate-slide-back-side-v1/MinReturn,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTrain/Average/AlphaLoss
0.0,232000,10,-40.29241500184292,-2805.5393,-48.05604043549388,-48.05604043549387,0.0,0.0,10,0.0,30.109982,4133.481,-48.05604043549388,-64.50951212822426,6.19687538729622,-48.05604043549387,-40.29241500184292,0.6691006,6.19687538729622,-64.50951212822426,10,10,-3.3277817
0.0,244000,11,-17.87305582645289,-2268.4102,-29.686653153170532,-29.68665315317054,0.0,0.0,10,0.0,80.49667,8541.12,-29.686653153170532,-68.48281522660572,19.29597490009205,-29.68665315317054,-17.87305582645289,0.90120816,19.29597490009205,-68.48281522660572,11,10,-3.5047684
0.0,256000,12,-74.35215600300236,-846.3203,-75.23503827210506,-75.23503827210506,0.0,0.0,10,0.0,177.83418,6722.689,-75.23503827210506,-76.24033459144293,0.5453264057478074,-75.23503827210506,-74.35215600300236,0.984411,0.5453264057478074,-76.24033459144293,12,10,1.5197089
0.0,268000,13,-52.66254381635985,-252.94034,-79.83662498616177,-79.83662498616177,0.0,0.0,10,0.0,1219.369,19476.06,-79.83662498616177,-100.43171032342528,20.71975279367067,-79.83662498616177,-52.66254381635985,0.80393887,20.71975279367067,-100.43171032342528,13,10,0.9528319
0.0,280000,14,-15.874591815393982,-194.9375,-38.44072959594227,-38.440729595942265,0.0,0.0,10,0.0,925.151,14916.608,-38.44072959594227,-67.44908702615645,19.015717949233746,-38.440729595942265,-15.874591815393982,0.870396,19.015717949233746,-67.44908702615645,14,10,-1.8917485
0.0,292000,15,4187.226111469957,199.97993,377.1679657748326,377.16796577483194,0.0,0.0,10,0.0,2340.955,25468.186,377.1679657748326,-98.0397872280307,1270.1610354793474,377.16796577483194,4187.226111469957,0.9020597,1270.1610354793474,-98.0397872280307,15,10,0.38798827
0.0,304000,16,-14.781095318687239,-578.3646,-60.14952270516254,-60.14952270516254,0.0,0.0,10,0.0,669.2642,9154.614,-60.14952270516254,-126.06804855439634,34.32284546326375,-60.14952270516254,-14.781095318687239,0.7642865,34.32284546326375,-126.06804855439634,16,10,1.6641499
0.0,316000,17,-34.38286589785491,-587.53015,-47.2200482721113,-47.22004827211131,0.0,0.0,10,0.0,462.24207,7932.26,-47.2200482721113,-56.85258653407159,5.7126904955287845,-47.22004827211131,-34.38286589785491,0.60294956,5.7126904955287845,-56.85258653407159,17,10,0.7162762
0.0,328000,18,-63.35221927356707,-743.988,-76.62278867512002,-76.62278867512,0.0,0.0,10,0.0,535.54663,9434.793,-76.62278867512002,-83.33552582785858,6.427034839711165,-76.62278867512,-63.35221927356707,0.55806667,6.427034839711165,-83.33552582785858,18,10,0.2225325
0.0,340000,19,-64.74865385879342,-498.37274,-67.36957534036472,-67.36957534036472,0.0,0.0,10,0.0,1162.5221,54203.258,-67.36957534036472,-86.48072486564016,6.3746988431836416,-67.36957534036472,-64.74865385879342,0.5779558,6.3746988431836416,-86.48072486564016,19,10,-0.7390984
0.0,352000,20,-67.6751512952573,-939.2682,-69.79800624516687,-69.79800624516687,0.0,0.0,10,0.0,750.99097,41770.51,-69.79800624516687,-72.229180500144,1.1610198687330275,-69.79800624516687,-67.6751512952573,0.66241205,1.1610198687330275,-72.229180500144,20,10,-0.42464238
0.0,364000,21,4076.994746709397,-874.2666,360.1158335879152,360.11583358791484,0.0,0.0,10,0.0,1134.6813,51775.816,360.1158335879152,-67.21574262336709,1239.1056930539582,360.11583358791484,4076.994746709397,0.74092716,1239.1056930539582,-67.21574262336709,21,10,0.04639624
0.0,376000,22,-17.986508208386383,-3697.8716,-27.715031585423276,-27.715031585423283,0.0,0.0,10,0.0,3335.7732,65699.266,-27.715031585423276,-80.04716807695617,17.5091026673191,-27.715031585423283,-17.986508208386383,0.82660466,17.5091026673191,-80.04716807695617,22,10,-3.5270188
0.0,388000,23,1822.3944004158973,-9399.296,235.05092813918617,235.05092813918614,0.0,0.0,10,0.0,279.70776,106087.42,235.05092813918617,-22.704151708275194,568.4766870079796,235.05092813918614,1822.3944004158973,1.2402191,568.4766870079796,-22.704151708275194,23,10,-10.383439
0.0,400000,24,13058.548111646498,-9430.74,2295.999539820554,2295.9995398205547,0.0,0.0,10,0.0,556.0204,157830.62,2295.999539820554,-66.58885377398143,4426.480807378894,2295.9995398205547,13058.548111646498,1.7393521,4426.480807378894,-66.58885377398143,24,10,-11.78027
0.0,412000,25,50077.82543074789,-10140.046,6067.610705277121,6067.61070527712,0.0,0.0,10,0.0,754.04645,173107.33,6067.610705277121,-88.27618406898426,14782.462063740337,6067.61070527712,50077.82543074789,2.359524,14782.462063740337,-88.27618406898426,25,10,-12.842084
0.0,424000,26,-91.6587260399643,-4697.235,-97.82718861014325,-97.82718861014325,0.0,0.0,10,0.0,5314.591,342424.06,-97.82718861014325,-99.28697910617191,2.1539008911546667,-97.82718861014325,-91.6587260399643,2.97255,2.1539008911546667,-99.28697910617191,26,10,-2.6192374
0.0,436000,27,-58.83146266953758,-2038.2655,-80.4130800596232,-80.41308005962318,0.0,0.0,10,0.0,3473.6357,192290.05,-80.4130800596232,-107.46379074568283,20.064142451394716,-80.41308005962318,-58.83146266953758,2.7961707,20.064142451394716,-107.46379074568283,27,10,0.8351653
0.0,448000,28,35987.45552110878,-3410.6777,6281.393062099719,6281.393062099716,0.0,0.0,10,0.0,1915.0432,195866.17,6281.393062099719,-53.9551040441893,10877.169835891114,6281.393062099716,35987.45552110878,3.1022024,10877.169835891114,-53.9551040441893,28,10,-6.06415
0.0,460000,29,-44.93540191866708,-7141.428,-62.538548796738326,-62.53854879673834,0.0,0.0,10,0.0,1394.292,220514.2,-62.538548796738326,-70.233063476583,7.380985131390885,-62.53854879673834,-44.93540191866708,4.441538,7.380985131390885,-70.233063476583,29,10,-13.19107
0.0,472000,30,-48.788293787920296,-5629.7007,-73.05183457088181,-73.05183457088181,0.0,0.0,10,0.0,2195.337,257722.94,-73.05183457088181,-96.06675362695188,16.797606171654945,-73.05183457088181,-48.788293787920296,5.1870985,16.797606171654945,-96.06675362695188,30,10,-0.22773273
0.0,484000,31,-13.496029714719851,-1821.017,-16.659341783350076,-16.65934178335007,0.0,0.0,10,0.0,7586.603,235715.48,-16.659341783350076,-40.204909855530765,7.908216844023005,-16.65934178335007,-13.496029714719851,4.6828227,7.908216844023005,-40.204909855530765,31,10,3.5634534
0.0,496000,32,-22.203561089032227,-15328.974,-22.43036172220672,-22.43036172220671,0.0,0.0,10,0.0,2369.352,376554.2,-22.43036172220672,-22.54623914993062,0.11224732695370726,-22.43036172220671,-22.203561089032227,5.427364,0.11224732695370726,-22.54623914993062,32,10,-20.789167
0.0,508000,33,-13.620009390834047,-36801.344,-28.195075560685996,-28.19507556068599,0.0,0.0,10,0.0,435.66125,437547.78,-28.195075560685996,-56.638976319872135,11.560690461361004,-28.19507556068599,-13.620009390834047,8.008746,11.560690461361004,-56.638976319872135,33,10,-41.324455
0.0,520000,34,-12.700931562241623,-33260.305,-20.79340084975472,-20.79340084975471,0.0,0.0,10,0.0,785.27704,419830.84,-20.79340084975472,-38.17316268666266,6.775294244084764,-20.79340084975471,-12.700931562241623,10.73034,6.775294244084764,-38.17316268666266,34,10,-32.35578
0.0,532000,35,2187.570840080539,-29712.648,343.04586233648274,343.04586233648274,0.0,0.0,10,0.0,1822.1012,370380.38,343.04586233648274,-48.62327268189142,770.2719942947251,343.04586233648274,2187.570840080539,13.201244,770.2719942947251,-48.62327268189142,35,10,-10.669272
0.0,544000,36,-44.566128408624984,-20481.326,-48.26235089899955,-48.26235089899956,0.0,0.0,10,0.0,2058.7722,378125.88,-48.26235089899955,-52.79159418702747,2.0511231105754364,-48.26235089899956,-44.566128408624984,12.301901,2.0511231105754364,-52.79159418702747,36,10,14.725971
0.0,556000,37,-21.94386082469203,-17332.088,-29.352938888600107,-29.3529388886001,0.0,0.0,10,0.0,2089.0024,285502.56,-29.352938888600107,-39.05621977251111,5.355907474603614,-29.3529388886001,-21.94386082469203,10.020623,5.355907474603614,-39.05621977251111,37,10,7.7251854
0.0,568000,38,-36.33305583095363,-17885.502,-39.42631430989915,-39.42631430989915,0.0,0.0,10,0.0,2000.0808,310717.2,-39.42631430989915,-41.29991313893717,1.622426510659975,-39.42631430989915,-36.33305583095363,8.720878,1.622426510659975,-41.29991313893717,38,10,4.1509223
0.0,580000,39,-62.695003524168385,-18811.615,-63.22087532542592,-63.220875325425915,0.0,0.0,10,0.0,2311.054,476919.4,-63.22087532542592,-63.558305412726966,0.2836863622633653,-63.220875325425915,-62.695003524168385,8.377129,0.2836863622633653,-63.558305412726966,39,10,0.99274886
0.0,592000,40,-22.117645081314205,-2795.4155,-54.84240469910085,-54.84240469910086,0.0,0.0,10,0.0,4884.603,764091.56,-54.84240469910085,-106.74482054562276,23.50190390622135,-54.84240469910086,-22.117645081314205,7.1107163,23.50190390622135,-106.74482054562276,40,10,8.892785
0.0,604000,41,-29.918183285328237,-8474.547,-39.03435509095299,-39.03435509095301,0.0,0.0,10,0.0,4451.482,319614.6,-39.03435509095299,-46.29577937069957,4.014660314823133,-39.03435509095301,-29.918183285328237,6.6680117,4.014660314823133,-46.29577937069957,41,10,-0.31832594
0.0,616000,42,-36.356986382720436,-9465.618,-38.35474975382237,-38.35474975382236,0.0,0.0,10,0.0,2527.9556,273437.4,-38.35474975382237,-40.96047778618284,1.5360001788852076,-38.35474975382236,-36.356986382720436,6.784586,1.5360001788852076,-40.96047778618284,42,10,-0.20667365
0.0,628000,43,-23.304459595859736,-8500.78,-33.76333414504523,-33.763334145045235,0.0,0.0,10,0.0,3686.665,339234.4,-33.76333414504523,-38.165193020609614,4.080891643461677,-33.763334145045235,-23.304459595859736,6.4697742,4.080891643461677,-38.165193020609614,43,10,3.1637137
0.0,640000,44,-21.776314702276114,-7044.4326,-36.001361095300204,-36.001361095300204,0.0,0.0,10,0.0,4550.3003,330650.2,-36.001361095300204,-42.11912716751926,6.256627770564525,-36.001361095300204,-21.776314702276114,5.6511903,6.256627770564525,-42.11912716751926,44,10,-0.4758891
0.0,652000,45,-13.630787202717707,-8557.498,-22.171028985589537,-22.171028985589537,0.0,0.0,10,0.0,3159.051,301821.75,-22.171028985589537,-36.881450754016846,6.505750464267977,-22.171028985589537,-13.630787202717707,6.1206837,6.505750464267977,-36.881450754016846,45,10,-0.16107154
0.0,664000,46,-69.16367814611168,-7869.8154,-77.23214474391057,-77.23214474391058,0.0,0.0,10,0.0,2279.8254,315373.8,-77.23214474391057,-88.98197428077867,5.4856182607133475,-77.23214474391058,-69.16367814611168,6.0699897,5.4856182607133475,-88.98197428077867,46,10,0.9840012
0.0,676000,47,-64.61481624587964,-8211.532,-74.80322767830936,-74.80322767830936,0.0,0.0,10,0.0,1949.2462,346001.66,-74.80322767830936,-84.56265257357684,5.8806515899454155,-74.80322767830936,-64.61481624587964,5.9681745,5.8806515899454155,-84.56265257357684,47,10,-2.0276718
0.0,688000,48,-61.451085973878804,-10486.072,-74.77702611576265,-74.77702611576265,0.0,0.0,10,0.0,3414.181,468721.2,-74.77702611576265,-137.33150433050398,21.497596778250767,-74.77702611576265,-61.451085973878804,6.921977,21.497596778250767,-137.33150433050398,48,10,-1.7090827
0.0,700000,49,-16.139273117338217,-11600.737,-52.66426276512432,-52.66426276512433,0.0,0.0,10,0.0,4364.68,423140.94,-52.66426276512432,-60.50503444860041,12.638585650432702,-52.66426276512433,-16.139273117338217,7.158083,12.638585650432702,-60.50503444860041,49,10,-2.718621
0.0,712000,50,22589.975940366578,-18489.055,2217.2651742503986,2217.2651742503976,0.0,0.0,10,0.0,2744.274,680161.1,2217.2651742503986,-77.1743233284919,6790.960734267109,2217.2651742503976,22589.975940366578,9.269401,6790.960734267109,-77.1743233284919,50,10,-12.295775
0.0,724000,51,-68.8939357492662,-5418.0356,-116.18300859260201,-116.18300859260198,0.0,0.0,10,0.0,4231.241,333262.06,-116.18300859260201,-126.89431360080255,17.13747201807799,-116.18300859260198,-68.8939357492662,9.318118,17.13747201807799,-126.89431360080255,51,10,27.256645
0.0,736000,52,-22.772182596887333,-1069.3721,-40.52785698855255,-40.52785698855255,0.0,0.0,10,0.0,6505.2627,413299.25,-40.52785698855255,-48.48444471357979,6.4491030019031905,-40.52785698855255,-22.772182596887333,7.0050607,6.4491030019031905,-48.48444471357979,52,10,17.744034
0.0,748000,53,192.7800495592902,-3357.222,15.016555408276776,15.016555408276792,0.0,0.0,10,0.0,4472.7104,287800.97,15.016555408276776,-26.619881269082263,69.23593762972547,15.016555408276792,192.7800495592902,5.812618,69.23593762972547,-26.619881269082263,53,10,7.839074
0.0,760000,54,-22.135996021490428,-6070.3193,-49.06483803850343,-49.06483803850343,0.0,0.0,10,0.0,6852.867,456521.3,-49.06483803850343,-65.12534874790671,13.262703908100907,-49.06483803850343,-22.135996021490428,5.471634,13.262703908100907,-65.12534874790671,54,10,-0.42427078
0.0,772000,55,-15.071514765270512,-12091.513,-43.72013722654987,-43.720137226549866,0.0,0.0,10,0.0,7731.7,694066.94,-43.72013722654987,-49.07933961908875,9.821373497709411,-43.720137226549866,-15.071514765270512,5.6496105,9.821373497709411,-49.07933961908875,55,10,-3.2550957
0.0,784000,56,5541.828803606175,-22589.275,536.2619436044322,536.261943604432,0.0,0.0,10,0.0,3339.8684,966524.8,536.2619436044322,-83.62046274040638,1669.045737013674,536.261943604432,5541.828803606175,7.0037646,1669.045737013674,-83.62046274040638,56,10,-12.489294
0.0,796000,57,-28.320600294503656,-28613.62,-40.515180084130634,-40.515180084130634,0.0,0.0,10,0.0,734.0712,949819.1,-40.515180084130634,-51.95418641501474,6.090090157342387,-40.515180084130634,-28.320600294503656,9.283216,6.090090157342387,-51.95418641501474,57,10,-11.846551
0.0,808000,58,21208.205865283442,-28511.793,2059.8119713065985,2059.8119713065985,0.0,0.0,10,0.0,994.51825,954403.94,2059.8119713065985,-117.58242592331369,6382.91074545492,2059.8119713065985,21208.205865283442,11.075318,6382.91074545492,-117.58242592331369,58,10,-4.583687
0.0,820000,59,9883.947897269103,-26606.652,1057.1099201288087,1057.1099201288077,0.0,0.0,10,0.0,1818.1576,1332664.5,1057.1099201288087,-62.290306110512454,2955.3712434272184,1057.1099201288077,9883.947897269103,10.785539,2955.3712434272184,-62.290306110512454,59,10,1.8769437
0.0,832000,60,29.798509780871445,-25254.969,-22.837025669329424,-22.837025669329435,0.0,0.0,10,0.0,1955.4546,913138.3,-22.837025669329424,-56.684237510291716,22.505543924147588,-22.837025669329435,29.798509780871445,11.311774,22.505543924147588,-56.684237510291716,60,10,0.47308692
0.0,844000,61,35987.33533686685,-17690.44,8835.938830502095,8835.938830502095,0.0,0.0,10,0.0,2516.3015,1231293.6,8835.938830502095,-72.76146188316393,10606.350288780077,8835.938830502095,35987.33533686685,9.388818,10606.350288780077,-72.76146188316393,61,10,10.24482
0.0,856000,62,-60.19372918359396,-23823.732,-64.84463634763082,-64.84463634763082,0.0,0.0,10,0.0,1726.7551,1209772.8,-64.84463634763082,-68.82731362599472,2.332455578632336,-64.84463634763082,-60.19372918359396,9.062353,2.332455578632336,-68.82731362599472,62,10,-7.0088534
0.0,868000,63,63850.37977696547,-28104.885,10073.445633961865,10073.44563396186,0.0,0.0,10,0.0,2791.23,1219050.0,10073.445633961865,-66.52896307018263,18505.54590714552,10073.44563396186,63850.37977696547,9.963145,18505.54590714552,-66.52896307018263,63,10,-3.1570477
0.0,880000,64,-58.51184494514564,-23363.328,-59.60484990293541,-59.60484990293543,0.0,0.0,10,0.0,3901.8708,981608.4,-59.60484990293541,-60.14542786729096,0.39597148644921176,-59.60484990293543,-58.51184494514564,9.814696,0.39597148644921176,-60.14542786729096,64,10,5.123147
0.0,892000,65,-67.62287243010398,-20604.385,-72.16586131263125,-72.16586131263122,0.0,0.0,10,0.0,4445.462,953756.5,-72.16586131263125,-105.42486042601651,11.107634438139026,-72.16586131263122,-67.62287243010398,8.402725,11.107634438139026,-105.42486042601651,65,10,5.9837694
0.0,904000,66,-73.7819033096984,-18068.889,-74.80192726900287,-74.80192726900289,0.0,0.0,10,0.0,2727.6536,842101.94,-74.80192726900287,-77.288468270171,0.9844703848238456,-74.80192726900289,-73.7819033096984,7.2519298,0.9844703848238456,-77.288468270171,66,10,4.384078
0.0,916000,67,-61.374052311521815,-17805.447,-86.79198343774249,-86.79198343774249,0.0,0.0,10,0.0,3803.3108,902022.5,-86.79198343774249,-91.1085224720257,8.494759903929504,-86.79198343774249,-61.374052311521815,6.337283,8.494759903929504,-91.1085224720257,67,10,3.8518515
0.0,928000,68,343.1842964165916,-16474.129,-12.74622537032744,-12.746225370327405,0.0,0.0,10,0.0,3151.554,887193.7,-12.74622537032744,-89.2395950659914,122.91482471043258,-12.746225370327405,343.1842964165916,5.897669,122.91482471043258,-89.2395950659914,68,10,2.2481427
0.0,940000,69,28824.754910329444,-13433.874,2828.3812835527615,2828.381283552761,0.0,0.0,10,0.0,2700.3696,1462882.2,2828.3812835527615,-99.01067586388989,8665.519310999365,2828.381283552761,28824.754910329444,5.865331,8665.519310999365,-99.01067586388989,69,10,-2.2348058
0.0,952000,70,-91.9778394639913,-17250.822,-115.75900590514166,-115.75900590514166,0.0,0.0,10,0.0,3591.735,819328.3,-115.75900590514166,-121.48572890277839,8.027143577701962,-115.75900590514166,-91.9778394639913,6.3746824,8.027143577701962,-121.48572890277839,70,10,-3.2252967
0.0,964000,71,57135.18068216491,-22456.152,8044.815638763788,8044.815638763785,0.0,0.0,10,0.0,2389.1519,1175699.5,8044.815638763788,-141.8057238266004,16814.039340596013,8044.815638763785,57135.18068216491,7.7967877,16814.039340596013,-141.8057238266004,71,10,-6.388202
0.0,976000,72,47587.44334209457,-25631.188,16586.924322491504,16586.9243224915,0.0,0.0,10,0.0,1512.7963,1455076.8,16586.924322491504,-150.16517795021022,18308.797857262245,16586.9243224915,47587.44334209457,9.331858,18308.797857262245,-150.16517795021022,72,10,-3.621684
0.0,988000,73,55978.27168354566,-22586.2,6892.0146431135745,6892.014643113577,0.0,0.0,10,0.0,1854.1718,1301133.6,6892.0146431135745,-144.82275604849613,16472.720053452525,6892.014643113577,55978.27168354566,9.252122,16472.720053452525,-144.82275604849613,73,10,1.6936657
0.0,1000000,74,-103.09033492543797,-24024.324,-132.96463419518255,-132.9646341951826,0.0,0.0,10,0.0,1803.6472,1349150.1,-132.96463419518255,-145.99193192656688,14.3584777744195,-132.9646341951826,-103.09033492543797,8.986179,14.3584777744195,-145.99193192656688,74,10,-0.08682214
0.0,1012000,75,-139.44249095874068,-15601.949,-144.8573275927128,-144.8573275927128,0.0,0.0,10,0.0,2919.9404,998208.9,-144.8573275927128,-149.2238583992533,3.0873110480941635,-144.8573275927128,-139.44249095874068,8.041031,3.0873110480941635,-149.2238583992533,75,10,9.913735
0.0,1024000,76,19390.03632931905,-21970.57,3309.7444177203824,3309.7444177203856,0.0,0.0,10,0.0,2303.1865,1423857.1,3309.7444177203824,-119.12553969932796,5977.41446362772,3309.7444177203856,19390.03632931905,6.8100457,5977.41446362772,-119.12553969932796,76,10,-5.427377
0.0,1036000,77,-60.972271611624116,-26134.46,-77.1359995954314,-77.13599959543143,0.0,0.0,10,0.0,2424.605,1386013.1,-77.1359995954314,-116.95300026424516,16.394958462836723,-77.13599959543143,-60.972271611624116,8.543379,16.394958462836723,-116.95300026424516,77,10,-7.107836
0.0,1048000,78,-55.44143220626649,-20826.424,-95.04883746775751,-95.0488374677575,0.0,0.0,10,0.0,2901.063,1529782.0,-95.04883746775751,-135.88733555066017,27.72868897780827,-95.0488374677575,-55.44143220626649,8.790541,27.72868897780827,-135.88733555066017,78,10,0.53742737
0.0,1060000,79,-46.371555667621685,-24082.28,-88.21429754990082,-88.2142975499008,0.0,0.0,10,0.0,1673.1122,1299191.8,-88.21429754990082,-141.2238984165101,32.82198430835689,-88.2142975499008,-46.371555667621685,9.150118,32.82198430835689,-141.2238984165101,79,10,-1.8567969
