MetaTest/soccer-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/soccer-v1/MinReturn,MetaTest/soccer-v1/NumTrajs,MetaTest/soccer-v1/MaxReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/soccer-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/soccer-v1/AverageReturn,MetaTest/soccer-v1/Iteration,MetaTest/soccer-v1/TerminationRate,MetaTest/soccer-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn
0.1,25,10,24.030303851253944,-93.37215678489923,10,-18.223720456259446,0.1,824000,-46.399672675465325,0.0,-18.223720456259446,-46.399672675465325,25,0.0,24.030303851253944,-46.399672675465325,-93.37215678489923,-46.399672675465325
0.3,26,10,2893.8483699562075,-82.42175533296866,10,9616.987627235043,0.3,848000,935.6256933388688,0.0,9616.987627235043,935.6256933388692,26,0.0,2893.8483699562075,935.6256933388692,-82.42175533296866,935.6256933388688
0.0,27,10,333.7390299178908,-103.42784895490435,10,1046.4114249599804,0.0,872000,49.25171890194591,0.0,1046.4114249599804,49.251718901945864,27,0.0,333.7390299178908,49.251718901945864,-103.42784895490435,49.25171890194591
0.5,28,10,8091.0382203186155,-91.79101748868565,10,27085.373901355237,0.5,896000,2854.992279334183,0.0,27085.373901355237,2854.992279334182,28,0.0,8091.0382203186155,2854.992279334182,-91.79101748868565,2854.992279334183
0.2,29,10,30438.815394732013,-43.89035629775299,10,78519.38982420825,0.2,920000,17519.9103542044,0.0,78519.38982420825,17519.910354204407,29,0.0,30438.815394732013,17519.910354204407,-43.89035629775299,17519.9103542044
0.4,30,10,20672.41136869235,-98.76173141601208,10,62080.03347947547,0.4,944000,10097.724010505268,0.0,62080.03347947547,10097.724010505264,30,0.0,20672.41136869235,10097.724010505264,-98.76173141601208,10097.724010505268
0.3,31,10,17156.785971864047,-87.95127157157899,10,55046.03769199063,0.3,968000,9580.49520371649,0.0,55046.03769199063,9580.495203716486,31,0.0,17156.785971864047,9580.495203716486,-87.95127157157899,9580.49520371649
0.2,32,10,5740.951547034415,-44.42653001396323,10,19205.811099050406,0.2,992000,2289.6057883446474,0.0,19205.811099050406,2289.605788344646,32,0.0,5740.951547034415,2289.605788344646,-44.42653001396323,2289.6057883446474
0.5,33,10,17645.394844858856,-39.76022256207918,10,56606.994094768335,0.5,1016000,9750.008816066074,0.0,56606.994094768335,9750.00881606607,33,0.0,17645.394844858856,9750.00881606607,-39.76022256207918,9750.008816066074
0.2,34,10,40967.89113430242,-20.742121221347844,10,106167.99110661466,0.2,1040000,34965.03980540559,0.0,106167.99110661466,34965.039805405584,34,0.0,40967.89113430242,34965.039805405584,-20.742121221347844,34965.03980540559
0.0,35,10,31741.5291913272,-16.95945919045765,10,88870.3781731794,0.0,1064000,26637.152141346956,0.0,88870.3781731794,26637.152141346956,35,0.0,31741.5291913272,26637.152141346956,-16.95945919045765,26637.152141346956
0.3,36,10,22181.773900779965,-55.845886879546114,10,73940.9626544845,0.3,1088000,16176.350070880744,0.0,73940.9626544845,16176.350070880744,36,0.0,22181.773900779965,16176.350070880744,-55.845886879546114,16176.350070880744
0.2,37,10,39966.04086580569,-17.57166299566857,10,105814.17329538707,0.2,1112000,30016.782544556616,0.0,105814.17329538707,30016.78254455662,37,0.0,39966.04086580569,30016.78254455662,-17.57166299566857,30016.782544556616
0.2,38,10,38040.81075547533,-105.44544259716557,10,95009.20504127059,0.2,1136000,26909.98517937214,0.0,95009.20504127059,26909.985179372143,38,0.0,38040.81075547533,26909.985179372143,-105.44544259716557,26909.98517937214
0.1,39,10,46767.40983427472,-88.82326660882818,10,109362.93240905378,0.1,1160000,38685.32318415192,0.0,109362.93240905378,38685.32318415194,39,0.0,46767.40983427472,38685.32318415194,-88.82326660882818,38685.32318415192
0.1,40,10,35146.01492314901,-100.29905235383896,10,92823.94850552424,0.1,1184000,27186.939968535655,0.0,92823.94850552424,27186.939968535647,40,0.0,35146.01492314901,27186.939968535647,-100.29905235383896,27186.939968535655
0.1,41,10,25476.318827584233,-51.25436785833929,10,71751.33115290245,0.1,1208000,20015.894727173152,0.0,71751.33115290245,20015.894727173152,41,0.0,25476.318827584233,20015.894727173152,-51.25436785833929,20015.894727173152
0.3,42,10,64416.488681162846,375.8681186594403,10,226705.49161536098,0.3,1232000,62134.260745615,0.0,226705.49161536098,62134.26074561502,42,0.0,64416.488681162846,62134.26074561502,375.8681186594403,62134.260745615
0.2,43,10,36176.39118835273,-69.62657665944752,10,91554.31242143932,0.2,1256000,26620.467659595473,0.0,91554.31242143932,26620.46765959547,43,0.0,36176.39118835273,26620.46765959547,-69.62657665944752,26620.467659595473
0.0,44,10,25260.253635100693,12743.418066214392,10,93309.34698848716,0.0,1280000,60371.26442481909,0.0,93309.34698848716,60371.26442481909,44,0.0,25260.253635100693,60371.26442481909,12743.418066214392,60371.26442481909
0.3,45,10,39709.03272762027,247.61920300549943,10,106798.12540545852,0.3,1304000,46029.99535969377,0.0,106798.12540545852,46029.995359693785,45,0.0,39709.03272762027,46029.995359693785,247.61920300549943,46029.99535969377
0.2,46,10,39635.57768269278,-77.59357118186968,10,131057.82139489493,0.2,1328000,36989.835882835265,0.0,131057.82139489493,36989.83588283528,46,0.0,39635.57768269278,36989.83588283528,-77.59357118186968,36989.835882835265
0.1,47,10,39515.42421477206,-89.02266042040712,10,104514.50501265186,0.1,1352000,51923.7272700216,0.0,104514.50501265186,51923.72727002159,47,0.0,39515.42421477206,51923.72727002159,-89.02266042040712,51923.7272700216
0.1,48,10,34917.675763358675,884.4529499759235,10,114410.122033306,0.1,1376000,54239.670086917795,0.0,114410.122033306,54239.670086917795,48,0.0,34917.675763358675,54239.670086917795,884.4529499759235,54239.670086917795
0.0,49,10,26649.32784838299,6818.291286289778,10,100034.75254112789,0.0,1400000,65498.73523546421,0.0,100034.75254112789,65498.73523546419,49,0.0,26649.32784838299,65498.73523546419,6818.291286289778,65498.73523546421
0.1,50,10,45019.51152539759,548.57458082,10,119815.73640103902,0.1,1424000,65953.7392643536,0.0,119815.73640103902,65953.7392643536,50,0.0,45019.51152539759,65953.7392643536,548.57458082,65953.7392643536
0.1,51,10,43182.790355905534,-34.58809010336208,10,139619.45871468133,0.1,1448000,55388.075463826324,0.0,139619.45871468133,55388.075463826324,51,0.0,43182.790355905534,55388.075463826324,-34.58809010336208,55388.075463826324
0.1,52,10,43990.44485873437,293.9510952503158,10,131763.1506065186,0.1,1472000,34839.90863812912,0.0,131763.1506065186,34839.90863812912,52,0.0,43990.44485873437,34839.90863812912,293.9510952503158,34839.90863812912
0.1,53,10,45226.57087309725,52.046449233240594,10,117927.34885444635,0.1,1496000,48002.49356187384,0.0,117927.34885444635,48002.49356187381,53,0.0,45226.57087309725,48002.49356187381,52.046449233240594,48002.49356187384
0.0,54,10,44842.65535839584,-53.41259279710328,10,111884.3933328106,0.0,1520000,48613.463725010675,0.0,111884.3933328106,48613.463725010675,54,0.0,44842.65535839584,48613.463725010675,-53.41259279710328,48613.463725010675
0.0,55,10,37456.451766407525,-37.057977039722715,10,103266.40729285005,0.0,1544000,38867.089085304186,0.0,103266.40729285005,38867.08908530418,55,0.0,37456.451766407525,38867.08908530418,-37.057977039722715,38867.089085304186
0.0,56,10,21307.300386800947,24239.921416065237,10,94955.82465583213,0.0,1568000,73501.4590668221,0.0,94955.82465583213,73501.4590668221,56,0.0,21307.300386800947,73501.4590668221,24239.921416065237,73501.4590668221
0.0,57,10,38378.27715548146,-42.327771765386544,10,110336.85150070542,0.0,1592000,66302.0004161991,0.0,110336.85150070542,66302.00041619908,57,0.0,38378.27715548146,66302.00041619908,-42.327771765386544,66302.0004161991
0.0,58,10,31374.596665081077,-34.51465343359419,10,94924.81712279777,0.0,1616000,55411.086419601386,0.0,94924.81712279777,55411.08641960138,58,0.0,31374.596665081077,55411.08641960138,-34.51465343359419,55411.086419601386
0.0,59,10,32842.59467498285,-13.45546400567897,10,88046.7219414448,0.0,1640000,34456.37046768232,0.0,88046.7219414448,34456.370467682325,59,0.0,32842.59467498285,34456.370467682325,-13.45546400567897,34456.37046768232
0.0,60,10,33776.606605355264,-39.784396935977874,10,95808.37681186043,0.0,1664000,39580.62087764916,0.0,95808.37681186043,39580.620877649155,60,0.0,33776.606605355264,39580.620877649155,-39.784396935977874,39580.62087764916
0.0,61,10,30738.71445750301,-52.82389245962558,10,90911.36765435629,0.0,1688000,63385.394385336105,0.0,90911.36765435629,63385.394385336105,61,0.0,30738.71445750301,63385.394385336105,-52.82389245962558,63385.394385336105
0.0,62,10,32615.433765132864,21675.974790892393,10,125468.27205973722,0.0,1712000,68525.77825875791,0.0,125468.27205973722,68525.77825875793,62,0.0,32615.433765132864,68525.77825875793,21675.974790892393,68525.77825875791
0.0,63,10,32669.104327544555,22616.141901982508,10,117279.57961611466,0.0,1736000,67847.80787553903,0.0,117279.57961611466,67847.80787553906,63,0.0,32669.104327544555,67847.80787553906,22616.141901982508,67847.80787553903
0.0,64,10,27564.554457306,-115.47029888679086,10,91683.31846690208,0.0,1760000,16126.569145061489,0.0,91683.31846690208,16126.56914506148,64,0.0,27564.554457306,16126.56914506148,-115.47029888679086,16126.569145061489
0.0,65,10,34458.09603493817,-98.28729639880946,10,86787.2005456955,0.0,1784000,33140.5600470347,0.0,86787.2005456955,33140.56004703471,65,0.0,34458.09603493817,33140.56004703471,-98.28729639880946,33140.5600470347
0.0,66,10,38490.63010968646,-101.79427795803225,10,89677.68973657275,0.0,1808000,37708.13953744218,0.0,89677.68973657275,37708.1395374422,66,0.0,38490.63010968646,37708.1395374422,-101.79427795803225,37708.13953744218
0.0,67,10,40107.900197233794,364.6623741675112,10,100553.66109256024,0.0,1832000,54084.352444458076,0.0,100553.66109256024,54084.35244445807,67,0.0,40107.900197233794,54084.35244445807,364.6623741675112,54084.352444458076
0.0,68,10,38521.12251991696,322.5509632060032,10,102493.60663687598,0.0,1856000,48106.88025649828,0.0,102493.60663687598,48106.88025649828,68,0.0,38521.12251991696,48106.88025649828,322.5509632060032,48106.88025649828
0.1,69,10,40005.55542171563,287.44802587407867,10,108948.43891141615,0.1,1880000,55265.44943181459,0.0,108948.43891141615,55265.4494318146,69,0.0,40005.55542171563,55265.4494318146,287.44802587407867,55265.44943181459
0.0,70,10,29961.964750512896,6507.082844451607,10,104189.89564021985,0.0,1904000,52474.76824475174,0.0,104189.89564021985,52474.76824475175,70,0.0,29961.964750512896,52474.76824475175,6507.082844451607,52474.76824475174
0.1,71,10,43268.90591769333,3512.309713653734,10,143359.85903497747,0.1,1928000,56297.89441082233,0.0,143359.85903497747,56297.89441082233,71,0.0,43268.90591769333,56297.89441082233,3512.309713653734,56297.89441082233
0.0,72,10,25190.266872821525,23094.90945805083,10,100399.73966659501,0.0,1952000,77239.41394263707,0.0,100399.73966659501,77239.41394263707,72,0.0,25190.266872821525,77239.41394263707,23094.90945805083,77239.41394263707
0.0,73,10,35644.54982477018,436.4395397888354,10,97900.8794982382,0.0,1976000,58744.104462448435,0.0,97900.8794982382,58744.10446244843,73,0.0,35644.54982477018,58744.10446244843,436.4395397888354,58744.104462448435
0.0,74,10,31690.48836855382,-0.44700945026268546,10,100136.01535939584,0.0,2000000,57225.68700734547,0.0,100136.01535939584,57225.687007345456,74,0.0,31690.48836855382,57225.687007345456,-0.44700945026268546,57225.68700734547
0.1,75,10,33874.99728498446,363.1516151165969,10,91278.800628987,0.1,2024000,47055.150661362764,0.0,91278.800628987,47055.15066136278,75,0.0,33874.99728498446,47055.15066136278,363.1516151165969,47055.150661362764
0.0,76,10,19031.98516536529,33898.27404192064,10,95099.2274321304,0.0,2048000,76854.93808928023,0.0,95099.2274321304,76854.9380892802,76,0.0,19031.98516536529,76854.9380892802,33898.27404192064,76854.93808928023
0.0,77,10,29201.223631409877,12683.41981596947,10,99679.45013968064,0.0,2072000,60900.23524765666,0.0,99679.45013968064,60900.235247656645,77,0.0,29201.223631409877,60900.235247656645,12683.41981596947,60900.23524765666
0.0,78,10,27444.17115475393,14714.681168962,10,112524.00388040762,0.0,2096000,85948.40056922012,0.0,112524.00388040762,85948.40056922006,78,0.0,27444.17115475393,85948.40056922006,14714.681168962,85948.40056922012
0.0,79,10,25386.8765006109,23169.060574695563,10,112018.25942882577,0.0,2120000,73389.71489133462,0.0,112018.25942882577,73389.71489133462,79,0.0,25386.8765006109,73389.71489133462,23169.060574695563,73389.71489133462
0.0,80,10,33050.91090584515,4258.7217657431975,10,101868.20839870299,0.0,2144000,64738.49103396838,0.0,101868.20839870299,64738.49103396838,80,0.0,33050.91090584515,64738.49103396838,4258.7217657431975,64738.49103396838
0.0,81,10,25960.801762494906,23325.327219766546,10,109289.89782110257,0.0,2168000,60761.22183633481,0.0,109289.89782110257,60761.22183633484,81,0.0,25960.801762494906,60761.22183633484,23325.327219766546,60761.22183633481
0.0,82,10,20477.33056120579,35967.715127892065,10,97675.46009502707,0.0,2192000,68278.89662526803,0.0,97675.46009502707,68278.89662526804,82,0.0,20477.33056120579,68278.89662526804,35967.715127892065,68278.89662526803
0.0,83,10,25956.134499610303,27839.945204239364,10,102462.96093180959,0.0,2216000,62835.358371377995,0.0,102462.96093180959,62835.358371377995,83,0.0,25956.134499610303,62835.358371377995,27839.945204239364,62835.358371377995
0.0,84,10,21765.746348746237,42204.02595933629,10,106194.87068659434,0.0,2240000,62482.879364219356,0.0,106194.87068659434,62482.87936421938,84,0.0,21765.746348746237,62482.87936421938,42204.02595933629,62482.879364219356
0.0,85,10,33350.74422407065,9703.147859260269,10,109219.00999847332,0.0,2264000,60654.08984378397,0.0,109219.00999847332,60654.08984378397,85,0.0,33350.74422407065,60654.08984378397,9703.147859260269,60654.08984378397
0.0,86,10,28151.18777002521,9590.36568442355,10,102481.63875450165,0.0,2288000,58203.38259456246,0.0,102481.63875450165,58203.382594562485,86,0.0,28151.18777002521,58203.382594562485,9590.36568442355,58203.38259456246
0.0,87,10,35277.33296845321,26811.133053670565,10,118549.44391420757,0.0,2312000,73081.38286992544,0.0,118549.44391420757,73081.38286992541,87,0.0,35277.33296845321,73081.38286992541,26811.133053670565,73081.38286992544
0.0,88,10,32213.167485019974,17547.952678424794,10,114533.51767157616,0.0,2336000,71736.38937595653,0.0,114533.51767157616,71736.38937595653,88,0.0,32213.167485019974,71736.38937595653,17547.952678424794,71736.38937595653
0.0,89,10,24426.33369002079,27839.710782411777,10,109517.96828481993,0.0,2360000,55171.81605259214,0.0,109517.96828481993,55171.81605259215,89,0.0,24426.33369002079,55171.81605259215,27839.710782411777,55171.81605259214
0.0,90,10,26301.42379417711,24119.72387425978,10,105679.56335655799,0.0,2384000,57966.36155493767,0.0,105679.56335655799,57966.36155493767,90,0.0,26301.42379417711,57966.36155493767,24119.72387425978,57966.36155493767
0.0,91,10,34859.91136379877,856.4734481016006,10,113076.49703717674,0.0,2408000,80503.87828353935,0.0,113076.49703717674,80503.87828353935,91,0.0,34859.91136379877,80503.87828353935,856.4734481016006,80503.87828353935
0.0,92,10,26654.16972590827,15986.806983231716,10,103334.12930664711,0.0,2432000,53647.325315315466,0.0,103334.12930664711,53647.32531531547,92,0.0,26654.16972590827,53647.32531531547,15986.806983231716,53647.325315315466
0.0,93,10,18286.118223068035,48726.090900288094,10,101633.4649251388,0.0,2456000,74550.20394300298,0.0,101633.4649251388,74550.20394300298,93,0.0,18286.118223068035,74550.20394300298,48726.090900288094,74550.20394300298
0.0,94,10,22127.5358198025,29731.95644295962,10,106288.29542609592,0.0,2480000,74147.69007816934,0.0,106288.29542609592,74147.69007816935,94,0.0,22127.5358198025,74147.69007816935,29731.95644295962,74147.69007816934
0.0,95,10,29015.04415826173,22404.93029690881,10,107628.9141565248,0.0,2504000,54539.38962652561,0.0,107628.9141565248,54539.38962652561,95,0.0,29015.04415826173,54539.38962652561,22404.93029690881,54539.38962652561
0.0,96,10,27316.093788761125,15677.419590566391,10,95787.23720418908,0.0,2528000,71831.88895521165,0.0,95787.23720418908,71831.88895521162,96,0.0,27316.093788761125,71831.88895521162,15677.419590566391,71831.88895521165
0.0,97,10,33693.27216561898,15919.385921616498,10,113876.69669001474,0.0,2552000,66309.23287019244,0.0,113876.69669001474,66309.23287019246,97,0.0,33693.27216561898,66309.23287019246,15919.385921616498,66309.23287019244
0.0,98,10,22170.1897080361,38313.27145098639,10,107885.21073087162,0.0,2576000,69374.44806526676,0.0,107885.21073087162,69374.44806526674,98,0.0,22170.1897080361,69374.44806526674,38313.27145098639,69374.44806526676
0.0,99,10,20311.32902136491,41656.22909396873,10,107647.94314162967,0.0,2600000,82820.89517142602,0.0,107647.94314162967,82820.89517142602,99,0.0,20311.32902136491,82820.89517142602,41656.22909396873,82820.89517142602
