MetaTest/assembly-v1/TerminationRate,assembly-v1/MinReturn,assembly-v1/AverageReturn,Average/AverageReturn,MetaTest/Average/AverageReturn,policy/Entropy,MetaTest/Average/MaxReturn,Average/StdReturn,assembly-v1/MaxReturn,policy/LossAfter,assembly-v1/SuccessRate,Average/TerminationRate,policy/LossBefore,TotalEnvSteps,Average/Iteration,MetaTest/assembly-v1/SuccessRate,MetaTest/assembly-v1/NumEpisodes,MetaTest/assembly-v1/Iteration,MetaTest/Average/StdReturn,assembly-v1/StdReturn,Average/AverageDiscountedReturn,policy/KLBefore,MetaTest/assembly-v1/AverageReturn,assembly-v1/TerminationRate,MetaTest/assembly-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/assembly-v1/MaxReturn,MetaTest/Average/SuccessRate,Average/MinReturn,assembly-v1/AverageDiscountedReturn,Average/NumEpisodes,Average/MaxReturn,MetaTest/assembly-v1/StdReturn,MetaTest/Average/Iteration,Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/NumEpisodes,policy/dLoss,MetaTest/Average/TerminationRate,policy/KL,assembly-v1/Iteration,assembly-v1/NumEpisodes,MetaTest/assembly-v1/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance
,-38.85888779629361,-25.636705321942276,-25.636705321942276,,5.5876303,,4.537869163409294,-16.749264598033523,-0.0031754128,0.0,0.0,0.0008408916,340000,16,,,,,4.537869163409294,-10.549610594363509,0.0,,0.0,,,,,-38.85888779629361,-10.549610594363509,100,-16.749264598033523,,,0.0,,,0.0040163044,,0.009626053,16,100,,0.23407153505493994
,-41.300199098605574,-25.627174987022105,-25.627174987022105,,5.5835643,,4.812699838561363,-18.031231572009897,-0.008457906,0.0,0.0,-0.00450285,360000,17,,,,,4.812699838561363,-10.492721629033596,0.0,,0.0,,,,,-41.300199098605574,-10.492721629033596,100,-18.031231572009897,,,0.0,,,0.0039550555,,0.011012761,17,100,,0.2610606752727819
,-45.08321493918168,-25.060270921557372,-25.060270921557372,,5.5739284,,4.632963328969779,-11.24429769822563,-0.0044319504,0.0,0.0,-0.0028262604,380000,18,,,,,4.632963328969779,-10.2975503187138,0.0,,0.0,,,,,-45.08321493918168,-10.2975503187138,100,-11.24429769822563,,,0.0,,,0.00160569,,0.009123039,18,100,,0.2771010468834375
,-37.15547405981776,-24.331262122019197,-24.331262122019197,,5.5705104,,3.5873105877173375,-16.464765392904432,-0.0043124235,0.0,0.0,-0.0044242744,400000,19,,,,,3.5873105877173375,-10.07077159754155,0.0,,0.0,,,,,-37.15547405981776,-10.07077159754155,100,-16.464765392904432,,,0.0,,,-0.00011185091,,0.0052995514,19,100,,0.23109133883411304
0.0,-38.82898280264361,-24.827618398512822,-24.827618398512822,-25.047219726882197,5.5602345,-20.7988315102112,4.603499835402477,-17.48713076257198,-0.0014833062,0.0,0.0,0.0008567337,420000,20,0.0,10,2,2.9627052510398695,4.603499835402477,-10.023469808226293,0.0,-25.047219726882197,0.0,-29.884070331747942,-25.047219726882194,-20.7988315102112,0.0,-38.82898280264361,-10.023469808226293,100,-17.48713076257198,2.9627052510398695,2,0.0,-29.884070331747942,10,0.00234004,0.0,0.012875882,20,100,-25.047219726882194,0.2536752718098506
,-44.51653424679778,-25.951915680295734,-25.951915680295734,,5.5404124,,5.318899653322986,-13.537202219054606,0.0039499397,0.0,0.0,0.006636224,440000,21,,,,,5.318899653322986,-10.506746984924332,0.0,,0.0,,,,,-44.51653424679778,-10.506746984924332,100,-13.537202219054606,,,0.0,,,0.0026862845,,0.014201694,21,100,,0.29421499103168314
,-38.42391279356553,-24.20258656652736,-24.20258656652736,,5.5256577,,3.954069600649517,-17.48753579350569,0.0027806854,0.0,0.0,-0.00042709656,460000,22,,,,,3.954069600649517,-9.959817627860446,0.0,,0.0,,,,,-38.42391279356553,-9.959817627860446,100,-17.48753579350569,,,0.0,,,-0.003207782,,0.008603253,22,100,,0.21627059135816473
,-38.27199135537434,-23.88907547409152,-23.88907547409152,,5.506485,,4.786715626044701,-16.34436392550159,-0.002907582,0.0,0.0,-0.0058821505,480000,23,,,,,4.786715626044701,-9.846864070926946,0.0,,0.0,,,,,-38.27199135537434,-9.846864070926946,100,-16.34436392550159,,,0.0,,,-0.0029745684,,0.010144721,23,100,,0.2926599275834698
,-35.37390704277274,-23.456886196679132,-23.456886196679132,,5.490903,,3.7283812678779547,-17.266749806635474,0.0033155747,0.0,0.0,0.001166626,500000,24,,,,,3.7283812678779547,-9.720257921290077,0.0,,0.0,,,,,-35.37390704277274,-9.720257921290077,100,-17.266749806635474,,,0.0,,,-0.0021489486,,0.006155534,24,100,,0.21862272315883002
,-35.62006605522499,-24.107975817479254,-24.107975817479254,,5.473704,,3.861880490912629,-17.268374427944373,-0.00019409027,0.0,0.0,-0.0003559349,520000,25,,,,,3.861880490912629,-9.885566709367163,0.0,,0.0,,,,,-35.62006605522499,-9.885566709367163,100,-17.268374427944373,,,0.0,,,-0.00016184463,,0.007920959,25,100,,0.23046108205075555
,-37.690783641515786,-24.34654470700439,-24.34654470700439,,5.459763,,4.023360886096139,-15.512573117123226,-0.001080519,0.0,0.0,-0.0014724968,540000,26,,,,,4.023360886096139,-9.924531316510135,0.0,,0.0,,,,,-37.690783641515786,-9.924531316510135,100,-15.512573117123226,,,0.0,,,-0.00039197772,,0.014248993,26,100,,0.2514463729101848
,-33.4477408017254,-22.753460932100612,-22.753460932100612,,5.4503756,,3.1810369587180958,-16.457281122471933,-0.0016786132,0.0,0.0,-0.0016023773,560000,27,,,,,3.1810369587180958,-9.652469752332545,0.0,,0.0,,,,,-33.4477408017254,-9.652469752332545,100,-16.457281122471933,,,0.0,,,7.623597e-05,,0.005946213,27,100,,0.21078517092849558
,-34.56099256266207,-22.66651116591224,-22.66651116591224,,5.4413505,,4.099587902512464,-16.448218166497817,0.0014101105,0.0,0.0,0.00069861603,580000,28,,,,,4.099587902512464,-9.505873309694797,0.0,,0.0,,,,,-34.56099256266207,-9.505873309694797,100,-16.448218166497817,,,0.0,,,-0.0007114945,,0.006990779,28,100,,0.22430320765799938
,-33.46249615846561,-21.94058623411696,-21.94058623411696,,5.430122,,3.782055692838327,-14.84960742959888,5.3628923e-05,0.0,0.0,0.000455249,600000,29,,,,,3.782055692838327,-9.085522077339947,0.0,,0.0,,,,,-33.46249615846561,-9.085522077339947,100,-14.84960742959888,,,0.0,,,0.00040162008,,0.007972377,29,100,,0.2575869965705865
0.0,-30.52866839224442,-22.11287480166662,-22.11287480166662,-21.941199974365833,5.411947,-17.379893617467527,3.2142976497468476,-15.27212099341081,0.0042674625,0.0,0.0,0.001218613,620000,30,0.0,10,3,3.0854826583076806,3.2142976497468476,-9.2958772498818,0.0,-21.941199974365833,0.0,-27.259812093298507,-21.941199974365833,-17.379893617467527,0.0,-30.52866839224442,-9.2958772498818,100,-15.27212099341081,3.0854826583076806,3,0.0,-27.259812093298507,10,-0.0030488495,0.0,0.008826978,30,100,-21.941199974365833,0.2696275932635358
,-31.48264639370955,-21.95916015267348,-21.95916015267348,,5.3895106,,3.417193339599156,-14.857554006827234,-0.0007968811,0.0,0.0,-0.0035094437,640000,31,,,,,3.417193339599156,-9.12823726269505,0.0,,0.0,,,,,-31.48264639370955,-9.12823726269505,100,-14.857554006827234,,,0.0,,,-0.0027125627,,0.0122282775,31,100,,0.2827219532377282
,-27.265114757836393,-20.57405968577601,-20.57405968577601,,5.371955,,2.9378198929818433,-14.692136196338774,0.0019922631,0.0,0.0,-0.00032180632,660000,32,,,,,2.9378198929818433,-8.697924357830665,0.0,,0.0,,,,,-27.265114757836393,-8.697924357830665,100,-14.692136196338774,,,0.0,,,-0.0023140695,,0.004583951,32,100,,0.23112286283894368
,-30.447509884756844,-20.13133765860992,-20.13133765860992,,5.352445,,2.996225440859493,-15.233062945559883,0.0062696976,0.0,0.0,0.0032804538,680000,33,,,,,2.996225440859493,-8.550409556983444,0.0,,0.0,,,,,-30.447509884756844,-8.550409556983444,100,-15.233062945559883,,,0.0,,,-0.0029892437,,0.006015071,33,100,,0.22642896870668028
,-27.275546874988965,-19.389819249627614,-19.389819249627614,,5.3221087,,2.688446246200082,-15.200122527017253,0.00871493,0.0,0.0,0.00069042284,700000,34,,,,,2.688446246200082,-8.3528315779606,0.0,,0.0,,,,,-27.275546874988965,-8.3528315779606,100,-15.200122527017253,,,0.0,,,-0.008024507,,0.0072255423,34,100,,0.24734960530337347
,-29.551743730217023,-19.59252648128467,-19.59252648128467,,5.2922873,,2.7955873497442005,-14.091953952154215,0.0056915055,0.0,0.0,-0.0010084969,720000,35,,,,,2.7955873497442005,-8.440889882981889,0.0,,0.0,,,,,-29.551743730217023,-8.440889882981889,100,-14.091953952154215,,,0.0,,,-0.0067000026,,0.0145002855,35,100,,0.2099400030692532
,-27.770143947584916,-18.47790742769035,-18.47790742769035,,5.270526,,2.111372614034791,-14.740741585683493,0.002887755,0.0,0.0,-0.0017739708,740000,36,,,,,2.111372614034791,-8.08182523299803,0.0,,0.0,,,,,-27.770143947584916,-8.08182523299803,100,-14.740741585683493,,,0.0,,,-0.004661726,,0.010164352,36,100,,0.26057600151518945
,-25.11521469075361,-18.22788964152761,-18.22788964152761,,5.2506022,,2.0460059936212422,-14.042354288936966,0.007461862,0.0,0.0,0.00090299494,760000,37,,,,,2.0460059936212422,-8.009783316415506,0.0,,0.0,,,,,-25.11521469075361,-8.009783316415506,100,-14.042354288936966,,,0.0,,,-0.006558867,,0.015577753,37,100,,0.21098240060704032
,-24.92053042329694,-18.3121000684804,-18.3121000684804,,5.2319083,,2.0881904660809965,-14.521945505182531,0.005153446,0.0,0.0,0.00070860557,780000,38,,,,,2.0881904660809965,-8.001835075260473,0.0,,0.0,,,,,-24.92053042329694,-8.001835075260473,100,-14.521945505182531,,,0.0,,,-0.0044448404,,0.012409757,38,100,,0.24879052972118731
,-24.76720040561253,-18.371658121977724,-18.371658121977724,,5.215951,,2.0967397152632743,-15.051817129139774,0.00481949,0.0,0.0,0.0003149147,800000,39,,,,,2.0967397152632743,-7.983465697690953,0.0,,0.0,,,,,-24.76720040561253,-7.983465697690953,100,-15.051817129139774,,,0.0,,,-0.0045045754,,0.013579457,39,100,,0.3025315737637282
0.0,-28.379848265463018,-18.202901709970085,-18.202901709970085,-18.351459879470376,5.193082,-15.961982979143933,2.3115473192044753,-14.134104594872571,0.00472208,0.0,0.0,0.00025968312,820000,40,0.0,10,4,1.691305055030127,2.3115473192044753,-7.908941359797184,0.0,-18.351459879470376,0.0,-21.793314229062457,-18.351459879470376,-15.961982979143933,0.0,-28.379848265463018,-7.908941359797184,100,-14.134104594872571,1.691305055030127,4,0.0,-21.793314229062457,10,-0.004462397,0.0,0.007946966,40,100,-18.351459879470376,0.30326149216502696
,-22.87166913444691,-17.6256143896111,-17.6256143896111,,5.1673193,,1.790942466270093,-13.782593123409049,0.0064805024,0.0,0.0,0.0009620367,840000,41,,,,,1.790942466270093,-7.787771190967456,0.0,,0.0,,,,,-22.87166913444691,-7.787771190967456,100,-13.782593123409049,,,0.0,,,-0.005518466,,0.007296162,41,100,,0.2576432162458494
,-22.54789851674502,-16.89371239667738,-16.89371239667738,,5.143426,,1.6645940827753583,-13.516143345522524,0.0076204096,0.0,0.0,0.0023687766,860000,42,,,,,1.6645940827753583,-7.491041417622424,0.0,,0.0,,,,,-22.54789851674502,-7.491041417622424,100,-13.516143345522524,,,0.0,,,-0.005251633,,0.01026396,42,100,,0.24946278440310687
,-21.592517140626637,-16.502351199207848,-16.502351199207848,,5.121797,,1.5064785071997306,-13.744830782352969,0.007112027,0.0,0.0,0.0017905907,880000,43,,,,,1.5064785071997306,-7.42214047923247,0.0,,0.0,,,,,-21.592517140626637,-7.42214047923247,100,-13.744830782352969,,,0.0,,,-0.0053214366,,0.006266797,43,100,,0.25325403326750184
,-19.9059426530965,-16.17513514944303,-16.17513514944303,,5.099507,,1.3230185542619697,-13.344121346381932,0.007672697,0.0,0.0,0.0017437858,900000,44,,,,,1.3230185542619697,-7.337132949994867,0.0,,0.0,,,,,-19.9059426530965,-7.337132949994867,100,-13.344121346381932,,,0.0,,,-0.0059289113,,0.0052309027,44,100,,0.2624404936367982
,-19.975369605729643,-16.051506873357148,-16.051506873357148,,5.07324,,1.3114382607685091,-13.096616656196176,0.007337307,0.0,0.0,0.00047057457,920000,45,,,,,1.3114382607685091,-7.286867451066257,0.0,,0.0,,,,,-19.975369605729643,-7.286867451066257,100,-13.096616656196176,,,0.0,,,-0.0068667326,,0.010177866,45,100,,0.25210258834253985
,-22.021851826153654,-15.530465847086196,-15.530465847086196,,5.0461283,,1.4927389520435626,-12.698905016154923,0.011953877,0.0,0.0,0.0022888505,940000,46,,,,,1.4927389520435626,-7.028722390701429,0.0,,0.0,,,,,-22.021851826153654,-7.028722390701429,100,-12.698905016154923,,,0.0,,,-0.009665027,,0.012316774,46,100,,0.2791663295013822
,-21.463925298170466,-16.179719716619694,-16.179719716619694,,5.0228376,,1.5221319909229933,-13.256395006966466,0.0055602416,0.0,0.0,0.0005908989,960000,47,,,,,1.5221319909229933,-7.299025558290777,0.0,,0.0,,,,,-21.463925298170466,-7.299025558290777,100,-13.256395006966466,,,0.0,,,-0.0049693426,,0.010777684,47,100,,0.23854252369868356
,-20.209627083468828,-15.945001504626367,-15.945001504626367,,4.997266,,1.3945441549113793,-13.476931565677777,0.0083506275,0.0,0.0,0.0007366699,980000,48,,,,,1.3945441549113793,-7.158328105589249,0.0,,0.0,,,,,-20.209627083468828,-7.158328105589249,100,-13.476931565677777,,,0.0,,,-0.0076139574,,0.010333725,48,100,,0.19604810296873432
,-19.566112550740936,-15.653968893273504,-15.653968893273504,,4.9696093,,1.49152904416902,-13.36131591688213,0.008795661,0.0,0.0,0.0017891554,1000000,49,,,,,1.49152904416902,-6.9893707280655155,0.0,,0.0,,,,,-19.566112550740936,-6.9893707280655155,100,-13.36131591688213,,,0.0,,,-0.0070065055,,0.0068469383,49,100,,0.21964924502960814
0.0,-20.61949451020884,-14.955608301029606,-14.955608301029606,-15.780075089699315,4.9482036,-14.231185569504461,1.3185836028194908,-12.634717432242786,0.009245321,0.0,0.0,0.0006225151,1020000,50,0.0,10,5,0.7618072598921729,1.3185836028194908,-6.765367931408139,0.0,-15.780075089699315,0.0,-16.578034611624208,-15.780075089699324,-14.231185569504461,0.0,-20.61949451020884,-6.765367931408139,100,-12.634717432242786,0.7618072598921729,5,0.0,-16.578034611624208,10,-0.0086228065,0.0,0.011536096,50,100,-15.780075089699324,0.3199854887120389
,-23.461340553481463,-15.746750548241065,-15.746750548241065,,4.93245,,1.7780740868055276,-12.896048681636064,0.002035531,0.0,0.0,0.00061898463,1040000,51,,,,,1.7780740868055276,-7.095505884791841,0.0,,0.0,,,,,-23.461340553481463,-7.095505884791841,100,-12.896048681636064,,,0.0,,,-0.0014165463,,0.014254455,51,100,,0.1510617052615083
,-17.91289721554822,-14.90337014498624,-14.90337014498624,,4.9129295,,1.0364299694979247,-12.718155851357134,0.0037547532,0.0,0.0,-0.0009849434,1060000,52,,,,,1.0364299694979247,-6.701107980371097,0.0,,0.0,,,,,-17.91289721554822,-6.701107980371097,100,-12.718155851357134,,,0.0,,,-0.0047396966,,0.005997911,52,100,,0.3247194306034109
,-18.066499868084563,-14.482214717880739,-14.482214717880739,,4.889869,,0.9648884135098916,-12.72079638008247,0.008226163,0.0,0.0,0.0015699087,1080000,53,,,,,0.9648884135098916,-6.550548608592713,0.0,,0.0,,,,,-18.066499868084563,-6.550548608592713,100,-12.72079638008247,,,0.0,,,-0.006656254,,0.0075162887,53,100,,0.3741506267423077
,-17.493513962406283,-14.47331158854359,-14.47331158854359,,4.8673277,,0.9641323335721566,-12.7528453194095,0.014749068,0.0,0.0,0.0016705574,1100000,54,,,,,0.9641323335721566,-6.534973739851141,0.0,,0.0,,,,,-17.493513962406283,-6.534973739851141,100,-12.7528453194095,,,0.0,,,-0.013078511,,0.032834057,54,100,,0.23293384725447264
,-18.755454795835877,-15.893285951058672,-15.893285951058672,,4.847371,,1.3443674667694343,-13.226438890846612,0.005081843,0.0,0.0,0.0002302185,1120000,55,,,,,1.3443674667694343,-6.904980551049938,0.0,,0.0,,,,,-18.755454795835877,-6.904980551049938,100,-13.226438890846612,,,0.0,,,-0.004851625,,0.02488558,55,100,,0.314919636566241
,-20.329335346284118,-16.030095564175245,-16.030095564175245,,4.829541,,1.3433961849047225,-13.473298334691513,0.002302166,0.0,0.0,-0.0005921539,1140000,56,,,,,1.3433961849047225,-7.23799051312882,0.0,,0.0,,,,,-20.329335346284118,-7.23799051312882,100,-13.473298334691513,,,0.0,,,-0.00289432,,0.01442811,56,100,,0.19735643527742575
,-20.88304760560228,-15.921404339256467,-15.921404339256467,,4.8131027,,1.5492443049926843,-13.467705995151462,0.0032468147,0.0,0.0,0.001202865,1160000,57,,,,,1.5492443049926843,-7.010683889551155,0.0,,0.0,,,,,-20.88304760560228,-7.010683889551155,100,-13.467705995151462,,,0.0,,,-0.0020439497,,0.01018669,57,100,,0.3330310004665814
,-18.93513332520142,-15.626902630486304,-15.626902630486304,,4.7941003,,1.3016007438834514,-12.543097071624269,0.005268977,0.0,0.0,0.0011317139,1180000,58,,,,,1.3016007438834514,-7.081573419138517,0.0,,0.0,,,,,-18.93513332520142,-7.081573419138517,100,-12.543097071624269,,,0.0,,,-0.004137263,,0.01064616,58,100,,0.24101007505682726
,-18.384338016712338,-15.03856345866378,-15.03856345866378,,4.7714925,,1.3364225454862202,-12.50635672255186,0.0069402894,0.0,0.0,0.0014761045,1200000,59,,,,,1.3364225454862202,-6.759910861245653,0.0,,0.0,,,,,-18.384338016712338,-6.759910861245653,100,-12.50635672255186,,,0.0,,,-0.005464185,,0.005414092,59,100,,0.277378800073517
0.0,-19.110199210959248,-14.859135939192667,-14.859135939192667,-15.419961677961297,4.7505045,-13.41868304281553,1.1809767034197498,-12.888593135837056,0.005775879,0.0,0.0,0.00046797123,1220000,60,0.0,10,6,1.384642163952784,1.1809767034197498,-6.726232183336499,0.0,-15.419961677961297,0.0,-18.24304658935071,-15.419961677961297,-13.41868304281553,0.0,-19.110199210959248,-6.726232183336499,100,-12.888593135837056,1.384642163952784,6,0.0,-18.24304658935071,10,-0.0053079077,0.0,0.004265785,60,100,-15.419961677961297,0.21765175244171675
,-18.120576959264223,-14.595866254556555,-14.595866254556555,,4.7295313,,1.114840011206673,-12.20752951879049,0.0053272275,0.0,0.0,0.00087329635,1240000,61,,,,,1.114840011206673,-6.59482728174545,0.0,,0.0,,,,,-18.120576959264223,-6.59482728174545,100,-12.20752951879049,,,0.0,,,-0.004453931,,0.006640042,61,100,,0.386050292349298
,-16.2638389111295,-14.08469143206358,-14.08469143206358,,4.7125854,,0.8890197393879904,-12.344318833127176,0.005329289,0.0,0.0,0.00078551046,1260000,62,,,,,0.8890197393879904,-6.4009588304748215,0.0,,0.0,,,,,-16.2638389111295,-6.4009588304748215,100,-12.344318833127176,,,0.0,,,-0.0045437785,,0.010687658,62,100,,0.454023069994988
,-17.459472346367704,-13.851974533780313,-13.851974533780313,,4.6951113,,0.9709171262374118,-12.117902079608433,0.0059516816,0.0,0.0,0.001513155,1280000,63,,,,,0.9709171262374118,-6.283122679019646,0.0,,0.0,,,,,-17.459472346367704,-6.283122679019646,100,-12.117902079608433,,,0.0,,,-0.004438527,,0.0062293164,63,100,,0.36438174102165655
,-15.585687563555805,-13.410929087072898,-13.410929087072898,,4.6766896,,0.8160856955458128,-11.547286465164076,0.008178317,0.0,0.0,0.0013091585,1300000,64,,,,,0.8160856955458128,-6.121539643972171,0.0,,0.0,,,,,-15.585687563555805,-6.121539643972171,100,-11.547286465164076,,,0.0,,,-0.0068691587,,0.017840534,64,100,,0.4349388855121933
,-18.61868542947595,-13.769804066657889,-13.769804066657889,,4.655984,,1.1249287212454844,-11.884624585966629,0.0062952517,0.0,0.0,0.00020542565,1320000,65,,,,,1.1249287212454844,-6.256505975208614,0.0,,0.0,,,,,-18.61868542947595,-6.256505975208614,100,-11.884624585966629,,,0.0,,,-0.006089826,,0.0036501456,65,100,,0.22166719732661266
