policy/Entropy,MetaTest/door-close-v1/StdReturn,MetaTest/door-close-v1/NumEpisodes,policy/LossBefore,MetaTest/Average/AverageDiscountedReturn,MetaTest/door-close-v1/AverageDiscountedReturn,door-close-v1/AverageReturn,policy/KLBefore,MetaTest/door-close-v1/AverageReturn,MetaTest/Average/TerminationRate,door-close-v1/MinReturn,MetaTest/Average/SuccessRate,Average/MinReturn,policy/dLoss,Average/AverageReturn,MetaTest/door-close-v1/TerminationRate,door-close-v1/NumEpisodes,LinearFeatureBaseline/ExplainedVariance,policy/LossAfter,door-close-v1/MaxReturn,door-close-v1/Iteration,Average/StdReturn,Average/AverageDiscountedReturn,door-close-v1/SuccessRate,MetaTest/door-close-v1/MaxReturn,door-close-v1/StdReturn,TotalEnvSteps,Average/Iteration,Average/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/door-close-v1/MinReturn,MetaTest/door-close-v1/SuccessRate,MetaTest/door-close-v1/Iteration,Average/TerminationRate,MetaTest/Average/Iteration,policy/KL,Average/NumEpisodes,door-close-v1/AverageDiscountedReturn,Average/SuccessRate,door-close-v1/TerminationRate,MetaTest/Average/AverageReturn
5.683396,9.326111903596079,10,-0.028345281,-78.38269036316174,-78.38269036316174,-78.58072136296786,0.0,-78.38269036316173,0.0,-103.93308412359103,0.0,-103.93308412359103,0.022028198,-78.58072136296786,0.0,100,0.565852437905829,-0.05037348,-55.870701157567154,0,9.485795647122679,-30.696642005019513,0.0,-65.72150558798002,9.485795647122679,20000,0,-55.870701157567154,-65.72150558798002,9.326111903596079,10,-92.12527211928156,-92.12527211928156,0.0,0,0.0,0,0.0058705597,100,-30.696642005019513,0.0,0.0,-78.38269036316173
5.6939387,,,-0.01604681,,,-68.52588173131748,0.0,,,-94.39917997789068,,-94.39917997789068,0.022108864,-68.52588173131748,,100,0.6376012992290131,-0.038155675,-41.64798922591014,1,9.381454173499261,-27.464197218903024,0.0,,9.381454173499261,40000,1,-41.64798922591014,,,,,,,,0.0,,0.020252047,100,-27.464197218903024,0.0,0.0,
5.6867213,,,0.0027806885,,,-50.417149164601234,0.0,,,-73.81659321934836,,-73.81659321934836,0.016866803,-50.417149164601234,,100,0.2735905249820303,-0.014086114,78.42921203228673,2,15.397485551262948,-22.075972789241277,0.07,,15.397485551262948,60000,2,78.42921203228673,,,,,,,,0.0,,0.024403492,100,-22.075972789241277,0.07,0.0,
5.6726766,,,0.01923866,,,-41.04436167445602,0.0,,,-81.48550959245931,,-81.48550959245931,0.015116526,-41.04436167445602,,100,0.14477777818537307,0.0041221343,142.90797666727812,3,21.825801687680343,-18.757120640800714,0.15,,21.825801687680343,80000,3,142.90797666727812,,,,,,,,0.0,,0.011492549,100,-18.757120640800714,0.15,0.0,
5.6674623,,,-0.108317725,,,-32.10325511875241,0.0,,,-102.07225134674566,,-102.07225134674566,0.13855147,-32.10325511875241,,100,0.10922088406053543,-0.24686919,1296.0220566574528,4,138.4112579391842,-16.36254734228073,0.39,,138.4112579391842,100000,4,1296.0220566574528,,,,,,,,0.0,,0.006924818,100,-16.36254734228073,0.39,0.0,
5.6976595,,,0.4058795,,,12.76356585597176,0.0,,,-78.1293233064377,,-78.1293233064377,0.6914482,12.76356585597176,,100,0.20056863101575417,-0.28556874,5533.797161870333,5,555.2917552201238,-5.238570645302291,0.27,,555.2917552201238,120000,5,5533.797161870333,,,,,,,,0.0,,0.007563572,100,-5.238570645302291,0.27,0.0,
5.6953883,,,-0.01666753,,,-25.022311238665683,0.0,,,-61.21031732017577,,-61.21031732017577,0.06431343,-25.022311238665683,,100,0.15560852729702923,-0.08098096,793.2273218072968,6,105.38317537624141,-13.763537063390254,0.21,,105.38317537624141,140000,6,793.2273218072968,,,,,,,,0.0,,0.011078705,100,-13.763537063390254,0.21,0.0,
5.681918,,,0.071507156,,,-44.5790556019121,0.0,,,-92.02021660810504,,-92.02021660810504,0.009719703,-44.5790556019121,,100,0.14438641432395793,0.061787453,409.4327122041639,7,52.91715300433681,-16.147506044473474,0.45,,52.91715300433681,160000,7,409.4327122041639,,,,,,,,0.0,,0.009726374,100,-16.147506044473474,0.45,0.0,
5.671674,,,0.028834896,,,-44.212867288574245,0.0,,,-88.06702462866016,,-88.06702462866016,0.0051254965,-44.212867288574245,,100,0.1494245415927401,0.0237094,151.9827006459834,8,23.25035865685766,-17.74681685291791,0.31,,23.25035865685766,180000,8,151.9827006459834,,,,,,,,0.0,,0.0013899367,100,-17.74681685291791,0.31,0.0,
5.664811,,,-0.041960936,,,-5.802955789529178,0.0,,,-82.82663328857849,,-82.82663328857849,0.29105622,-5.802955789529178,,100,0.1845785062194527,-0.33301714,3043.886854066999,9,312.65220559572253,-5.669439260568687,0.22,,312.65220559572253,200000,9,3043.886854066999,,,,,,,,0.0,,0.008220639,100,-5.669439260568687,0.22,0.0,
