MetaTest/Average/MinReturn,MetaTest/handle-press-v1/AverageDiscountedReturn,MetaTest/handle-press-v1/MinReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/handle-press-v1/StdReturn,MetaTest/Average/StdReturn,MetaTest/handle-press-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/handle-press-v1/TerminationRate,MetaTest/handle-press-v1/SuccessRate,MetaTest/handle-press-v1/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-press-v1/Iteration,MetaTest/handle-press-v1/NumTrajs
-105.5395431341742,139.9743742993906,-105.5395431341742,139.9743742993906,896000,340.8532836258996,340.8532836258996,139.9743742993906,28,0.0,0.0,871.7901621179994,0.0,871.7901621179994,10,0.0,139.9743742993906,28,10
-107.18119130384333,192.9259731549766,-107.18119130384333,192.92597315497645,920000,430.9514086772359,430.9514086772359,192.92597315497645,29,0.0,0.0,1116.7914994880798,0.0,1116.7914994880798,10,0.0,192.9259731549766,29,10
-106.74404968230726,177.48225859457108,-106.74404968230726,177.482258594571,944000,534.6473179391834,534.6473179391834,177.482258594571,30,0.0,0.0,1362.713754288357,0.0,1362.713754288357,10,0.0,177.48225859457108,30,10
-111.75909118732618,199.6092000437717,-111.75909118732618,199.60920004377172,968000,498.17758218038404,498.17758218038404,199.60920004377172,31,0.0,0.0,1369.4955471027931,0.0,1369.4955471027931,10,0.0,199.6092000437717,31,10
-108.70630282985017,173.34142022859703,-108.70630282985017,173.3414202285971,992000,439.01698211033755,439.01698211033755,173.3414202285971,32,0.0,0.0,1126.5927097702972,0.0,1126.5927097702972,10,0.0,173.34142022859703,32,10
-106.79614351383847,510.17513269646054,-106.79614351383847,510.17513269646054,1016000,638.5798721696375,638.5798721696375,510.17513269646054,33,0.0,0.0,1366.226565459088,0.0,1366.226565459088,10,0.0,510.17513269646054,33,10
-101.24011635501584,201.42688708276432,-101.24011635501584,201.4268870827641,1040000,493.80469326101877,493.80469326101877,201.4268870827641,34,0.0,0.0,1361.5838767419004,0.0,1361.5838767419004,10,0.0,201.42688708276432,34,10
-106.18127435045695,129.51137149520622,-106.18127435045695,129.51137149520633,1064000,466.92643869591893,466.92643869591893,129.51137149520633,35,0.0,0.0,1367.4872215864225,0.0,1367.4872215864225,10,0.0,129.51137149520622,35,10
-110.35195955670439,392.98091070757437,-110.35195955670439,392.9809107075744,1088000,633.8072613028118,633.8072613028118,392.9809107075744,36,0.0,0.0,1876.7366247215145,0.0,1876.7366247215145,10,0.0,392.98091070757437,36,10
-98.18433262522713,28.156050863616137,-98.18433262522713,28.156050863616183,1112000,205.6272125829642,205.6272125829642,28.156050863616183,37,0.0,0.0,469.06292466716235,0.0,469.06292466716235,10,0.0,28.156050863616137,37,10
-104.14751423349065,157.2241861809455,-104.14751423349065,157.2241861809456,1136000,441.93827796015387,441.93827796015387,157.2241861809456,38,0.0,0.0,1355.550886072185,0.0,1355.550886072185,10,0.0,157.2241861809455,38,10
-104.47191650477276,423.69623556900086,-104.47191650477276,423.696235569001,1160000,626.6686873654301,626.6686873654301,423.696235569001,39,0.0,0.0,1359.9699592916766,0.0,1359.9699592916766,10,0.0,423.69623556900086,39,10
-105.25629163532219,178.7491848719771,-105.25629163532219,178.74918487197706,1184000,421.54181578500857,421.54181578500857,178.74918487197706,40,0.0,0.0,1120.3617890428777,0.0,1120.3617890428777,10,0.0,178.7491848719771,40,10
-107.89360138698268,50.80425564238218,-107.89360138698268,50.804255642382124,1208000,359.1628487727523,359.1628487727523,50.804255642382124,41,0.0,0.0,1107.195083706997,0.0,1107.195083706997,10,0.0,50.80425564238218,41,10
-104.57571828246206,235.50851263273043,-104.57571828246206,235.50851263273051,1232000,654.6081876327743,654.6081876327743,235.50851263273051,42,0.0,0.0,1873.5710856066723,0.0,1873.5710856066723,10,0.0,235.50851263273043,42,10
-111.1890268994001,456.6634698510704,-111.1890268994001,456.6634698510704,1256000,686.1915904718128,686.1915904718128,456.6634698510704,43,0.0,0.0,1628.1979446419155,0.0,1628.1979446419155,10,0.0,456.6634698510704,43,10
-108.5597260406399,188.87971868019093,-108.5597260406399,188.87971868019082,1280000,457.69806866537033,457.69806866537033,188.87971868019082,44,0.0,0.0,1359.200478406304,0.0,1359.200478406304,10,0.0,188.87971868019093,44,10
-37.88088265360563,5880.75815183707,-37.88088265360563,5880.75815183707,1304000,6438.852806358445,6438.852806358445,5880.75815183707,45,0.0,0.0,20912.036067174355,0.0,20912.036067174355,10,0.0,5880.75815183707,45,10
104.61897031927185,30293.072177465376,104.61897031927185,30293.072177465376,1328000,23239.888207351312,23239.888207351312,30293.072177465376,46,0.0,0.0,55908.02853058187,0.0,55908.02853058187,10,0.0,30293.072177465376,46,10
43581.65281997719,57226.01732053536,43581.65281997719,57226.01732053536,1352000,13495.680166041708,13495.680166041708,57226.01732053536,47,0.0,0.0,86850.21415652499,0.0,86850.21415652499,10,0.0,57226.01732053536,47,10
-12.998377907689505,43380.77915609208,-12.998377907689505,43380.77915609209,1376000,15783.683729715776,15783.683729715776,43380.77915609209,48,0.0,0.0,63274.651244632514,0.0,63274.651244632514,10,0.0,43380.77915609208,48,10
-11.771457161474933,34237.8932328308,-11.771457161474933,34237.89323283081,1400000,36390.07088406614,36390.07088406614,34237.89323283081,49,0.0,0.0,105870.84531499361,0.0,105870.84531499361,10,0.0,34237.8932328308,49,10
-13.552028450074408,32026.467499509377,-13.552028450074408,32026.467499509366,1424000,27878.651675683923,27878.651675683923,32026.467499509366,50,0.0,0.0,80116.98313614956,0.0,80116.98313614956,10,0.0,32026.467499509377,50,10
-16.41313448326893,27942.64352121696,-16.41313448326893,27942.64352121696,1448000,22927.114891774043,22927.114891774043,27942.64352121696,51,0.0,0.0,55548.197144498634,0.0,55548.197144498634,10,0.0,27942.64352121696,51,10
-15.816550219574967,43136.21750804737,-15.816550219574967,43136.21750804737,1472000,42448.69552707966,42448.69552707966,43136.21750804737,52,0.0,0.0,125218.21361570626,0.0,125218.21361570626,10,0.0,43136.21750804737,52,10
-15.838973045386963,27513.476011596103,-15.838973045386963,27513.476011596103,1496000,39572.89302224683,39572.89302224683,27513.476011596103,53,0.0,0.0,124055.97986677568,0.0,124055.97986677568,10,0.0,27513.476011596103,53,10
-87.39866874515354,28609.37446841394,-87.39866874515354,28609.37446841393,1520000,35007.56769688585,35007.56769688585,28609.37446841393,54,0.0,0.0,110530.16921300809,0.0,110530.16921300809,10,0.0,28609.37446841394,54,10
1919.3972060713704,48164.51377267422,1919.3972060713704,48164.51377267424,1544000,37315.56090273584,37315.56090273584,48164.51377267424,55,0.0,0.4,111063.48980526447,0.0,111063.48980526447,10,0.4,48164.51377267422,55,10
-14.869467022364816,81458.99468183317,-14.869467022364816,81458.99468183317,1568000,79290.5269954976,79290.5269954976,81458.99468183317,56,0.0,0.3,207233.79595795315,0.0,207233.79595795315,10,0.3,81458.99468183317,56,10
1682.8734441295674,75057.93550400648,1682.8734441295674,75057.9355040065,1592000,57329.36981571102,57329.36981571102,75057.9355040065,57,0.0,0.2,182835.0836053343,0.0,182835.0836053343,10,0.2,75057.93550400648,57,10
1046.0587458698817,70859.52344395863,1046.0587458698817,70859.52344395863,1616000,47415.10743474244,47415.10743474244,70859.52344395863,58,0.0,0.1,140277.9000072425,0.0,140277.9000072425,10,0.1,70859.52344395863,58,10
1190.1642145893152,80683.8331082313,1190.1642145893152,80683.83310823127,1640000,75814.49523091754,75814.49523091754,80683.83310823127,59,0.0,0.2,235244.15343903837,0.0,235244.15343903837,10,0.2,80683.8331082313,59,10
-10.869072057331824,71017.29988844946,-10.869072057331824,71017.29988844947,1664000,47906.45432311812,47906.45432311812,71017.29988844947,60,0.0,0.3,168187.0580814002,0.0,168187.0580814002,10,0.3,71017.29988844946,60,10
19621.73896923855,85730.56265022432,19621.73896923855,85730.5626502243,1688000,59692.40797736694,59692.40797736694,85730.5626502243,61,0.0,0.3,231546.44080230405,0.0,231546.44080230405,10,0.3,85730.56265022432,61,10
-17.072633749053985,75408.26600010434,-17.072633749053985,75408.26600010434,1712000,62336.386326110915,62336.386326110915,75408.26600010434,62,0.0,0.1,224975.33673325743,0.0,224975.33673325743,10,0.1,75408.26600010434,62,10
2863.6640189846457,110035.24389893611,2863.6640189846457,110035.24389893611,1736000,81082.25181247649,81082.25181247649,110035.24389893611,63,0.0,0.3,247599.89503209683,0.0,247599.89503209683,10,0.3,110035.24389893611,63,10
26291.06420482626,81177.86095879134,26291.06420482626,81177.86095879134,1760000,37343.88193545646,37343.88193545646,81177.86095879134,64,0.0,0.2,150450.43730291075,0.0,150450.43730291075,10,0.2,81177.86095879134,64,10
43306.448141681285,74136.25860468255,43306.448141681285,74136.25860468255,1784000,32534.431270009987,32534.431270009987,74136.25860468255,65,0.0,0.1,142116.79567337636,0.0,142116.79567337636,10,0.1,74136.25860468255,65,10
-46.16057899087636,64697.770260722515,-46.16057899087636,64697.77026072255,1808000,87909.59875241698,87909.59875241698,64697.77026072255,66,0.0,0.3,247808.4540151127,0.0,247808.4540151127,10,0.3,64697.770260722515,66,10
-29.953183048447148,123981.4231076672,-29.953183048447148,123981.42310766716,1832000,89515.37604670487,89515.37604670487,123981.42310766716,67,0.0,0.4,264769.25360561855,0.0,264769.25360561855,10,0.4,123981.4231076672,67,10
-61.46572237296906,148030.99147009075,-61.46572237296906,148030.99147009078,1856000,70275.23699055762,70275.23699055762,148030.99147009078,68,0.0,0.8,246457.53886653733,0.0,246457.53886653733,10,0.8,148030.99147009075,68,10
61514.23990840395,124104.39659783132,61514.23990840395,124104.3965978313,1880000,51379.45823443698,51379.45823443698,124104.3965978313,69,0.0,0.3,222864.39459966254,0.0,222864.39459966254,10,0.3,124104.39659783132,69,10
32927.30271900963,108932.24641753433,32927.30271900963,108932.24641753435,1904000,55124.61133242283,55124.61133242283,108932.24641753435,70,0.0,0.4,195041.73862904595,0.0,195041.73862904595,10,0.4,108932.24641753433,70,10
59005.70686238506,105386.95991620298,59005.70686238506,105386.959916203,1928000,28316.807385523392,28316.807385523392,105386.959916203,71,0.0,0.1,177388.38326060673,0.0,177388.38326060673,10,0.1,105386.95991620298,71,10
-45.362091030594215,79151.24327132961,-45.362091030594215,79151.24327132963,1952000,65459.957528755855,65459.957528755855,79151.24327132963,72,0.0,0.3,205909.45739491054,0.0,205909.45739491054,10,0.3,79151.24327132961,72,10
14623.37561165565,163304.6044050652,14623.37561165565,163304.60440506518,1976000,63952.9100251152,63952.9100251152,163304.60440506518,73,0.0,0.8,253298.893533451,0.0,253298.893533451,10,0.8,163304.6044050652,73,10
75503.29384492102,158815.9179131181,75503.29384492102,158815.9179131181,2000000,60678.12990250891,60678.12990250891,158815.9179131181,74,0.0,0.5,247705.97458797356,0.0,247705.97458797356,10,0.5,158815.9179131181,74,10
76784.75507772366,121787.87820709003,76784.75507772366,121787.87820709008,2024000,26359.140997949315,26359.140997949315,121787.87820709008,75,0.0,0.3,166780.56640522857,0.0,166780.56640522857,10,0.3,121787.87820709003,75,10
36314.48962686078,127793.24246838826,36314.48962686078,127793.24246838826,2048000,49734.72229423893,49734.72229423893,127793.24246838826,76,0.0,0.3,220286.8385748352,0.0,220286.8385748352,10,0.3,127793.24246838826,76,10
54631.84238527672,124678.91067032373,54631.84238527672,124678.91067032373,2072000,44275.96068411333,44275.96068411333,124678.91067032373,77,0.0,0.6,201581.41451526395,0.0,201581.41451526395,10,0.6,124678.91067032373,77,10
13036.766683973201,148016.00197552115,13036.766683973201,148016.00197552115,2096000,77018.59993193646,77018.59993193646,148016.00197552115,78,0.0,0.6,260842.79069780273,0.0,260842.79069780273,10,0.6,148016.00197552115,78,10
2653.6529132038927,150284.7289291891,2653.6529132038927,150284.72892918912,2120000,81132.65377891857,81132.65377891857,150284.72892918912,79,0.0,0.7,245919.51109243013,0.0,245919.51109243013,10,0.7,150284.7289291891,79,10
5228.914279083779,144671.77769613985,5228.914279083779,144671.77769613988,2144000,73883.2925878068,73883.2925878068,144671.77769613988,80,0.0,0.6,237117.94310335687,0.0,237117.94310335687,10,0.6,144671.77769613985,80,10
-48.03600939112864,87823.83332945884,-48.03600939112864,87823.83332945881,2168000,98131.06931797856,98131.06931797856,87823.83332945881,81,0.0,0.4,256590.8349208769,0.0,256590.8349208769,10,0.4,87823.83332945884,81,10
-59.87141391281201,92883.90123415572,-59.87141391281201,92883.90123415568,2192000,105823.75241836083,105823.75241836083,92883.90123415568,82,0.0,0.4,270194.7195282323,0.0,270194.7195282323,10,0.4,92883.90123415572,82,10
-96.25072206435864,41043.67807726822,-96.25072206435864,41043.6780772682,2216000,52388.45019454943,52388.45019454943,41043.6780772682,83,0.0,0.3,130447.54833746304,0.0,130447.54833746304,10,0.3,41043.67807726822,83,10
2173.0332705919827,154214.61632251143,2173.0332705919827,154214.6163225115,2240000,94552.01077825204,94552.01077825204,154214.6163225115,84,0.0,0.9,302922.4788630056,0.0,302922.4788630056,10,0.9,154214.61632251143,84,10
104710.92531989957,173318.47193297005,104710.92531989957,173318.47193297,2264000,49990.563043132955,49990.563043132955,173318.47193297,85,0.0,0.7,288966.60128823714,0.0,288966.60128823714,10,0.7,173318.47193297005,85,10
2642.9318538528123,191986.42203999968,2642.9318538528123,191986.4220399997,2288000,93647.95545363246,93647.95545363246,191986.4220399997,86,0.0,0.9,301050.8458063297,0.0,301050.8458063297,10,0.9,191986.42203999968,86,10
4349.877998517358,142808.88554771358,4349.877998517358,142808.88554771364,2312000,105752.25467903816,105752.25467903816,142808.88554771364,87,0.0,0.8,301016.6942892052,0.0,301016.6942892052,10,0.8,142808.88554771358,87,10
5621.464718680882,101026.22243937601,5621.464718680882,101026.22243937597,2336000,81993.693018759,81993.693018759,101026.22243937597,88,0.0,0.6,211298.44210869563,0.0,211298.44210869563,10,0.6,101026.22243937601,88,10
1920.9700389589452,156074.51860923797,1920.9700389589452,156074.518609238,2360000,125174.7528792292,125174.7528792292,156074.518609238,89,0.0,0.7,298299.29530191456,0.0,298299.29530191456,10,0.7,156074.51860923797,89,10
11970.46868996732,86135.12262933265,11970.46868996732,86135.12262933259,2384000,110581.17844250472,110581.17844250472,86135.12262933259,90,0.0,0.3,306794.04702622606,0.0,306794.04702622606,10,0.3,86135.12262933265,90,10
-50.36050261902864,159211.17866910095,-50.36050261902864,159211.17866910095,2408000,111000.26435783367,111000.26435783367,159211.17866910095,91,0.0,0.7,310003.1860084025,0.0,310003.1860084025,10,0.7,159211.17866910095,91,10
46921.66225264406,194318.2461018574,46921.66225264406,194318.2461018574,2432000,121464.29115940031,121464.29115940031,194318.2461018574,92,0.0,0.6,319816.09672616306,0.0,319816.09672616306,10,0.6,194318.2461018574,92,10
18323.961307284513,237392.3665516036,18323.961307284513,237392.3665516036,2456000,87772.29975664936,87772.29975664936,237392.3665516036,93,0.0,0.9,307349.05280639254,0.0,307349.05280639254,10,0.9,237392.3665516036,93,10
39896.248525783114,195067.47707410232,39896.248525783114,195067.4770741022,2480000,116141.2560743917,116141.2560743917,195067.4770741022,94,0.0,0.6,318034.4138301651,0.0,318034.4138301651,10,0.6,195067.47707410232,94,10
12447.571570118163,92892.51565756387,12447.571570118163,92892.51565756385,2504000,63669.72979830223,63669.72979830223,92892.51565756385,95,0.0,0.4,252901.66485359307,0.0,252901.66485359307,10,0.4,92892.51565756387,95,10
19004.17046029911,142104.8404434472,19004.17046029911,142104.84044344723,2528000,109300.70403382735,109300.70403382735,142104.84044344723,96,0.0,0.5,310126.9057187716,0.0,310126.9057187716,10,0.5,142104.8404434472,96,10
36726.00371668467,146589.4721546976,36726.00371668467,146589.4721546976,2552000,110600.72437182855,110600.72437182855,146589.4721546976,97,0.0,0.5,313539.63903779234,0.0,313539.63903779234,10,0.5,146589.4721546976,97,10
46627.911479000104,143866.2034094426,46627.911479000104,143866.20340944262,2576000,67521.0818409986,67521.0818409986,143866.20340944262,98,0.0,0.8,264768.95918029535,0.0,264768.95918029535,10,0.8,143866.2034094426,98,10
31750.543899284512,197766.79213247777,31750.543899284512,197766.79213247777,2600000,97627.37192292658,97627.37192292658,197766.79213247777,99,0.0,0.8,316345.2280276525,0.0,316345.2280276525,10,0.8,197766.79213247777,99,10
18343.583168515208,174155.42154781744,18343.583168515208,174155.42154781744,2624000,92791.69772385906,92791.69772385906,174155.42154781744,100,0.0,0.6,287343.6112939424,0.0,287343.6112939424,10,0.6,174155.42154781744,100,10
40826.998264765105,162143.07336286886,40826.998264765105,162143.07336286886,2648000,79753.29381905755,79753.29381905755,162143.07336286886,101,0.0,0.8,310320.9694111966,0.0,310320.9694111966,10,0.8,162143.07336286886,101,10
48268.80335501972,165759.1393144779,48268.80335501972,165759.13931447794,2672000,85960.91094813791,85960.91094813791,165759.13931447794,102,0.0,0.7,312766.06739040604,0.0,312766.06739040604,10,0.7,165759.1393144779,102,10
56796.65763935695,189267.9911961398,56796.65763935695,189267.99119613983,2696000,90320.16091944101,90320.16091944101,189267.99119613983,103,0.0,0.7,307403.20930068276,0.0,307403.20930068276,10,0.7,189267.9911961398,103,10
-106.54347144609537,79793.11741354744,-106.54347144609537,79793.11741354746,2720000,112727.21232240972,112727.21232240972,79793.11741354746,104,0.0,0.3,303956.15698532,0.0,303956.15698532,10,0.3,79793.11741354744,104,10
46279.48790092276,163029.54132388692,46279.48790092276,163029.541323887,2744000,76257.42760510305,76257.42760510305,163029.541323887,105,0.0,0.8,253738.81238308994,0.0,253738.81238308994,10,0.8,163029.54132388692,105,10
43964.90847906783,165520.39865745485,43964.90847906783,165520.39865745488,2768000,97437.26953127651,97437.26953127651,165520.39865745488,106,0.0,0.5,311809.1358242422,0.0,311809.1358242422,10,0.5,165520.39865745485,106,10
33101.143292489774,134959.65052625252,33101.143292489774,134959.65052625252,2792000,105387.68884985425,105387.68884985425,134959.65052625252,107,0.0,0.6,312049.5987036589,0.0,312049.5987036589,10,0.6,134959.65052625252,107,10
1448.2002069086575,89886.08066843392,1448.2002069086575,89886.08066843393,2816000,83808.3913027217,83808.3913027217,89886.08066843393,108,0.0,0.2,312409.41198198806,0.0,312409.41198198806,10,0.2,89886.08066843392,108,10
47289.06304901171,220955.51284104973,47289.06304901171,220955.51284104973,2840000,77235.00563144084,77235.00563144084,220955.51284104973,109,0.0,0.9,311581.6807343128,0.0,311581.6807343128,10,0.9,220955.51284104973,109,10
47232.73841190806,235218.65480846324,47232.73841190806,235218.65480846315,2864000,97160.75773779704,97160.75773779704,235218.65480846315,110,0.0,0.9,311368.4322541652,0.0,311368.4322541652,10,0.9,235218.65480846324,110,10
160326.35897915994,258709.343534307,160326.35897915994,258709.34353430703,2888000,53872.51569798025,53872.51569798025,258709.34353430703,111,0.0,1.0,311435.8166564604,0.0,311435.8166564604,10,1.0,258709.343534307,111,10
45376.47910507689,234828.60744998316,45376.47910507689,234828.6074499831,2912000,79740.69096139922,79740.69096139922,234828.6074499831,112,0.0,0.9,308191.562726313,0.0,308191.562726313,10,0.9,234828.60744998316,112,10
21448.238447300708,204248.182125452,21448.238447300708,204248.18212545197,2936000,105279.32914955905,105279.32914955905,204248.18212545197,113,0.0,0.9,322116.7627519685,0.0,322116.7627519685,10,0.9,204248.182125452,113,10
37778.1234622249,205095.74514680845,37778.1234622249,205095.7451468085,2960000,93563.79271037073,93563.79271037073,205095.7451468085,114,0.0,0.8,310158.0560668188,0.0,310158.0560668188,10,0.8,205095.74514680845,114,10
38598.340716590006,104951.73241864082,38598.340716590006,104951.73241864087,2984000,79960.5103781445,79960.5103781445,104951.73241864087,115,0.0,0.4,306207.671319935,0.0,306207.671319935,10,0.4,104951.73241864082,115,10
26806.490965841924,138322.29176648546,26806.490965841924,138322.29176648543,3008000,49522.26858826421,49522.26858826421,138322.29176648543,116,0.0,0.9,183973.15495722607,0.0,183973.15495722607,10,0.9,138322.29176648546,116,10
38703.82153567589,160368.05324592124,38703.82153567589,160368.0532459212,3032000,110196.90802805343,110196.90802805343,160368.0532459212,117,0.0,0.6,311546.3502388394,0.0,311546.3502388394,10,0.6,160368.05324592124,117,10
194600.3803432103,279373.1024426691,194600.3803432103,279373.1024426691,3056000,34183.335854333716,34183.335854333716,279373.1024426691,118,0.0,1.0,313886.82100584864,0.0,313886.82100584864,10,1.0,279373.1024426691,118,10
45624.039196633705,235406.87983499846,45624.039196633705,235406.87983499846,3080000,84962.46702561037,84962.46702561037,235406.87983499846,119,0.0,0.9,315865.83238514885,0.0,315865.83238514885,10,0.9,235406.87983499846,119,10
41027.470468625856,238545.53051472144,41027.470468625856,238545.53051472135,3104000,83287.03555404577,83287.03555404577,238545.53051472135,120,0.0,0.9,311485.1109699386,0.0,311485.1109699386,10,0.9,238545.53051472144,120,10
119236.98756601349,286565.0106136607,119236.98756601349,286565.01061366056,3128000,56023.4594500549,56023.4594500549,286565.01061366056,121,0.0,1.0,310801.1536552014,0.0,310801.1536552014,10,1.0,286565.0106136607,121,10
