MetaTest/Average/MinReturn,MetaTest/handle-press-v1/AverageDiscountedReturn,MetaTest/handle-press-v1/MinReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/handle-press-v1/StdReturn,MetaTest/Average/StdReturn,MetaTest/handle-press-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/handle-press-v1/TerminationRate,MetaTest/handle-press-v1/SuccessRate,MetaTest/handle-press-v1/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-press-v1/Iteration,MetaTest/handle-press-v1/NumTrajs
103304.3697759838,278620.20147476025,103304.3697759838,278620.2014747603,3152000,60938.67051867426,60938.67051867426,278620.2014747603,122,0.0,1.0,311756.1736276675,0.0,311756.1736276675,10,1.0,278620.20147476025,122,10
46502.680824020244,240661.33879159763,46502.680824020244,240661.33879159763,3176000,99278.48923055832,99278.48923055832,240661.33879159763,123,0.0,0.9,309384.2244626771,0.0,309384.2244626771,10,0.9,240661.33879159763,123,10
24091.726494417075,218760.99979263247,24091.726494417075,218760.99979263247,3200000,100637.75912224391,100637.75912224391,218760.99979263247,124,0.0,0.8,309110.78836210584,0.0,309110.78836210584,10,0.8,218760.99979263247,124,10
710.2448333044442,187031.40690975793,710.2448333044442,187031.40690975785,3224000,132820.61808284055,132820.61808284055,187031.40690975785,125,0.0,0.7,309061.0978680096,0.0,309061.0978680096,10,0.7,187031.40690975793,125,10
41050.179959316876,258930.67193098273,41050.179959316876,258930.67193098282,3248000,94129.14895015789,94129.14895015789,258930.67193098282,126,0.0,0.9,319853.7400884295,0.0,319853.7400884295,10,0.9,258930.67193098273,126,10
244017.73964768666,298384.83203223196,244017.73964768666,298384.8320322319,3272000,20901.739699203416,20901.739699203416,298384.8320322319,127,0.0,1.0,320643.46908828226,0.0,320643.46908828226,10,1.0,298384.83203223196,127,10
69192.15251693998,281666.82390241604,69192.15251693998,281666.8239024159,3296000,70944.63961527267,70944.63961527267,281666.8239024159,128,0.0,0.9,309544.7889522188,0.0,309544.7889522188,10,0.9,281666.82390241604,128,10
73962.3895035505,240409.14274545145,73962.3895035505,240409.14274545145,3320000,97526.21737599275,97526.21737599275,240409.14274545145,129,0.0,0.9,308963.4407377632,0.0,308963.4407377632,10,0.9,240409.14274545145,129,10
169576.5718127073,285212.73633989994,169576.5718127073,285212.73633989994,3344000,39586.21556550724,39586.21556550724,285212.73633989994,130,0.0,1.0,309276.4054198978,0.0,309276.4054198978,10,1.0,285212.73633989994,130,10
209540.63468162002,275010.8341813727,209540.63468162002,275010.8341813727,3368000,37846.72325511596,37846.72325511596,275010.8341813727,131,0.0,1.0,309231.06922296854,0.0,309231.06922296854,10,1.0,275010.8341813727,131,10
278258.2486231001,302753.08516859944,278258.2486231001,302753.0851685995,3392000,9843.368312266157,9843.368312266157,302753.0851685995,132,0.0,1.0,311667.96058445453,0.0,311667.96058445453,10,1.0,302753.08516859944,132,10
249135.07889972182,297395.3438820136,249135.07889972182,297395.3438820137,3416000,17994.707531752185,17994.707531752185,297395.3438820137,133,0.0,1.0,311665.2338211865,0.0,311665.2338211865,10,1.0,297395.3438820136,133,10
19237.73423026127,271084.7264931343,19237.73423026127,271084.7264931343,3440000,85151.10925099411,85151.10925099411,271084.7264931343,134,0.0,0.9,311546.3962004153,0.0,311546.3962004153,10,0.9,271084.7264931343,134,10
179729.8869013231,264403.5050301571,179729.8869013231,264403.5050301571,3464000,51062.229279036714,51062.229279036714,264403.5050301571,135,0.0,1.0,311161.4476060715,0.0,311161.4476060715,10,1.0,264403.5050301571,135,10
268294.76152935566,294436.8684779998,268294.76152935566,294436.8684779998,3488000,15125.275633302088,15125.275633302088,294436.8684779998,136,0.0,1.0,310871.9415315561,0.0,310871.9415315561,10,1.0,294436.8684779998,136,10
170339.84550609544,277803.97789743956,170339.84550609544,277803.97789743956,3512000,42402.588330150145,42402.588330150145,277803.97789743956,137,0.0,1.0,307189.05740621453,0.0,307189.05740621453,10,1.0,277803.97789743956,137,10
69160.79685020041,248152.06524214442,69160.79685020041,248152.06524214437,3536000,72167.64177365863,72167.64177365863,248152.06524214437,138,0.0,0.9,309138.7294176331,0.0,309138.7294176331,10,0.9,248152.06524214442,138,10
229829.69121735974,288777.39045408455,229829.69121735974,288777.3904540845,3560000,22707.329199801115,22707.329199801115,288777.3904540845,139,0.0,1.0,308115.38883155084,0.0,308115.38883155084,10,1.0,288777.39045408455,139,10
207876.3817334663,276827.7936685442,207876.3817334663,276827.7936685442,3584000,32816.152514459325,32816.152514459325,276827.7936685442,140,0.0,1.0,307927.4392351778,0.0,307927.4392351778,10,1.0,276827.7936685442,140,10
289190.9311204061,297275.3804249761,289190.9311204061,297275.3804249761,3608000,7066.890017181971,7066.890017181971,297275.3804249761,141,0.0,1.0,309259.1037320898,0.0,309259.1037320898,10,1.0,297275.3804249761,141,10
271331.13280094037,301166.4722033157,271331.13280094037,301166.47220331564,3632000,13076.568195954993,13076.568195954993,301166.47220331564,142,0.0,1.0,322445.14491634845,0.0,322445.14491634845,10,1.0,301166.4722033157,142,10
258135.47152627414,297374.37751635385,258135.47152627414,297374.3775163539,3656000,15274.306539698726,15274.306539698726,297374.3775163539,143,0.0,1.0,315554.8429652645,0.0,315554.8429652645,10,1.0,297374.37751635385,143,10
281957.3462391445,299958.055689782,281957.3462391445,299958.055689782,3680000,10053.253257967192,10053.253257967192,299958.055689782,144,0.0,1.0,323653.62894027185,0.0,323653.62894027185,10,1.0,299958.055689782,144,10
256421.91074039688,293504.78714490647,256421.91074039688,293504.78714490647,3704000,15741.600814277464,15741.600814277464,293504.78714490647,145,0.0,1.0,311023.823748897,0.0,311023.823748897,10,1.0,293504.78714490647,145,10
266472.6491734699,297497.9603282573,266472.6491734699,297497.9603282571,3728000,12850.772094156813,12850.772094156813,297497.9603282571,146,0.0,1.0,311006.5368495321,0.0,311006.5368495321,10,1.0,297497.9603282573,146,10
120412.20126531931,280316.96450747154,120412.20126531931,280316.9645074716,3752000,54409.016211653776,54409.016211653776,280316.9645074716,147,0.0,1.0,309771.4965687659,0.0,309771.4965687659,10,1.0,280316.96450747154,147,10
47899.353143940854,252240.47365812538,47899.353143940854,252240.47365812532,3776000,98680.2345039963,98680.2345039963,252240.47365812532,148,0.0,0.8,309038.41898473067,0.0,309038.41898473067,10,0.8,252240.47365812538,148,10
57886.07967276636,253819.13186145318,57886.07967276636,253819.13186145312,3800000,97835.97766564446,97835.97766564446,253819.13186145312,149,0.0,0.8,312838.942849719,0.0,312838.942849719,10,0.8,253819.13186145318,149,10
292483.0768836768,303420.18640253926,292483.0768836768,303420.1864025392,3824000,5103.114137648236,5103.114137648236,303420.1864025392,150,0.0,1.0,308516.2559182294,0.0,308516.2559182294,10,1.0,303420.18640253926,150,10
288079.233731245,300358.9837077349,288079.233731245,300358.9837077349,3848000,6205.605195946189,6205.605195946189,300358.9837077349,151,0.0,1.0,308324.4004411217,0.0,308324.4004411217,10,1.0,300358.9837077349,151,10
300763.42014478485,305899.6449000061,300763.42014478485,305899.6449000062,3872000,3570.964242462933,3570.964242462933,305899.6449000062,152,0.0,1.0,312763.510603689,0.0,312763.510603689,10,1.0,305899.6449000061,152,10
245323.4821914541,293570.40029154095,245323.4821914541,293570.40029154083,3896000,19720.097028481774,19720.097028481774,293570.40029154083,153,0.0,1.0,307253.16817343485,0.0,307253.16817343485,10,1.0,293570.40029154095,153,10
85732.66265409593,274550.1666080273,85732.66265409593,274550.1666080272,3920000,64040.383653549834,64040.383653549834,274550.1666080272,154,0.0,1.0,307127.6237807288,0.0,307127.6237807288,10,1.0,274550.1666080273,154,10
73331.68760829217,263201.8665762493,73331.68760829217,263201.8665762493,3944000,89766.3086145423,89766.3086145423,263201.8665762493,155,0.0,1.0,321663.0102228712,0.0,321663.0102228712,10,1.0,263201.8665762493,155,10
283912.5005494346,304196.94617406966,283912.5005494346,304196.9461740696,3968000,9622.009920055296,9622.009920055296,304196.9461740696,156,0.0,1.0,325461.02168802527,0.0,325461.02168802527,10,1.0,304196.94617406966,156,10
243355.22810589566,294991.4759682338,243355.22810589566,294991.4759682339,3992000,19453.578936024234,19453.578936024234,294991.4759682339,157,0.0,1.0,323915.40544212,0.0,323915.40544212,10,1.0,294991.4759682338,157,10
94583.33103480612,280635.14026091725,94583.33103480612,280635.14026091725,4016000,62213.9229330569,62213.9229330569,280635.14026091725,158,0.0,0.9,309374.65077041707,0.0,309374.65077041707,10,0.9,280635.14026091725,158,10
49880.53006785433,275886.29588980426,49880.53006785433,275886.29588980426,4040000,75445.0810421445,75445.0810421445,275886.29588980426,159,0.0,0.9,307101.4178444952,0.0,307101.4178444952,10,0.9,275886.29588980426,159,10
291328.2298845268,301329.55029568647,291328.2298845268,301329.5502956864,4064000,5632.171440670621,5632.171440670621,301329.5502956864,160,0.0,1.0,311215.1111052733,0.0,311215.1111052733,10,1.0,301329.55029568647,160,10
286402.31316110096,300054.1109381643,286402.31316110096,300054.1109381644,4088000,7960.832770322345,7960.832770322345,300054.1109381644,161,0.0,1.0,310814.5173449098,0.0,310814.5173449098,10,1.0,300054.1109381643,161,10
287679.95531771815,302367.61401248944,287679.95531771815,302367.6140124894,4112000,7277.94506976848,7277.94506976848,302367.6140124894,162,0.0,1.0,309889.5900473862,0.0,309889.5900473862,10,1.0,302367.61401248944,162,10
290288.48485951865,305473.25974130584,290288.48485951865,305473.2597413057,4136000,8241.897815771134,8241.897815771134,305473.2597413057,163,0.0,1.0,322390.4755192891,0.0,322390.4755192891,10,1.0,305473.25974130584,163,10
239566.76833592638,300406.8329696426,239566.76833592638,300406.8329696426,4160000,20712.050733934084,20712.050733934084,300406.8329696426,164,0.0,1.0,312839.4106365533,0.0,312839.4106365533,10,1.0,300406.8329696426,164,10
149693.69591193218,282359.017298612,149693.69591193218,282359.017298612,4184000,48445.00495353176,48445.00495353176,282359.017298612,165,0.0,1.0,319314.85683118063,0.0,319314.85683118063,10,1.0,282359.017298612,165,10
287229.13445009355,299503.6838002513,287229.13445009355,299503.68380025134,4208000,9478.678398059603,9478.678398059603,299503.68380025134,166,0.0,1.0,318306.19814972486,0.0,318306.19814972486,10,1.0,299503.6838002513,166,10
298178.48118401173,307253.67257163755,298178.48118401173,307253.6725716375,4232000,4214.311322394344,4214.311322394344,307253.6725716375,167,0.0,1.0,313387.16449908033,0.0,313387.16449908033,10,1.0,307253.67257163755,167,10
298164.991350804,304725.6266141437,298164.991350804,304725.62661414366,4256000,4047.4885546140804,4047.4885546140804,304725.62661414366,168,0.0,1.0,310625.90774318075,0.0,310625.90774318075,10,1.0,304725.6266141437,168,10
295713.3660710725,307065.4815454894,295713.3660710725,307065.48154548946,4280000,6856.2638326619535,6856.2638326619535,307065.48154548946,169,0.0,1.0,321984.37128261593,0.0,321984.37128261593,10,1.0,307065.4815454894,169,10
303578.3740841531,307221.26579693623,303578.3740841531,307221.26579693623,4304000,2870.083713691269,2870.083713691269,307221.26579693623,170,0.0,1.0,311990.9089409392,0.0,311990.9089409392,10,1.0,307221.26579693623,170,10
225176.57347508214,297164.6234414384,225176.57347508214,297164.62344143854,4328000,25104.245529962256,25104.245529962256,297164.62344143854,171,0.0,1.0,312024.8373196855,0.0,312024.8373196855,10,1.0,297164.6234414384,171,10
250560.78881399022,294438.3355654477,250560.78881399022,294438.33556544763,4352000,20172.024167276224,20172.024167276224,294438.33556544763,172,0.0,1.0,313511.84475358436,0.0,313511.84475358436,10,1.0,294438.3355654477,172,10
52104.263917402204,272970.79106248345,52104.263917402204,272970.7910624835,4376000,75087.21698939695,75087.21698939695,272970.7910624835,173,0.0,1.0,315417.6689079037,0.0,315417.6689079037,10,1.0,272970.79106248345,173,10
285917.3907742163,302534.58147783275,285917.3907742163,302534.58147783275,4400000,8463.3739337777,8463.3739337777,302534.58147783275,174,0.0,1.0,312159.4205784865,0.0,312159.4205784865,10,1.0,302534.58147783275,174,10
288867.2927899622,299841.1451794616,288867.2927899622,299841.1451794616,4424000,5945.150606138868,5945.150606138868,299841.1451794616,175,0.0,1.0,307743.9185314198,0.0,307743.9185314198,10,1.0,299841.1451794616,175,10
304455.0503177987,309472.42259735946,304455.0503177987,309472.42259735934,4448000,3311.7339041891687,3311.7339041891687,309472.42259735934,176,0.0,1.0,316364.2938069309,0.0,316364.2938069309,10,1.0,309472.42259735946,176,10
297208.69795736467,306870.8192629788,297208.69795736467,306870.8192629789,4472000,5959.767505446238,5959.767505446238,306870.8192629789,177,0.0,1.0,319273.2990559066,0.0,319273.2990559066,10,1.0,306870.8192629788,177,10
289125.39337050583,302244.65042890253,289125.39337050583,302244.65042890253,4496000,5744.635085756851,5744.635085756851,302244.65042890253,178,0.0,1.0,311282.51738765894,0.0,311282.51738765894,10,1.0,302244.65042890253,178,10
302603.5094147869,307539.4588144989,302603.5094147869,307539.45881449885,4520000,3269.1685245599883,3269.1685245599883,307539.45881449885,179,0.0,1.0,312544.48033506866,0.0,312544.48033506866,10,1.0,307539.4588144989,179,10
86787.97729590852,285881.12387074495,86787.97729590852,285881.12387074495,4544000,66602.35198538727,66602.35198538727,285881.12387074495,180,0.0,1.0,317189.1031656344,0.0,317189.1031656344,10,1.0,285881.12387074495,180,10
96511.37307792463,271485.5932821295,96511.37307792463,271485.59328212944,4568000,61339.909558154155,61339.909558154155,271485.59328212944,181,0.0,1.0,309880.0732858325,0.0,309880.0732858325,10,1.0,271485.5932821295,181,10
87953.62591871148,275730.5853863678,87953.62591871148,275730.58538636786,4592000,63047.59252821333,63047.59252821333,275730.58538636786,182,0.0,1.0,312220.34534817975,0.0,312220.34534817975,10,1.0,275730.5853863678,182,10
177556.60575372822,283921.98130551295,177556.60575372822,283921.98130551295,4616000,41575.06942729093,41575.06942729093,283921.98130551295,183,0.0,1.0,311902.35891465016,0.0,311902.35891465016,10,1.0,283921.98130551295,183,10
43103.422840502375,278347.7491549738,43103.422840502375,278347.7491549738,4640000,78523.8893327167,78523.8893327167,278347.7491549738,184,0.0,1.0,313445.84938415134,0.0,313445.84938415134,10,1.0,278347.7491549738,184,10
258670.10196876447,288634.2084009727,258670.10196876447,288634.20840097265,4664000,16888.456213052825,16888.456213052825,288634.20840097265,185,0.0,1.0,306885.2652643734,0.0,306885.2652643734,10,1.0,288634.2084009727,185,10
274589.77861670865,300152.2056238631,274589.77861670865,300152.20562386315,4688000,9082.325226011433,9082.325226011433,300152.20562386315,186,0.0,1.0,307862.5678560402,0.0,307862.5678560402,10,1.0,300152.2056238631,186,10
268142.2756659989,301169.68882805214,268142.2756659989,301169.68882805214,4712000,13271.963171593185,13271.963171593185,301169.68882805214,187,0.0,1.0,312646.5810487748,0.0,312646.5810487748,10,1.0,301169.68882805214,187,10
152777.52295829213,274565.02647104935,152777.52295829213,274565.0264710494,4736000,53186.98818357181,53186.98818357181,274565.0264710494,188,0.0,1.0,316227.26870790945,0.0,316227.26870790945,10,1.0,274565.02647104935,188,10
242313.83619162993,281936.31389428175,242313.83619162993,281936.31389428175,4760000,24524.565790162054,24524.565790162054,281936.31389428175,189,0.0,1.0,308497.5396814368,0.0,308497.5396814368,10,1.0,281936.31389428175,189,10
179084.82657621818,278044.1308151003,179084.82657621818,278044.1308151003,4784000,42197.786908748836,42197.786908748836,278044.1308151003,190,0.0,1.0,317385.72146235564,0.0,317385.72146235564,10,1.0,278044.1308151003,190,10
290498.11592426547,302212.34258071455,290498.11592426547,302212.34258071455,4808000,7734.654796774524,7734.654796774524,302212.34258071455,191,0.0,1.0,311337.57077535987,0.0,311337.57077535987,10,1.0,302212.34258071455,191,10
168264.68714028937,262204.8713654921,168264.68714028937,262204.8713654921,4832000,48531.396347930604,48531.396347930604,262204.8713654921,192,0.0,1.0,308606.3298232963,0.0,308606.3298232963,10,1.0,262204.8713654921,192,10
40744.63637534729,267853.0629532922,40744.63637534729,267853.0629532922,4856000,78563.97396658213,78563.97396658213,267853.0629532922,193,0.0,1.0,315113.65992738033,0.0,315113.65992738033,10,1.0,267853.0629532922,193,10
248637.2716909977,287552.60562814795,248637.2716909977,287552.60562814795,4880000,16218.60948394488,16218.60948394488,287552.60562814795,194,0.0,1.0,307967.18209402513,0.0,307967.18209402513,10,1.0,287552.60562814795,194,10
249007.53489120633,275329.56934131123,249007.53489120633,275329.56934131123,4904000,25068.1640110604,25068.1640110604,275329.56934131123,195,0.0,1.0,311402.82022777473,0.0,311402.82022777473,10,1.0,275329.56934131123,195,10
250280.03197222503,290023.20282708306,250280.03197222503,290023.2028270832,4928000,24053.510712595693,24053.510712595693,290023.2028270832,196,0.0,1.0,315179.5765811761,0.0,315179.5765811761,10,1.0,290023.20282708306,196,10
259703.77671751913,296723.8662623013,259703.77671751913,296723.8662623013,4952000,16000.996232049309,16000.996232049309,296723.8662623013,197,0.0,1.0,313714.36880317854,0.0,313714.36880317854,10,1.0,296723.8662623013,197,10
285099.0524702361,302745.08339353936,285099.0524702361,302745.0833935392,4976000,6973.572397415365,6973.572397415365,302745.0833935392,198,0.0,1.0,310700.75798062445,0.0,310700.75798062445,10,1.0,302745.08339353936,198,10
296154.04659298935,304560.47541325225,296154.04659298935,304560.47541325225,5000000,5512.211775938399,5512.211775938399,304560.47541325225,199,0.0,1.0,318634.7785011121,0.0,318634.7785011121,10,1.0,304560.47541325225,199,10
234254.92831809307,292767.8589728944,234254.92831809307,292767.85897289444,5024000,22380.34902832169,22380.34902832169,292767.85897289444,200,0.0,1.0,313903.69284016185,0.0,313903.69284016185,10,1.0,292767.8589728944,200,10
302681.2337010701,307923.95220311405,302681.2337010701,307923.95220311393,5048000,3427.3285008236053,3427.3285008236053,307923.95220311393,201,0.0,1.0,313409.6883429237,0.0,313409.6883429237,10,1.0,307923.95220311405,201,10
-103.63519996564875,25600.461281833203,-103.63519996564875,25600.46128183321,5072000,25885.917692267398,25885.917692267398,25600.46128183321,202,0.0,0.1,63353.98334477331,0.0,63353.98334477331,10,0.1,25600.461281833203,202,10
-118.8061738950011,118180.06016029355,-118.8061738950011,118180.06016029362,5096000,132925.07603647042,132925.07603647042,118180.06016029362,203,0.0,0.4,295941.9445479167,0.0,295941.9445479167,10,0.4,118180.06016029355,203,10
-26.558011711584843,150820.17581704212,-26.558011711584843,150820.17581704207,5120000,150466.3965354874,150466.3965354874,150820.17581704207,204,0.0,0.5,311945.24661164515,0.0,311945.24661164515,10,0.5,150820.17581704212,204,10
60401.54888761721,280895.00832173583,60401.54888761721,280895.0083217359,5144000,73651.45198551028,73651.45198551028,280895.0083217359,205,0.0,1.0,312736.97624633444,0.0,312736.97624633444,10,1.0,280895.00832173583,205,10
295232.43155894434,302956.0297576393,295232.43155894434,302956.0297576392,5168000,3850.1800052941167,3850.1800052941167,302956.0297576392,206,0.0,1.0,309065.0966028512,0.0,309065.0966028512,10,1.0,302956.0297576393,206,10
292156.0333999745,303782.3262664295,292156.0333999745,303782.3262664295,5192000,5189.94968566664,5189.94968566664,303782.3262664295,207,0.0,1.0,309945.83699209976,0.0,309945.83699209976,10,1.0,303782.3262664295,207,10
300697.774030811,305840.56247633917,300697.774030811,305840.5624763392,5216000,4254.51015982074,4254.51015982074,305840.5624763392,208,0.0,1.0,313493.75066102436,0.0,313493.75066102436,10,1.0,305840.56247633917,208,10
208057.9011374678,293645.6115297548,208057.9011374678,293645.61152975465,5240000,28636.877857435873,28636.877857435873,293645.61152975465,209,0.0,1.0,309225.8562469537,0.0,309225.8562469537,10,1.0,293645.6115297548,209,10
299107.76623122906,304528.2092072171,299107.76623122906,304528.2092072171,5264000,3706.240040076282,3706.240040076282,304528.2092072171,210,0.0,1.0,310446.6530283906,0.0,310446.6530283906,10,1.0,304528.2092072171,210,10
302235.0283735442,307467.9987621169,302235.0283735442,307467.99876211694,5288000,5046.0387702525495,5046.0387702525495,307467.99876211694,211,0.0,1.0,316914.51535738254,0.0,316914.51535738254,10,1.0,307467.9987621169,211,10
294452.08619891776,303733.90333631786,294452.08619891776,303733.9033363179,5312000,4397.37975709102,4397.37975709102,303733.9033363179,212,0.0,1.0,308350.67415833636,0.0,308350.67415833636,10,1.0,303733.90333631786,212,10
269659.4787477249,302037.7074876096,269659.4787477249,302037.7074876096,5336000,11893.043185415227,11893.043185415227,302037.7074876096,213,0.0,1.0,317836.1569854111,0.0,317836.1569854111,10,1.0,302037.7074876096,213,10
291314.1240047745,304148.6114623139,291314.1240047745,304148.6114623139,5360000,5065.339621477046,5065.339621477046,304148.6114623139,214,0.0,1.0,308599.8166354084,0.0,308599.8166354084,10,1.0,304148.6114623139,214,10
295459.1285230888,305422.7391749758,295459.1285230888,305422.7391749757,5384000,5011.926708866937,5011.926708866937,305422.7391749757,215,0.0,1.0,316391.6087623126,0.0,316391.6087623126,10,1.0,305422.7391749758,215,10
243575.542507941,296571.4293367763,243575.542507941,296571.4293367763,5408000,19004.132941547337,19004.132941547337,296571.4293367763,216,0.0,1.0,313272.96596037055,0.0,313272.96596037055,10,1.0,296571.4293367763,216,10
244488.68954469357,293202.92642749054,244488.68954469357,293202.9264274906,5432000,19250.54942921609,19250.54942921609,293202.9264274906,217,0.0,1.0,309591.25398497883,0.0,309591.25398497883,10,1.0,293202.92642749054,217,10
297772.2278655909,303292.94089745876,297772.2278655909,303292.9408974588,5456000,4176.893991435478,4176.893991435478,303292.9408974588,218,0.0,1.0,311065.18431896117,0.0,311065.18431896117,10,1.0,303292.94089745876,218,10
288874.66582219553,301072.12328481406,288874.66582219553,301072.12328481406,5480000,6526.4285594685325,6526.4285594685325,301072.12328481406,219,0.0,1.0,309579.0163779261,0.0,309579.0163779261,10,1.0,301072.12328481406,219,10
279514.8326222673,302217.3962059166,279514.8326222673,302217.3962059165,5504000,9225.61302565178,9225.61302565178,302217.3962059165,220,0.0,1.0,313570.41388016706,0.0,313570.41388016706,10,1.0,302217.3962059166,220,10
291380.2796368505,300486.20626260777,291380.2796368505,300486.20626260777,5528000,4626.852185541959,4626.852185541959,300486.20626260777,221,0.0,1.0,307469.17397601897,0.0,307469.17397601897,10,1.0,300486.20626260777,221,10
186816.62965984028,293196.53221040324,186816.62965984028,293196.53221040324,5552000,35859.393652298924,35859.393652298924,293196.53221040324,222,0.0,1.0,309881.7961733668,0.0,309881.7961733668,10,1.0,293196.53221040324,222,10
254985.64978250052,295043.8921709493,254985.64978250052,295043.8921709494,5576000,14090.62740683109,14090.62740683109,295043.8921709494,223,0.0,1.0,306881.7376259138,0.0,306881.7376259138,10,1.0,295043.8921709493,223,10
292955.48209194903,301242.47686250205,292955.48209194903,301242.47686250217,5600000,5516.798203374415,5516.798203374415,301242.47686250217,224,0.0,1.0,311360.2860294864,0.0,311360.2860294864,10,1.0,301242.47686250205,224,10
282394.58244428324,300448.24342089734,282394.58244428324,300448.24342089734,5624000,9921.520949248674,9921.520949248674,300448.24342089734,225,0.0,1.0,314169.36873520736,0.0,314169.36873520736,10,1.0,300448.24342089734,225,10
291472.33171968145,297529.50513653934,291472.33171968145,297529.50513653946,5648000,4876.3524813149625,4876.3524813149625,297529.50513653946,226,0.0,1.0,306438.833922878,0.0,306438.833922878,10,1.0,297529.50513653934,226,10
293608.7129314198,302965.73301887297,293608.7129314198,302965.7330188731,5672000,5183.542505549096,5183.542505549096,302965.7330188731,227,0.0,1.0,309919.72930614883,0.0,309919.72930614883,10,1.0,302965.73301887297,227,10
278458.1286218926,299650.3388514699,278458.1286218926,299650.3388514699,5696000,10636.726871234558,10636.726871234558,299650.3388514699,228,0.0,1.0,311639.57441058004,0.0,311639.57441058004,10,1.0,299650.3388514699,228,10
292391.06931661366,300132.972612845,292391.06931661366,300132.9726128451,5720000,5326.286149145853,5326.286149145853,300132.9726128451,229,0.0,1.0,310429.96409826324,0.0,310429.96409826324,10,1.0,300132.972612845,229,10
298034.83377589245,302463.717487105,298034.83377589245,302463.7174871049,5744000,5021.682710963468,5021.682710963468,302463.7174871049,230,0.0,1.0,315561.9593949199,0.0,315561.9593949199,10,1.0,302463.717487105,230,10
295942.65767777263,304158.8722078415,295942.65767777263,304158.8722078415,5768000,4223.030911145945,4223.030911145945,304158.8722078415,231,0.0,1.0,311243.1186779672,0.0,311243.1186779672,10,1.0,304158.8722078415,231,10
296474.3894415097,305994.3682164104,296474.3894415097,305994.3682164103,5792000,4843.5599403007745,4843.5599403007745,305994.3682164103,232,0.0,1.0,311902.4749641769,0.0,311902.4749641769,10,1.0,305994.3682164104,232,10
298500.67487688444,305061.4244540717,298500.67487688444,305061.4244540717,5816000,4174.929150936187,4174.929150936187,305061.4244540717,233,0.0,1.0,311672.9952410756,0.0,311672.9952410756,10,1.0,305061.4244540717,233,10
301435.6567937008,307007.9952753857,301435.6567937008,307007.99527538556,5840000,5418.351734213944,5418.351734213944,307007.99527538556,234,0.0,1.0,321907.93094246456,0.0,321907.93094246456,10,1.0,307007.9952753857,234,10
269716.8248298064,300233.4592942467,269716.8248298064,300233.45929424674,5864000,10672.554748559565,10672.554748559565,300233.45929424674,235,0.0,1.0,308085.2708040452,0.0,308085.2708040452,10,1.0,300233.4592942467,235,10
296083.8872453244,303234.992732805,296083.8872453244,303234.9927328049,5888000,3735.3464036276846,3735.3464036276846,303234.9927328049,236,0.0,1.0,309022.9966303864,0.0,309022.9966303864,10,1.0,303234.992732805,236,10
288595.9667823552,303117.3055385686,288595.9667823552,303117.3055385686,5912000,5747.698423203542,5747.698423203542,303117.3055385686,237,0.0,1.0,309788.5292935454,0.0,309788.5292935454,10,1.0,303117.3055385686,237,10
291733.9151044436,302411.90452339983,291733.9151044436,302411.9045233998,5936000,7891.437860070492,7891.437860070492,302411.9045233998,238,0.0,1.0,318653.2519601015,0.0,318653.2519601015,10,1.0,302411.90452339983,238,10
296047.8385487714,304511.2889187212,296047.8385487714,304511.2889187212,5960000,7806.721923808649,7806.721923808649,304511.2889187212,239,0.0,1.0,318968.4339886197,0.0,318968.4339886197,10,1.0,304511.2889187212,239,10
300680.7659064421,305027.0115268163,300680.7659064421,305027.01152681623,5984000,1994.8315644890617,1994.8315644890617,305027.01152681623,240,0.0,1.0,307527.69326506334,0.0,307527.69326506334,10,1.0,305027.0115268163,240,10
243281.0020113835,294371.4301364609,243281.0020113835,294371.43013646087,6008000,19437.106638296664,19437.106638296664,294371.43013646087,241,0.0,1.0,314701.1706976565,0.0,314701.1706976565,10,1.0,294371.4301364609,241,10
295800.5361922555,303204.0048051371,295800.5361922555,303204.00480513717,6032000,4450.50303476688,4450.50303476688,303204.00480513717,242,0.0,1.0,311349.7347967418,0.0,311349.7347967418,10,1.0,303204.0048051371,242,10
279321.88529410074,301017.9008951009,279321.88529410074,301017.9008951011,6056000,8137.754866469885,8137.754866469885,301017.9008951011,243,0.0,1.0,308892.7014022792,0.0,308892.7014022792,10,1.0,301017.9008951009,243,10
281762.5397071091,301289.51876074995,281762.5397071091,301289.51876075,6080000,7324.340826535833,7324.340826535833,301289.51876075,244,0.0,1.0,310559.3537056327,0.0,310559.3537056327,10,1.0,301289.51876074995,244,10
268561.5540977131,300302.66036653944,268561.5540977131,300302.66036653944,6104000,15562.113984651125,15562.113984651125,300302.66036653944,245,0.0,1.0,311272.85278269503,0.0,311272.85278269503,10,1.0,300302.66036653944,245,10
288932.27863853803,302588.4976090012,288932.27863853803,302588.49760900124,6128000,6127.21634134764,6127.21634134764,302588.49760900124,246,0.0,1.0,311098.6967095032,0.0,311098.6967095032,10,1.0,302588.4976090012,246,10
293370.4087000528,305165.3777024523,293370.4087000528,305165.3777024521,6152000,4410.970160968288,4410.970160968288,305165.3777024521,247,0.0,1.0,309290.6958294556,0.0,309290.6958294556,10,1.0,305165.3777024523,247,10
