MetaTest/shelf-place-v1/AverageDiscountedReturn,MetaTest/shelf-place-v1/StdReturn,MetaTest/shelf-place-v1/AverageReturn,Average/AverageDiscountedReturn,MetaTest/shelf-place-v1/MinReturn,Average/MaxReturn,Average/MinReturn,policy/KL,TotalEnvSteps,shelf-place-v1/Iteration,MetaTest/shelf-place-v1/Iteration,MetaTest/Average/TerminationRate,Average/Iteration,shelf-place-v1/NumEpisodes,shelf-place-v1/StdReturn,Average/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,shelf-place-v1/SuccessRate,MetaTest/Average/NumEpisodes,policy/LossAfter,policy/KLBefore,policy/Entropy,shelf-place-v1/MaxReturn,policy/LossBefore,MetaTest/Average/MaxReturn,Average/NumEpisodes,shelf-place-v1/AverageDiscountedReturn,shelf-place-v1/MinReturn,Average/TerminationRate,MetaTest/shelf-place-v1/SuccessRate,shelf-place-v1/TerminationRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/AverageDiscountedReturn,MetaTest/shelf-place-v1/MaxReturn,policy/dLoss,Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/shelf-place-v1/NumEpisodes,MetaTest/Average/Iteration,Average/SuccessRate,MetaTest/Average/SuccessRate,shelf-place-v1/AverageReturn,MetaTest/shelf-place-v1/TerminationRate
,,,-9.834681170732583,,-16.97317430172489,-26.03803767927599,0.009520537,1340000,66,,,66,100,1.7529121640514747,-20.968409807172566,,,0.0,,0.00771185,0.0,4.83046,-16.97317430172489,0.0004946331,,100,-9.834681170732583,-26.03803767927599,0.0,,0.0,0.25726543838933646,,,-0.0072172172,1.7529121640514747,,,,0.0,,-20.968409807172566,
,,,-9.962401497868004,,-18.00032914986366,-39.10151380506819,0.020032423,1360000,67,,,67,100,2.7184269490667803,-22.10760668673101,,,0.0,,0.00822164,0.0,4.8061895,-18.00032914986366,-0.00049216574,,100,-9.962401497868004,-39.10151380506819,0.0,,0.0,0.3441449728638448,,,-0.008713806,2.7184269490667803,,,,0.0,,-22.10760668673101,
,,,-9.538527460674558,,-16.4396376132203,-26.43854979463187,0.008005942,1380000,68,,,68,100,1.8862762943776057,-20.56612822964927,,,0.0,,0.006785681,0.0,4.784252,-16.4396376132203,0.002377546,,100,-9.538527460674558,-26.43854979463187,0.0,,0.0,0.2886719830596063,,,-0.004408135,1.8862762943776057,,,,0.0,,-20.56612822964927,
,,,-9.409449860232689,,-16.90339247452491,-25.36797656949077,0.010117808,1400000,69,,,69,100,1.644361551556422,-20.276704045239292,,,0.0,,0.003277512,0.0,4.762977,-16.90339247452491,-0.0014251465,,100,-9.409449860232689,-25.36797656949077,0.0,,0.0,0.2902150585791221,,,-0.0047026584,1.644361551556422,,,,0.0,,-20.276704045239292,
-20.607663618263516,2.2050444501702198,-20.607663618263512,-9.478058016073888,-25.187203101492724,-17.27645957858103,-29.1783296214082,0.004480555,1420000,70,7,0.0,70,100,2.012591189084198,-20.345245349202774,-20.607663618263512,2.2050444501702198,0.0,10,0.002057034,0.0,4.743436,-17.27645957858103,-0.0018001648,-16.75289647383598,100,-9.478058016073888,-29.1783296214082,0.0,0.0,0.0,0.29324438822775944,-20.607663618263516,-16.75289647383598,-0.0038571989,2.012591189084198,-25.187203101492724,10,7,0.0,0.0,-20.345245349202774,0.0
,,,-9.093437962723769,,-16.41016863724794,-25.799316759266834,0.004731671,1440000,71,,,71,100,1.4700889337966847,-19.659807642513968,,,0.0,,0.006654927,0.0,4.726562,-16.41016863724794,0.0025440338,,100,-9.093437962723769,-25.799316759266834,0.0,,0.0,0.2593924294406087,,,-0.0041108932,1.4700889337966847,,,,0.0,,-19.659807642513968,
,,,-9.243711864644576,,-15.752096052742466,-37.49233478214266,0.009616051,1460000,72,,,72,100,2.381147191065461,-19.68170221445848,,,0.0,,0.0060342867,0.0,4.704187,-15.752096052742466,0.0012527847,,100,-9.243711864644576,-37.49233478214266,0.0,,0.0,0.3240929799919865,,,-0.004781502,2.381147191065461,,,,0.0,,-19.68170221445848,
,,,-9.192971517640975,,-16.085548951832326,-31.81246336399115,0.00668979,1480000,73,,,73,100,1.7725715113093719,-19.588391771302923,,,0.0,,0.005670411,0.0,4.6766405,-16.085548951832326,-0.0017226767,,100,-9.192971517640975,-31.81246336399115,0.0,,0.0,0.2014262334284319,,,-0.0073930877,1.7725715113093719,,,,0.0,,-19.588391771302923,
,,,-9.291449214533463,,-16.61802757148502,-23.088998940873072,0.0142151425,1500000,74,,,74,100,1.260818491203605,-19.538169922657808,,,0.0,,0.010788417,0.0,4.650222,-16.61802757148502,-0.00059819414,,100,-9.291449214533463,-23.088998940873072,0.0,,0.0,0.2679718721092682,,,-0.0113866115,1.260818491203605,,,,0.0,,-19.538169922657808,
,,,-9.163851954923986,,-16.096431990814484,-35.95397755299433,0.016067248,1520000,75,,,75,100,2.6367737892676635,-19.628873320794277,,,0.0,,0.001976638,0.0,4.6312103,-16.096431990814484,-0.0028714791,,100,-9.163851954923986,-35.95397755299433,0.0,,0.0,0.2798573169182861,,,-0.004848117,2.6367737892676635,,,,0.0,,-19.628873320794277,
,,,-9.175301048561234,,-16.325741257474654,-24.73173151328574,0.006245898,1540000,76,,,76,100,1.619425552285272,-19.56126236243597,,,0.0,,0.0023996667,0.0,4.610047,-16.325741257474654,-0.002510966,,100,-9.175301048561234,-24.73173151328574,0.0,,0.0,0.20514290039692662,,,-0.004910633,1.619425552285272,,,,0.0,,-19.56126236243597,
,,,-9.117470711685515,,-16.33026938422738,-42.97687729646321,0.0077894544,1560000,77,,,77,100,3.006864725029264,-19.70939598131209,,,0.0,,0.0061884043,0.0,4.5884104,-16.33026938422738,0.0007697079,,100,-9.117470711685515,-42.97687729646321,0.0,,0.0,0.28763578076991436,,,-0.0054186964,3.006864725029264,,,,0.0,,-19.70939598131209,
,,,-9.20281595140056,,-16.279555805361024,-23.516987058397643,0.003220064,1580000,78,,,78,100,1.5865288162044748,-19.661007907534188,,,0.0,,0.0057837362,0.0,4.5677495,-16.279555805361024,0.0002764099,,100,-9.20281595140056,-23.516987058397643,0.0,,0.0,0.33704032187508337,,,-0.005507326,1.5865288162044748,,,,0.0,,-19.661007907534188,
,,,-9.084601100509737,,-15.42597052285634,-25.417847775390296,0.0071122316,1600000,79,,,79,100,1.9099656433147496,-19.458404291230817,,,0.0,,0.004804435,0.0,4.545104,-15.42597052285634,-0.000425737,,100,-9.084601100509737,-25.417847775390296,0.0,,0.0,0.29852711564785595,,,-0.005230172,1.9099656433147496,,,,0.0,,-19.458404291230817,
-19.50248787472926,1.6305531908435251,-19.502487874729262,-9.026397176375903,-21.573135245410075,-16.122198269188107,-22.428595693243462,0.0060855835,1620000,80,8,0.0,80,100,1.3442368972099896,-18.886952261480577,-19.502487874729262,1.6305531908435251,0.0,10,0.007037085,0.0,4.5208554,-16.122198269188107,0.0008077602,-16.4414151279251,100,-9.026397176375903,-22.428595693243462,0.0,0.0,0.0,0.30893128004736004,-19.50248787472926,-16.4414151279251,-0.0062293247,1.3442368972099896,-21.573135245410075,10,8,0.0,0.0,-18.886952261480577,0.0
,,,-8.655288597386125,,-16.088813784765684,-22.650984721126346,0.0055782716,1640000,81,,,81,100,1.119214925485227,-18.425109100438647,,,0.0,,0.006426288,0.0,4.50185,-16.088813784765684,0.0013163353,,100,-8.655288597386125,-22.650984721126346,0.0,,0.0,0.18926953414246195,,,-0.0051099528,1.119214925485227,,,,0.0,,-18.425109100438647,
,,,-8.884128309131265,,-16.28846982849108,-39.07224401439923,0.0070665,1660000,82,,,82,100,2.4208171705391806,-18.85416897800602,,,0.0,,0.0025551743,0.0,4.4863973,-16.28846982849108,-0.0014051972,,100,-8.884128309131265,-39.07224401439923,0.0,,0.0,0.28752457396028974,,,-0.0039603715,2.4208171705391806,,,,0.0,,-18.85416897800602,
,,,-8.646459114733679,,-15.74917108656803,-22.421338624017636,0.043915655,1680000,83,,,83,100,1.3483060683717782,-18.442455401545335,,,0.0,,0.013345126,0.0,4.467075,-15.74917108656803,-0.00031959076,,100,-8.646459114733679,-22.421338624017636,0.0,,0.0,0.28128073492625505,,,-0.013664717,1.3483060683717782,,,,0.0,,-18.442455401545335,
,,,-9.080003771282634,,-16.969018590368897,-24.007110945484353,0.02421405,1700000,84,,,84,100,1.50792000670553,-19.452632437627877,,,0.0,,0.008661399,0.0,4.453606,-16.969018590368897,-0.00018188267,,100,-9.080003771282634,-24.007110945484353,0.0,,0.0,0.3988310714025013,,,-0.008843281,1.50792000670553,,,,0.0,,-19.452632437627877,
,,,-9.4839503939784,,-15.296314151477393,-26.784320659497478,0.012755602,1720000,85,,,85,100,2.2275931033231298,-20.684464803457963,,,0.0,,0.0042264634,0.0,4.4340067,-15.296314151477393,0.00081938016,,100,-9.4839503939784,-26.784320659497478,0.0,,0.0,0.262615277717385,,,-0.0034070832,2.2275931033231298,,,,0.0,,-20.684464803457963,
,,,-9.716396469890181,,-17.312585284588266,-27.192797042016597,0.02230081,1740000,86,,,86,100,2.4531663577727962,-21.47584748219413,,,0.0,,0.0018087204,0.0,4.410916,-17.312585284588266,9.9725345e-05,,100,-9.716396469890181,-27.192797042016597,0.0,,0.0,0.5091941074983035,,,-0.0017089951,2.4531663577727962,,,,0.0,,-21.47584748219413,
,,,-9.222761002741981,,-15.659280587747771,-29.92926387435588,0.0056968476,1760000,87,,,87,100,2.289285542607399,-19.792635969125705,,,0.0,,0.00026696242,0.0,4.3991575,-15.659280587747771,-0.0009228714,,100,-9.222761002741981,-29.92926387435588,0.0,,0.0,0.23316039463291327,,,-0.0011898339,2.289285542607399,,,,0.0,,-19.792635969125705,
,,,-9.06302698997024,,-16.02215995609221,-25.321052356146687,0.0055634235,1780000,88,,,88,100,1.8068443370154141,-19.42365403863806,,,0.0,,0.0036075765,0.0,4.3815374,-16.02215995609221,-0.00025078125,,100,-9.06302698997024,-25.321052356146687,0.0,,0.0,0.2154851262781563,,,-0.0038583577,1.8068443370154141,,,,0.0,,-19.42365403863806,
,,,-9.200175129016557,,-16.05379748676489,-28.58007536844479,0.0074931397,1800000,89,,,89,100,2.401971699753231,-19.86783021229837,,,0.0,,0.00081826665,0.0,4.359074,-16.05379748676489,-0.0023537597,,100,-9.200175129016557,-28.58007536844479,0.0,,0.0,0.3583398227310737,,,-0.0031720265,2.401971699753231,,,,0.0,,-19.86783021229837,
-20.218252640591967,2.0614465672838906,-20.218252640591963,-9.16918047443378,-24.885325498421256,-15.593095212796271,-41.45541727257574,0.0047121122,1820000,90,9,0.0,90,100,3.4073457473601243,-19.54107051084497,-20.218252640591963,2.0614465672838906,0.0,10,-0.00016427002,0.0,4.3344226,-15.593095212796271,-0.0060600922,-16.510565434881205,100,-9.16918047443378,-41.45541727257574,0.0,0.0,0.0,0.3634611109043633,-20.218252640591967,-16.510565434881205,-0.0058958223,3.4073457473601243,-24.885325498421256,10,9,0.0,0.0,-19.54107051084497,0.0
,,,-8.998354055160421,,-15.87271674564391,-24.56650293316095,0.0052593756,1840000,91,,,91,100,1.6185392570503059,-19.112791396506424,,,0.0,,0.0059381532,0.0,4.3118744,-15.87271674564391,0.00025281488,,100,-8.998354055160421,-24.56650293316095,0.0,,0.0,0.2688147952436173,,,-0.0056853383,1.6185392570503059,,,,0.0,,-19.112791396506424,
,,,-8.797523500940168,,-14.461698599387029,-33.266860969245776,0.005850122,1860000,92,,,92,100,1.9836699915611502,-18.55117098296931,,,0.0,,0.0043426193,0.0,4.2877955,-14.461698599387029,-0.0016542186,,100,-8.797523500940168,-33.266860969245776,0.0,,0.0,0.2069426912109591,,,-0.005996838,1.9836699915611502,,,,0.0,,-18.55117098296931,
,,,-8.63927875110974,,-15.420360193006015,-23.135466207958153,0.009416841,1880000,93,,,93,100,1.49996111925857,-18.198388852500525,,,0.0,,0.006622464,0.0,4.265221,-15.420360193006015,0.00094558485,,100,-8.63927875110974,-23.135466207958153,0.0,,0.0,0.3701619162570473,,,-0.005676879,1.49996111925857,,,,0.0,,-18.198388852500525,
,,,-8.527003206165126,,-15.271108469341888,-38.754983754695886,0.00561922,1900000,94,,,94,100,2.3314079300205424,-18.128565611816843,,,0.0,,0.0042583095,0.0,4.245994,-15.271108469341888,-0.0003086399,,100,-8.527003206165126,-38.754983754695886,0.0,,0.0,0.28433068319458654,,,-0.0045669493,2.3314079300205424,,,,0.0,,-18.128565611816843,
,,,-8.581494195034141,,-15.143925666071956,-22.7779886164931,0.00582349,1920000,95,,,95,100,1.4528222985454013,-18.259156261910583,,,0.0,,0.0035463714,0.0,4.229762,-15.143925666071956,-0.00037172623,,100,-8.581494195034141,-22.7779886164931,0.0,,0.0,0.40514831000663587,,,-0.0039180974,1.4528222985454013,,,,0.0,,-18.259156261910583,
,,,-8.350005052445754,,-14.909328086705814,-21.639546306423526,0.0060900925,1940000,96,,,96,100,1.2602765801757534,-17.747973682725,,,0.0,,0.0035427404,0.0,4.209873,-14.909328086705814,-0.0011151318,,100,-8.350005052445754,-21.639546306423526,0.0,,0.0,0.19428747984470163,,,-0.004657872,1.2602765801757534,,,,0.0,,-17.747973682725,
,,,-8.611477500737974,,-15.54759973358419,-21.13610897689764,0.006446525,1960000,97,,,97,100,1.2830713757403405,-18.02032572436425,,,0.0,,0.0045843506,0.0,4.192474,-15.54759973358419,-0.00022056713,,100,-8.611477500737974,-21.13610897689764,0.0,,0.0,0.25186398616852,,,-0.0048049176,1.2830713757403405,,,,0.0,,-18.02032572436425,
,,,-8.423925322636135,,-15.470743606294747,-31.8457855232385,0.0055775153,1980000,98,,,98,100,2.5345694285273908,-17.98973498065328,,,0.0,,0.0013435909,0.0,4.181511,-15.470743606294747,-0.00093167304,,100,-8.423925322636135,-31.8457855232385,0.0,,0.0,0.3303989646827592,,,-0.002275264,2.5345694285273908,,,,0.0,,-17.98973498065328,
,,,-8.322373520304676,,-14.563184397992421,-21.118647416281046,0.009736179,2000000,99,,,99,100,1.2359620677289946,-17.584983002978444,,,0.0,,0.0039364365,0.0,4.1689343,-14.563184397992421,0.0005287409,,100,-8.322373520304676,-21.118647416281046,0.0,,0.0,0.33694561176803817,,,-0.0034076956,1.2359620677289946,,,,0.0,,-17.584983002978444,
