MetaTest/shelf-place-v1/AverageDiscountedReturn,MetaTest/shelf-place-v1/StdReturn,MetaTest/shelf-place-v1/AverageReturn,Average/AverageDiscountedReturn,MetaTest/shelf-place-v1/MinReturn,Average/MaxReturn,Average/MinReturn,policy/KL,TotalEnvSteps,shelf-place-v1/Iteration,MetaTest/shelf-place-v1/Iteration,MetaTest/Average/TerminationRate,Average/Iteration,shelf-place-v1/NumEpisodes,shelf-place-v1/StdReturn,Average/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,shelf-place-v1/SuccessRate,MetaTest/Average/NumEpisodes,policy/LossAfter,policy/KLBefore,policy/Entropy,shelf-place-v1/MaxReturn,policy/LossBefore,MetaTest/Average/MaxReturn,Average/NumEpisodes,shelf-place-v1/AverageDiscountedReturn,shelf-place-v1/MinReturn,Average/TerminationRate,MetaTest/shelf-place-v1/SuccessRate,shelf-place-v1/TerminationRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/AverageDiscountedReturn,MetaTest/shelf-place-v1/MaxReturn,policy/dLoss,Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/shelf-place-v1/NumEpisodes,MetaTest/Average/Iteration,Average/SuccessRate,MetaTest/Average/SuccessRate,shelf-place-v1/AverageReturn,MetaTest/shelf-place-v1/TerminationRate
,,,-12.62073602771089,,-20.127094410542128,-51.613122069999804,0.0072840285,400000,19,,,19,100,4.928879121290489,-29.562544001023703,,,0.0,,-0.0037585143,0.0,5.4774323,-20.127094410542128,-0.0014906127,,100,-12.62073602771089,-51.613122069999804,0.0,,0.0,0.3246203510535326,,,0.0022679016,4.928879121290489,,,,0.0,,-29.562544001023703,
-30.809816649030616,3.993151263807034,-30.809816649030616,-12.411132165726821,-36.21675941858708,-21.801816339416423,-44.90774979892634,0.00195363,420000,20,2,0.0,20,100,4.202693743974767,-29.328882957950878,-30.809816649030616,3.993151263807034,0.0,10,-0.0075822617,0.0,5.4724603,-21.801816339416423,-0.0058844956,-24.597786273717645,100,-12.411132165726821,-44.90774979892634,0.0,0.0,0.0,0.2520983207521985,-30.809816649030616,-24.597786273717645,0.0016977661,4.202693743974767,-36.21675941858708,10,2,0.0,0.0,-29.328882957950878,0.0
,,,-12.16579972379172,,-21.140034344901167,-44.88976007932117,0.006224093,440000,21,,,21,100,3.8812190978345202,-28.074912188590403,,,0.0,,-0.007132878,0.0,5.4677196,-21.140034344901167,-0.005919333,,100,-12.16579972379172,-44.88976007932117,0.0,,0.0,0.22790286189804554,,,0.001213545,3.8812190978345202,,,,0.0,,-28.074912188590403,
,,,-12.1266448375834,,-19.592131824906183,-47.73781210864287,0.0043859566,460000,22,,,22,100,4.285539385437713,-28.22479060292928,,,0.0,,-0.0035939072,0.0,5.4632335,-19.592131824906183,-0.0027788186,,100,-12.1266448375834,-47.73781210864287,0.0,,0.0,0.2765760498765988,,,0.0008150886,4.285539385437713,,,,0.0,,-28.22479060292928,
,,,-12.394117198904091,,-20.479002352512452,-44.85092462480616,0.009192293,480000,23,,,23,100,4.562085230432778,-28.868425095861983,,,0.0,,0.0030245942,0.0,5.4508204,-20.479002352512452,-0.003632399,,100,-12.394117198904091,-44.85092462480616,0.0,,0.0,0.28532282331932435,,,-0.006656993,4.562085230432778,,,,0.0,,-28.868425095861983,
,,,-12.781456751272138,,-23.30794983563861,-39.77515845465805,0.010275987,500000,24,,,24,100,4.190209910123551,-30.5176795164327,,,0.0,,-0.0040181647,0.0,5.4392695,-23.30794983563861,-0.0035167169,,100,-12.781456751272138,-39.77515845465805,0.0,,0.0,0.2890069345637205,,,0.0005014478,4.190209910123551,,,,0.0,,-30.5176795164327,
,,,-12.278518285972721,,-19.686038383396934,-42.271882750320344,0.0032043576,520000,25,,,25,100,3.8844780098266947,-28.612548646481656,,,0.0,,-0.003037161,0.0,5.4254527,-19.686038383396934,-0.0042050285,,100,-12.278518285972721,-42.271882750320344,0.0,,0.0,0.24832686713079666,,,-0.0011678676,3.8844780098266947,,,,0.0,,-28.612548646481656,
,,,-11.964596462274132,,-18.989121324679584,-42.295906226735276,0.012425743,540000,26,,,26,100,4.017154681973715,-27.688587043731513,,,0.0,,0.0004902161,0.0,5.4093423,-18.989121324679584,-0.0016070816,,100,-11.964596462274132,-42.295906226735276,0.0,,0.0,0.33986299958177035,,,-0.0020972977,4.017154681973715,,,,0.0,,-27.688587043731513,
,,,-12.65844997872325,,-20.7895055653318,-49.643833997637316,0.0046420745,560000,27,,,27,100,5.550368320400772,-30.647557064091203,,,0.0,,-0.0025028428,0.0,5.4013853,-20.7895055653318,0.0014385098,,100,-12.65844997872325,-49.643833997637316,0.0,,0.0,0.3336673098707028,,,0.0039413525,5.550368320400772,,,,0.0,,-30.647557064091203,
,,,-12.448806739067177,,-19.12695110175007,-39.273533282680624,0.002897013,580000,28,,,28,100,3.9383937364371677,-28.81334494390519,,,0.0,,-0.0041195555,0.0,5.4015284,-19.12695110175007,-0.0016184319,,100,-12.448806739067177,-39.273533282680624,0.0,,0.0,0.19357899362571507,,,0.0025011236,3.9383937364371677,,,,0.0,,-28.81334494390519,
,,,-12.481087610367062,,-20.759392759067005,-41.46606154944409,0.0084530255,600000,29,,,29,100,4.092013894533473,-28.830968055146073,,,0.0,,0.0003543762,0.0,5.393989,-20.759392759067005,0.00035245818,,100,-12.481087610367062,-41.46606154944409,0.0,,0.0,0.24936371430245596,,,-1.9180297e-06,4.092013894533473,,,,0.0,,-28.830968055146073,
-30.551991990864657,4.84379563303689,-30.55199199086466,-12.325874223517289,-38.4689394189736,-20.834047681469148,-44.49220868588584,0.00597619,620000,30,3,0.0,30,100,4.309502982404507,-28.582268101134154,-30.55199199086466,4.84379563303689,0.0,10,-0.0010774132,0.0,5.3736014,-20.834047681469148,-0.0027133492,-24.50650200246547,100,-12.325874223517289,-44.49220868588584,0.0,0.0,0.0,0.44455289628418526,-30.551991990864657,-24.50650200246547,-0.001635936,4.309502982404507,-38.4689394189736,10,3,0.0,0.0,-28.582268101134154,0.0
,,,-12.136640045818478,,-20.16037854662958,-38.27000818538097,0.004746828,640000,31,,,31,100,3.7256461923586492,-27.683925300812806,,,0.0,,0.002849055,0.0,5.3561373,-20.16037854662958,-0.0016250738,,100,-12.136640045818478,-38.27000818538097,0.0,,0.0,0.28337415716003844,,,-0.0044741286,3.7256461923586492,,,,0.0,,-27.683925300812806,
,,,-12.268745824629937,,-21.91508505757816,-39.787493229842205,0.0034544712,660000,32,,,32,100,3.572629789320817,-28.3547304919075,,,0.0,,-0.00019701538,0.0,5.3414006,-21.91508505757816,-0.0024707916,,100,-12.268745824629937,-39.787493229842205,0.0,,0.0,0.2793763337198466,,,-0.002273776,3.572629789320817,,,,0.0,,-28.3547304919075,
,,,-12.095707953300877,,-19.607956175211495,-36.213787931255744,0.005695321,680000,33,,,33,100,3.5201259207195896,-28.134870426021557,,,0.0,,0.0016874527,0.0,5.333041,-19.607956175211495,0.00045347138,,100,-12.095707953300877,-36.213787931255744,0.0,,0.0,0.3059083041631443,,,-0.0012339812,3.5201259207195896,,,,0.0,,-28.134870426021557,
,,,-11.780897417545972,,-20.47863007790598,-39.817077640752935,0.004836911,700000,34,,,34,100,3.4803497530317555,-27.097637265122767,,,0.0,,-0.0013026163,0.0,5.325162,-20.47863007790598,-0.00089211046,,100,-11.780897417545972,-39.817077640752935,0.0,,0.0,0.26970945509572986,,,0.00041050586,3.4803497530317555,,,,0.0,,-27.097637265122767,
,,,-11.974415523718156,,-21.75745943884252,-35.23872687164721,0.010490509,720000,35,,,35,100,3.381597391775616,-27.40345688339741,,,0.0,,0.001117484,0.0,5.309301,-21.75745943884252,-0.0026828975,,100,-11.974415523718156,-35.23872687164721,0.0,,0.0,0.22488420272804444,,,-0.0038003814,3.381597391775616,,,,0.0,,-27.40345688339741,
,,,-12.296989800743308,,-21.415380824374324,-38.35901338059501,0.010071353,740000,36,,,36,100,3.10407725908319,-28.30845044271999,,,0.0,,-0.0027040436,0.0,5.291522,-21.415380824374324,-0.006150325,,100,-12.296989800743308,-38.35901338059501,0.0,,0.0,0.32765902458531293,,,-0.0034462812,3.10407725908319,,,,0.0,,-28.30845044271999,
,,,-11.95771341022962,,-21.079024470847926,-37.67114154134848,0.0034774044,760000,37,,,37,100,3.386037567168184,-27.44720470522884,,,0.0,,-0.0008752815,0.0,5.2777357,-21.079024470847926,-0.003177659,,100,-11.95771341022962,-37.67114154134848,0.0,,0.0,0.2789780775584697,,,-0.0023023775,3.386037567168184,,,,0.0,,-27.44720470522884,
,,,-11.576053921679723,,-20.04673619406693,-36.168943484895244,0.0077289366,780000,38,,,38,100,3.05339191475484,-26.447675178357176,,,0.0,,-0.0018195442,0.0,5.270122,-20.04673619406693,-0.0021701043,,100,-11.576053921679723,-36.168943484895244,0.0,,0.0,0.20259109561198907,,,-0.00035056006,3.05339191475484,,,,0.0,,-26.447675178357176,
,,,-11.704035695022588,,-20.87454529308908,-35.7513150591676,0.0051855156,800000,39,,,39,100,2.9454004232225883,-26.734094153627737,,,0.0,,-0.00032162972,0.0,5.2687297,-20.87454529308908,0.0012026977,,100,-11.704035695022588,-35.7513150591676,0.0,,0.0,0.18148886952500698,,,0.0015243274,2.9454004232225883,,,,0.0,,-26.734094153627737,
-27.02713837386704,3.4889813853334535,-27.02713837386704,-11.756817220465594,-34.22880836830536,-19.994654057625265,-42.38336103815592,0.014059474,820000,40,4,0.0,40,100,3.8819087038576674,-26.72805701214798,-27.02713837386704,3.4889813853334535,0.0,10,0.005409518,0.0,5.2634044,-19.994654057625265,0.0028840562,-22.042151028256807,100,-11.756817220465594,-42.38336103815592,0.0,0.0,0.0,0.23605191271733572,-27.02713837386704,-22.042151028256807,-0.0025254616,3.8819087038576674,-34.22880836830536,10,4,0.0,0.0,-26.72805701214798,0.0
,,,-11.957378378855694,,-20.72833104171325,-35.18112476644258,0.0078039384,840000,41,,,41,100,3.073492157115529,-26.73240153168474,,,0.0,,0.00074952695,0.0,5.2543645,-20.72833104171325,0.0010069992,,100,-11.957378378855694,-35.18112476644258,0.0,,0.0,0.23725141644133507,,,0.00025747222,3.073492157115529,,,,0.0,,-26.73240153168474,
,,,-11.510928349153728,,-20.158655571476626,-37.020240150158,0.009663458,860000,42,,,42,100,3.7656456034311234,-26.475008889864508,,,0.0,,0.002035594,0.0,5.234969,-20.158655571476626,-6.350403e-05,,100,-11.510928349153728,-37.020240150158,0.0,,0.0,0.2898418652880578,,,-0.0020990982,3.7656456034311234,,,,0.0,,-26.475008889864508,
,,,-11.755519815295235,,-20.189240219143542,-33.89021124879288,0.0045413314,880000,43,,,43,100,2.9898290293929026,-26.474738170428303,,,0.0,,0.0022170115,0.0,5.213066,-20.189240219143542,-0.0024172924,,100,-11.755519815295235,-33.89021124879288,0.0,,0.0,0.19676078413475417,,,-0.004634304,2.9898290293929026,,,,0.0,,-26.474738170428303,
,,,-11.569538540367555,,-20.58369920170772,-34.843228614411665,0.0069795134,900000,44,,,44,100,2.995017307539465,-26.444557049682864,,,0.0,,0.0031735725,0.0,5.199578,-20.58369920170772,0.0015487046,,100,-11.569538540367555,-34.843228614411665,0.0,,0.0,0.2790214423530474,,,-0.0016248679,2.995017307539465,,,,0.0,,-26.444557049682864,
,,,-11.573109398800728,,-20.22480467946856,-37.72815268869037,0.0034969253,920000,45,,,45,100,3.4963612278437592,-26.023966467221115,,,0.0,,-0.0009630611,0.0,5.1839437,-20.22480467946856,-0.0032761146,,100,-11.573109398800728,-37.72815268869037,0.0,,0.0,0.29150062462980186,,,-0.0023130535,3.4963612278437592,,,,0.0,,-26.023966467221115,
,,,-11.296793649785625,,-20.24188200329617,-33.45929712116586,0.006028778,940000,46,,,46,100,3.2161711690493617,-25.466056131537442,,,0.0,,0.0011310728,0.0,5.1724215,-20.24188200329617,-0.0007524853,,100,-11.296793649785625,-33.45929712116586,0.0,,0.0,0.24822139380538522,,,-0.001883558,3.2161711690493617,,,,0.0,,-25.466056131537442,
,,,-11.272583746440374,,-18.3155688370639,-38.132503771618616,0.009148743,960000,47,,,47,100,3.7934690309775636,-25.526110458017225,,,0.0,,0.0019740083,0.0,5.1560287,-18.3155688370639,-0.00022502289,,100,-11.272583746440374,-38.132503771618616,0.0,,0.0,0.3455637914920693,,,-0.0021990312,3.7934690309775636,,,,0.0,,-25.526110458017225,
,,,-11.229524229682392,,-18.963241653984465,-32.62963332647957,0.002932587,980000,48,,,48,100,2.9265343126401193,-24.88261806836718,,,0.0,,0.003222425,0.0,5.1381197,-18.963241653984465,0.000105710984,,100,-11.229524229682392,-32.62963332647957,0.0,,0.0,0.32160840443623506,,,-0.003116714,2.9265343126401193,,,,0.0,,-24.88261806836718,
,,,-11.160779067857325,,-18.232668147447924,-33.471507454275795,0.008518116,1000000,49,,,49,100,3.0103531013991307,-24.735544342990224,,,0.0,,-0.0016900161,0.0,5.121518,-18.232668147447924,-0.0036399437,,100,-11.160779067857325,-33.471507454275795,0.0,,0.0,0.24675036245199367,,,-0.0019499275,3.0103531013991307,,,,0.0,,-24.735544342990224,
-26.140712995502337,3.612018351738348,-26.140712995502344,-10.753066204341824,-32.283574771954854,-18.567764016936312,-38.2018988873614,0.0048810006,1020000,50,5,0.0,50,100,3.2862010533150285,-24.21518803989933,-26.140712995502344,3.612018351738348,0.0,10,0.0019468046,0.0,5.1085515,-18.567764016936312,0.00047278346,-20.367220952330538,100,-10.753066204341824,-38.2018988873614,0.0,0.0,0.0,0.27702391951978633,-26.140712995502337,-20.367220952330538,-0.0014740211,3.2862010533150285,-32.283574771954854,10,5,0.0,0.0,-24.21518803989933,0.0
,,,-10.94581926452704,,-17.61109038512236,-35.6896876639359,0.011542148,1040000,51,,,51,100,3.125114879356745,-24.348234952180963,,,0.0,,0.0010214829,0.0,5.092753,-17.61109038512236,-0.0029080487,,100,-10.94581926452704,-35.6896876639359,0.0,,0.0,0.3286003479563644,,,-0.0039295317,3.125114879356745,,,,0.0,,-24.348234952180963,
,,,-11.217236634563125,,-19.639418947411748,-43.254982704743476,0.0053340513,1060000,52,,,52,100,3.1432288862416904,-24.55293154480212,,,0.0,,0.0022802048,0.0,5.077668,-19.639418947411748,0.00081645965,,100,-11.217236634563125,-43.254982704743476,0.0,,0.0,0.4039420527102996,,,-0.0014637451,3.1432288862416904,,,,0.0,,-24.55293154480212,
,,,-10.535320830933117,,-17.245488734119952,-36.90658293548752,0.0041795718,1080000,53,,,53,100,2.944828438603124,-22.835691393306696,,,0.0,,0.0032816913,0.0,5.063273,-17.245488734119952,0.0010480251,,100,-10.535320830933117,-36.90658293548752,0.0,,0.0,0.3526573586485052,,,-0.0022336664,2.944828438603124,,,,0.0,,-22.835691393306696,
,,,-10.668737526839388,,-18.556440743254704,-37.280129704628735,0.0047787377,1100000,54,,,54,100,2.866139526187952,-23.27956734988792,,,0.0,,0.0028018723,0.0,5.044723,-18.556440743254704,-0.0005689522,,100,-10.668737526839388,-37.280129704628735,0.0,,0.0,0.29034174710938054,,,-0.0033708245,2.866139526187952,,,,0.0,,-23.27956734988792,
,,,-10.474991800904547,,-18.186535023107613,-29.682964381481337,0.008520836,1120000,55,,,55,100,2.467183457084613,-22.84394706218673,,,0.0,,0.0082854275,0.0,5.021962,-18.186535023107613,0.00091272086,,100,-10.474991800904547,-29.682964381481337,0.0,,0.0,0.39720729139141486,,,-0.0073727067,2.467183457084613,,,,0.0,,-22.84394706218673,
,,,-10.579548999961355,,-17.67370863180935,-40.633989051548156,0.0055507454,1140000,56,,,56,100,3.186666317786976,-23.174598593820406,,,0.0,,0.0020306727,0.0,5.0081964,-17.67370863180935,0.00052594795,,100,-10.579548999961355,-40.633989051548156,0.0,,0.0,0.3315838190811252,,,-0.0015047248,3.186666317786976,,,,0.0,,-23.174598593820406,
,,,-10.40013426393453,,-18.039129566058243,-30.21958860254814,0.0070916237,1160000,57,,,57,100,2.285922521872915,-22.67134808920417,,,0.0,,-0.0017868622,0.0,4.996213,-18.039129566058243,-0.0026064015,,100,-10.40013426393453,-30.21958860254814,0.0,,0.0,0.37488896914522063,,,-0.0008195393,2.285922521872915,,,,0.0,,-22.67134808920417,
,,,-10.11831616107437,,-17.941172653496245,-35.44742606586471,0.008386856,1180000,58,,,58,100,2.402826197461683,-22.18050358021123,,,0.0,,0.0015034996,0.0,4.980075,-17.941172653496245,-0.0013297551,,100,-10.11831616107437,-35.44742606586471,0.0,,0.0,0.2826936518055069,,,-0.0028332546,2.402826197461683,,,,0.0,,-22.18050358021123,
,,,-10.060697932775025,,-17.69439227105151,-38.10669454641793,0.0039527733,1200000,59,,,59,100,2.7513390806955482,-22.08998057703863,,,0.0,,0.003884855,0.0,4.961106,-17.69439227105151,0.00034719773,,100,-10.060697932775025,-38.10669454641793,0.0,,0.0,0.24057834750709783,,,-0.0035376572,2.7513390806955482,,,,0.0,,-22.08998057703863,
-22.25364742321876,1.820637491204107,-22.253647423218762,-10.296079165294431,-25.34542429412814,-17.284058922825903,-26.987133358088563,0.005345519,1220000,60,6,0.0,60,100,2.1282217557967535,-22.082878376589562,-22.253647423218762,1.820637491204107,0.0,10,0.0058987276,0.0,4.9437227,-17.284058922825903,0.0017869953,-19.64115303705547,100,-10.296079165294431,-26.987133358088563,0.0,0.0,0.0,0.3978162191267455,-22.25364742321876,-19.64115303705547,-0.0041117324,2.1282217557967535,-25.34542429412814,10,6,0.0,0.0,-22.082878376589562,0.0
,,,-9.927075129838137,,-17.47276105054699,-28.42968540268988,0.008079122,1240000,61,,,61,100,2.044332112918225,-21.535225310072978,,,0.0,,0.0046004965,0.0,4.9265623,-17.47276105054699,0.0016073082,,100,-9.927075129838137,-28.42968540268988,0.0,,0.0,0.3456202209715803,,,-0.0029931883,2.044332112918225,,,,0.0,,-21.535225310072978,
,,,-9.916900105371052,,-17.983816506225963,-26.506422016739094,0.008368808,1260000,62,,,62,100,1.8181315103686488,-21.432799774435033,,,0.0,,0.002618467,0.0,4.910014,-17.983816506225963,0.0003762375,,100,-9.916900105371052,-26.506422016739094,0.0,,0.0,0.26727422977308146,,,-0.0022422294,1.8181315103686488,,,,0.0,,-21.432799774435033,
,,,-9.855075098319638,,-17.46008817912336,-32.06077706964412,0.009521671,1280000,63,,,63,100,2.262501913615065,-21.131849267139618,,,0.0,,0.0056303716,0.0,4.889869,-17.46008817912336,0.0012751056,,100,-9.855075098319638,-32.06077706964412,0.0,,0.0,0.2790419577554233,,,-0.0043552658,2.262501913615065,,,,0.0,,-21.131849267139618,
,,,-9.576527039764407,,-17.579431227685205,-26.232810493746292,0.019383067,1300000,64,,,64,100,1.8639758852503356,-20.567044283705272,,,0.0,,0.011990084,0.0,4.8704224,-17.579431227685205,0.0014622986,,100,-9.576527039764407,-26.232810493746292,0.0,,0.0,0.28941966488920834,,,-0.010527786,1.8639758852503356,,,,0.0,,-20.567044283705272,
,,,-9.828822530657131,,-16.977322473388856,-28.801084762550545,0.015972774,1320000,65,,,65,100,2.0559096395145775,-21.0246703967849,,,0.0,,0.004886193,0.0,4.8544307,-16.977322473388856,0.00095200463,,100,-9.828822530657131,-28.801084762550545,0.0,,0.0,0.3989491673856008,,,-0.0039341887,2.0559096395145775,,,,0.0,,-21.0246703967849,
