MetaTest/button-press-wall-v1/MaxReturn,MetaTest/Average/Iteration,policy/LossAfter,policy/Entropy,MetaTest/button-press-wall-v1/TerminationRate,MetaTest/button-press-wall-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/button-press-wall-v1/Iteration,MetaTest/Average/StdReturn,button-press-wall-v1/NumEpisodes,Average/TerminationRate,MetaTest/Average/MaxReturn,button-press-wall-v1/AverageDiscountedReturn,Average/StdReturn,policy/dLoss,button-press-wall-v1/MaxReturn,button-press-wall-v1/Iteration,button-press-wall-v1/StdReturn,TotalEnvSteps,Average/MinReturn,MetaTest/button-press-wall-v1/SuccessRate,button-press-wall-v1/MinReturn,policy/KL,Average/SuccessRate,MetaTest/button-press-wall-v1/MinReturn,MetaTest/Average/SuccessRate,button-press-wall-v1/SuccessRate,Average/NumEpisodes,LinearFeatureBaseline/ExplainedVariance,MetaTest/button-press-wall-v1/AverageReturn,MetaTest/Average/TerminationRate,Average/Iteration,MetaTest/Average/NumEpisodes,button-press-wall-v1/TerminationRate,MetaTest/button-press-wall-v1/StdReturn,Average/MaxReturn,button-press-wall-v1/AverageReturn,MetaTest/button-press-wall-v1/NumEpisodes,policy/KLBefore,policy/LossBefore,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn
277112.4743739979,7,-81.84322,4.7692723,0.0,117971.47746155718,117971.47746155717,53941.26111616679,10538.74828410725,7,68788.1389256529,100,0.0,277112.4743739979,53941.26111616679,91830.82361862143,50.560326,343489.1285585984,70,91830.82361862143,1420000,-28.216244906262624,0.4,-28.216244906262624,0.009087506,0.23,10538.74828410725,0.4,0.23,100,0.49125567560964123,117971.47746155717,0.0,70,10,0.0,68788.1389256529,343489.1285585984,121608.0451634803,10,0.0,-31.2829,121608.0451634803,117971.47746155718
,,80.15087,4.7627516,,,,57757.78114426792,,,,100,0.0,,57757.78114426792,88783.65442005449,64.86756,341783.6012333798,71,88783.65442005449,1440000,-21.908101516389276,,-21.908101516389276,0.005496372,0.35,,,0.35,100,0.3692324661962938,,,71,,0.0,,341783.6012333798,130458.63865778301,,0.0,145.01843,130458.63865778301,
,,-91.7914,4.7472258,,,,56481.07498631379,,,,100,0.0,,56481.07498631379,92115.34587399206,28.539547,347022.52289758,72,92115.34587399206,1460000,-32.25187458092115,,-32.25187458092115,0.008691466,0.29,,,0.29,100,0.4127178478470136,,,72,,0.0,,347022.52289758,125956.09279937884,,0.0,-63.25185,125956.09279937884,
,,-28.21005,4.7458224,,,,65206.69839687264,,,,100,0.0,,65206.69839687264,102642.951788206,57.66024,349674.94218662183,73,102642.951788206,1480000,-39.0240299634925,,-39.0240299634925,0.006306548,0.37,,,0.37,100,0.4958358053013907,,,73,,0.0,,349674.94218662183,154939.76991251402,,0.0,29.450188,154939.76991251402,
,,30.6002,4.744708,,,,63551.148872392725,,,,100,0.0,,63551.148872392725,111435.34330254508,-13.127701,349023.34732569754,74,111435.34330254508,1500000,-40.79008510653955,,-40.79008510653955,0.009982631,0.44,,,0.44,100,0.43508388927539554,,,74,,0.0,,349023.34732569754,152173.66808327165,,0.0,17.4725,152173.66808327165,
,,-81.79375,4.751477,,,,62958.99815350399,,,,100,0.0,,62958.99815350399,120913.86568723428,66.09505,353021.148614866,75,120913.86568723428,1520000,-41.9151378088445,,-41.9151378088445,0.0047325403,0.43,,,0.43,100,0.514731014314581,,,75,,0.0,,353021.148614866,152126.16746839986,,0.0,-15.6987,152126.16746839986,
,,-15.0504,4.7395396,,,,64800.60921322078,,,,100,0.0,,64800.60921322078,100079.04454948878,73.25065,348978.30837888084,76,100079.04454948878,1540000,-39.58231925251661,,-39.58231925251661,0.0067615495,0.3,,,0.3,100,0.45760427117198055,,,76,,0.0,,348978.30837888084,156114.0171400635,,0.0,58.20025,156114.0171400635,
,,-9.094237,4.7043223,,,,71134.37036773884,,,,100,0.0,,71134.37036773884,124828.84729135623,77.09675,345612.4984070843,77,124828.84729135623,1560000,-33.16335996990309,,-33.16335996990309,0.0059215855,0.51,,,0.51,100,0.5557632944088282,,,77,,0.0,,345612.4984070843,176012.45829521364,,0.0,68.00251,176012.45829521364,
,,-111.44825,4.6843543,,,,65691.86438098764,,,,100,0.0,,65691.86438098764,123116.98853874145,61.29905,343250.58799206256,78,123116.98853874145,1580000,-28.15660595611634,,-28.15660595611634,0.0061714067,0.41,,,0.41,100,0.4826132953929245,,,78,,0.0,,343250.58799206256,162374.90668735033,,0.0,-50.1492,162374.90668735033,
,,-20.116325,4.690435,,,,66064.36224925714,,,,100,0.0,,66064.36224925714,122783.57077810304,61.9472,349504.8628098464,79,122783.57077810304,1600000,-35.65069720457848,,-35.65069720457848,0.006230592,0.42,,,0.42,100,0.5185941868260755,,,79,,0.0,,349504.8628098464,162987.37071992765,,0.0,41.830875,162987.37071992765,
271573.67477159033,8,-32.846832,4.6968813,0.0,149490.94172877813,149490.94172877813,64966.89567069877,-18.19975704213175,8,76208.94407415202,100,0.0,271573.67477159033,64966.89567069877,106265.3960168775,50.56523,346554.78830078343,80,106265.3960168775,1620000,-38.483041979487396,0.1,-38.483041979487396,0.0045975423,0.29,-18.19975704213175,0.1,0.29,100,0.48693443781332835,149490.94172877813,0.0,80,10,0.0,76208.94407415202,346554.78830078343,158696.24060365284,10,0.0,17.7184,158696.24060365284,149490.94172877813
,,-124.4629,4.6946573,,,,59571.37154354531,,,,100,0.0,,59571.37154354531,101568.14465244512,63.042698,346260.0368877123,81,101568.14465244512,1640000,-31.917388304991224,,-31.917388304991224,0.005263888,0.32,,,0.32,100,0.5066953555717835,,,81,,0.0,,346260.0368877123,142221.98914800672,,0.0,-61.4202,142221.98914800672,
,,-23.044775,4.683934,,,,80431.7307247108,,,,100,0.0,,80431.7307247108,115188.15877099031,72.332016,350314.80669688486,82,115188.15877099031,1660000,-44.57314425251963,,-44.57314425251963,0.004172324,0.6,,,0.6,100,0.5004027077140472,,,82,,0.0,,350314.80669688486,200173.13538981983,,0.0,49.28724,200173.13538981983,
,,-8.348959,4.6791162,,,,84504.8209903622,,,,100,0.0,,84504.8209903622,101741.88249469509,62.933823,354250.22252063104,83,101741.88249469509,1680000,-19.830783399038175,,-19.830783399038175,0.0045946613,0.61,,,0.61,100,0.5659288895717468,,,83,,0.0,,354250.22252063104,208124.3516500248,,0.0,54.58486,208124.3516500248,
,,-43.49395,4.674405,,,,81891.65266531677,,,,100,0.0,,81891.65266531677,112987.17106424658,62.01125,350867.1070618795,84,112987.17106424658,1700000,-38.98147017021374,,-38.98147017021374,0.004259013,0.61,,,0.61,100,0.4206041997035328,,,84,,0.0,,350867.1070618795,205947.1672067585,,0.0,18.5173,205947.1672067585,
,,53.70365,4.653579,,,,77002.4745719584,,,,100,0.0,,77002.4745719584,100286.64697233276,52.102646,351619.362616283,85,100286.64697233276,1720000,-18.617455560416804,,-18.617455560416804,0.005009815,0.5,,,0.5,100,0.4924468744664535,,,85,,0.0,,351619.362616283,188257.2512037065,,0.0,105.8063,188257.2512037065,
,,-94.1689,4.6325064,,,,66344.20366592755,,,,100,0.0,,66344.20366592755,104531.20365358226,58.4209,347395.18120877084,86,104531.20365358226,1740000,-26.924127641081995,,-26.924127641081995,0.0059586097,0.36,,,0.36,100,0.4908970045141493,,,86,,0.0,,347395.18120877084,161614.78155790712,,0.0,-35.748,161614.78155790712,
,,-84.4839,4.6274333,,,,66603.27168225386,,,,100,0.0,,66603.27168225386,106420.14169681148,71.72877,347157.0416081375,87,106420.14169681148,1760000,-22.594508931089827,,-22.594508931089827,0.0073660263,0.3,,,0.3,100,0.517264866502694,,,87,,0.0,,347157.0416081375,166060.13976308858,,0.0,-12.755137,166060.13976308858,
,,-59.0373,4.6177187,,,,79566.25576296769,,,,100,0.0,,79566.25576296769,104177.45386360475,60.04725,350925.0313442787,88,104177.45386360475,1780000,-24.306865244170464,,-24.306865244170464,0.006991244,0.44,,,0.44,100,0.43326486002569,,,88,,0.0,,350925.0313442787,200079.6798370514,,0.0,1.00995,200079.6798370514,
,,-86.15163,4.5989275,,,,69703.62842779019,,,,100,0.0,,69703.62842779019,102576.95617816431,59.509026,353485.49648220843,89,102576.95617816431,1800000,-24.57287293513051,,-24.57287293513051,0.00637544,0.36,,,0.36,100,0.6415851884495911,,,89,,0.0,,353485.49648220843,171061.04681786426,,0.0,-26.6426,171061.04681786426,
344755.09912404243,9,-26.53635,4.5784464,0.0,110244.06547176391,110244.06547176393,76894.39504796335,-19.886916594790208,9,122258.71258209903,100,0.0,344755.09912404243,76894.39504796335,106072.40800408395,63.5015,354588.2558043993,90,106072.40800408395,1820000,-30.08025558610519,0.3,-30.08025558610519,0.0044900794,0.45,-19.886916594790208,0.3,0.45,100,0.5457799105874241,110244.06547176393,0.0,90,10,0.0,122258.71258209903,354588.2558043993,190990.46149112235,10,0.0,36.96515,190990.46149112235,110244.06547176391
,,-72.29427,4.567982,,,,80912.57442897471,,,,100,0.0,,80912.57442897471,103240.47197670476,67.35583,352871.5364823394,91,103240.47197670476,1840000,-27.91988432358455,,-27.91988432358455,0.0060826745,0.47,,,0.47,100,0.5213541365645824,,,91,,0.0,,352871.5364823394,199611.4457467162,,0.0,-4.9384437,199611.4457467162,
,,-36.4377,4.54411,,,,80120.49662055445,,,,100,0.0,,80120.49662055445,107937.6750919153,50.980824,350960.90238163254,92,107937.6750919153,1860000,-28.268784373915647,,-28.268784373915647,0.0041083274,0.44,,,0.44,100,0.4245932717697516,,,92,,0.0,,350960.90238163254,205238.6873916579,,0.0,14.543125,205238.6873916579,
,,-20.09815,4.5089803,,,,80519.8892842483,,,,100,0.0,,80519.8892842483,122320.05887779235,59.676804,352965.98712621187,93,122320.05887779235,1880000,-22.938841638409123,,-22.938841638409123,0.0060427873,0.56,,,0.56,100,0.549629505599465,,,93,,0.0,,352965.98712621187,204011.2795104931,,0.0,39.57865,204011.2795104931,
,,-32.2065,4.49107,,,,82707.15695677054,,,,100,0.0,,82707.15695677054,120680.02733594735,58.078026,352884.56765753607,94,120680.02733594735,1900000,-20.19143429060252,,-20.19143429060252,0.005792041,0.55,,,0.55,100,0.6469748343432382,,,94,,0.0,,352884.56765753607,210793.37203060664,,0.0,25.871525,210793.37203060664,
,,-69.32261,4.471585,,,,83837.10228207646,,,,100,0.0,,83837.10228207646,99792.55886136078,49.058586,349979.12949172343,95,99792.55886136078,1920000,-21.422440058010793,,-21.422440058010793,0.0057058632,0.48,,,0.48,100,0.48028603762671007,,,95,,0.0,,349979.12949172343,211753.75135835362,,0.0,-20.264025,211753.75135835362,
,,-23.423025,4.4524765,,,,81686.47751732587,,,,100,0.0,,81686.47751732587,98138.49682942157,47.122513,353309.9353496307,96,98138.49682942157,1940000,-20.02534617626967,,-20.02534617626967,0.005332006,0.44,,,0.44,100,0.4717260764682514,,,96,,0.0,,353309.9353496307,206507.8042762453,,0.0,23.699488,206507.8042762453,
,,-23.507025,4.433563,,,,83096.67760923393,,,,100,0.0,,83096.67760923393,107527.7355181741,56.12845,354300.92223096354,97,107527.7355181741,1960000,-27.125566851137382,,-27.125566851137382,0.006050896,0.51,,,0.51,100,0.5290436638301157,,,97,,0.0,,354300.92223096354,211996.31515364308,,0.0,32.621426,211996.31515364308,
,,-150.82527,4.41631,,,,72993.15045661012,,,,100,0.0,,72993.15045661012,111680.79774847502,69.63795,355422.46861578204,98,111680.79774847502,1980000,-30.749847490301654,,-30.749847490301654,0.005568117,0.36,,,0.36,100,0.5595240643802311,,,98,,0.0,,355422.46861578204,185213.1481577875,,0.0,-81.187325,185213.1481577875,
,,21.2732,4.4227524,,,,79759.25287492764,,,,100,0.0,,79759.25287492764,103698.45674717629,60.5558,352506.42637440097,99,103698.45674717629,2000000,-29.159747948163655,,-29.159747948163655,0.00595865,0.5,,,0.5,100,0.5887597526834007,,,99,,0.0,,352506.42637440097,201241.59351925406,,0.0,81.829,201241.59351925406,
