MetaTest/button-press-wall-v1/MaxReturn,MetaTest/Average/Iteration,policy/LossAfter,policy/Entropy,MetaTest/button-press-wall-v1/TerminationRate,MetaTest/button-press-wall-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/button-press-wall-v1/Iteration,MetaTest/Average/StdReturn,button-press-wall-v1/NumEpisodes,Average/TerminationRate,MetaTest/Average/MaxReturn,button-press-wall-v1/AverageDiscountedReturn,Average/StdReturn,policy/dLoss,button-press-wall-v1/MaxReturn,button-press-wall-v1/Iteration,button-press-wall-v1/StdReturn,TotalEnvSteps,Average/MinReturn,MetaTest/button-press-wall-v1/SuccessRate,button-press-wall-v1/MinReturn,policy/KL,Average/SuccessRate,MetaTest/button-press-wall-v1/MinReturn,MetaTest/Average/SuccessRate,button-press-wall-v1/SuccessRate,Average/NumEpisodes,LinearFeatureBaseline/ExplainedVariance,MetaTest/button-press-wall-v1/AverageReturn,MetaTest/Average/TerminationRate,Average/Iteration,MetaTest/Average/NumEpisodes,button-press-wall-v1/TerminationRate,MetaTest/button-press-wall-v1/StdReturn,Average/MaxReturn,button-press-wall-v1/AverageReturn,MetaTest/button-press-wall-v1/NumEpisodes,policy/KLBefore,policy/LossBefore,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn
,,-15.837037,5.619733,,,,6954.027607353422,,,,100,0.0,,6954.027607353422,42513.73902658476,22.27495,303024.58169706666,14,42513.73902658476,300000,-38.835695412082934,,-38.835695412082934,0.0054374686,0.05,,,0.05,100,0.33708580432970203,,,14,,0.0,,303024.58169706666,13881.947290257609,,0.0,6.4379125,13881.947290257609,
,,-22.382143,5.5924635,,,,9093.750517642178,,,,100,0.0,,9093.750517642178,44607.91961233765,22.806519,301805.9700931836,15,44607.91961233765,320000,-45.01876629050488,,-45.01876629050488,0.0047619985,0.05,,,0.05,100,0.3016202205581908,,,15,,0.0,,301805.9700931836,18178.787354394233,,0.0,0.424375,18178.787354394233,
,,-7.592225,5.5710225,,,,5448.165976972671,,,,100,0.0,,5448.165976972671,39306.473062380916,27.186188,326591.3546676513,16,39306.473062380916,340000,-41.967368075748894,,-41.967368075748894,0.004860761,0.06,,,0.06,100,0.291370588059637,,,16,,0.0,,326591.3546676513,10855.816384448128,,0.0,19.593962,10855.816384448128,
,,-15.449794,5.547208,,,,8096.526154053284,,,,100,0.0,,8096.526154053284,44896.836613630585,25.15578,304746.862732438,17,44896.836613630585,360000,-43.522738937802416,,-43.522738937802416,0.007182099,0.06,,,0.06,100,0.2883324766420624,,,17,,0.0,,304746.862732438,15968.328371172865,,0.0,9.705988,15968.328371172865,
,,20.56605,5.54213,,,,9184.53189834713,,,,100,0.0,,9184.53189834713,30932.699264077364,18.59728,174289.3529647827,18,30932.699264077364,380000,-41.070464319851915,,-41.070464319851915,0.0033240397,0.06,,,0.06,100,0.2816499170216533,,,18,,0.0,,174289.3529647827,16734.778076989078,,0.0,39.16333,16734.778076989078,
,,-40.57083,5.546066,,,,8509.689848482905,,,,100,0.0,,8509.689848482905,37547.87437694667,19.323969,330506.9793606881,19,37547.87437694667,400000,-39.404190545343084,,-39.404190545343084,0.0069646467,0.04,,,0.04,100,0.23441033973379655,,,19,,0.0,,330506.9793606881,15512.004233377804,,0.0,-21.246862,15512.004233377804,
17995.130966249555,2,7.140894,5.557688,0.0,4098.02740736002,4098.0274073600185,8287.47029521757,-23.19367732798934,2,6566.706551113426,100,0.0,17995.130966249555,8287.47029521757,19343.224834400684,14.982475,91793.85397156178,20,19343.224834400684,420000,-40.95840273827446,0.0,-40.95840273827446,0.006754144,0.03,-23.19367732798934,0.0,0.03,100,0.21457789555555562,4098.0274073600185,0.0,20,10,0.0,6566.706551113426,91793.85397156178,13474.221904681819,10,0.0,22.12337,13474.221904681819,4098.02740736002
,,-29.338213,5.5634084,,,,9459.068498168908,,,,100,0.0,,9459.068498168908,29898.866682818014,19.338957,191139.68739847615,21,29898.866682818014,440000,-47.323195671291614,,-47.323195671291614,0.00735656,0.06,,,0.06,100,0.23613240664596014,,,21,,0.0,,191139.68739847615,17867.60769795874,,0.0,-9.999256,17867.60769795874,
,,-95.38391,5.5463796,,,,15719.44047054945,,,,100,0.0,,15719.44047054945,51226.57855953975,37.827503,323055.71401515167,22,51226.57855953975,460000,-42.358928858894956,,-42.358928858894956,0.0055758655,0.1,,,0.1,100,0.28781238799433306,,,22,,0.0,,323055.71401515167,31141.54608981326,,0.0,-57.556408,31141.54608981326,
,,-8.626087,5.5369086,,,,11621.00881495793,,,,100,0.0,,11621.00881495793,39408.7804065915,27.213802,284028.5854418656,23,39408.7804065915,480000,-39.19479854971193,,-39.19479854971193,0.006712143,0.09,,,0.09,100,0.2604128257188212,,,23,,0.0,,284028.5854418656,22673.458852981883,,0.0,18.587715,22673.458852981883,
,,-57.308224,5.5297446,,,,14971.147577991054,,,,100,0.0,,14971.147577991054,53042.31376259191,42.70065,295424.49548984616,24,53042.31376259191,500000,-39.01651499080378,,-39.01651499080378,0.0068716574,0.11,,,0.11,100,0.3095881150319485,,,24,,0.0,,295424.49548984616,29719.086181688137,,0.0,-14.607575,29719.086181688137,
,,-21.406687,5.5164495,,,,17521.192468693334,,,,100,0.0,,17521.192468693334,69043.98111659997,54.0701,335961.7960689615,25,69043.98111659997,520000,-42.38906540966133,,-42.38906540966133,0.009333231,0.13,,,0.13,100,0.3505588719393187,,,25,,0.0,,335961.7960689615,38980.848604316496,,0.0,32.663414,38980.848604316496,
,,-51.508633,5.511742,,,,13738.019906260297,,,,100,0.0,,13738.019906260297,40834.10250983431,31.359327,210638.51816577135,26,40834.10250983431,540000,-37.44157839653186,,-37.44157839653186,0.007104715,0.09,,,0.09,100,0.38417071124787894,,,26,,0.0,,210638.51816577135,27433.60446419346,,0.0,-20.149305,27433.60446419346,
,,-14.090118,5.497199,,,,12734.39191168432,,,,100,0.0,,12734.39191168432,47327.50700368695,27.224274,300734.35071234003,27,47327.50700368695,560000,-41.4377224507553,,-41.4377224507553,0.0054346183,0.08,,,0.08,100,0.28775551648464204,,,27,,0.0,,300734.35071234003,25707.27651956954,,0.0,13.134156,25707.27651956954,
,,50.87,5.4958014,,,,17188.504688042496,,,,100,0.0,,17188.504688042496,56752.85331635907,43.18201,328687.1021135333,28,56752.85331635907,580000,-27.295312371413388,,-27.295312371413388,0.0047508846,0.14,,,0.14,100,0.3154918197040355,,,28,,0.0,,328687.1021135333,35601.4730881944,,0.0,94.05201,35601.4730881944,
,,-18.769444,5.51211,,,,20264.363981371676,,,,100,0.0,,20264.363981371676,58029.577016795985,48.21875,327238.5998372049,29,58029.577016795985,600000,-29.378397194625364,,-29.378397194625364,0.005506052,0.17,,,0.17,100,0.26496398352356165,,,29,,0.0,,327238.5998372049,42031.3600897297,,0.0,29.449306,42031.3600897297,
277439.1464008903,3,-61.04327,5.485784,0.0,38767.78381170733,38767.783811707326,20164.69241210113,-18.64746109152269,3,80838.48356362164,100,0.0,277439.1464008903,20164.69241210113,57681.49599988144,53.7831,318653.6231776065,30,57681.49599988144,620000,-33.55659841389139,0.1,-33.55659841389139,0.006071465,0.14,-18.64746109152269,0.1,0.14,100,0.3226437555191485,38767.783811707326,0.0,30,10,0.0,80838.48356362164,318653.6231776065,40228.77628048536,10,0.0,-7.2601686,40228.77628048536,38767.78381170733
,,-25.665699,5.459138,,,,16956.397158011383,,,,100,0.0,,16956.397158011383,44405.486436226296,25.482002,311795.7003675311,31,44405.486436226296,640000,-29.831657910025434,,-29.831657910025434,0.0045276075,0.1,,,0.1,100,0.28110799187619373,,,31,,0.0,,311795.7003675311,36109.96805907071,,0.0,-0.18369688,36109.96805907071,
,,-68.3425,5.4548025,,,,18782.3158726,,,,100,0.0,,18782.3158726,60328.57184031761,40.31687,332211.33322140493,32,60328.57184031761,660000,-24.412547313779086,,-24.412547313779086,0.0059272246,0.11,,,0.11,100,0.34472604021817577,,,32,,0.0,,332211.33322140493,37905.21682113743,,0.0,-28.025625,37905.21682113743,
,,-54.385796,5.454217,,,,18179.68989220287,,,,100,0.0,,18179.68989220287,55597.72486018379,37.764336,324828.0318942901,33,55597.72486018379,680000,-30.450180711941858,,-30.450180711941858,0.0047382773,0.12,,,0.12,100,0.338162522064268,,,33,,0.0,,324828.0318942901,36179.30833196584,,0.0,-16.621462,36179.30833196584,
,,-21.05903,5.4498696,,,,18930.210015980447,,,,100,0.0,,18930.210015980447,52567.91260841671,43.701233,300638.48686539853,34,52567.91260841671,700000,-34.98714063396754,,-34.98714063396754,0.0043324735,0.13,,,0.13,100,0.32265062713406334,,,34,,0.0,,300638.48686539853,38074.23769527076,,0.0,22.6422,38074.23769527076,
,,-31.34378,5.431895,,,,18452.604898462978,,,,100,0.0,,18452.604898462978,55012.28972362781,32.812336,326763.39908969274,35,55012.28972362781,720000,-26.46326562296195,,-26.46326562296195,0.0060574207,0.05,,,0.05,100,0.2594443691573598,,,35,,0.0,,326763.39908969274,38241.7653287846,,0.0,1.4685563,38241.7653287846,
,,-28.845543,5.41265,,,,19064.451018777523,,,,100,0.0,,19064.451018777523,61845.20581276774,12.024456,336536.6141635879,36,61845.20581276774,740000,-29.213935738472394,,-29.213935738472394,0.014469353,0.13,,,0.13,100,0.35948524054278386,,,36,,0.0,,336536.6141635879,38818.445669898785,,0.0,-16.821087,38818.445669898785,
,,8.571625,5.407733,,,,20266.69513129598,,,,100,0.0,,20266.69513129598,54732.808309509506,30.240051,335028.6473062709,37,54732.808309509506,760000,-28.766289632559587,,-28.766289632559587,0.0077432212,0.12,,,0.12,100,0.3060177517149859,,,37,,0.0,,335028.6473062709,39894.608640682076,,0.0,38.811676,39894.608640682076,
,,-15.909275,5.393951,,,,22911.966290973753,,,,100,0.0,,22911.966290973753,57985.90140634333,42.824455,328912.93194534996,38,57985.90140634333,780000,-23.310771068574784,,-23.310771068574784,0.004769363,0.13,,,0.13,100,0.32649401320991667,,,38,,0.0,,328912.93194534996,47664.265936917436,,0.0,26.915182,47664.265936917436,
,,-44.769974,5.37293,,,,20274.25155148568,,,,100,0.0,,20274.25155148568,57048.785590882915,46.26654,318468.0662893649,39,57048.785590882915,800000,-36.63839958905098,,-36.63839958905098,0.007067334,0.14,,,0.14,100,0.38785087192253465,,,39,,0.0,,318468.0662893649,41633.44983009789,,0.0,1.4965656,41633.44983009789,
79403.56184100854,4,-106.83725,5.339925,0.0,15295.349627115083,15295.349627115094,24987.810882246707,-22.941944361337686,4,23717.198179355582,100,0.0,79403.56184100854,24987.810882246707,77392.4211123662,57.96835,331715.0979679014,40,77392.4211123662,820000,-28.49979448693376,0.2,-28.49979448693376,0.0082494775,0.16,-22.941944361337686,0.2,0.16,100,0.3360359256872557,15295.349627115094,0.0,40,10,0.0,23717.198179355582,331715.0979679014,52337.11576450561,10,0.0,-48.8689,52337.11576450561,15295.349627115083
,,-48.3687,5.3221483,,,,24435.655768063894,,,,100,0.0,,24435.655768063894,67767.78919142307,50.150204,332853.59212940227,41,67767.78919142307,840000,-35.143459118013304,,-35.143459118013304,0.0072323927,0.26,,,0.26,100,0.34441476656145076,,,41,,0.0,,332853.59212940227,50472.6918190274,,0.0,1.7815063,50472.6918190274,
,,-73.04474,5.3110375,,,,25083.158167805093,,,,100,0.0,,25083.158167805093,61643.592215421326,37.599262,312906.5925516384,42,61643.592215421326,860000,-27.43857680771803,,-27.43857680771803,0.0067663374,0.14,,,0.14,100,0.3127494994662302,,,42,,0.0,,312906.5925516384,50651.68737051078,,0.0,-35.445477,50651.68737051078,
,,-73.29965,5.311379,,,,35287.181952385225,,,,100,0.0,,35287.181952385225,84475.66858209536,57.982452,336704.7593689017,43,84475.66858209536,880000,-30.220010408458187,,-30.220010408458187,0.009235321,0.22,,,0.22,100,0.36472484710390396,,,43,,0.0,,336704.7593689017,83346.98852217339,,0.0,-15.3172,83346.98852217339,
,,-121.91575,5.2967906,,,,27335.416423047525,,,,100,0.0,,27335.416423047525,69291.63139792214,45.58989,334794.31771848735,44,69291.63139792214,900000,-39.43510298269423,,-39.43510298269423,0.006465164,0.26,,,0.26,100,0.34993592860831657,,,44,,0.0,,334794.31771848735,58679.337593122385,,0.0,-76.32586,58679.337593122385,
,,7.66725,5.2796087,,,,37587.46276729949,,,,100,0.0,,37587.46276729949,84627.33087539588,65.213326,329226.8470723443,45,84627.33087539588,920000,-36.44521480307655,,-36.44521480307655,0.0061956784,0.29,,,0.29,100,0.3818270110475689,,,45,,0.0,,329226.8470723443,81241.982153706,,0.0,72.88058,81241.982153706,
,,-151.7077,5.2818384,,,,33946.592144956274,,,,100,0.0,,33946.592144956274,80219.39253578564,61.224922,336770.15859730286,46,80219.39253578564,940000,-36.264825101653884,,-36.264825101653884,0.0061846785,0.24,,,0.24,100,0.34232630742969994,,,46,,0.0,,336770.15859730286,72176.71526820166,,0.0,-90.48278,72176.71526820166,
,,5.2761,5.274911,,,,26146.99383521878,,,,100,0.0,,26146.99383521878,66441.49897741903,47.94295,318155.12614427996,47,66441.49897741903,960000,-35.25165485498021,,-35.25165485498021,0.005550348,0.13,,,0.13,100,0.3377189269620504,,,47,,0.0,,318155.12614427996,54112.04157340491,,0.0,53.21905,54112.04157340491,
,,-33.684925,5.249459,,,,31876.572802533683,,,,100,0.0,,31876.572802533683,71371.81300651991,49.232002,335760.98219133826,48,71371.81300651991,980000,-35.26231351316748,,-35.26231351316748,0.0061044227,0.21,,,0.21,100,0.3692250617416337,,,48,,0.0,,335760.98219133826,63508.29466362117,,0.0,15.547075,63508.29466362117,
,,-52.67119,5.219945,,,,40462.98287353276,,,,100,0.0,,40462.98287353276,78444.63310276617,59.02514,347979.1424885709,49,78444.63310276617,1000000,-28.133781545738493,,-28.133781545738493,0.005664107,0.31,,,0.31,100,0.35467398816485207,,,49,,0.0,,347979.1424885709,85854.81892706614,,0.0,6.35395,85854.81892706614,
168982.4532889318,5,-53.029686,5.2047834,0.0,76827.8837134784,76827.88371347837,36017.62251694175,839.6057587539709,5,46640.402132707975,100,0.0,168982.4532889318,36017.62251694175,90689.91455822055,60.261887,340419.73357055685,50,90689.91455822055,1020000,-34.15204532780521,0.1,-34.15204532780521,0.006051814,0.21,839.6057587539709,0.1,0.21,100,0.4452642197371911,76827.88371347837,0.0,50,10,0.0,46640.402132707975,340419.73357055685,79179.08975839954,10,0.0,7.2322,79179.08975839954,76827.8837134784
,,-51.38939,5.191879,,,,32927.61280501705,,,,100,0.0,,32927.61280501705,82057.64136208048,56.42759,338020.7589309225,51,82057.64136208048,1040000,-34.588101679646115,,-34.588101679646115,0.0052217073,0.27,,,0.27,100,0.44945878003320827,,,51,,0.0,,338020.7589309225,72194.2490762198,,0.0,5.0382,72194.2490762198,
,,-37.220764,5.1725397,,,,41714.369942405814,,,,100,0.0,,41714.369942405814,66475.68358958188,10.848177,281845.52389344363,52,66475.68358958188,1060000,-33.33333090844344,,-33.33333090844344,0.009642211,0.33,,,0.33,100,0.3886534384182285,,,52,,0.0,,281845.52389344363,86994.50234780263,,0.0,-26.372587,86994.50234780263,
,,4.37095,5.162193,,,,45014.576457177725,,,,100,0.0,,45014.576457177725,92120.93138201394,54.292225,337833.6982664234,53,92120.93138201394,1080000,-33.93891688332335,,-33.93891688332335,0.00809326,0.49,,,0.49,100,0.4197692417234534,,,53,,0.0,,337833.6982664234,98247.66334331539,,0.0,58.663174,98247.66334331539,
,,-91.20483,5.1347575,,,,40875.07544860902,,,,100,0.0,,40875.07544860902,98589.43670297072,51.146076,344108.1876639157,54,98589.43670297072,1100000,-41.76935484086611,,-41.76935484086611,0.0054767295,0.38,,,0.38,100,0.48299285980295614,,,54,,0.0,,344108.1876639157,91966.42805096971,,0.0,-40.05875,91966.42805096971,
,,-88.45695,5.087316,,,,45497.13183306533,,,,100,0.0,,45497.13183306533,99114.0409264392,82.738846,338659.80705846293,55,99114.0409264392,1120000,-43.18331527668721,,-43.18331527668721,0.0063485648,0.41,,,0.41,100,0.4256184128941741,,,55,,0.0,,338659.80705846293,102315.41006557515,,0.0,-5.7181,102315.41006557515,
,,-212.99312,5.0565667,,,,44954.02631280285,,,,100,0.0,,44954.02631280285,108810.97697553743,73.23645,345555.6885840662,56,108810.97697553743,1140000,-36.8837576382942,,-36.8837576382942,0.006845021,0.34,,,0.34,100,0.5108304545197091,,,56,,0.0,,345555.6885840662,105236.54485181427,,0.0,-139.75667,105236.54485181427,
,,-166.30724,5.038712,,,,40995.778585185144,,,,100,0.0,,40995.778585185144,86583.69332894936,51.45324,341630.9633021441,57,86583.69332894936,1160000,-39.45296621033567,,-39.45296621033567,0.0056060716,0.29,,,0.29,100,0.44136825804978064,,,57,,0.0,,341630.9633021441,86823.2051356693,,0.0,-114.854,86823.2051356693,
,,-29.852718,5.005954,,,,51378.16933637704,,,,100,0.0,,51378.16933637704,98270.05023100437,70.83247,343917.7325393724,58,98270.05023100437,1180000,-41.47795502866821,,-41.47795502866821,0.0051297164,0.45,,,0.45,100,0.3925528810487212,,,58,,0.0,,343917.7325393724,113075.01075848019,,0.0,40.97975,113075.01075848019,
,,-163.83952,4.986199,,,,55214.858345638924,,,,100,0.0,,55214.858345638924,99709.70104024319,66.705864,345635.65761464584,59,99709.70104024319,1200000,-41.16864536058891,,-41.16864536058891,0.0069135223,0.43,,,0.43,100,0.4030586746197159,,,59,,0.0,,345635.65761464584,123114.49939667771,,0.0,-97.13366,123114.49939667771,
255247.076054639,6,9.704147,4.9687343,0.0,83794.78572667822,83794.78572667824,47014.95832951822,-34.666806782614444,6,82118.69946496484,100,0.0,255247.076054639,47014.95832951822,84418.84354141259,53.404472,340995.6898255733,60,84418.84354141259,1220000,-23.275920701657256,0.3,-23.275920701657256,0.004865165,0.38,-34.666806782614444,0.3,0.38,100,0.35694860927518646,83794.78572667824,0.0,60,10,0.0,82118.69946496484,340995.6898255733,97748.63683742091,10,0.0,63.10862,97748.63683742091,83794.78572667822
,,-78.786674,4.9604654,,,,46535.798424760746,,,,100,0.0,,46535.798424760746,100653.47045163401,50.304924,345471.357674781,61,100653.47045163401,1240000,-38.14083368784588,,-38.14083368784588,0.004257209,0.43,,,0.43,100,0.500644574438698,,,61,,0.0,,345471.357674781,103044.32234928363,,0.0,-28.48175,103044.32234928363,
,,-107.374016,4.9437494,,,,51645.431141746056,,,,100,0.0,,51645.431141746056,96848.81787414079,47.18218,341846.25460386806,62,96848.81787414079,1260000,-27.913998353129365,,-27.913998353129365,0.004859394,0.44,,,0.44,100,0.3930278715183234,,,62,,0.0,,341846.25460386806,113981.45019560192,,0.0,-60.191837,113981.45019560192,
,,-135.33542,4.9318533,,,,51698.046741422404,,,,100,0.0,,51698.046741422404,87497.33539984934,54.851044,345565.29964175634,63,87497.33539984934,1280000,-29.295999951810995,,-29.295999951810995,0.004406151,0.39,,,0.39,100,0.4628020965106704,,,63,,0.0,,345565.29964175634,109045.25313507307,,0.0,-80.484375,109045.25313507307,
,,-167.22157,4.9139853,,,,52553.982541807316,,,,100,0.0,,52553.982541807316,102811.71083897763,70.15392,339632.7632433011,64,102811.71083897763,1300000,-36.02085713657007,,-36.02085713657007,0.005983196,0.33,,,0.33,100,0.380845299882959,,,64,,0.0,,339632.7632433011,122433.32571030375,,0.0,-97.06765,122433.32571030375,
,,3.4101875,4.897946,,,,47776.87813715221,,,,100,0.0,,47776.87813715221,79967.36153113992,40.614613,341314.50759146875,65,79967.36153113992,1320000,-44.01786277989663,,-44.01786277989663,0.003432602,0.29,,,0.29,100,0.45713910042051575,,,65,,0.0,,341314.50759146875,103815.03010785778,,0.0,44.0248,103815.03010785778,
,,-127.97085,4.8755155,,,,49068.645012843015,,,,100,0.0,,49068.645012843015,77392.63758721924,57.16925,341012.04740099725,66,77392.63758721924,1340000,-31.977201046261186,,-31.977201046261186,0.0043408354,0.3,,,0.3,100,0.33257558108526597,,,66,,0.0,,341012.04740099725,103258.38159215369,,0.0,-70.8016,103258.38159215369,
,,-81.70957,4.8492928,,,,54080.286135680246,,,,100,0.0,,54080.286135680246,99824.56859925663,52.88247,349903.0744070911,67,99824.56859925663,1360000,-30.3303471809789,,-30.3303471809789,0.0036896493,0.39,,,0.39,100,0.5277516116557328,,,67,,0.0,,349903.0744070911,122955.87587594727,,0.0,-28.8271,122955.87587594727,
,,-57.46235,4.8311777,,,,53507.58011477801,,,,100,0.0,,53507.58011477801,86163.9277779046,55.184998,345462.59360745223,68,86163.9277779046,1380000,-33.277739978210704,,-33.277739978210704,0.0045701796,0.27,,,0.27,100,0.36745252582782906,,,68,,0.0,,345462.59360745223,119924.8380756707,,0.0,-2.27735,119924.8380756707,
,,-158.26634,4.7924805,,,,58913.44292639909,,,,100,0.0,,58913.44292639909,91261.06574062679,69.11103,345019.3796703057,69,91261.06574062679,1400000,-37.05119822462648,,-37.05119822462648,0.0051172446,0.35,,,0.35,100,0.36675417989160586,,,69,,0.0,,345019.3796703057,132019.7602081816,,0.0,-89.15531,132019.7602081816,
