MetaTest/Average/Iteration,MetaTest/door-close-v1/MaxReturn,MetaTest/door-close-v1/StdReturn,policy/dLoss,Average/TerminationRate,MetaTest/door-close-v1/MinReturn,MetaTest/Average/AverageReturn,door-close-v1/MinReturn,policy/KL,MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,door-close-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,Average/AverageDiscountedReturn,policy/KLBefore,MetaTest/door-close-v1/SuccessRate,door-close-v1/NumEpisodes,door-close-v1/TerminationRate,policy/LossBefore,policy/LossAfter,Average/StdReturn,door-close-v1/AverageReturn,MetaTest/door-close-v1/Iteration,TotalEnvSteps,MetaTest/Average/TerminationRate,Average/MaxReturn,MetaTest/Average/MinReturn,door-close-v1/StdReturn,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/door-close-v1/TerminationRate,door-close-v1/MaxReturn,Average/MinReturn,door-close-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,door-close-v1/Iteration,MetaTest/door-close-v1/NumEpisodes,Average/NumEpisodes,Average/SuccessRate,MetaTest/Average/MaxReturn,Average/AverageReturn,Average/Iteration,MetaTest/door-close-v1/AverageReturn,policy/Entropy
1,2078.8143796777326,634.2115823626517,0.015992079,0.0,-43.190140045429935,176.2263310528839,-79.02590344384713,0.008751981,0.1,10,634.2115823626517,0.15,0.15762608523559474,-16.038656021108217,0.0,0.1,100,0.0,0.0017861268,-0.014205951,58.68543409270505,-30.793971441626198,1,220000,0.0,348.79679564938556,-43.190140045429935,58.68543409270505,176.22633105288384,0.0,348.79679564938556,-79.02590344384713,-16.038656021108217,176.22633105288384,10,10,100,0.15,2078.8143796777326,-30.793971441626198,10,176.2263310528839,5.5051274
,,,0.003948969,0.0,,,-87.5927689954079,0.004323963,,,,0.21,0.2738719793691152,-18.586630461575464,0.0,,100,0.0,0.011654218,0.007705249,14.494483914034577,-41.54843451737345,,240000,,59.512837237984485,,14.494483914034577,,,59.512837237984485,-87.5927689954079,-18.586630461575464,,11,,100,0.21,,-41.54843451737345,11,,5.4986396
,,,0.04683562,0.0,,,-75.39110724240518,0.008308219,,,,0.27,0.07458588193994853,-11.607533333753825,0.0,,100,0.0,-0.03424446,-0.08108008,77.33931073719693,-26.366505804958802,,260000,,570.621314722357,,77.33931073719693,,,570.621314722357,-75.39110724240518,-11.607533333753825,,12,,100,0.27,,-26.366505804958802,12,,5.4894013
,,,0.0331536,0.0,,,-73.57792419815553,0.0063310163,,,,0.23,0.10190138154740336,-15.0681249550667,0.0,,100,0.0,0.03838163,0.0052280272,59.27579670766353,-33.932517057743006,,280000,,513.7204678062232,,59.27579670766353,,,513.7204678062232,-73.57792419815553,-15.0681249550667,,13,,100,0.23,,-33.932517057743006,13,,5.481666
,,,0.08551321,0.0,,,-78.64249382274213,0.0065424177,,,,0.39,0.1582427306476517,-15.094981191161002,0.0,,100,0.0,-0.07039773,-0.15591094,104.9461424645291,-36.219241543198365,,300000,,1002.2574573614409,,104.9461424645291,,,1002.2574573614409,-78.64249382274213,-15.094981191161002,,14,,100,0.39,,-36.219241543198365,14,,5.480352
,,,0.36358458,0.0,,,-77.372563765544,0.0076124878,,,,0.25,0.13259518339049292,-8.013490828133229,0.0,,100,0.0,0.4715076,0.107923046,388.7456868972368,-5.559088170436772,,320000,,3860.854751891602,,388.7456868972368,,,3860.854751891602,-77.372563765544,-8.013490828133229,,15,,100,0.25,,-5.559088170436772,15,,5.449416
,,,0.027735978,0.0,,,-79.51724641748461,0.0097860005,,,,0.31,0.08044595833651236,-14.140912971567321,0.0,,100,0.0,0.08279579,0.055059813,82.26369756114508,-32.52248178834099,,340000,,712.9103816037918,,82.26369756114508,,,712.9103816037918,-79.51724641748461,-14.140912971567321,,16,,100,0.31,,-32.52248178834099,16,,5.4171453
,,,1.3727137,0.0,,,-75.49549044460659,0.0060923193,,,,0.2,0.29864311198016413,22.052307588997827,0.0,,100,0.0,1.0062993,-0.36641446,1088.142803056066,110.4891885762217,,360000,,9112.352355979969,,1088.142803056066,,,9112.352355979969,-75.49549044460659,22.052307588997827,,17,,100,0.2,,110.4891885762217,17,,5.439222
,,,1.5300708,0.0,,,-73.18737167227492,0.00912171,,,,0.26,0.3434564004092897,18.13692399354879,0.0,,100,0.0,-0.380117,-1.9101878,1332.0480722025916,146.5041614855192,,380000,,10344.071251040052,,1332.0480722025916,,,10344.071251040052,-73.18737167227492,18.13692399354879,,18,,100,0.26,,146.5041614855192,18,,5.4622927
,,,0.16203097,0.0,,,-88.77570870378885,0.015577615,,,,0.27,0.2684634509333733,-14.888702847836903,0.0,,100,0.0,-0.13216612,-0.29419708,241.1350853733587,-19.938266673254734,,400000,,2375.1866926436537,,241.1350853733587,,,2375.1866926436537,-88.77570870378885,-14.888702847836903,,19,,100,0.27,,-19.938266673254734,19,,5.462029
2,-36.296482769891945,12.327371590221723,0.22397807,0.0,-69.57737438953808,-49.25932887566428,-77.69191823946073,0.01069154,0.4,10,12.327371590221723,0.21,0.1716524822568226,-5.878859348291096,0.0,0.4,100,0.0,0.068811215,-0.15516686,363.8392919398458,12.878953079155222,2,420000,0.0,3310.2886120118146,-69.57737438953808,363.8392919398458,-49.25932887566427,0.0,3310.2886120118146,-77.69191823946073,-5.878859348291096,-49.25932887566427,20,10,100,0.21,-36.296482769891945,12.878953079155222,20,-49.25932887566428,5.4527106
,,,7.8270655,0.0,,,-68.24853734838457,0.012551372,,,,0.24,0.39202707366135825,118.47609952507939,0.0,,100,0.0,1.006786,-6.8202796,5565.785835180998,547.0860304690339,,440000,,55887.88228911372,,5565.785835180998,,,55887.88228911372,-68.24853734838457,118.47609952507939,,21,,100,0.24,,547.0860304690339,21,,5.4712014
,,,2.0633445,0.0,,,-66.39492532144045,0.0064703096,,,,0.1,0.29589214555443955,24.790825750664744,0.0,,100,0.0,1.0257679,-1.0375766,1938.5895151379764,166.8600362969151,,460000,,19437.913928241458,,1938.5895151379764,,,19437.913928241458,-66.39492532144045,24.790825750664744,,22,,100,0.1,,166.8600362969151,22,,5.4539647
,,,-0.030649098,0.0,,,-62.3520975433776,0.017106943,,,,0.12,0.19814827889188025,-17.352729215568452,0.0,,100,0.0,-0.0032571533,0.027391944,82.06517562638093,-32.404127454070206,,480000,,781.4154027367791,,82.06517562638093,,,781.4154027367791,-62.3520975433776,-17.352729215568452,,23,,100,0.12,,-32.404127454070206,23,,5.4385676
,,,0.08721065,0.0,,,-73.47866927017638,0.0019873607,,,,0.27,0.14258260827654679,-9.036929525520254,0.0,,100,0.0,-0.06206157,-0.14927222,147.4652422005191,-13.10869542213189,,500000,,1022.9794571030302,,147.4652422005191,,,1022.9794571030302,-73.47866927017638,-9.036929525520254,,24,,100,0.27,,-13.10869542213189,24,,5.434438
,,,0.39380196,0.0,,,-86.77751581043239,0.008889194,,,,0.42,0.22557819292125758,-2.53938030418311,0.0,,100,0.0,0.011383984,-0.38241798,479.2356494480842,30.36001559624963,,520000,,4349.556656417904,,479.2356494480842,,,4349.556656417904,-86.77751581043239,-2.53938030418311,,25,,100,0.42,,30.36001559624963,25,,5.4377294
,,,0.28864825,0.0,,,-86.0136434153773,0.0069246446,,,,0.3,0.1646956982558534,-2.707475692830839,0.0,,100,0.0,-0.18786407,-0.4765123,420.6404432586548,28.047133519741624,,540000,,3212.602158250546,,420.6404432586548,,,3212.602158250546,-86.0136434153773,-2.707475692830839,,26,,100,0.3,,28.047133519741624,26,,5.438794
,,,2.877581,0.0,,,-74.08039957419751,0.00696547,,,,0.28,0.34375925486689773,83.91322601390824,0.0,,100,0.0,-1.122118,-3.9996989,2604.149160260917,311.3275889765431,,560000,,23330.133972841948,,2604.149160260917,,,23330.133972841948,-74.08039957419751,83.91322601390824,,27,,100,0.28,,311.3275889765431,27,,5.4445043
,,,3.0480835,0.0,,,-83.00469626726715,0.0062394645,,,,0.26,0.26113880158354263,121.68238216437504,0.0,,100,0.0,2.4933445,-0.55473906,2974.2877791566943,394.3221880886259,,580000,,28507.704277703102,,2974.2877791566943,,,28507.704277703102,-83.00469626726715,121.68238216437504,,28,,100,0.26,,394.3221880886259,28,,5.431358
,,,0.113565534,0.0,,,-80.91979329376049,0.010348901,,,,0.3,0.19290008095651467,-0.36407614122323084,0.0,,100,0.0,-0.29973778,-0.41330332,337.5350602165195,14.122326421818634,,600000,,2654.7245568377557,,337.5350602165195,,,2654.7245568377557,-80.91979329376049,-0.36407614122323084,,29,,100,0.3,,14.122326421818634,29,,5.4172826
3,-36.16296456559906,12.547443396180496,9.718167,0.0,-70.40194736542237,-48.93921017982279,-78.56706542046389,0.009196395,0.5,10,12.547443396180496,0.45,0.38453224707341405,130.72770320507004,0.0,0.5,100,0.0,-2.4862626,-12.20443,6138.742677483262,703.7073438597223,3,620000,0.0,61151.42496686635,-70.40194736542237,6138.742677483262,-48.939210179822815,0.0,61151.42496686635,-78.56706542046389,130.72770320507004,-48.939210179822815,30,10,100,0.45,-36.16296456559906,703.7073438597223,30,-48.93921017982279,5.421471
,,,0.37953103,0.0,,,-80.97175403433307,0.0068204054,,,,0.23,0.3676724090948583,-3.11959990235668,0.0,,100,0.0,-0.130917,-0.51044804,855.9375658377262,41.86355411114707,,640000,,8557.547636117528,,855.9375658377262,,,8557.547636117528,-80.97175403433307,-3.11959990235668,,31,,100,0.23,,41.86355411114707,31,,5.4148183
,,,0.1502874,0.0,,,-84.02062262739761,0.0073482827,,,,0.39,0.16846238602333774,14.340872915599515,0.0,,100,0.0,-0.18982668,-0.3401141,386.493094187505,51.071899560377005,,660000,,2415.9705390047643,,386.493094187505,,,2415.9705390047643,-84.02062262739761,14.340872915599515,,32,,100,0.39,,51.071899560377005,32,,5.411374
,,,1.216259,0.0,,,-88.00369686587338,0.010508582,,,,0.37,0.2396182147470367,40.68329581802243,0.0,,100,0.0,-0.055701952,-1.271961,1036.3014123427288,134.14373311616635,,680000,,7533.421397768984,,1036.3014123427288,,,7533.421397768984,-88.00369686587338,40.68329581802243,,33,,100,0.37,,134.14373311616635,33,,5.409861
,,,2.072457,0.0,,,-72.19177362529906,0.008426869,,,,0.12,0.5465506474518305,58.30932786168101,0.0,,100,0.0,0.26758203,-1.804875,3015.514054179864,276.8140019588084,,700000,,30230.79057382521,,3015.514054179864,,,30230.79057382521,-72.19177362529906,58.30932786168101,,34,,100,0.12,,276.8140019588084,34,,5.40297
,,,1.5893259,0.0,,,-72.93812721565878,0.014952399,,,,0.19,0.330378161436922,32.07658578023951,0.0,,100,0.0,-0.7643836,-2.3537095,1476.2227611797093,158.5878262827689,,720000,,14447.546798558273,,1476.2227611797093,,,14447.546798558273,-72.93812721565878,32.07658578023951,,35,,100,0.19,,158.5878262827689,35,,5.3921046
,,,6.5930104,0.0,,,-86.31619033496973,0.0052465186,,,,0.36,0.3798024252679102,166.48430134925576,0.0,,100,0.0,-2.5109782,-9.103989,6096.380963863901,751.6894445999981,,740000,,60586.40437601002,,6096.380963863901,,,60586.40437601002,-86.31619033496973,166.48430134925576,,36,,100,0.36,,751.6894445999981,36,,5.396136
,,,1.2262375,0.0,,,-87.25945218448797,0.011163939,,,,0.25,0.2794571285633184,46.84600485622666,0.0,,100,0.0,-0.51093435,-1.7371719,1393.4701249075906,223.04588983612535,,760000,,12424.027414379696,,1393.4701249075906,,,12424.027414379696,-87.25945218448797,46.84600485622666,,37,,100,0.25,,223.04588983612535,37,,5.3922725
,,,0.3270086,0.0,,,-75.86704031825563,0.008807915,,,,0.3,0.2725658185293939,9.396814829520196,0.0,,100,0.0,0.1521749,-0.17483369,578.116277040888,55.609002914380405,,780000,,4815.164961734052,,578.116277040888,,,4815.164961734052,-75.86704031825563,9.396814829520196,,38,,100,0.3,,55.609002914380405,38,,5.3857927
,,,0.31821153,0.0,,,-76.86568724537211,0.01227506,,,,0.23,0.2578801830791304,12.12514862016057,0.0,,100,0.0,-0.47656915,-0.7947807,636.8799795411617,81.81262462559475,,800000,,4413.154112363346,,636.8799795411617,,,4413.154112363346,-76.86568724537211,12.12514862016057,,39,,100,0.23,,81.81262462559475,39,,5.38427
4,161.91693395181068,63.08289520215532,0.73706955,0.0,-69.48037873051476,-24.792438270957177,-85.70781604688102,0.008067812,0.4,10,63.08289520215532,0.3,0.24891324068626286,22.625052436265765,0.0,0.4,100,0.0,0.21613203,-0.5209375,847.1871329627015,76.41913560868093,4,820000,0.0,7906.093750748376,-69.48037873051476,847.1871329627015,-24.79243827095717,0.0,7906.093750748376,-85.70781604688102,22.625052436265765,-24.79243827095717,40,10,100,0.3,161.91693395181068,76.41913560868093,40,-24.792438270957177,5.3800225
,,,1.0534592,0.0,,,-78.83486808387248,0.0041426714,,,,0.23,0.3458330050978434,19.9266947320079,0.0,,100,0.0,0.6145215,-0.4389377,1092.2353349965526,117.18204432267353,,840000,,9458.542388563921,,1092.2353349965526,,,9458.542388563921,-78.83486808387248,19.9266947320079,,41,,100,0.23,,117.18204432267353,41,,5.3761086
,,,1.688534,0.0,,,-76.46707312816957,0.011149695,,,,0.32,0.3799151194297763,56.43315950678739,0.0,,100,0.0,1.6702648,-0.01826914,1595.9855759169027,212.15067217958213,,860000,,11380.990965787614,,1595.9855759169027,,,11380.990965787614,-76.46707312816957,56.43315950678739,,42,,100,0.32,,212.15067217958213,42,,5.3653207
,,,0.53887343,0.0,,,-67.09082419251607,0.0060179094,,,,0.14,0.33224415999584556,11.692462926315246,0.0,,100,0.0,-0.48019835,-1.0190718,760.1267499787907,69.20790362176083,,880000,,6321.48843082101,,760.1267499787907,,,6321.48843082101,-67.09082419251607,11.692462926315246,,43,,100,0.14,,69.20790362176083,43,,5.3596625
,,,1.3336827,0.0,,,-78.29551032313046,0.011891533,,,,0.21,0.3711755099996914,41.656434331885386,0.0,,100,0.0,-0.46629512,-1.7999778,1621.997102788629,171.32357985841773,,900000,,15757.384789118662,,1621.997102788629,,,15757.384789118662,-78.29551032313046,41.656434331885386,,44,,100,0.21,,171.32357985841773,44,,5.346024
,,,6.429892,0.0,,,-67.16657522818946,0.0057890257,,,,0.25,0.35700822195999005,113.04568695186146,0.0,,100,0.0,0.4806969,-5.9491954,5575.926387400819,590.0592828367825,,920000,,55805.547212767735,,5575.926387400819,,,55805.547212767735,-67.16657522818946,113.04568695186146,,45,,100,0.25,,590.0592828367825,45,,5.3378606
,,,11.880059,0.0,,,-71.97692260648782,0.008600075,,,,0.25,0.29879171985478725,399.4909681230406,0.0,,100,0.0,0.16119374,-11.718865,11223.55739560359,1730.313707905936,,940000,,105832.1823946473,,11223.55739560359,,,105832.1823946473,-71.97692260648782,399.4909681230406,,46,,100,0.25,,1730.313707905936,46,,5.310483
,,,1.6921895,0.0,,,-65.72440548389028,0.010309127,,,,0.12,0.2683626464716119,82.62287955544416,0.0,,100,0.0,0.8775625,-0.81462693,1960.2467891655042,346.3803228718779,,960000,,14714.530352079817,,1960.2467891655042,,,14714.530352079817,-65.72440548389028,82.62287955544416,,47,,100,0.12,,346.3803228718779,47,,5.2837524
,,,0.17758916,0.0,,,-61.14933884334526,0.009811101,,,,0.13,0.23245079378196798,11.40001384775325,0.0,,100,0.0,0.3775246,0.19993545,727.0444043825684,38.53160086035691,,980000,,7263.867300931815,,727.0444043825684,,,7263.867300931815,-61.14933884334526,11.40001384775325,,48,,100,0.13,,38.53160086035691,48,,5.2721243
,,,1.9467895,0.0,,,-59.532759693576395,0.010140508,,,,0.08,0.3674162137357946,49.43772926370835,0.0,,100,0.0,-0.22258067,-2.1693702,1924.9873722954558,262.85732349314407,,1000000,,17417.087212823364,,1924.9873722954558,,,17417.087212823364,-59.532759693576395,49.43772926370835,,49,,100,0.08,,262.85732349314407,49,,5.2731624
5,-28.781525963794653,6.904611086984401,1.112726,0.0,-52.81701884422649,-39.59672248415457,-57.62910535238474,0.0034045135,0.1,10,6.904611086984401,0.05,0.2315865315247071,52.31720304019845,0.0,0.1,100,0.0,-0.43171173,-1.5444376,1605.7247199041656,317.67189646989186,5,1020000,0.0,12553.469682688547,-52.81701884422649,1605.7247199041656,-39.59672248415457,0.0,12553.469682688547,-57.62910535238474,52.31720304019845,-39.59672248415457,50,10,100,0.05,-28.781525963794653,317.67189646989186,50,-39.59672248415457,5.2724123
,,,1.9832227,0.0,,,-57.86078134534484,0.0077731353,,,,0.1,0.2910097662703942,64.80099492319522,0.0,,100,0.0,1.1358539,-0.8473688,2049.9421115626315,317.53334274268934,,1040000,,15952.652053160335,,2049.9421115626315,,,15952.652053160335,-57.86078134534484,64.80099492319522,,51,,100,0.1,,317.53334274268934,51,,5.275551
,,,0.9047363,0.0,,,-55.8610285127515,0.007912126,,,,0.05,0.19600767718771994,22.709720293250562,0.0,,100,0.0,1.0359408,0.13120449,1383.51089484534,177.7622188177776,,1060000,,13129.244280784727,,1383.51089484534,,,13129.244280784727,-55.8610285127515,22.709720293250562,,52,,100,0.05,,177.7622188177776,52,,5.276389
,,,0.360632,0.0,,,-55.42551222991263,0.005657801,,,,0.04,0.1799558545407055,12.413113531821304,0.0,,100,0.0,-0.23063867,-0.5912707,641.1043567462566,123.00893920361062,,1080000,,4001.848387856375,,641.1043567462566,,,4001.848387856375,-55.42551222991263,12.413113531821304,,53,,100,0.04,,123.00893920361062,53,,5.2716036
,,,1.5282239,0.0,,,-54.27677097762425,0.007181057,,,,0.06,0.26504940099845564,7.753525005734405,0.0,,100,0.0,-0.7882129,-2.3164368,1435.818508904,126.47370218028942,,1100000,,14333.900231258049,,1435.818508904,,,14333.900231258049,-54.27677097762425,7.753525005734405,,54,,100,0.06,,126.47370218028942,54,,5.265086
,,,1.4429274,0.0,,,-57.399536264429955,0.010708685,,,,0.12,0.25798701256668144,46.30656866314641,0.0,,100,0.0,-0.6345648,-2.0774922,1500.3777362286817,272.10889395193743,,1120000,,11522.959420793606,,1500.3777362286817,,,11522.959420793606,-57.399536264429955,46.30656866314641,,55,,100,0.12,,272.10889395193743,55,,5.270297
,,,7.953808,0.0,,,-74.32765200383537,0.008639949,,,,0.16,0.25246757956530297,212.1894249108518,0.0,,100,0.0,0.7020031,-7.251805,6264.265717640628,1031.72318470804,,1140000,,61244.2437513866,,6264.265717640628,,,61244.2437513866,-74.32765200383537,212.1894249108518,,56,,100,0.16,,1031.72318470804,56,,5.250579
,,,2.113464,0.0,,,-65.13289148554668,0.0076189805,,,,0.15,0.2382661067034334,176.61954969934976,0.0,,100,0.0,0.6907465,-1.4227176,2166.7450419813817,759.6630095047843,,1160000,,15057.346382526466,,2166.7450419813817,,,15057.346382526466,-65.13289148554668,176.61954969934976,,57,,100,0.15,,759.6630095047843,57,,5.2192845
,,,2.6020634,0.0,,,-56.08633821128196,0.006156903,,,,0.08,0.26367514826371785,173.2729903584508,0.0,,100,0.0,-0.7739504,-3.3760138,2353.8519213746413,746.2116648645108,,1180000,,12086.674554665527,,2353.8519213746413,,,12086.674554665527,-56.08633821128196,173.2729903584508,,58,,100,0.08,,746.2116648645108,58,,5.203522
,,,13.465437,0.0,,,-58.69081145072947,0.006721338,,,,0.13,0.3190645372902995,340.0471607256761,0.0,,100,0.0,1.936025,-11.529412,9725.143882156688,1826.45194702062,,1200000,,93541.16730113882,,9725.143882156688,,,93541.16730113882,-58.69081145072947,340.0471607256761,,59,,100,0.13,,1826.45194702062,59,,5.2157335
6,607.38538754422,197.16069241723892,2.9924874,0.0,-55.72494587408922,67.3981737831376,-62.05782130989886,0.007747159,0.1,10,197.16069241723892,0.12,0.28202925753375496,192.12985812538201,0.0,0.1,100,0.0,0.46844375,-2.5240438,3181.613097136095,952.8189375590986,6,1220000,0.0,19570.07911914039,-55.72494587408922,3181.613097136095,67.39817378313755,0.0,19570.07911914039,-62.05782130989886,192.12985812538201,67.39817378313755,60,10,100,0.12,607.38538754422,952.8189375590986,60,67.3981737831376,5.2104726
,,,0.6580281,0.0,,,-59.377606640081595,0.00527053,,,,0.05,0.2221121598140945,53.60823435599766,0.0,,100,0.0,-0.29266015,-0.9506883,1357.0841159310744,307.4758414178383,,1240000,,10756.124016561404,,1357.0841159310744,,,10756.124016561404,-59.377606640081595,53.60823435599766,,61,,100,0.05,,307.4758414178383,61,,5.193267
,,,3.4344773,0.0,,,-60.54915144841046,0.012175505,,,,0.06,0.27197306051880854,114.85314212430148,0.0,,100,0.0,0.9541031,-2.4803743,3462.621900119627,587.1791687269729,,1260000,,33338.46888198876,,3462.621900119627,,,33338.46888198876,-60.54915144841046,114.85314212430148,,62,,100,0.06,,587.1791687269729,62,,5.1920137
,,,4.1936584,0.0,,,-61.80382708072601,0.0057253577,,,,0.06,0.29710371038233685,212.61661682760197,0.0,,100,0.0,-1.154779,-5.3484373,3617.303417872692,919.3432440001374,,1280000,,24106.78994082298,,3617.303417872692,,,24106.78994082298,-61.80382708072601,212.61661682760197,,63,,100,0.06,,919.3432440001374,63,,5.1935186
,,,0.7159119,0.0,,,-50.92308571335719,0.0073099555,,,,0.06,0.1937295691495371,32.49641484430471,0.0,,100,0.0,0.7782998,0.06238789,898.0722566598062,216.43278692519237,,1300000,,5797.3543373646135,,898.0722566598062,,,5797.3543373646135,-50.92308571335719,32.49641484430471,,64,,100,0.06,,216.43278692519237,64,,5.187732
,,,5.705056,0.0,,,-62.47435745534655,0.008741092,,,,0.11,0.30899566179031657,177.68086066392425,0.0,,100,0.0,3.9265046,-1.7785516,4201.638421757515,971.4544095244677,,1320000,,35127.91576653795,,4201.638421757515,,,35127.91576653795,-62.47435745534655,177.68086066392425,,65,,100,0.11,,971.4544095244677,65,,5.1705923
,,,2.576568,0.0,,,-67.39175672080704,0.007050238,,,,0.04,0.31275187523479864,130.81425286781277,0.0,,100,0.0,-0.5557883,-3.1323562,2869.320564757976,702.9181893179292,,1340000,,22075.51578757522,,2869.320564757976,,,22075.51578757522,-67.39175672080704,130.81425286781277,,66,,100,0.04,,702.9181893179292,66,,5.1622014
,,,3.0159242,0.0,,,-62.79302448274301,0.006248619,,,,0.05,0.28707053995500265,99.4781549904962,0.0,,100,0.0,-0.6559832,-3.6719074,2911.74619028869,526.4747157698048,,1360000,,26142.27123429334,,2911.74619028869,,,26142.27123429334,-62.79302448274301,99.4781549904962,,67,,100,0.05,,526.4747157698048,67,,5.164136
,,,4.483375,0.0,,,-66.60597607926258,0.0064672027,,,,0.18,0.23822565319563127,235.34691176582044,0.0,,100,0.0,-0.18315,-4.666525,3880.2978406922166,867.0724872277118,,1380000,,31440.5857349087,,3880.2978406922166,,,31440.5857349087,-66.60597607926258,235.34691176582044,,68,,100,0.18,,867.0724872277118,68,,5.150525
