plate-slide-v1/Iteration,MetaTest/Average/NumEpisodes,plate-slide-v1/MaxReturn,plate-slide-v1/TerminationRate,plate-slide-v1/MinReturn,policy/KLBefore,MetaTest/Average/TerminationRate,MetaTest/plate-slide-v1/SuccessRate,Average/MinReturn,plate-slide-v1/StdReturn,policy/LossBefore,policy/LossAfter,policy/Entropy,Average/AverageReturn,plate-slide-v1/AverageReturn,plate-slide-v1/AverageDiscountedReturn,Average/SuccessRate,MetaTest/plate-slide-v1/MaxReturn,MetaTest/Average/AverageReturn,policy/dLoss,policy/KL,Average/AverageDiscountedReturn,MetaTest/plate-slide-v1/StdReturn,MetaTest/plate-slide-v1/NumEpisodes,MetaTest/Average/Iteration,TotalEnvSteps,MetaTest/plate-slide-v1/MinReturn,MetaTest/plate-slide-v1/AverageReturn,plate-slide-v1/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,Average/NumEpisodes,MetaTest/Average/StdReturn,Average/Iteration,MetaTest/plate-slide-v1/AverageDiscountedReturn,Average/MaxReturn,MetaTest/plate-slide-v1/TerminationRate,MetaTest/Average/SuccessRate,LinearFeatureBaseline/ExplainedVariance,Average/TerminationRate,plate-slide-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,Average/StdReturn,MetaTest/plate-slide-v1/Iteration
15,,42263.046890143145,0.0,-61.375397818242746,0.0,,,-61.375397818242746,6454.462021224626,3.3789124,-3.2506812,5.47317,2771.787266267853,2771.787266267853,939.6337922096408,0.01,,,6.629594,0.0065653175,939.6337922096408,,,,320000,,,100,,100,,15,,42263.046890143145,,,0.20161758017040743,0.0,0.01,,,6454.462021224626,
16,,22308.85964869458,0.0,-58.726815284945154,0.0,,,-58.726815284945154,4642.691442742168,-5.83012,-9.496625,5.45579,2673.1653952090933,2673.1653952090933,878.3714558711933,0.02,,,3.6665049,0.004322917,878.3714558711933,,,,340000,,,100,,100,,16,,22308.85964869458,,,0.2599576039285879,0.0,0.02,,,4642.691442742168,
17,,21936.16411587873,0.0,-54.282713823296035,0.0,,,-54.282713823296035,4267.169204758699,-2.0293922,-5.8883142,5.427935,2279.1439177947636,2279.1439177947636,780.567382115393,0.01,,,3.858922,0.006536757,780.567382115393,,,,360000,,,100,,100,,17,,21936.16411587873,,,0.1461681027060101,0.0,0.01,,,4267.169204758699,
18,,40199.0964398456,0.0,-49.63746474622135,0.0,,,-49.63746474622135,6694.23648837442,3.4650626,-3.3169515,5.4173117,3235.1219418217956,3235.1219418217956,1100.3731347772386,0.04,,,6.782014,0.004866382,1100.3731347772386,,,,380000,,,100,,100,,18,,40199.0964398456,,,0.20602418937274558,0.0,0.04,,,6694.23648837442,
19,,21410.256635243313,0.0,-67.25224030180897,0.0,,,-67.25224030180897,4597.163697128189,1.8715906,-2.1451485,5.4001765,3335.7523030569264,3335.7523030569264,1164.8193336634513,0.05,,,4.016739,0.0058941203,1164.8193336634513,,,,400000,,,100,,100,,19,,21410.256635243313,,,0.2014536491047415,0.0,0.05,,,4597.163697128189,
20,10,38666.22562836082,0.0,-48.068782002962905,0.0,0.0,0.0,-48.068782002962905,8910.635997303225,-0.6475875,-10.788612,5.3769293,5094.457492371854,5094.457492371854,1813.745087076147,0.03,10103.586081285008,3504.5249587900203,10.141025,0.008236815,1813.745087076147,3386.1744396333356,10,2,420000,-26.86907381936266,3504.5249587900203,100,3504.5249587900225,100,3386.1744396333356,20,3504.5249587900225,38666.22562836082,0.0,0.0,0.20888747567975274,0.0,0.03,-26.86907381936266,10103.586081285008,8910.635997303225,2
21,,45920.24244667984,0.0,-71.30718449094947,0.0,,,-71.30718449094947,9587.819671309404,5.1571064,-5.246747,5.33565,6169.442110886148,6169.442110886148,2072.4403651400335,0.01,,,10.403853,0.007172029,2072.4403651400335,,,,440000,,,100,,100,,21,,45920.24244667984,,,0.19706541132620892,0.0,0.01,,,9587.819671309404,
22,,54697.71090909475,0.0,-43.770530507174655,0.0,,,-43.770530507174655,8078.801184825213,-6.3221283,-14.7966,5.289012,5771.155835611365,5771.155835611365,1895.6107952460902,0.01,,,8.474472,0.005232251,1895.6107952460902,,,,460000,,,100,,100,,22,,54697.71090909475,,,0.18488522585194,0.0,0.01,,,8078.801184825213,
23,,31960.06677997344,0.0,-40.72223757116352,0.0,,,-40.72223757116352,8600.535360279433,3.8066828,-5.40247,5.2757177,6965.992999072182,6965.992999072182,2295.7343254237962,0.05,,,9.209153,0.0058171614,2295.7343254237962,,,,480000,,,100,,100,,23,,31960.06677997344,,,0.23278579345951123,0.0,0.05,,,8600.535360279433,
24,,64681.341197580376,0.0,-46.10757137170417,0.0,,,-46.10757137170417,13492.322700189625,-1.13125,-16.689674,5.245387,8938.705993262807,8938.705993262807,2774.1262448598536,0.01,,,15.558424,0.0071977456,2774.1262448598536,,,,500000,,,100,,100,,24,,64681.341197580376,,,0.17250639366916576,0.0,0.01,,,13492.322700189625,
25,,43453.36397278731,0.0,-55.184526501717876,0.0,,,-55.184526501717876,10847.84318369906,-8.990738,-21.46242,5.193479,7872.886989066951,7872.886989066951,2762.362184653277,0.07,,,12.471682,0.0062132613,2762.362184653277,,,,520000,,,100,,100,,25,,43453.36397278731,,,0.23973868909301466,0.0,0.07,,,10847.84318369906,
26,,59241.2850681214,0.0,-44.437229179571254,0.0,,,-44.437229179571254,10943.758433987143,-3.1283062,-13.640478,5.1649013,7095.984283019393,7095.984283019393,2434.765995348728,0.07,,,10.512172,0.007153247,2434.765995348728,,,,540000,,,100,,100,,26,,59241.2850681214,,,0.2809255524611113,0.0,0.07,,,10943.758433987143,
27,,86869.52585504093,0.0,-42.274970007885635,0.0,,,-42.274970007885635,17105.574528951773,-12.222336,-33.59091,5.1126394,10859.171282160944,10859.171282160944,3454.1633112240897,0.07,,,21.368576,0.006479757,3454.1633112240897,,,,560000,,,100,,100,,27,,86869.52585504093,,,0.2152755476460897,0.0,0.07,,,17105.574528951773,
28,,122494.29200302802,0.0,-44.26729409381866,0.0,,,-44.26729409381866,17069.486106722336,-8.650528,-28.860994,5.0473,9915.434648551123,9915.434648551123,3201.2163407701887,0.07,,,20.210466,0.006773895,3201.2163407701887,,,,580000,,,100,,100,,28,,122494.29200302802,,,0.19143375391159256,0.0,0.07,,,17069.486106722336,
29,,96358.88862658088,0.0,-46.42277499504962,0.0,,,-46.42277499504962,15915.493622933827,7.892769,-8.313306,4.988452,9866.446468570683,9866.446468570683,3298.684378244719,0.06,,,16.206074,0.0061087133,3298.684378244719,,,,600000,,,100,,100,,29,,96358.88862658088,,,0.1921775547135922,0.0,0.06,,,15915.493622933827,
30,10,56702.39067623905,0.0,-47.438880212060646,0.0,0.0,0.0,-47.438880212060646,14235.221723545834,2.9824061,-13.687069,4.954781,10394.758594205256,10394.758594205256,3483.827123014868,0.1,59207.70597136589,25121.233140166456,16.669476,0.007964421,3483.827123014868,20410.16971865043,10,3,620000,-23.47934366016764,25121.233140166456,100,25121.23314016646,100,20410.16971865043,30,25121.23314016646,56702.39067623905,0.0,0.0,0.2363192945946212,0.0,0.1,-23.47934366016764,59207.70597136589,14235.221723545834,3
31,,110543.05562871903,0.0,-26.04199273673688,0.0,,,-26.04199273673688,18583.35900314221,11.072331,-6.637831,4.9430923,14181.1470691658,14181.1470691658,4745.8491238469005,0.07,,,17.710163,0.0052423924,4745.8491238469005,,,,640000,,,100,,100,,31,,110543.05562871903,,,0.22944798159414448,0.0,0.07,,,18583.35900314221,
32,,93604.82285840217,0.0,-63.709562221468865,0.0,,,-63.709562221468865,17262.54394527067,13.135213,-3.9806876,4.917838,15445.958750696673,15445.958750696673,4942.750107965363,0.07,,,17.1159,0.006750482,4942.750107965363,,,,660000,,,100,,100,,32,,93604.82285840217,,,0.19976498680624166,0.0,0.07,,,17262.54394527067,
33,,64953.58287776668,0.0,-51.631487834114616,0.0,,,-51.631487834114616,16265.290528678486,18.354881,-1.68745,4.869359,16908.820643141993,16908.820643141993,5376.997305840561,0.1,,,20.042332,0.008326267,5376.997305840561,,,,680000,,,100,,100,,33,,64953.58287776668,,,0.21131462821583835,0.0,0.1,,,16265.290528678486,
34,,86019.11989090165,0.0,-45.26710324114608,0.0,,,-45.26710324114608,18101.220562627568,6.8815,-11.226981,4.844907,19816.766598104055,19816.766598104055,6486.677790146716,0.06,,,18.10848,0.006164573,6486.677790146716,,,,700000,,,100,,100,,34,,86019.11989090165,,,0.25367271624863164,0.0,0.06,,,18101.220562627568,
35,,67347.82686418833,0.0,-53.34372905664945,0.0,,,-53.34372905664945,16678.41799250837,-2.7412562,-18.446781,4.826253,14073.633659108002,14073.633659108002,4682.854267641433,0.03,,,15.705524,0.006980493,4682.854267641433,,,,720000,,,100,,100,,35,,67347.82686418833,,,0.2785837000157376,0.0,0.03,,,16678.41799250837,
36,,86230.06251866087,0.0,-51.60354815060243,0.0,,,-51.60354815060243,18038.584021974188,-7.8239126,-24.67575,4.805391,19120.134322967962,19120.134322967962,6422.87983723485,0.03,,,16.851837,0.005720739,6422.87983723485,,,,740000,,,100,,100,,36,,86230.06251866087,,,0.2193234787838979,0.0,0.03,,,18038.584021974188,
37,,92221.41275153236,0.0,-44.16806975515165,0.0,,,-44.16806975515165,18586.564496868574,5.6978064,-18.937944,4.7661595,21081.149510009232,21081.149510009232,6862.422889033165,0.05,,,24.63575,0.0066509997,6862.422889033165,,,,760000,,,100,,100,,37,,92221.41275153236,,,0.1811151413937483,0.0,0.05,,,18586.564496868574,
38,,109346.53105191892,0.0,-35.86906621849984,0.0,,,-35.86906621849984,23410.892657045137,15.711925,-14.272912,4.7244024,24019.770586485658,24019.770586485658,7753.273159686758,0.07,,,29.984837,0.008123091,7753.273159686758,,,,780000,,,100,,100,,38,,109346.53105191892,,,0.2384532174342987,0.0,0.07,,,23410.892657045137,
39,,91128.82254671547,0.0,-50.793834063650074,0.0,,,-50.793834063650074,22504.199353796237,8.258739,-14.160364,4.683606,22742.583900230024,22742.583900230024,7004.450825986754,0.07,,,22.419104,0.0070321397,7004.450825986754,,,,800000,,,100,,100,,39,,91128.82254671547,,,0.24844306327782117,0.0,0.07,,,22504.199353796237,
40,10,93569.27549831364,0.0,-11.974389512708568,0.0,0.0,0.0,-11.974389512708568,20120.99522346851,18.507137,-2.36495,4.661179,28544.433814735436,28544.433814735436,9531.404281921827,0.03,64871.18340658854,20764.670721931718,20.872087,0.006622858,9531.404281921827,20131.002056054458,10,4,820000,426.35316712986724,20764.670721931718,100,20764.670721931725,100,20131.002056054458,40,20764.670721931725,93569.27549831364,0.0,0.0,0.3235351997790876,0.0,0.03,426.35316712986724,64871.18340658854,20120.99522346851,4
41,,116960.80881383641,0.0,-37.730224158696245,0.0,,,-37.730224158696245,20311.666373759865,-16.803562,-34.744488,4.6369314,22006.10948324174,22006.10948324174,6864.190237053113,0.05,,,17.940926,0.0051695826,6864.190237053113,,,,840000,,,100,,100,,41,,116960.80881383641,,,0.19378160852566684,0.0,0.05,,,20311.666373759865,
42,,117037.34063124571,0.0,19.353833251312537,0.0,,,19.353833251312537,22693.209754728327,-4.148944,-29.077145,4.6218576,25570.162673363266,25570.162673363266,8882.96412618779,0.08,,,24.9282,0.007044513,8882.96412618779,,,,860000,,,100,,100,,42,,117037.34063124571,,,0.33049647848588104,0.0,0.08,,,22693.209754728327,
43,,98414.75549941596,0.0,-47.08546159326041,0.0,,,-47.08546159326041,19008.64664252602,-4.743275,-21.61587,4.630275,20443.695277959014,20443.695277959014,6978.439800070483,0.06,,,16.872595,0.0060397796,6978.439800070483,,,,880000,,,100,,100,,43,,98414.75549941596,,,0.22483029792909714,0.0,0.06,,,19008.64664252602,
44,,108060.41217347291,0.0,-37.48381057219169,0.0,,,-37.48381057219169,24203.204245232653,7.4422064,-15.783335,4.604889,32088.773202556215,32088.773202556215,10557.860434805802,0.08,,,23.22554,0.005814982,10557.860434805802,,,,900000,,,100,,100,,44,,108060.41217347291,,,0.2395072302724992,0.0,0.08,,,24203.204245232653,
45,,82400.88272289028,0.0,-48.48148629641689,0.0,,,-48.48148629641689,18983.087654370484,6.0412936,-13.157381,4.553878,21725.03681662221,21725.03681662221,6995.856264210331,0.06,,,19.198675,0.006385794,6995.856264210331,,,,920000,,,100,,100,,45,,82400.88272289028,,,0.2299825005460946,0.0,0.06,,,18983.087654370484,
46,,115160.8050391057,0.0,144.96448417177908,0.0,,,144.96448417177908,23696.32598866963,9.7096,-15.654475,4.509544,25005.537431469922,25005.537431469922,7999.646918375099,0.09,,,25.364075,0.0067123757,7999.646918375099,,,,940000,,,100,,100,,46,,115160.8050391057,,,0.27461965940413124,0.0,0.09,,,23696.32598866963,
47,,86960.25615376477,0.0,15.66202138062382,0.0,,,15.66202138062382,18843.232681893573,7.7522125,-9.89005,4.4986453,21326.181902942844,21326.181902942844,7308.173283796653,0.03,,,17.642262,0.005278015,7308.173283796653,,,,960000,,,100,,100,,47,,86960.25615376477,,,0.2608725697367553,0.0,0.03,,,18843.232681893573,
48,,94390.2281619986,0.0,-43.83718489964747,0.0,,,-43.83718489964747,21435.74164703348,2.66545,-22.41225,4.481826,22266.526248919014,22266.526248919014,7298.006186124726,0.07,,,25.077702,0.0061902716,7298.006186124726,,,,980000,,,100,,100,,48,,94390.2281619986,,,0.31069300538335975,0.0,0.07,,,21435.74164703348,
49,,90245.03620212714,0.0,-39.055972902629016,0.0,,,-39.055972902629016,21274.98518998313,6.498393,-12.929443,4.456257,21797.495183746923,21797.495183746923,6732.020401758694,0.1,,,19.427837,0.006162345,6732.020401758694,,,,1000000,,,100,,100,,49,,90245.03620212714,,,0.19336609264664517,0.0,0.1,,,21274.98518998313,
50,10,117508.42417814198,0.0,-15.166705584576498,0.0,0.0,0.2,-15.166705584576498,24046.56336302695,10.01115,-16.4007,4.417896,27606.14557199089,27606.14557199089,9395.1157339916,0.09,99684.21940272192,30368.424245996117,26.41185,0.0066538346,9395.1157339916,31351.138042289385,10,5,1020000,1382.66241602899,30368.424245996117,100,30368.424245996128,100,31351.138042289385,50,30368.424245996128,117508.42417814198,0.0,0.2,0.245399847245223,0.0,0.09,1382.66241602899,99684.21940272192,24046.56336302695,5
51,,116018.9990245277,0.0,-90.04308670240809,0.0,,,-90.04308670240809,24712.525394536868,1.37365,-22.270931,4.379562,26342.090394204264,26342.090394204264,8875.664298064159,0.06,,,23.64458,0.00785716,8875.664298064159,,,,1040000,,,100,,100,,51,,116018.9990245277,,,0.22903508695660413,0.0,0.06,,,24712.525394536868,
52,,91284.1798637309,0.0,-44.54535891915488,0.0,,,-44.54535891915488,21089.322018544153,-1.6545563,-22.841763,4.3568797,25893.632272413055,25893.632272413055,8559.31839970937,0.02,,,21.187206,0.00714102,8559.31839970937,,,,1060000,,,100,,100,,52,,91284.1798637309,,,0.31398620025144364,0.0,0.02,,,21089.322018544153,
53,,119962.70183695343,0.0,-17.362088774594543,0.0,,,-17.362088774594543,20781.951896618124,4.404375,-17.953037,4.3515477,29386.48335622755,29386.48335622755,9759.61447138439,0.06,,,22.357412,0.00693688,9759.61447138439,,,,1080000,,,100,,100,,53,,119962.70183695343,,,0.24471671238964254,0.0,0.06,,,20781.951896618124,
54,,115999.92269834084,0.0,5.553795423208084,0.0,,,5.553795423208084,22477.801794165127,-6.9638124,-30.121637,4.334502,23120.946873825524,23120.946873825524,7605.76524685628,0.05,,,23.157825,0.005857557,7605.76524685628,,,,1100000,,,100,,100,,54,,115999.92269834084,,,0.23304948812633897,0.0,0.05,,,22477.801794165127,
55,,106293.9968467565,0.0,-5.06118504649594,0.0,,,-5.06118504649594,19136.4020912553,2.8096218,-15.412778,4.306503,26869.101931090423,26869.101931090423,8523.322992375119,0.07,,,18.2224,0.008370854,8523.322992375119,,,,1120000,,,100,,100,,55,,106293.9968467565,,,0.21157453849076135,0.0,0.07,,,19136.4020912553,
56,,78817.88099328197,0.0,-23.734207067038877,0.0,,,-23.734207067038877,21978.495903307055,17.455963,-5.74205,4.2830615,28271.188748966466,28271.188748966466,9113.470476091792,0.04,,,23.198013,0.0068614134,9113.470476091792,,,,1140000,,,100,,100,,56,,78817.88099328197,,,0.21607679853873663,0.0,0.04,,,21978.495903307055,
57,,109425.74210865788,0.0,-23.021399933386405,0.0,,,-23.021399933386405,21394.533796443582,3.8306124,-17.646343,4.247052,26452.935547665766,26452.935547665766,9307.04352129749,0.08,,,21.476955,0.008764784,9307.04352129749,,,,1160000,,,100,,100,,57,,109425.74210865788,,,0.3205458359114083,0.0,0.08,,,21394.533796443582,
58,,106653.44143721816,0.0,-61.04920750445008,0.0,,,-61.04920750445008,22675.268491970975,4.543975,-17.535507,4.2184215,28221.371439566818,28221.371439566818,9583.514334173287,0.04,,,22.079483,0.0067737517,9583.514334173287,,,,1180000,,,100,,100,,58,,106653.44143721816,,,0.25111593581935154,0.0,0.04,,,22675.268491970975,
59,,126741.84061205952,0.0,788.6448173768218,0.0,,,788.6448173768218,24332.800576195685,1.5140922,-19.92729,4.179076,33417.085663846374,33417.085663846374,10999.63281041726,0.11,,,21.441381,0.0049960837,10999.63281041726,,,,1200000,,,100,,100,,59,,126741.84061205952,,,0.28964935042939277,0.0,0.11,,,24332.800576195685,
60,10,131644.76622332088,0.0,36.18195962720828,0.0,0.0,0.0,36.18195962720828,29167.59385781578,-19.913834,-65.29806,4.144176,30985.95303816613,30985.95303816613,10660.06729588632,0.08,53990.311106079316,29349.22156297735,45.384224,0.0069340463,10660.06729588632,19710.69899428297,10,6,1220000,738.666608107993,29349.22156297735,100,29349.22156297735,100,19710.69899428297,60,29349.22156297735,131644.76622332088,0.0,0.0,0.31029130959880213,0.0,0.08,738.666608107993,53990.311106079316,29167.59385781578,6
61,,131405.32230117012,0.0,-29.16599330545257,0.0,,,-29.16599330545257,22617.39755554726,-0.101867184,-18.0038,4.1135216,24085.378259694306,24085.378259694306,8320.79783401381,0.06,,,17.901932,0.0063793357,8320.79783401381,,,,1240000,,,100,,100,,61,,131405.32230117012,,,0.27174855369272954,0.0,0.06,,,22617.39755554726,
62,,92207.92531940808,0.0,-31.00702131220681,0.0,,,-31.00702131220681,20707.403828167935,1.2522438,-19.501144,4.0855756,25890.873654846764,25890.873654846764,8802.09737711008,0.08,,,20.753387,0.007251362,8802.09737711008,,,,1260000,,,100,,100,,62,,92207.92531940808,,,0.28676378001180636,0.0,0.08,,,20707.403828167935,
63,,115836.59784703513,0.0,-26.89274955884979,0.0,,,-26.89274955884979,25379.829181041074,-11.857466,-34.23433,4.0479083,32549.288059024573,32549.288059024573,11431.483558276277,0.06,,,22.376863,0.0065021575,11431.483558276277,,,,1280000,,,100,,100,,63,,115836.59784703513,,,0.2663071172901278,0.0,0.06,,,25379.829181041074,
64,,119474.27846674323,0.0,-22.968751636384358,0.0,,,-22.968751636384358,23195.687173013775,3.3283312,-22.990524,4.0089993,25584.711161122235,25584.711161122235,8775.41363569408,0.1,,,26.318855,0.009170688,8775.41363569408,,,,1300000,,,100,,100,,64,,119474.27846674323,,,0.23202983039213332,0.0,0.1,,,23195.687173013775,
65,,123347.72836856646,0.0,-32.83538110526643,0.0,,,-32.83538110526643,21682.600456702166,-10.96905,-30.669287,3.9653509,25014.753741899156,25014.753741899156,8519.00145496078,0.11,,,19.700237,0.006684891,8519.00145496078,,,,1320000,,,100,,100,,65,,123347.72836856646,,,0.20183274292363407,0.0,0.11,,,21682.600456702166,
66,,116037.19966150516,0.0,-41.996944095400096,0.0,,,-41.996944095400096,23870.851835464466,-1.6104625,-22.983406,3.9364128,33302.395232733594,33302.395232733594,11648.686172017713,0.12,,,21.372944,0.005152739,11648.686172017713,,,,1340000,,,100,,100,,66,,116037.19966150516,,,0.26736218843524884,0.0,0.12,,,23870.851835464466,
67,,128871.20537741674,0.0,-46.82034880976679,0.0,,,-46.82034880976679,23973.286337057645,7.4582624,-15.807382,3.9047844,31363.963434306286,31363.963434306286,10739.455122209967,0.09,,,23.265644,0.0071432325,10739.455122209967,,,,1360000,,,100,,100,,67,,128871.20537741674,,,0.31270748649736624,0.0,0.09,,,23973.286337057645,
68,,119281.4055248196,0.0,111.52857160758299,0.0,,,111.52857160758299,26913.985257186956,17.66118,-13.021663,3.8751445,33337.554460183805,33337.554460183805,11476.397365906683,0.15,,,30.682842,0.008147182,11476.397365906683,,,,1380000,,,100,,100,,68,,119281.4055248196,,,0.24141278020736667,0.0,0.15,,,26913.985257186956,
69,,123800.92617572696,0.0,-35.09515396066299,0.0,,,-35.09515396066299,24627.417448501154,19.90895,5.790975,3.852478,37191.51097224946,37191.51097224946,12561.008080920168,0.09,,,14.117975,0.007689624,12561.008080920168,,,,1400000,,,100,,100,,69,,123800.92617572696,,,0.31107341422632095,0.0,0.09,,,24627.417448501154,
