plate-slide-v1/Iteration,MetaTest/Average/NumEpisodes,plate-slide-v1/MaxReturn,plate-slide-v1/TerminationRate,plate-slide-v1/MinReturn,policy/KLBefore,MetaTest/Average/TerminationRate,MetaTest/plate-slide-v1/SuccessRate,Average/MinReturn,plate-slide-v1/StdReturn,policy/LossBefore,policy/LossAfter,policy/Entropy,Average/AverageReturn,plate-slide-v1/AverageReturn,plate-slide-v1/AverageDiscountedReturn,Average/SuccessRate,MetaTest/plate-slide-v1/MaxReturn,MetaTest/Average/AverageReturn,policy/dLoss,policy/KL,Average/AverageDiscountedReturn,MetaTest/plate-slide-v1/StdReturn,MetaTest/plate-slide-v1/NumEpisodes,MetaTest/Average/Iteration,TotalEnvSteps,MetaTest/plate-slide-v1/MinReturn,MetaTest/plate-slide-v1/AverageReturn,plate-slide-v1/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,Average/NumEpisodes,MetaTest/Average/StdReturn,Average/Iteration,MetaTest/plate-slide-v1/AverageDiscountedReturn,Average/MaxReturn,MetaTest/plate-slide-v1/TerminationRate,MetaTest/Average/SuccessRate,LinearFeatureBaseline/ExplainedVariance,Average/TerminationRate,plate-slide-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,Average/StdReturn,MetaTest/plate-slide-v1/Iteration
70,10,123278.91527272898,0.0,-50.196228627526835,0.0,0.0,0.1,-50.196228627526835,26466.75833635168,14.8776,-4.1733875,3.837985,37153.803655721684,37153.803655721684,12525.289139367782,0.12,73588.9561660476,33239.571344420925,19.050987,0.005433832,12525.289139367782,20751.906836655147,10,7,1420000,174.27699682754388,33239.571344420925,100,33239.57134442093,100,20751.906836655147,70,33239.57134442093,123278.91527272898,0.0,0.1,0.28701117495513706,0.0,0.12,174.27699682754388,73588.9561660476,26466.75833635168,7
71,,106859.97596473737,0.0,-19.91219719083109,0.0,,,-19.91219719083109,24026.132738719796,-1.2978344,-22.604807,3.8273401,30168.10405383525,30168.10405383525,10306.18414570664,0.11,,,21.306973,0.004636374,10306.18414570664,,,,1440000,,,100,,100,,71,,106859.97596473737,,,0.2804103793469126,0.0,0.11,,,24026.132738719796,
72,,104377.15878128367,0.0,-65.10101276080256,0.0,,,-65.10101276080256,23499.98468084606,28.539062,6.0913625,3.8116179,32583.779127318612,32583.779127318612,11600.353248763544,0.11,,,22.4477,0.0056687356,11600.353248763544,,,,1460000,,,100,,100,,72,,104377.15878128367,,,0.3023824727344485,0.0,0.11,,,23499.98468084606,
73,,131216.7581196237,0.0,12.58032908749195,0.0,,,12.58032908749195,32270.062026171505,-10.66195,-46.262287,3.7878392,37300.37962193144,37300.37962193144,12478.203323150354,0.12,,,35.600338,0.0062652216,12478.203323150354,,,,1480000,,,100,,100,,73,,131216.7581196237,,,0.29765939042307976,0.0,0.12,,,32270.062026171505,
74,,104204.40944311416,0.0,-44.99764109906771,0.0,,,-44.99764109906771,24442.089366310473,24.933947,5.2924423,3.7642508,31190.99259546254,31190.99259546254,10872.430690889514,0.05,,,19.641504,0.0059387,10872.430690889514,,,,1500000,,,100,,100,,74,,104204.40944311416,,,0.30184628993203255,0.0,0.05,,,24442.089366310473,
75,,129606.65047486176,0.0,-52.54906154963062,0.0,,,-52.54906154963062,29013.22056322812,23.526438,3.2569125,3.7384148,35806.68586116968,35806.68586116968,11993.121436227577,0.11,,,20.269526,0.004606202,11993.121436227577,,,,1520000,,,100,,100,,75,,129606.65047486176,,,0.25170424922552626,0.0,0.11,,,29013.22056322812,
76,,111462.62262939631,0.0,-24.649006213232912,0.0,,,-24.649006213232912,24612.986198106693,13.250231,-9.3042,3.7126207,28909.29061387421,28909.29061387421,10291.603760810562,0.12,,,22.554432,0.0059153433,10291.603760810562,,,,1540000,,,100,,100,,76,,111462.62262939631,,,0.2514983379631959,0.0,0.12,,,24612.986198106693,
77,,120857.51855952316,0.0,-26.259629043498247,0.0,,,-26.259629043498247,28178.87577191077,14.523153,-18.414137,3.6961508,34783.07966372509,34783.07966372509,11974.191991701824,0.16,,,32.93729,0.006851183,11974.191991701824,,,,1560000,,,100,,100,,77,,120857.51855952316,,,0.2255047098878038,0.0,0.16,,,28178.87577191077,
78,,125423.23669281736,0.0,-20.746463331869,0.0,,,-20.746463331869,27613.98405482405,-5.3136687,-33.562374,3.6783328,35855.51217694884,35855.51217694884,12935.311058103583,0.11,,,28.248705,0.0058073797,12935.311058103583,,,,1580000,,,100,,100,,78,,125423.23669281736,,,0.2843847404617553,0.0,0.11,,,27613.98405482405,
79,,113783.34784006634,0.0,-28.801771442252726,0.0,,,-28.801771442252726,25398.23257350234,15.364225,-11.845975,3.6521187,31027.497393757105,31027.497393757105,10771.328550030787,0.12,,,27.210201,0.006857022,10771.328550030787,,,,1600000,,,100,,100,,79,,113783.34784006634,,,0.2517994657455661,0.0,0.12,,,25398.23257350234,
80,10,108117.89517444768,0.0,20.24023872114815,0.0,0.0,0.2,20.24023872114815,28436.226792417387,13.756312,-13.293025,3.6360195,35305.61340385892,35305.61340385892,12187.963007572105,0.1,93105.72878259062,37359.46937878513,27.049337,0.004467463,12187.963007572105,27254.661742780107,10,8,1620000,2224.941547147705,37359.46937878513,100,37359.46937878515,100,27254.661742780107,80,37359.46937878515,108117.89517444768,0.0,0.2,0.32304971513378966,0.0,0.1,2224.941547147705,93105.72878259062,28436.226792417387,8
81,,137137.40531372896,0.0,-20.412985926251043,0.0,,,-20.412985926251043,31061.904335027422,17.606977,-6.1558375,3.6180117,32819.65308168095,32819.65308168095,11849.72352776341,0.17,,,23.762815,0.0072473115,11849.72352776341,,,,1640000,,,100,,100,,81,,137137.40531372896,,,0.2449192719293788,0.0,0.17,,,31061.904335027422,
82,,130507.83809697223,0.0,-25.039367688370948,0.0,,,-25.039367688370948,29341.142182363506,22.61575,-5.2634373,3.5930016,38375.29182128249,38375.29182128249,13530.089816249294,0.09,,,27.879187,0.0060106735,13530.089816249294,,,,1660000,,,100,,100,,82,,130507.83809697223,,,0.2576244682120614,0.0,0.09,,,29341.142182363506,
83,,116682.26052329896,0.0,-22.968426826425883,0.0,,,-22.968426826425883,28099.64066766835,5.0741,-24.645712,3.546604,34613.98141355602,34613.98141355602,12537.534756262372,0.18,,,29.719812,0.007502074,12537.534756262372,,,,1680000,,,100,,100,,83,,116682.26052329896,,,0.3414924835555764,0.0,0.18,,,28099.64066766835,
84,,135117.05119293276,0.0,-77.44771771666284,0.0,,,-77.44771771666284,31282.354872872747,9.652528,-25.37058,3.5028157,36794.235032783035,36794.235032783035,12376.045783925796,0.07,,,35.02311,0.006347803,12376.045783925796,,,,1700000,,,100,,100,,84,,135117.05119293276,,,0.3311326137360818,0.0,0.07,,,31282.354872872747,
85,,116866.50222022917,0.0,-28.197342542366357,0.0,,,-28.197342542366357,30557.714353292446,13.965122,-13.018319,3.4678652,40485.69546120174,40485.69546120174,14157.491758571688,0.1,,,26.98344,0.0051580607,14157.491758571688,,,,1720000,,,100,,100,,85,,116866.50222022917,,,0.320876393547753,0.0,0.1,,,30557.714353292446,
86,,140632.19844003062,0.0,-58.00117496610001,0.0,,,-58.00117496610001,30836.40009017088,-3.1882188,-32.706856,3.4358208,37076.01910546148,37076.01910546148,13260.368415530938,0.13,,,29.518637,0.0059990534,13260.368415530938,,,,1740000,,,100,,100,,86,,140632.19844003062,,,0.34876041403865987,0.0,0.13,,,30836.40009017088,
87,,131347.3539690779,0.0,-60.41557180137759,0.0,,,-60.41557180137759,34638.72563813901,5.734525,-31.404776,3.409419,43317.50180203913,43317.50180203913,15034.762334260968,0.19,,,37.1393,0.006466753,15034.762334260968,,,,1760000,,,100,,100,,87,,131347.3539690779,,,0.2657643416533768,0.0,0.19,,,34638.72563813901,
88,,128753.85511361022,0.0,-31.76240188341267,0.0,,,-31.76240188341267,30893.08220206982,-4.3169,-27.3706,3.389769,36982.44500656953,36982.44500656953,13422.597427295736,0.12,,,23.0537,0.0064525926,13422.597427295736,,,,1780000,,,100,,100,,88,,128753.85511361022,,,0.2829996045738449,0.0,0.12,,,30893.08220206982,
89,,143339.09588066733,0.0,-11.686930394298708,0.0,,,-11.686930394298708,29816.52799755714,0.00415,-33.803688,3.3608577,35688.00694815711,35688.00694815711,13225.696355452983,0.09,,,33.80784,0.0067381975,13225.696355452983,,,,1800000,,,100,,100,,89,,143339.09588066733,,,0.3126720996689676,0.0,0.09,,,29816.52799755714,
90,10,137236.36765079442,0.0,-31.915108448888144,0.0,0.0,0.0,-31.915108448888144,35203.90367831575,-16.008366,-47.86928,3.3189847,41400.669312217135,41400.669312217135,14390.5950210774,0.17,56752.69863816322,34519.210687020546,31.860916,0.0051337136,14390.5950210774,17343.7339146668,10,9,1820000,3789.921936778211,34519.210687020546,100,34519.21068702056,100,17343.7339146668,90,34519.21068702056,137236.36765079442,0.0,0.0,0.2845061408463113,0.0,0.17,3789.921936778211,56752.69863816322,35203.90367831575,9
91,,131253.8812020471,0.0,-23.719882916760962,0.0,,,-23.719882916760962,33152.63216515607,13.397762,-18.823738,3.3082743,42625.71686903608,42625.71686903608,15239.540551723188,0.13,,,32.2215,0.005812627,15239.540551723188,,,,1840000,,,100,,100,,91,,131253.8812020471,,,0.24976947647414638,0.0,0.13,,,33152.63216515607,
92,,138906.65916973946,0.0,-22.258171322141777,0.0,,,-22.258171322141777,31324.666747472784,20.113026,-7.202,3.312196,38042.54377199226,38042.54377199226,13518.805431689103,0.1,,,27.315025,0.008743449,13518.805431689103,,,,1860000,,,100,,100,,92,,138906.65916973946,,,0.30663324944683235,0.0,0.1,,,31324.666747472784,
93,,133690.1341680273,0.0,-18.032062330407403,0.0,,,-18.032062330407403,28454.334300200026,-0.98609376,-26.483782,3.286938,38214.621269655734,38214.621269655734,13699.08129574154,0.07,,,25.497688,0.005496278,13699.08129574154,,,,1880000,,,100,,100,,93,,133690.1341680273,,,0.27801009520112563,0.0,0.07,,,28454.334300200026,
94,,152783.50702122442,0.0,-30.215786640665048,0.0,,,-30.215786640665048,30407.127289955526,-0.154375,-27.539087,3.2608886,39309.6035173043,39309.6035173043,14073.699259901958,0.17,,,27.384712,0.0063525336,14073.699259901958,,,,1900000,,,100,,100,,94,,152783.50702122442,,,0.281697691595277,0.0,0.17,,,30407.127289955526,
95,,131324.26098733768,0.0,-39.92649182593442,0.0,,,-39.92649182593442,31788.81642900064,-25.855595,-53.727074,3.244522,39519.4935944516,39519.4935944516,14175.311431396485,0.14,,,27.871479,0.006477646,14175.311431396485,,,,1920000,,,100,,100,,95,,131324.26098733768,,,0.3452429836465719,0.0,0.14,,,31788.81642900064,
96,,134590.96020947813,0.0,-18.911014984705666,0.0,,,-18.911014984705666,33858.00758887387,6.0316343,-24.341862,3.2111692,42389.56656049653,42389.56656049653,15009.911009335314,0.2,,,30.373497,0.005842476,15009.911009335314,,,,1940000,,,100,,100,,96,,134590.96020947813,,,0.27458958565356406,0.0,0.2,,,33858.00758887387,
97,,157833.98286620746,0.0,-23.722948241920434,0.0,,,-23.722948241920434,34839.39021100055,12.165313,-22.66745,3.174478,36153.74238529885,36153.74238529885,12993.798045876467,0.14,,,34.832764,0.006691156,12993.798045876467,,,,1960000,,,100,,100,,97,,157833.98286620746,,,0.2893577118007826,0.0,0.14,,,34839.39021100055,
98,,142500.37371968591,0.0,-64.74056056693155,0.0,,,-64.74056056693155,32115.61406064195,-8.913781,-38.08206,3.1424468,46034.77202361894,46034.77202361894,16143.860671067978,0.23,,,29.168282,0.004840736,16143.860671067978,,,,1980000,,,100,,100,,98,,142500.37371968591,,,0.24462216873813247,0.0,0.23,,,32115.61406064195,
99,,149418.1907512584,0.0,-24.245355117611446,0.0,,,-24.245355117611446,34367.578697174606,15.96385,-13.685687,3.102959,40858.037985768315,40858.037985768315,14825.743478477058,0.14,,,29.649536,0.0064074663,14825.743478477058,,,,2000000,,,100,,100,,99,,149418.1907512584,,,0.3145832111063708,0.0,0.14,,,34367.578697174606,
