MetaTrain/Average/QfLoss,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/faucet-close-v1/StdReturn,MetaTest/Average/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/faucet-close-v1/NumTrajs,MetaTest/faucet-close-v1/MaxReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/faucet-close-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-close-v1/MinReturn,MetaTrain/Average/Alpha,MetaTest/faucet-close-v1/AverageReturn,MetaTest/faucet-close-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/NumTrajs,MetaTest/faucet-close-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration
1527879.5,9956.894777732847,10887.744448047206,10887.744448047206,7.9285054,-33317.812,10,30259.364391159244,464000,9956.894777732843,0.0,0.0,9956.894777732847,-53.88456206588931,nan,9956.894777732843,0.0,-53.88456206588931,10,10,-14.062573,0.0,30259.364391159244,10
1773927.4,16507.411019609866,9161.740967887705,9161.740967887705,8.8408575,-32834.48,10,25229.567056665703,488000,16507.411019609863,0.0,0.0,16507.411019609866,-55.137572444873584,nan,16507.411019609863,0.0,-55.137572444873584,10,11,-12.851856,0.0,25229.567056665703,11
2137102.5,18097.441038888996,19100.170533927325,19100.170533927325,9.506087,-32401.203,10,68676.70662445351,512000,18097.441038888992,0.0,0.0,18097.441038888996,-46.25811051022827,nan,18097.441038888992,0.0,-46.25811051022827,10,12,-12.042615,0.0,68676.70662445351,12
2501243.0,17070.709857448102,15258.538905052259,15258.538905052259,9.212002,-31722.09,10,52457.9947943455,536000,17070.7098574481,0.0,0.0,17070.709857448102,-47.35654654386244,nan,17070.7098574481,0.0,-47.35654654386244,10,13,-12.168902,0.0,52457.9947943455,13
3135046.2,19739.439486357947,9323.528066233348,9323.528066233348,10.285334,-32429.78,10,35674.51328213007,560000,19739.439486357947,0.0,0.0,19739.439486357947,4561.001358000261,nan,19739.439486357947,0.1,4561.001358000261,10,14,-12.968008,0.1,35674.51328213007,14
3774356.0,21385.072408549888,10226.758065551583,10226.758065551583,12.295895,-34005.14,10,38518.93778175716,584000,21385.072408549884,0.0,0.0,21385.072408549888,5394.101233549899,nan,21385.072408549884,0.2,5394.101233549899,10,15,-13.343264,0.2,38518.93778175716,15
4378838.0,16086.607733008466,12440.122200278156,12440.122200278156,14.49024,-36690.324,10,43548.55852845903,608000,16086.607733008457,0.0,0.0,16086.607733008466,-16.29510751275267,nan,16086.607733008457,0.1,-16.29510751275267,10,16,-13.8242445,0.1,43548.55852845903,16
4848473.0,21368.252063519067,8331.875235961335,8331.875235961335,11.28703,-38991.09,10,34028.78546706709,632000,21368.252063519067,0.0,0.0,21368.252063519067,5673.963867816359,nan,21368.252063519067,0.1,5673.963867816359,10,17,-14.716295,0.1,34028.78546706709,17
5428531.0,17358.230874307636,6734.577012787344,6734.577012787344,15.998088,-41502.28,10,26454.442203708364,656000,17358.23087430765,0.0,0.0,17358.230874307636,948.0076647957331,nan,17358.23087430765,0.0,948.0076647957331,10,18,-14.392174,0.0,26454.442203708364,18
6071453.5,21255.8761937996,8102.501142455166,8102.501142455166,21.191277,-43216.863,10,33450.32720532753,680000,21255.87619379959,0.0,0.0,21255.8761937996,305.98185695353175,nan,21255.87619379959,0.0,305.98185695353175,10,19,-14.477773,0.0,33450.32720532753,19
6774663.0,16692.86305058354,8938.926432078733,8938.926432078733,25.358574,-43919.61,10,27848.26546028654,704000,16692.86305058354,0.0,0.0,16692.86305058354,306.18444183500094,nan,16692.86305058354,0.0,306.18444183500094,10,20,-14.405332,0.0,27848.26546028654,20
7483623.5,14530.622638077417,9668.322375274345,9668.322375274345,26.488018,-45794.633,10,34106.80723398239,728000,14530.622638077411,0.0,0.0,14530.622638077417,-65.06492889733586,nan,14530.622638077411,0.1,-65.06492889733586,10,21,-13.354802,0.1,34106.80723398239,21
9603600.0,11011.4948468712,8263.303313394423,8263.303313394423,48.225204,-48466.297,10,21616.895044020926,752000,11011.4948468712,0.0,0.0,11011.4948468712,-73.29908271876447,nan,11011.4948468712,0.0,-73.29908271876447,10,22,-12.885366,0.0,21616.895044020926,22
10850621.0,22792.83918143034,19242.05589431689,19242.05589431689,70.2105,-49413.88,10,70617.073257231,776000,22792.839181430354,0.0,0.0,22792.83918143034,-68.2699873910583,nan,22792.839181430354,0.1,-68.2699873910583,10,23,-13.415125,0.1,70617.073257231,23
11624263.0,15088.54396541032,11000.848734930702,11000.848734930702,70.40803,-50759.7,10,28854.635403314183,800000,15088.543965410325,0.0,0.0,15088.54396541032,-74.79689138950562,nan,15088.543965410325,0.1,-74.79689138950562,10,24,-13.896838,0.1,28854.635403314183,24
11176934.0,14231.627152763613,10601.101617856773,10601.101617856773,36.977352,-52203.027,10,29144.499501514594,824000,14231.627152763607,0.0,0.0,14231.627152763613,-72.17952627308165,nan,14231.627152763607,0.0,-72.17952627308165,10,25,-13.614975,0.0,29144.499501514594,25
11643038.0,10582.804052614396,7114.9172531400945,7114.9172531400945,31.01189,-54175.176,10,17591.99416249766,848000,10582.804052614396,0.0,0.0,10582.804052614396,-73.33663330340606,nan,10582.804052614396,0.0,-73.33663330340606,10,26,-13.510984,0.0,17591.99416249766,26
13092954.0,15923.42789320653,7833.78862802821,7833.78862802821,40.391453,-55740.09,10,27927.251720737862,872000,15923.427893206532,0.0,0.0,15923.42789320653,-50.2949065775205,nan,15923.427893206532,0.2,-50.2949065775205,10,27,-14.182356,0.2,27927.251720737862,27
16288445.0,13169.199549221225,7253.969107217959,7253.969107217959,65.30566,-58835.473,10,24006.618449267324,896000,13169.19954922122,0.0,0.0,13169.199549221225,-66.47256695097062,nan,13169.19954922122,0.0,-66.47256695097062,10,28,-14.550127,0.0,24006.618449267324,28
18661706.0,15431.184154390048,9509.709721414325,9509.709721414325,36.948643,-62901.79,10,30811.513433677865,920000,15431.184154390046,0.0,0.0,15431.184154390048,-65.0405995693493,nan,15431.184154390046,0.0,-65.0405995693493,10,29,-14.454428,0.0,30811.513433677865,29
20591286.0,7869.237242537491,8479.027238786972,8479.027238786972,38.904068,-66048.81,10,21138.97521047389,944000,7869.237242537492,0.0,0.0,7869.237242537491,-71.5285331167539,nan,7869.237242537492,0.1,-71.5285331167539,10,30,-14.692443,0.1,21138.97521047389,30
21941482.0,7716.657784164352,10043.742037065758,10043.742037065758,43.746586,-68199.305,10,24894.96904088091,968000,7716.6577841643475,0.0,0.0,7716.657784164352,-72.09868238678891,nan,7716.6577841643475,0.2,-72.09868238678891,10,31,-15.187385,0.2,24894.96904088091,31
23265078.0,13452.093291718013,11436.356900181154,11436.356900181154,45.940647,-69897.82,10,32678.591000661527,992000,13452.093291718009,0.0,0.0,13452.093291718013,-54.17389421857863,nan,13452.093291718009,0.1,-54.17389421857863,10,32,-15.867734,0.1,32678.591000661527,32
21923288.0,2069.6647185061533,3789.825294223534,3789.825294223534,1160.0908,-62405.258,10,11717.247159542061,1016000,2069.6647185061533,0.0,0.0,2069.6647185061533,-72.87533244667866,nan,2069.6647185061533,0.0,-72.87533244667866,10,33,-16.226368,0.0,11717.247159542061,33
12035451.0,5778.385556075949,8274.23037591877,8274.23037591877,1573.6616,-46242.688,10,19702.49624830433,1040000,5778.385556075951,0.0,0.0,5778.385556075949,-69.68485403937271,nan,5778.385556075951,0.1,-69.68485403937271,10,34,-16.2502,0.1,19702.49624830433,34
16422416.0,16885.404565447163,15047.361337666534,15047.361337666534,452.88818,-49583.348,10,40893.72109093454,1064000,16885.404565447163,0.0,0.0,16885.404565447163,-61.188753335458486,nan,16885.404565447163,0.0,-61.188753335458486,10,35,-16.286627,0.0,40893.72109093454,35
23327708.0,11121.8177462104,13143.00334389219,13143.00334389219,237.95503,-54460.883,10,39218.324076671386,1088000,11121.817746210398,0.0,0.0,11121.8177462104,-61.45149237945071,nan,11121.817746210398,0.0,-61.45149237945071,10,36,-16.262964,0.0,39218.324076671386,36
31502602.0,15530.471338299956,8876.674665088169,8876.674665088169,202.62852,-62237.875,10,27727.683986003965,1112000,15530.471338299962,0.0,0.0,15530.471338299956,-54.41609305611757,nan,15530.471338299962,0.1,-54.41609305611757,10,37,-16.430616,0.1,27727.683986003965,37
38733464.0,14129.20529540521,11875.210843913586,11875.210843913586,127.889244,-68257.19,10,41559.3342638981,1136000,14129.205295405205,0.0,0.0,14129.20529540521,-70.2751341004978,nan,14129.205295405205,0.0,-70.2751341004978,10,38,-16.27341,0.0,41559.3342638981,38
46798056.0,5113.400945716499,7349.376916719109,7349.376916719109,130.48923,-74459.65,10,18556.73670000327,1160000,5113.400945716499,0.0,0.0,5113.400945716499,-64.38332279507674,nan,5113.400945716499,0.0,-64.38332279507674,10,39,-16.635796,0.0,18556.73670000327,39
49626480.0,20273.402443749197,14250.994276623445,14250.994276623445,103.33589,-79619.63,10,47471.17061470188,1184000,20273.402443749197,0.0,0.0,20273.402443749197,-53.09434012709663,nan,20273.402443749197,0.2,-53.09434012709663,10,40,-17.263052,0.2,47471.17061470188,40
53094880.0,15194.137979393232,8061.156613591381,8061.156613591381,99.18001,-83027.94,10,28115.299679623044,1208000,15194.137979393232,0.0,0.0,15194.137979393232,-55.43842430466475,nan,15194.137979393232,0.0,-55.43842430466475,10,41,-18.010899,0.0,28115.299679623044,41
58155470.0,16837.362108448513,29327.29719970105,29327.29719970105,78.33032,-87377.51,10,98160.96213653212,1232000,16837.362108448528,0.0,0.0,16837.362108448513,-62.219868586376776,nan,16837.362108448528,0.2,-62.219868586376776,10,42,-19.12471,0.2,98160.96213653212,42
64673572.0,21514.731376706077,17641.157874286164,17641.157874286164,66.48591,-91104.21,10,50675.124648313,1256000,21514.731376706073,0.0,0.0,21514.731376706077,-58.83047752239626,nan,21514.731376706073,0.2,-58.83047752239626,10,43,-19.254822,0.2,50675.124648313,43
73256090.0,11717.131575879994,14328.754968143281,14328.754968143281,57.505898,-97017.74,10,41806.988443419585,1280000,11717.131575879996,0.0,0.0,11717.131575879994,-58.27387695867994,nan,11717.131575879996,0.2,-58.27387695867994,10,44,-19.958757,0.2,41806.988443419585,44
82544640.0,7475.543693749816,10489.515918264211,10489.515918264211,51.577602,-103418.8,10,34795.816734680004,1304000,7475.543693749821,0.0,0.0,7475.543693749816,-60.77539471541795,nan,7475.543693749821,0.1,-60.77539471541795,10,45,-20.346643,0.1,34795.816734680004,45
83794580.0,11783.060684936287,17234.70190999581,17234.70190999581,46.577602,-105619.73,10,41627.15320326731,1328000,11783.060684936287,0.0,0.0,11783.060684936287,-57.1871305221233,nan,11783.060684936287,0.3,-57.1871305221233,10,46,-21.029781,0.3,41627.15320326731,46
84499416.0,4949.782900138557,7999.824890294346,7999.824890294346,53.217064,-107453.97,10,26032.50645247175,1352000,4949.782900138557,0.0,0.0,4949.782900138557,-57.07726987990238,nan,4949.782900138557,0.0,-57.07726987990238,10,47,-21.35397,0.0,26032.50645247175,47
91918744.0,4444.211157788034,6516.189958859145,6516.189958859145,56.060604,-112138.05,10,20511.500124647246,1376000,4444.211157788033,0.0,0.0,4444.211157788034,-52.80966831654999,nan,4444.211157788033,0.1,-52.80966831654999,10,48,-21.742197,0.1,20511.500124647246,48
90273496.0,17531.566908198503,15722.063452209766,15722.063452209766,56.45917,-111132.766,10,41463.49973049123,1400000,17531.5669081985,0.0,0.0,17531.566908198503,-58.70384369476329,nan,17531.5669081985,0.2,-58.70384369476329,10,49,-22.141586,0.2,41463.49973049123,49
90062650.0,20707.20042259669,34141.55328442899,34141.55328442899,55.642673,-109580.53,10,112138.34319936184,1424000,20707.200422596685,0.0,0.0,20707.20042259669,-55.14998275068481,nan,20707.200422596685,0.3,-55.14998275068481,10,50,-22.220953,0.3,112138.34319936184,50
86883090.0,27877.22126802052,31556.91752447285,31556.91752447285,46.925377,-107384.11,10,107575.12306358329,1448000,27877.22126802052,0.0,0.0,27877.22126802052,-59.27993238485801,nan,27877.22126802052,0.4,-59.27993238485801,10,51,-21.939583,0.4,107575.12306358329,51
87096590.0,17154.873826568088,29929.36136652968,29929.36136652968,47.59587,-107966.66,10,89424.16567329844,1472000,17154.873826568084,0.0,0.0,17154.873826568088,-56.72412588762237,nan,17154.873826568084,0.2,-56.72412588762237,10,52,-21.712269,0.2,89424.16567329844,52
86816730.0,24235.45244204711,36204.60335280429,36204.60335280429,48.434124,-108420.734,10,98665.61646890457,1496000,24235.45244204711,0.0,0.0,24235.45244204711,-53.530462561104976,nan,24235.45244204711,0.3,-53.530462561104976,10,53,-21.804087,0.3,98665.61646890457,53
87820290.0,5134.095278982628,12397.667148500099,12397.667148500099,53.151367,-108615.19,10,41103.25995287532,1520000,5134.09527898263,0.0,0.0,5134.095278982628,-54.554519905645684,nan,5134.09527898263,0.0,-54.554519905645684,10,54,-22.045906,0.0,41103.25995287532,54
101707416.0,3298.349931052505,7687.457711511977,7687.457711511977,61.821945,-114545.84,10,25203.98881570535,1544000,3298.349931052505,0.0,0.0,3298.349931052505,-49.83985707141051,nan,3298.349931052505,0.1,-49.83985707141051,10,55,-22.01682,0.1,25203.98881570535,55
104554150.0,16751.01140454079,20145.429047446458,20145.429047446458,58.034836,-115797.94,10,57380.47990177345,1568000,16751.011404540797,0.0,0.0,16751.01140454079,-55.3361403056794,nan,16751.011404540797,0.2,-55.3361403056794,10,56,-21.809223,0.2,57380.47990177345,56
104847816.0,14814.894404217663,17651.284085824074,17651.284085824074,59.047043,-116623.695,10,57865.79379317578,1592000,14814.894404217663,0.0,0.0,14814.894404217663,-55.02350329409969,nan,14814.894404217663,0.1,-55.02350329409969,10,57,-22.39021,0.1,57865.79379317578,57
107526900.0,4927.417330537012,9125.047498132031,9125.047498132031,56.966316,-117456.87,10,27155.504846689746,1616000,4927.4173305370105,0.0,0.0,4927.417330537012,-50.64169314719202,nan,4927.4173305370105,0.1,-50.64169314719202,10,58,-23.071405,0.1,27155.504846689746,58
105166690.0,4767.995444635324,7845.362521820511,7845.362521820511,59.816517,-113512.47,10,20192.707495696526,1640000,4767.995444635322,0.0,0.0,4767.995444635324,-51.64915360561248,nan,4767.995444635322,0.0,-51.64915360561248,10,59,-23.85387,0.0,20192.707495696526,59
121064056.0,13880.970932785101,26848.03240501448,26848.03240501448,62.35706,-119084.87,10,88108.41373250645,1664000,13880.970932785101,0.0,0.0,13880.970932785101,-52.58667516451873,nan,13880.970932785101,0.1,-52.58667516451873,10,60,-24.23573,0.1,88108.41373250645,60
128870060.0,12586.321040116974,25298.086679464697,25298.086679464697,64.95051,-122567.266,10,84159.44030609127,1688000,12586.321040116974,0.0,0.0,12586.321040116974,-53.15711578817617,nan,12586.321040116974,0.2,-53.15711578817617,10,61,-24.621832,0.2,84159.44030609127,61
133329710.0,9598.981708453535,14940.391277964984,14940.391277964984,62.160133,-125206.27,10,38222.833708803984,1712000,9598.981708453532,0.0,0.0,9598.981708453535,-56.16441588910947,nan,9598.981708453532,0.0,-56.16441588910947,10,62,-24.844496,0.0,38222.833708803984,62
149438160.0,13258.250886697639,23430.895695132756,23430.895695132756,84.313545,-129112.35,10,73064.44601876629,1736000,13258.250886697639,0.0,0.0,13258.250886697639,-103.08225504537396,nan,13258.250886697639,0.1,-103.08225504537396,10,63,-26.114653,0.1,73064.44601876629,63
153785870.0,8803.891795006595,14054.957322021382,14054.957322021382,102.23299,-129148.81,10,35561.133734001,1760000,8803.891795006595,0.0,0.0,8803.891795006595,-76.56544314596675,nan,8803.891795006595,0.1,-76.56544314596675,10,64,-26.731531,0.1,35561.133734001,64
154558460.0,5467.136182314075,10724.382864114154,10724.382864114154,109.90115,-131207.33,10,34507.29869942259,1784000,5467.136182314078,0.0,0.0,5467.136182314075,-53.8067790192382,nan,5467.136182314078,0.0,-53.8067790192382,10,65,-27.163713,0.0,34507.29869942259,65
151592430.0,145.23403354649184,418.0158282867208,418.0158282867208,182.98119,-131213.69,10,1366.4912975192128,1808000,145.23403354649182,0.0,0.0,145.23403354649184,-74.39110827265965,nan,145.23403354649182,0.1,-74.39110827265965,10,66,-27.830048,0.1,1366.4912975192128,66
150105550.0,25913.66037669131,39675.06952111074,39675.06952111074,62.882275,-134062.52,10,129976.38632961168,1832000,25913.66037669131,0.0,0.0,25913.66037669131,-53.88704891716473,nan,25913.66037669131,0.3,-53.88704891716473,10,67,-27.307085,0.3,129976.38632961168,67
134595120.0,25745.452788955678,37150.388742992254,37150.388742992254,57.81839,-126405.4,10,120049.77223191151,1856000,25745.452788955685,0.0,0.0,25745.452788955678,-50.829645500180206,nan,25745.452788955685,0.2,-50.829645500180206,10,68,-26.535866,0.2,120049.77223191151,68
122700650.0,28766.661179623236,49281.98445533057,49281.98445533057,59.925037,-122288.82,10,167648.43441091452,1880000,28766.66117962323,0.0,0.0,28766.661179623236,-49.50777753735044,nan,28766.66117962323,0.3,-49.50777753735044,10,69,-26.273613,0.3,167648.43441091452,69
124056664.0,26092.770979290748,51916.56650077408,51916.56650077408,57.93299,-123773.6,10,162333.44145151015,1904000,26092.77097929074,0.0,0.0,26092.770979290748,-56.723888885627375,nan,26092.77097929074,0.2,-56.723888885627375,10,70,-26.393972,0.2,162333.44145151015,70
123979520.0,25319.181545416883,24053.05990751846,24053.05990751846,66.35735,-124605.11,10,90913.0754972359,1928000,25319.181545416875,0.0,0.0,25319.181545416883,-56.02898183893149,nan,25319.181545416875,0.2,-56.02898183893149,10,71,-26.314222,0.2,90913.0754972359,71
129315160.0,15014.329588768247,11397.249772033025,11397.249772033025,66.593094,-124400.72,10,34479.46210932664,1952000,15014.329588768247,0.0,0.0,15014.329588768247,-54.90551858650747,nan,15014.329588768247,0.2,-54.90551858650747,10,72,-26.83514,0.2,34479.46210932664,72
136325330.0,31880.082111194777,51600.212054813885,51600.212054813885,76.20904,-122426.305,10,173753.95359075052,1976000,31880.0821111948,0.0,0.0,31880.082111194777,-48.76315403520788,nan,31880.0821111948,0.3,-48.76315403520788,10,73,-26.600504,0.3,173753.95359075052,73
145225520.0,23538.819786817523,44252.51394992916,44252.51394992916,76.26067,-121711.55,10,151761.2397594115,2000000,23538.819786817523,0.0,0.0,23538.819786817523,-52.26239086593603,nan,23538.819786817523,0.3,-52.26239086593603,10,74,-26.567024,0.3,151761.2397594115,74
135348640.0,31404.959737180285,54269.297879563266,54269.297879563266,61.65961,-115560.47,10,170334.2410257223,2024000,31404.959737180303,0.0,0.0,31404.959737180285,-66.39303055514827,nan,31404.959737180303,0.3,-66.39303055514827,10,75,-26.232542,0.3,170334.2410257223,75
132968320.0,11661.324091121545,11998.386849011376,11998.386849011376,98.16773,-108060.85,10,30006.34215769563,2048000,11661.324091121545,0.0,0.0,11661.324091121545,-57.00219186887665,nan,11661.324091121545,0.2,-57.00219186887665,10,76,-26.140068,0.2,30006.34215769563,76
130120700.0,28361.32680349073,33325.28523660802,33325.28523660802,75.94611,-106162.1,10,115976.68637450637,2072000,28361.326803490723,0.0,0.0,28361.32680349073,-55.86899811082537,nan,28361.326803490723,0.2,-55.86899811082537,10,77,-26.276262,0.2,115976.68637450637,77
150276930.0,20373.37486385862,38474.81416082906,38474.81416082906,73.54576,-122484.59,10,131767.0081298384,2096000,20373.374863858644,0.0,0.0,20373.37486385862,-55.97975487129346,nan,20373.374863858644,0.1,-55.97975487129346,10,78,-27.17007,0.1,131767.0081298384,78
162799330.0,12826.578169520431,13527.965227687775,13527.965227687775,48.68419,-129719.84,10,33075.52934759766,2120000,12826.578169520435,0.0,0.0,12826.578169520431,-52.1917241745431,nan,12826.578169520435,0.1,-52.1917241745431,10,79,-27.369896,0.1,33075.52934759766,79
173246000.0,8383.295631885037,12996.727801625642,12996.727801625642,41.00564,-131285.1,10,31904.112654128094,2144000,8383.295631885034,0.0,0.0,8383.295631885037,-52.721334590366645,nan,8383.295631885034,0.2,-52.721334590366645,10,80,-26.96943,0.2,31904.112654128094,80
188203800.0,32360.66377704022,56786.44282042067,56786.44282042067,37.30988,-138634.53,10,151192.29200037135,2168000,32360.663777040212,0.0,0.0,32360.66377704022,-57.332222265486536,nan,32360.663777040212,0.2,-57.332222265486536,10,81,-27.076017,0.2,151192.29200037135,81
189827040.0,47390.76935212256,60939.3312476807,60939.3312476807,35.75249,-139851.97,10,147406.35314962475,2192000,47390.769352122545,0.0,0.0,47390.76935212256,-56.0437438596112,nan,47390.769352122545,0.4,-56.0437438596112,10,82,-26.61185,0.4,147406.35314962475,82
194444050.0,12934.630579194649,13648.843515420163,13648.843515420163,31.408642,-143803.3,10,33595.63843466231,2216000,12934.630579194654,0.0,0.0,12934.630579194649,-53.296299018964376,nan,12934.630579194654,0.2,-53.296299018964376,10,83,-26.470205,0.2,33595.63843466231,83
189659890.0,9923.893624214204,17324.51849800516,17324.51849800516,47.851257,-144595.8,10,56651.67961316296,2240000,9923.893624214203,0.0,0.0,9923.893624214204,-51.67694703187248,nan,9923.893624214203,0.1,-51.67694703187248,10,84,-26.75448,0.1,56651.67961316296,84
191002770.0,25395.472853206644,39856.36243031806,39856.36243031806,116.10416,-145754.84,10,114745.70472734586,2264000,25395.47285320666,0.0,0.0,25395.472853206644,-53.64381947558864,nan,25395.47285320666,0.2,-53.64381947558864,10,85,-26.718256,0.2,114745.70472734586,85
189173800.0,19126.27458554124,42360.19864665587,42360.19864665587,124.29482,-146423.88,10,142700.88754116907,2288000,19126.27458554123,0.0,0.0,19126.27458554124,-51.84150493461246,nan,19126.27458554123,0.1,-51.84150493461246,10,86,-26.69141,0.1,142700.88754116907,86
188310260.0,31816.267583469198,51322.75330670119,51322.75330670119,35.19315,-148604.36,10,161232.8688948463,2312000,31816.26758346921,0.0,0.0,31816.267583469198,-55.57414210570441,nan,31816.26758346921,0.2,-55.57414210570441,10,87,-27.210226,0.2,161232.8688948463,87
175650080.0,8408.608575343247,10562.776255985655,10562.776255985655,24.891747,-144038.17,10,26737.18454606845,2336000,8408.608575343245,0.0,0.0,8408.608575343247,-55.10385271396647,nan,8408.608575343245,0.1,-55.10385271396647,10,88,-27.376297,0.1,26737.18454606845,88
186129660.0,27698.822152655048,51489.64119679398,51489.64119679398,23.476646,-146689.34,10,148248.54190454306,2360000,27698.82215265506,0.0,0.0,27698.822152655048,-53.0819161891944,nan,27698.82215265506,0.2,-53.0819161891944,10,89,-27.233091,0.2,148248.54190454306,89
189568450.0,8286.015029855122,15170.786422982797,15170.786422982797,22.208286,-148585.11,10,48160.80857050661,2384000,8286.015029855123,0.0,0.0,8286.015029855122,-51.9714859591311,nan,8286.015029855123,0.1,-51.9714859591311,10,90,-27.00161,0.1,48160.80857050661,90
207265890.0,30116.177786448254,47901.214250605655,47901.214250605655,21.37505,-155360.58,10,128793.56573049673,2408000,30116.17778644828,0.0,0.0,30116.177786448254,-54.839712597412024,nan,30116.17778644828,0.2,-54.839712597412024,10,91,-27.159891,0.2,128793.56573049673,91
206846050.0,46703.69553229517,68614.7659399898,68614.7659399898,23.419455,-157184.77,10,166523.52708283247,2432000,46703.69553229517,0.0,0.0,46703.69553229517,-55.88564671670945,nan,46703.69553229517,0.3,-55.88564671670945,10,92,-27.046535,0.3,166523.52708283247,92
217013980.0,9714.741559810423,12802.232129652186,12802.232129652186,21.9915,-160198.66,10,36860.18119886585,2456000,9714.741559810429,0.0,0.0,9714.741559810423,-55.88767402891627,nan,9714.741559810429,0.1,-55.88767402891627,10,93,-26.951752,0.1,36860.18119886585,93
231329520.0,22759.614047183815,24655.708260165102,24655.708260165102,58.899426,-163323.97,10,78637.89831267479,2480000,22759.614047183823,0.0,0.0,22759.614047183815,-52.6526085566091,nan,22759.614047183823,0.4,-52.6526085566091,10,94,-26.918089,0.4,78637.89831267479,94
238103970.0,28611.85909789794,38887.46110237589,38887.46110237589,56.864582,-164234.02,10,123644.65435789805,2504000,28611.859097897937,0.0,0.0,28611.85909789794,-50.913228514434955,nan,28611.859097897937,0.3,-50.913228514434955,10,95,-27.128597,0.3,123644.65435789805,95
