MetaTest/Average/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/window-open-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/window-open-v1/AverageReturn,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTrain/Average/PolicyLoss,MetaTest/Average/AverageReturn,MetaTest/window-open-v1/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/Average/Iteration,MetaTest/window-open-v1/NumTrajs,MetaTest/window-open-v1/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/window-open-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/window-open-v1/Iteration,MetaTest/window-open-v1/StdReturn,MetaTest/window-open-v1/MinReturn,MetaTrain/Average/AlphaLoss,MetaTrain/Average/QfLoss
-13.794126525068576,111.04228,-56.46711633671198,0.0,0.0,-42.4491337903879,-42.44913379038788,11.404735306654844,464000,-110867.51,-42.44913379038788,-13.794126525068576,10,10,10,-42.4491337903879,nan,0.0,0.0,10,11.404735306654844,-56.46711633671198,-25.207243,68219624.0
73939.50118703517,103.67729,-66.39656083825393,0.2,0.2,7381.451537851933,7381.451537851931,22186.225817122708,488000,-127188.39,7381.451537851931,73939.50118703517,10,11,10,7381.451537851933,nan,0.0,0.0,11,22186.225817122708,-66.39656083825393,-25.142954,94154260.0
127504.74216876717,178.18135,-60.93140921605327,0.2,0.2,15183.985841799393,15183.985841799393,38154.70299598328,512000,-139872.42,15183.985841799393,127504.74216876717,10,12,10,15183.985841799393,nan,0.0,0.0,12,38154.70299598328,-60.93140921605327,-24.503643,120433304.0
-17.3162284420484,183.71104,-78.99291101775655,0.0,0.0,-54.81674585457466,-54.81674585457468,16.284672591706496,536000,-143428.28,-54.81674585457468,-17.3162284420484,10,13,10,-54.81674585457466,nan,0.0,0.0,13,16.284672591706496,-78.99291101775655,-25.05143,125857070.0
80046.87735637192,143.87587,-38.191305809656285,0.3,0.3,17440.54943668792,17440.549436687914,29214.186672882584,560000,-149293.5,17440.549436687914,80046.87735637192,10,14,10,17440.54943668792,nan,0.0,0.0,14,29214.186672882584,-38.191305809656285,-23.625559,149634270.0
-13.698593191628227,201.714,-80.6075031643068,0.1,0.1,-42.24559954420717,-42.24559954420717,22.39640408736991,584000,-149722.17,-42.24559954420717,-13.698593191628227,10,15,10,-42.24559954420717,nan,0.0,0.0,15,22.39640408736991,-80.6075031643068,-22.465918,145253340.0
64673.413351188006,164.57506,-75.50463995878974,0.3,0.3,6610.347685201048,6610.347685201044,19359.536848013562,608000,-144348.61,6610.347685201044,64673.413351188006,10,16,10,6610.347685201048,nan,0.0,0.0,16,19359.536848013562,-75.50463995878974,-20.321241,138483230.0
145896.2392027112,94.58109,-47.043077334783355,0.3,0.3,27450.838847096988,27450.83884709699,55100.396301107685,632000,-144816.39,27450.83884709699,145896.2392027112,10,17,10,27450.838847096988,nan,0.0,0.0,17,55100.396301107685,-47.043077334783355,-21.560583,154649100.0
2254.0547096441437,87.44892,-53.602824757080896,0.1,0.1,197.39205117826035,197.3920511782605,685.6397661586715,656000,-149978.97,197.3920511782605,2254.0547096441437,10,18,10,197.39205117826035,nan,0.0,0.0,18,685.6397661586715,-53.602824757080896,-22.592218,171783250.0
120584.5040798755,93.799866,-36.61872198782291,0.3,0.3,22227.776968983966,22227.77696898396,44709.725059722005,680000,-151216.7,22227.77696898396,120584.5040798755,10,19,10,22227.776968983966,nan,0.0,0.0,19,44709.725059722005,-36.61872198782291,-22.844757,181370820.0
148895.44984842144,79.87066,-48.141926909766674,0.3,0.3,30778.998894978035,30778.998894978035,52036.10305975123,704000,-158247.98,30778.998894978035,148895.44984842144,10,20,10,30778.998894978035,nan,0.0,0.0,20,52036.10305975123,-48.141926909766674,-23.222591,208861890.0
103091.43878886497,79.709015,-56.788431395769386,0.4,0.4,13026.302947198103,13026.302947198103,31121.98750429368,728000,-163632.16,13026.302947198103,103091.43878886497,10,21,10,13026.302947198103,nan,0.0,0.0,21,31121.98750429368,-56.788431395769386,-23.71483,228776900.0
-17.452931725983035,107.40331,-86.02715262816434,0.0,0.0,-51.522830099509825,-51.52283009950982,19.824913669534503,752000,-163986.16,-51.52283009950982,-17.452931725983035,10,22,10,-51.522830099509825,nan,0.0,0.0,22,19.824913669534503,-86.02715262816434,-24.706625,230116430.0
131600.20088934098,145.22649,-53.20490586995583,0.2,0.2,13126.286233203917,13126.286233203911,39491.305879850566,776000,-166319.36,13126.286233203911,131600.20088934098,10,23,10,13126.286233203917,nan,0.0,0.0,23,39491.305879850566,-53.20490586995583,-25.385176,249473870.0
-18.805532441986756,62.84756,-56.29320298590905,0.2,0.2,-36.125614956684174,-36.125614956684174,12.620433019638176,800000,-171011.95,-36.125614956684174,-18.805532441986756,10,24,10,-36.125614956684174,nan,0.0,0.0,24,12.620433019638176,-56.29320298590905,-25.29193,274192480.0
115129.9743629215,63.21971,-74.41687322058887,0.3,0.3,22032.06746487972,22032.067464879725,44209.32426528685,824000,-174947.33,22032.067464879725,115129.9743629215,10,25,10,22032.06746487972,nan,0.0,0.0,25,44209.32426528685,-74.41687322058887,-26.114082,309464640.0
92755.25052971343,56.994316,-79.21080377744765,0.5,0.5,24986.534949200774,24986.534949200784,32268.795812786393,848000,-181955.03,24986.534949200784,92755.25052971343,10,26,10,24986.534949200774,nan,0.0,0.0,26,32268.795812786393,-79.21080377744765,-26.186806,325056670.0
63542.22656388774,67.61452,-73.49980958803958,0.2,0.2,11345.422750026259,11345.422750026264,21880.584892936702,872000,-190389.23,11345.422750026264,63542.22656388774,10,27,10,11345.422750026259,nan,0.0,0.0,27,21880.584892936702,-73.49980958803958,-26.75275,333487070.0
113351.06475011991,60.749798,-70.56827549914239,0.6,0.6,48092.50773006257,48092.50773006256,49045.04255005596,896000,-200277.1,48092.50773006256,113351.06475011991,10,28,10,48092.50773006257,nan,0.0,0.0,28,49045.04255005596,-70.56827549914239,-27.129524,331174800.0
139685.36669885603,62.219147,-76.81332430145228,0.2,0.2,24181.77112997522,24181.771129975234,49190.32053390892,920000,-207018.06,24181.771129975234,139685.36669885603,10,29,10,24181.77112997522,nan,0.0,0.0,29,49190.32053390892,-76.81332430145228,-26.473671,319937300.0
99877.79273306031,62.767666,-81.28297616604992,0.2,0.2,10162.856397439193,10162.856397439191,29912.500215970173,944000,-211222.27,10162.856397439191,99877.79273306031,10,30,10,10162.856397439193,nan,0.0,0.0,30,29912.500215970173,-81.28297616604992,-26.097971,300086200.0
151893.50583709864,70.316925,-70.70411278745316,0.3,0.3,31506.865866987813,31506.86586698782,51612.76195952562,968000,-216362.28,31506.86586698782,151893.50583709864,10,31,10,31506.865866987813,nan,0.0,0.0,31,51612.76195952562,-70.70411278745316,-26.033575,308849020.0
104393.86473817597,75.44153,-66.88104850002303,0.2,0.2,20256.183245570923,20256.183245570905,40641.691050023874,992000,-224951.47,20256.183245570905,104393.86473817597,10,32,10,20256.183245570923,nan,0.0,0.0,32,40641.691050023874,-66.88104850002303,-26.022715,320318340.0
102337.08768560996,61.693085,-79.63864062856321,0.2,0.2,17472.85345264237,17472.85345264236,35697.18604253379,1016000,-228837.52,17472.85345264236,102337.08768560996,10,33,10,17472.85345264237,nan,0.0,0.0,33,35697.18604253379,-79.63864062856321,-25.76858,327360320.0
180948.27568315578,45.50936,-74.88905877318162,0.4,0.4,51531.91616929694,51531.916169296936,66918.49870406791,1040000,-235580.22,51531.916169296936,180948.27568315578,10,34,10,51531.91616929694,nan,0.0,0.0,34,66918.49870406791,-74.88905877318162,-25.56338,345716130.0
97419.22664143502,53.98635,-64.11927516785713,0.2,0.2,15180.376964177805,15180.376964177802,30982.00213245315,1064000,-240412.28,15180.376964177802,97419.22664143502,10,35,10,15180.376964177805,nan,0.0,0.0,35,30982.00213245315,-64.11927516785713,-25.607616,357894500.0
137621.62913295973,55.21535,-64.20435561951096,0.1,0.1,15415.51108826306,15415.511088263054,41047.22603432112,1088000,-245851.72,15415.511088263054,137621.62913295973,10,36,10,15415.51108826306,nan,0.0,0.0,36,41047.22603432112,-64.20435561951096,-25.673082,367932860.0
93669.93120575033,62.153473,-58.34145102135999,0.2,0.2,17768.436289589878,17768.436289589885,35690.88066399524,1112000,-256012.72,17768.436289589885,93669.93120575033,10,37,10,17768.436289589878,nan,0.0,0.0,37,35690.88066399524,-58.34145102135999,-25.963608,411059780.0
145013.65181671517,56.6972,-59.43723328537571,0.2,0.2,28950.548576001805,28950.5485760018,57994.42739065796,1136000,-261722.39,28950.5485760018,145013.65181671517,10,38,10,28950.548576001805,nan,0.0,0.0,38,57994.42739065796,-59.43723328537571,-26.51404,416025400.0
138818.65624439472,57.205627,-52.12741245260927,0.2,0.2,25146.357623964763,25146.357623964785,50712.68431491345,1160000,-271686.72,25146.357623964785,138818.65624439472,10,39,10,25146.357623964763,nan,0.0,0.0,39,50712.68431491345,-52.12741245260927,-27.057753,422715260.0
148940.8967684654,51.66809,-55.63867222146359,0.3,0.3,39024.78611948462,39024.78611948463,61033.17358071288,1184000,-280696.22,39024.78611948463,148940.8967684654,10,40,10,39024.78611948462,nan,0.0,0.0,40,61033.17358071288,-55.63867222146359,-27.431547,447348800.0
112367.77497924877,51.484386,-56.1640149809435,0.3,0.3,28868.868001944484,28868.868001944484,42663.124485393775,1208000,-288933.47,28868.868001944484,112367.77497924877,10,41,10,28868.868001944484,nan,0.0,0.0,41,42663.124485393775,-56.1640149809435,-27.940128,465261760.0
164709.45959668772,52.88896,-54.33893039016657,0.2,0.2,27309.726897168555,27309.726897168555,51624.434660386265,1232000,-289466.62,27309.726897168555,164709.45959668772,10,42,10,27309.726897168555,nan,0.0,0.0,42,51624.434660386265,-54.33893039016657,-28.112059,473729200.0
152075.02244520208,55.17704,-58.241121991477584,0.3,0.3,37104.94712042513,37104.947120425124,58979.044448445056,1256000,-295381.56,37104.947120425124,152075.02244520208,10,43,10,37104.94712042513,nan,0.0,0.0,43,58979.044448445056,-58.241121991477584,-28.390816,471683420.0
146811.20017268558,46.77493,-54.11531884811155,0.5,0.5,53322.639125703005,53322.63912570302,56386.92794405405,1280000,-299291.5,53322.63912570302,146811.20017268558,10,44,10,53322.639125703005,nan,0.0,0.0,44,56386.92794405405,-54.11531884811155,-28.697538,494996220.0
115567.35955448229,49.31393,-39.28187625884393,0.7,0.7,70256.46113964028,70256.46113964028,47299.478914828236,1304000,-307578.88,70256.46113964028,115567.35955448229,10,45,10,70256.46113964028,nan,0.0,0.0,45,47299.478914828236,-39.28187625884393,-28.852427,533728930.0
156430.13186988537,47.242687,-56.03348131932711,0.6,0.6,63863.95021724304,63863.95021724303,55352.96654088231,1328000,-313540.4,63863.95021724303,156430.13186988537,10,46,10,63863.95021724304,nan,0.0,0.0,46,55352.96654088231,-56.03348131932711,-28.591637,539447400.0
116733.79319714908,44.239914,-60.699143215113864,0.3,0.3,28371.014278227027,28371.014278227016,44282.59413382633,1352000,-317697.53,28371.014278227016,116733.79319714908,10,47,10,28371.014278227027,nan,0.0,0.0,47,44282.59413382633,-60.699143215113864,-28.477594,542933760.0
131050.95052019907,44.39007,-60.44061252952053,0.4,0.4,41440.30913569649,41440.30913569649,47914.05970378166,1376000,-323342.34,41440.30913569649,131050.95052019907,10,48,10,41440.30913569649,nan,0.0,0.0,48,47914.05970378166,-60.44061252952053,-28.182304,558911170.0
157295.55233836087,49.55799,-51.88435729374863,0.7,0.7,67065.27948623072,67065.27948623068,49621.771638125094,1400000,-332117.06,67065.27948623068,157295.55233836087,10,49,10,67065.27948623072,nan,0.0,0.0,49,49621.771638125094,-51.88435729374863,-27.792767,582641300.0
127348.4593272606,78.51868,-57.238675445285,0.5,0.5,58346.51690475787,58346.51690475787,58709.33846568308,1424000,-337025.4,58346.51690475787,127348.4593272606,10,50,10,58346.51690475787,nan,0.0,0.0,50,58709.33846568308,-57.238675445285,-27.56238,592074750.0
189203.77141772304,79.66075,-49.41447299850468,0.6,0.6,86892.32438573132,86892.3243857313,66119.66619817965,1448000,-339597.38,86892.3243857313,189203.77141772304,10,51,10,86892.32438573132,nan,0.0,0.0,51,66119.66619817965,-49.41447299850468,-27.620848,585936100.0
109964.66348592508,93.25336,-62.12099953882744,0.1,0.1,30359.75499915068,30359.75499915068,39260.61632986979,1472000,-340861.53,30359.75499915068,109964.66348592508,10,52,10,30359.75499915068,nan,0.0,0.0,52,39260.61632986979,-62.12099953882744,-27.741215,582151700.0
162686.23509351496,54.74939,-60.613541952259624,0.5,0.5,58071.66671327881,58071.66671327881,62840.19269314037,1496000,-343022.75,58071.66671327881,162686.23509351496,10,53,10,58071.66671327881,nan,0.0,0.0,53,62840.19269314037,-60.613541952259624,-27.84168,584091700.0
128578.33758232162,52.67256,-63.10564082303128,0.3,0.3,30825.502289288204,30825.502289288193,48775.624166022135,1520000,-342695.94,30825.502289288193,128578.33758232162,10,54,10,30825.502289288204,nan,0.0,0.0,54,48775.624166022135,-63.10564082303128,-27.929045,583939300.0
125550.41072681874,54.649567,-60.527764094017115,0.1,0.1,24708.0431012017,24708.043101201714,41383.66117247077,1544000,-341010.94,24708.043101201714,125550.41072681874,10,55,10,24708.0431012017,nan,0.0,0.0,55,41383.66117247077,-60.527764094017115,-28.050339,578362200.0
99643.02191494989,54.1098,-57.94151972798332,0.3,0.3,32389.346490436255,32389.346490436263,40566.89724914914,1568000,-347945.4,32389.346490436263,99643.02191494989,10,56,10,32389.346490436255,nan,0.0,0.0,56,40566.89724914914,-57.94151972798332,-28.182558,592493700.0
135880.93622017527,62.517883,-72.26339770399288,0.1,0.1,19864.52331038687,19864.523310386867,43015.37674869515,1592000,-347729.94,19864.523310386867,135880.93622017527,10,57,10,19864.52331038687,nan,0.0,0.0,57,43015.37674869515,-72.26339770399288,-28.720188,586282700.0
117669.2979613491,55.056923,-57.13076842634486,0.2,0.2,28134.152532486587,28134.152532486576,45797.55009701689,1616000,-345425.8,28134.152532486576,117669.2979613491,10,58,10,28134.152532486587,nan,0.0,0.0,58,45797.55009701689,-57.13076842634486,-28.53522,575362240.0
131573.53753661475,56.107517,-74.24374277420192,0.3,0.3,37545.986903441146,37545.98690344115,57492.63010688445,1640000,-345636.47,37545.98690344115,131573.53753661475,10,59,10,37545.986903441146,nan,0.0,0.0,59,57492.63010688445,-74.24374277420192,-28.318624,567722800.0
158926.76251323905,56.815144,-66.91014470988864,0.5,0.5,58256.871834072495,58256.8718340725,60074.793280991005,1664000,-344021.84,58256.8718340725,158926.76251323905,10,60,10,58256.871834072495,nan,0.0,0.0,60,60074.793280991005,-66.91014470988864,-28.207424,560754600.0
125297.74692858652,67.663734,-59.07611162066404,0.4,0.4,41542.44588028514,41542.44588028514,51630.07372193957,1688000,-339631.7,41542.44588028514,125297.74692858652,10,61,10,41542.44588028514,nan,0.0,0.0,61,51630.07372193957,-59.07611162066404,-28.24236,560897700.0
153546.66884575685,56.751244,-64.79242161696398,0.3,0.3,43542.28718669349,43542.28718669349,59591.50898236971,1712000,-338637.6,43542.28718669349,153546.66884575685,10,62,10,43542.28718669349,nan,0.0,0.0,62,59591.50898236971,-64.79242161696398,-28.074068,567450940.0
151969.46311918413,46.278053,-62.6456125326833,0.3,0.3,38459.472012987775,38459.47201298777,59541.008799454714,1736000,-340202.38,38459.47201298777,151969.46311918413,10,63,10,38459.472012987775,nan,0.0,0.0,63,59541.008799454714,-62.6456125326833,-28.11705,582518000.0
162655.30797008585,56.69933,-63.00433002446469,0.4,0.4,46820.03708439409,46820.03708439407,62698.818685856655,1760000,-334492.47,46820.03708439407,162655.30797008585,10,64,10,46820.03708439409,nan,0.0,0.0,64,62698.818685856655,-63.00433002446469,-28.561,564155460.0
174360.61761205873,57.235577,-58.10701059825617,0.5,0.5,74120.30125271974,74120.30125271973,76051.63686506175,1784000,-335240.44,74120.30125271973,174360.61761205873,10,65,10,74120.30125271974,nan,0.0,0.0,65,76051.63686506175,-58.10701059825617,-28.668713,574297860.0
142085.6063332969,52.717194,-69.52510476663711,0.4,0.4,49637.27242318127,49637.27242318124,62426.098809165356,1808000,-337535.75,49637.27242318124,142085.6063332969,10,66,10,49637.27242318127,nan,0.0,0.0,66,62426.098809165356,-69.52510476663711,-28.77081,593693000.0
176041.42038480577,59.19754,-57.704381074434885,0.3,0.3,39969.59357009285,39969.59357009285,64191.07552489457,1832000,-337267.1,39969.59357009285,176041.42038480577,10,67,10,39969.59357009285,nan,0.0,0.0,67,64191.07552489457,-57.704381074434885,-28.579487,604234750.0
132168.77363791168,60.347424,-61.27214283393991,0.5,0.5,63830.39876729213,63830.398767292136,63902.57184262166,1856000,-338709.12,63830.398767292136,132168.77363791168,10,68,10,63830.39876729213,nan,0.0,0.0,68,63902.57184262166,-61.27214283393991,-28.466599,602551230.0
160901.02372063446,68.47918,-64.42824642794021,0.7,0.7,81311.89245723416,81311.89245723415,58059.74258372723,1880000,-338330.38,81311.89245723415,160901.02372063446,10,69,10,81311.89245723416,nan,0.0,0.0,69,58059.74258372723,-64.42824642794021,-28.501696,593624960.0
135153.95922872506,66.55904,-58.39899158621775,0.6,0.6,59066.81921093383,59066.81921093385,50285.85683371628,1904000,-339588.9,59066.81921093385,135153.95922872506,10,70,10,59066.81921093383,nan,0.0,0.0,70,50285.85683371628,-58.39899158621775,-28.195772,557213200.0
173193.10740955887,64.36652,-60.408598074243116,0.6,0.6,70482.07184981005,70482.07184981006,63183.81168531404,1928000,-338753.28,70482.07184981006,173193.10740955887,10,71,10,70482.07184981005,nan,0.0,0.0,71,63183.81168531404,-60.408598074243116,-28.328114,519194400.0
157388.62233658746,79.14512,-93.59711173403139,0.1,0.1,15674.061273208816,15674.061273208805,47238.18954581513,1952000,-296328.12,15674.061273208805,157388.62233658746,10,72,10,15674.061273208816,nan,0.0,0.0,72,47238.18954581513,-93.59711173403139,-29.684975,426005200.0
145033.28904956864,77.35529,-68.40126661409887,0.3,0.3,29489.132633313937,29489.13263331395,48793.448619978495,1976000,-295178.88,29489.13263331395,145033.28904956864,10,73,10,29489.132633313937,nan,0.0,0.0,73,48793.448619978495,-68.40126661409887,-28.236725,432531700.0
182067.701542924,53.399906,-59.55094357016761,0.5,0.5,70797.5590621521,70797.5590621521,71405.79614720869,2000000,-331596.1,70797.5590621521,182067.701542924,10,74,10,70797.5590621521,nan,0.0,0.0,74,71405.79614720869,-59.55094357016761,-27.100395,525098750.0
146585.95452918537,36.56929,-59.07730303464962,0.6,0.6,69930.00214278106,69930.00214278107,61050.435747107884,2024000,-336400.84,69930.00214278107,146585.95452918537,10,75,10,69930.00214278106,nan,0.0,0.0,75,61050.435747107884,-59.07730303464962,-27.334795,538129000.0
143531.6306965657,36.44782,-41.224182599722106,0.4,0.4,50908.790837294124,50908.790837294146,61066.40339100495,2048000,-335993.9,50908.790837294146,143531.6306965657,10,76,10,50908.790837294124,nan,0.0,0.0,76,61066.40339100495,-41.224182599722106,-27.166716,516069540.0
197059.38351620865,32.729282,-68.44043566970407,0.3,0.3,46256.141329774444,46256.14132977441,73599.11477421806,2072000,-339323.66,46256.14132977441,197059.38351620865,10,77,10,46256.141329774444,nan,0.0,0.0,77,73599.11477421806,-68.44043566970407,-27.25399,524027170.0
123757.18371557188,37.50382,-55.90865537383118,0.6,0.6,60830.76208079058,60830.762080790606,51737.20017337321,2096000,-349541.6,60830.762080790606,123757.18371557188,10,78,10,60830.76208079058,nan,0.0,0.0,78,51737.20017337321,-55.90865537383118,-27.134706,565327700.0
155130.323406535,44.475002,-69.7569667612072,0.6,0.6,67608.08794239486,67608.08794239488,63780.34145590158,2120000,-359622.28,67608.08794239488,155130.323406535,10,79,10,67608.08794239486,nan,0.0,0.0,79,63780.34145590158,-69.7569667612072,-27.437105,639958800.0
136343.13170347176,44.13812,-68.50270361277,0.7,0.7,80892.5403527884,80892.54035278843,55790.312010739704,2144000,-365357.8,80892.54035278843,136343.13170347176,10,80,10,80892.5403527884,nan,0.0,0.0,80,55790.312010739704,-68.50270361277,-27.648027,699627800.0
158254.43409178776,58.27858,-68.05100040419342,0.2,0.2,27573.543539413116,27573.543539413124,55986.97707392986,2168000,-372579.0,27573.543539413124,158254.43409178776,10,81,10,27573.543539413116,nan,0.0,0.0,81,55986.97707392986,-68.05100040419342,-27.93986,725334200.0
149527.48783581107,67.65652,-60.09812198928356,0.6,0.6,74711.81924796947,74711.81924796947,63068.21306765843,2192000,-376795.38,74711.81924796947,149527.48783581107,10,82,10,74711.81924796947,nan,0.0,0.0,82,63068.21306765843,-60.09812198928356,-27.903786,755999940.0
195581.25896863747,57.440647,-64.52172007694737,0.3,0.3,50461.30927917435,50461.30927917433,78264.47138434372,2216000,-383243.75,50461.30927917433,195581.25896863747,10,83,10,50461.30927917435,nan,0.0,0.0,83,78264.47138434372,-64.52172007694737,-28.238617,779274240.0
198542.13716252404,66.1059,-52.28174123598325,0.5,0.5,68686.97817733439,68686.97817733439,73096.81207851127,2240000,-389508.25,68686.97817733439,198542.13716252404,10,84,10,68686.97817733439,nan,0.0,0.0,84,73096.81207851127,-52.28174123598325,-28.357672,770009860.0
168555.60700838422,67.072586,-66.48320544501593,0.5,0.5,68125.42333887,68125.42333887001,69410.61830385096,2264000,-394097.28,68125.42333887001,168555.60700838422,10,85,10,68125.42333887,nan,0.0,0.0,85,69410.61830385096,-66.48320544501593,-28.419052,777356400.0
122226.17770859119,56.530285,-61.29211905461215,0.2,0.2,22060.777957701124,22060.777957701106,44096.14931642,2288000,-398023.16,22060.777957701106,122226.17770859119,10,86,10,22060.777957701124,nan,0.0,0.0,86,44096.14931642,-61.29211905461215,-28.44124,782236100.0
184570.84626895483,56.737656,-64.175691685196,0.6,0.6,73541.47965736971,73541.47965736971,66013.61386011363,2312000,-400382.66,73541.47965736971,184570.84626895483,10,87,10,73541.47965736971,nan,0.0,0.0,87,66013.61386011363,-64.175691685196,-28.315529,794781200.0
159083.1351699277,57.463013,-63.39451627084758,0.6,0.6,68784.22715420742,68784.22715420744,60287.96306328334,2336000,-401195.0,68784.22715420744,159083.1351699277,10,88,10,68784.22715420742,nan,0.0,0.0,88,60287.96306328334,-63.39451627084758,-27.747328,789661630.0
129278.3818692356,60.275467,-59.38304821034229,0.5,0.5,55520.54702523226,55520.54702523226,57016.57095946289,2360000,-403187.53,55520.54702523226,129278.3818692356,10,89,10,55520.54702523226,nan,0.0,0.0,89,57016.57095946289,-59.38304821034229,-27.49426,821426750.0
153719.20770550115,48.261436,-47.54159872696867,0.7,0.7,85953.34002299223,85953.34002299226,58648.61940250796,2384000,-404257.2,85953.34002299226,153719.20770550115,10,90,10,85953.34002299223,nan,0.0,0.0,90,58648.61940250796,-47.54159872696867,-27.118797,839687230.0
154259.58598696926,47.975822,-58.10973362397828,0.5,0.5,63468.48644659519,63468.48644659519,66457.37940117616,2408000,-405680.3,63468.48644659519,154259.58598696926,10,91,10,63468.48644659519,nan,0.0,0.0,91,66457.37940117616,-58.10973362397828,-27.060165,869245100.0
152666.72809468498,53.60807,-59.7463379411017,0.6,0.6,76428.64981776776,76428.64981776773,64164.278735124884,2432000,-408511.16,76428.64981776773,152666.72809468498,10,92,10,76428.64981776776,nan,0.0,0.0,92,64164.278735124884,-59.7463379411017,-26.974314,891162100.0
161293.6398628257,51.698868,-55.69839924012311,0.6,0.6,75702.42596411335,75702.42596411331,65653.67627915484,2456000,-411031.28,75702.42596411331,161293.6398628257,10,93,10,75702.42596411335,nan,0.0,0.0,93,65653.67627915484,-55.69839924012311,-27.039383,907149800.0
151469.59798703337,53.423016,-63.75490996329494,0.7,0.7,86019.1819814907,86019.18198149068,59383.02487613787,2480000,-410395.1,86019.18198149068,151469.59798703337,10,94,10,86019.1819814907,nan,0.0,0.0,94,59383.02487613787,-63.75490996329494,-26.792587,915584700.0
152523.39873823692,63.509525,-65.07162202099697,0.6,0.6,76572.70971816275,76572.70971816275,64540.15988706103,2504000,-415077.94,76572.70971816275,152523.39873823692,10,95,10,76572.70971816275,nan,0.0,0.0,95,64540.15988706103,-65.07162202099697,-27.042969,921059100.0
