MetaTest/Average/Iteration,MetaTest/Average/StdReturn,window-open-v1/NumEpisodes,window-open-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/AverageReturn,window-open-v1/AverageReturn,Average/AverageDiscountedReturn,Average/AverageReturn,TotalEnvSteps,policy/Entropy,MetaTest/Average/MinReturn,policy/KLBefore,MetaTest/window-open-v1/SuccessRate,MetaTest/Average/MaxReturn,window-open-v1/MaxReturn,Average/SuccessRate,window-open-v1/Iteration,Average/MaxReturn,MetaTest/window-open-v1/NumEpisodes,MetaTest/window-open-v1/StdReturn,window-open-v1/TerminationRate,MetaTest/window-open-v1/MaxReturn,Average/TerminationRate,policy/dLoss,MetaTest/window-open-v1/TerminationRate,MetaTest/window-open-v1/Iteration,policy/LossAfter,Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,window-open-v1/StdReturn,MetaTest/window-open-v1/AverageDiscountedReturn,Average/StdReturn,Average/Iteration,window-open-v1/AverageDiscountedReturn,window-open-v1/MinReturn,Average/MinReturn,MetaTest/window-open-v1/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/window-open-v1/MinReturn,MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,policy/KL,policy/LossBefore
1,12.239921501305652,100,0.02,0.6572856884159487,-55.72335786935757,1391.8347881632099,411.19516151151504,1391.8347881632099,220000,5.5633287,-71.62594598428218,0.0,0.0,-31.255872209059806,81032.712928268,0.02,10,81032.712928268,10,12.239921501305652,0.0,-31.255872209059806,0.0,5.8875065,0.0,1,-7.40595,100,-55.723357869357585,9018.44489630208,-55.723357869357585,9018.44489630208,10,411.19516151151504,-89.64988361836048,-89.64988361836048,-55.72335786935757,0.0,-71.62594598428218,0.0,10,0.0052455897,-1.5184437
,,100,0.0,0.820661651794209,,447.95495893153907,94.64284623462498,447.95495893153907,240000,5.5249605,,0.0,,,49312.52419206789,0.0,11,49312.52419206789,,,0.0,,0.0,1.7223852,,,-1.1007774,100,,4911.090199621125,,4911.090199621125,11,94.64284623462498,-77.01535546424823,-77.01535546424823,,,,,,0.014281946,0.62160784
,,100,0.0,0.6488385198491249,,382.2892198006682,89.27277514667352,382.2892198006682,260000,5.5196404,,0.0,,,30009.566524550704,0.0,12,30009.566524550704,,,0.0,,0.0,1.6532853,,,-2.3581235,100,,3254.0323409450725,,3254.0323409450725,12,89.27277514667352,-97.87566296145994,-97.87566296145994,,,,,,0.017660398,-0.7048383
,,100,0.02,0.34827375226082014,,3080.598744308617,695.4588361261682,3080.598744308617,280000,5.554427,,0.0,,,144322.79337921788,0.02,13,144322.79337921788,,,0.0,,0.0,12.652891,,,-7.4108624,100,,16514.90435370552,,16514.90435370552,13,695.4588361261682,-75.16955013638622,-75.16955013638622,,,,,,0.005108425,5.242028
,,100,0.0,0.5482258116012351,,1518.2133099017988,357.2128872282993,1518.2133099017988,300000,5.5867314,,0.0,,,39378.63308802575,0.0,14,39378.63308802575,,,0.0,,0.0,4.9948816,,,-6.221115,100,,6538.147064057526,,6538.147064057526,14,357.2128872282993,-66.20264755667976,-66.20264755667976,,,,,,0.00883798,-1.2262336
,,100,0.02,0.4688414070905663,,3360.804361431278,854.0987786812933,3360.804361431278,320000,5.5730767,,0.0,,,95625.0837168656,0.02,15,95625.0837168656,,,0.0,,0.0,10.820769,,,-22.1609,100,,13761.094164711907,,13761.094164711907,15,854.0987786812933,-50.58674196723971,-50.58674196723971,,,,,,0.004947655,-11.340131
,,100,0.05,0.5040073731530601,,7095.2321280635615,1832.474669000582,7095.2321280635615,340000,5.544947,,0.0,,,111369.83482764091,0.05,16,111369.83482764091,,,0.0,,0.0,13.638686,,,-14.905168,100,,18836.071603151493,,18836.071603151493,16,1832.474669000582,-53.66886093871543,-53.66886093871543,,,,,,0.008007021,-1.2664813
,,100,0.01,0.3962372227765777,,1399.0553150504522,401.6429752193137,1399.0553150504522,360000,5.521392,,0.0,,,43260.168397416026,0.01,17,43260.168397416026,,,0.0,,0.0,4.4360194,,,-3.9148247,100,,5607.46559880518,,5607.46559880518,17,401.6429752193137,-37.79344231687779,-37.79344231687779,,,,,,0.009142554,0.5211945
,,100,0.02,0.6484079216409275,,3367.149341271546,755.8278003021807,3367.149341271546,380000,5.487328,,0.0,,,77456.21903498823,0.02,18,77456.21903498823,,,0.0,,0.0,8.575375,,,-17.59824,100,,13058.761703044336,,13058.761703044336,18,755.8278003021807,-39.3143500270304,-39.3143500270304,,,,,,0.004471861,-9.022865
,,100,0.05,0.5240822967397156,,7401.7982778698915,1756.7926895468877,7401.7982778698915,400000,5.5066047,,0.0,,,173054.38080816314,0.05,19,173054.38080816314,,,0.0,,0.0,14.973038,,,-8.811619,100,,24168.87753473707,,24168.87753473707,19,1756.7926895468877,-43.48897568857744,-43.48897568857744,,,,,,0.006459773,6.161419
2,36211.21239511605,100,0.04,0.5115362923870557,12220.178801187378,6902.580694449198,1677.1803183025186,6902.580694449198,420000,5.5088377,-48.52972017676195,0.0,0.1,120849.05611340493,168549.3244888399,0.04,20,168549.3244888399,10,36211.21239511605,0.0,120849.05611340493,0.0,11.855182,0.0,2,-8.231888,100,12220.178801187383,24694.78339260804,12220.178801187383,24694.78339260804,20,1677.1803183025186,-48.48665641338074,-48.48665641338074,12220.178801187378,0.0,-48.52972017676195,0.1,10,0.005236034,3.6232936
,,100,0.08,0.675839754633439,,9548.00905280888,2352.8651266783686,9548.00905280888,440000,5.511325,,0.0,,,148217.01594361654,0.08,21,148217.01594361654,,,0.0,,0.0,15.881329,,,-13.282794,100,,27030.48160430254,,27030.48160430254,21,2352.8651266783686,-44.833755055495075,-44.833755055495075,,,,,,0.0065675867,2.5985343
,,100,0.02,0.6169494112225052,,2764.91328546924,642.7924789730002,2764.91328546924,460000,5.5253625,,0.0,,,100820.71671843759,0.02,22,100820.71671843759,,,0.0,,0.0,11.930488,,,-8.465776,100,,13458.772752726994,,13458.772752726994,22,642.7924789730002,-46.04593818856271,-46.04593818856271,,,,,,0.0073308516,3.464711
,,100,0.04,0.6098224423588464,,7510.378686902263,1697.597676970577,7510.378686902263,480000,5.5206227,,0.0,,,102962.70191283424,0.04,23,102962.70191283424,,,0.0,,0.0,11.880731,,,-11.894231,100,,21384.537872705754,,21384.537872705754,23,1697.597676970577,-37.62053902984186,-37.62053902984186,,,,,,0.005308034,-0.0135
,,100,0.03,0.5255331026204612,,4172.49632138852,1072.8534939218655,4172.49632138852,500000,5.5158415,,0.0,,,92746.64638320776,0.03,24,92746.64638320776,,,0.0,,0.0,10.557706,,,-8.061539,100,,15062.911108707165,,15062.911108707165,24,1072.8534939218655,-43.376630131703614,-43.376630131703614,,,,,,0.0048075533,2.4961672
,,100,0.03,0.5213767864932755,,4043.4552020045535,1048.5617828532181,4043.4552020045535,520000,5.520264,,0.0,,,84648.74817114565,0.03,25,84648.74817114565,,,0.0,,0.0,8.932324,,,1.9777343,100,,13590.155430376773,,13590.155430376773,25,1048.5617828532181,-46.70932382037641,-46.70932382037641,,,,,,0.0057854685,10.910059
,,100,0.11,0.7125259280115228,,12022.63338166562,2886.774698598765,12022.63338166562,540000,5.5268683,,0.0,,,114463.05562493109,0.11,26,114463.05562493109,,,0.0,,0.0,14.697835,,,-1.3716,100,,27498.29560662406,,27498.29560662406,26,2886.774698598765,-47.1785291135903,-47.1785291135903,,,,,,0.00672267,13.326235
,,100,0.07,0.591121251401622,,9226.626982055723,2238.7609949116386,9226.626982055723,560000,5.4984593,,0.0,,,101260.79597314539,0.07,27,101260.79597314539,,,0.0,,0.0,17.686731,,,-16.490118,100,,21683.78236726514,,21683.78236726514,27,2238.7609949116386,-42.33337349821928,-42.33337349821928,,,,,,0.004949925,1.1966125
,,100,0.09,0.7537075824582884,,7736.015522653844,1800.3132268673517,7736.015522653844,580000,5.464599,,0.0,,,124391.43491040569,0.09,28,124391.43491040569,,,0.0,,0.0,10.851814,,,-15.620689,100,,23610.320878990584,,23610.320878990584,28,1800.3132268673517,-47.1664544343242,-47.1664544343242,,,,,,0.005458642,-4.768875
,,100,0.11,0.6738076591094957,,12159.082096103015,2935.1157528205936,12159.082096103015,600000,5.4364476,,0.0,,,105946.36495914978,0.11,29,105946.36495914978,,,0.0,,0.0,19.520744,,,-33.110924,100,,28424.212227759548,,28424.212227759548,29,2935.1157528205936,-43.458710379286515,-43.458710379286515,,,,,,0.005608108,-13.5901785
3,30687.018398888944,100,0.02,0.6549825296112126,13734.900362852262,2338.0676184913195,559.858655529475,2338.0676184913195,620000,5.419038,-37.15872750924991,0.0,0.1,104420.14145944479,77998.71083417498,0.02,30,77998.71083417498,10,30687.018398888944,0.0,104420.14145944479,0.0,8.582537,0.0,3,-2.6099405,100,13734.900362852266,11324.906732949308,13734.900362852266,11324.906732949308,30,559.858655529475,-50.796820981156166,-50.796820981156166,13734.900362852262,0.0,-37.15872750924991,0.1,10,0.00379389,5.9725966
,,100,0.0,0.660072854387393,,2554.588949309616,612.1012457477315,2554.588949309616,640000,5.416839,,0.0,,,44906.19390184825,0.0,31,44906.19390184825,,,0.0,,0.0,3.537786,,,-0.24930313,100,,9192.969396063765,,9192.969396063765,31,612.1012457477315,-45.58428175272334,-45.58428175272334,,,,,,0.00610171,3.288483
,,100,0.05,0.6174457089358016,,8027.887325357331,1859.0233809312285,8027.887325357331,660000,5.4124,,0.0,,,108292.1605324964,0.05,32,108292.1605324964,,,0.0,,0.0,14.439785,,,-15.779125,100,,21896.411085138956,,21896.411085138956,32,1859.0233809312285,-45.62379840535747,-45.62379840535747,,,,,,0.005510665,-1.3393406
,,100,0.09,0.5289802631489153,,12281.91369579013,3288.4002657100773,12281.91369579013,680000,5.4073515,,0.0,,,115510.64495096816,0.09,33,115510.64495096816,,,0.0,,0.0,19.173363,,,-19.463781,100,,25391.23350028605,,25391.23350028605,33,3288.4002657100773,-46.38901246014196,-46.38901246014196,,,,,,0.0061213807,-0.29041874
,,100,0.05,0.6178589594720623,,7964.655158105492,1835.9288785935566,7964.655158105492,700000,5.3944926,,0.0,,,113920.59482379221,0.05,34,113920.59482379221,,,0.0,,0.0,12.082058,,,-6.136689,100,,22229.133040385877,,22229.133040385877,34,1835.9288785935566,-48.25048268738236,-48.25048268738236,,,,,,0.005238079,5.945369
,,100,0.12,0.5804955393139946,,16597.32022675248,4186.856874341932,16597.32022675248,720000,5.389834,,0.0,,,129987.70300037909,0.12,35,129987.70300037909,,,0.0,,0.0,22.239363,,,-7.017625,100,,31961.72202221988,,31961.72202221988,35,4186.856874341932,-54.78182178398523,-54.78182178398523,,,,,,0.0065200254,15.221738
,,100,0.05,0.6755575462475444,,4573.878832678247,1127.213911387987,4573.878832678247,740000,5.3933635,,0.0,,,107269.11407045135,0.05,36,107269.11407045135,,,0.0,,0.0,10.711836,,,-1.0817969,100,,17024.906348670756,,17024.906348670756,36,1127.213911387987,-58.90884578436243,-58.90884578436243,,,,,,0.0067014094,9.630039
,,100,0.1,0.6015253734019317,,9713.128424670123,2504.63447455761,9713.128424670123,760000,5.390824,,0.0,,,117382.1484262187,0.1,37,117382.1484262187,,,0.0,,0.0,20.860025,,,-20.17316,100,,26437.957128751234,,26437.957128751234,37,2504.63447455761,-49.01282070724528,-49.01282070724528,,,,,,0.005186621,0.6868656
,,100,0.01,0.5356415802872189,,2677.123657319209,671.5202168627975,2677.123657319209,780000,5.3828683,,0.0,,,64617.762384674854,0.01,38,64617.762384674854,,,0.0,,0.0,5.733281,,,-5.924353,100,,10233.214568860027,,10233.214568860027,38,671.5202168627975,-47.532746708062625,-47.532746708062625,,,,,,0.0036820828,-0.19107187
,,100,0.14,0.567087999272905,,17130.30140705295,4098.721147509211,17130.30140705295,800000,5.3621035,,0.0,,,126410.1541337566,0.14,39,126410.1541337566,,,0.0,,0.0,26.62525,,,-15.911787,100,,31127.42274240001,,31127.42274240001,39,4098.721147509211,-56.91720983179936,-56.91720983179936,,,,,,0.007210077,10.713463
4,376.5989792444698,100,0.16,0.6305033531296191,93.59255487299686,17312.547794856382,4293.42029193238,17312.547794856382,820000,5.350515,-50.3597849204125,0.0,0.0,1222.987128629544,103980.18166892123,0.16,40,103980.18166892123,10,376.5989792444698,0.0,1222.987128629544,0.0,19.72741,0.0,4,-14.022848,100,93.59255487299689,27949.210524071943,93.59255487299689,27949.210524071943,40,4293.42029193238,-50.109662731012655,-50.109662731012655,93.59255487299686,0.0,-50.3597849204125,0.0,10,0.006760454,5.7045608
,,100,0.1,0.7364786939794675,,7404.868634575854,1946.3249318077987,7404.868634575854,840000,5.3438954,,0.0,,,92951.10801725723,0.1,41,92951.10801725723,,,0.0,,0.0,13.496762,,,-10.882419,100,,21520.842235968375,,21520.842235968375,41,1946.3249318077987,-55.12437965973041,-55.12437965973041,,,,,,0.004742177,2.6143436
,,100,0.05,0.671611287796116,,6295.780957758186,1493.9018837393608,6295.780957758186,860000,5.3385544,,0.0,,,109009.67801194475,0.05,42,109009.67801194475,,,0.0,,0.0,12.949804,,,-18.160614,100,,18801.100568305443,,18801.100568305443,42,1493.9018837393608,-48.30907890124736,-48.30907890124736,,,,,,0.004861652,-5.210809
,,100,0.03,0.6998445006811134,,4914.682944133787,1269.2485886437214,4914.682944133787,880000,5.345403,,0.0,,,89278.31370137232,0.03,43,89278.31370137232,,,0.0,,0.0,7.8778143,,,-11.497283,100,,16006.480058311643,,16006.480058311643,43,1269.2485886437214,-50.704385264199495,-50.704385264199495,,,,,,0.0062694163,-3.6194687
,,100,0.12,0.6915202718815938,,9468.215291860848,2288.578089680899,9468.215291860848,900000,5.351293,,0.0,,,115527.83115464919,0.12,44,115527.83115464919,,,0.0,,0.0,16.631313,,,-23.367044,100,,25081.198877121507,,25081.198877121507,44,2288.578089680899,-62.33687747729915,-62.33687747729915,,,,,,0.008286354,-6.735731
,,100,0.12,0.6852905137929033,,9938.95786000342,2641.488032149265,9938.95786000342,920000,5.351809,,0.0,,,106893.0152448971,0.12,45,106893.0152448971,,,0.0,,0.0,15.511922,,,-25.108442,100,,23943.189183761937,,23943.189183761937,45,2641.488032149265,-53.104885045098214,-53.104885045098214,,,,,,0.0037662995,-9.59652
,,100,0.13,0.633533614352076,,7620.476792817374,1884.8523373101486,7620.476792817374,940000,5.3485384,,0.0,,,119996.17840156193,0.13,46,119996.17840156193,,,0.0,,0.0,18.326525,,,-21.506716,100,,23097.432722956033,,23097.432722956033,46,1884.8523373101486,-55.08306263712626,-55.08306263712626,,,,,,0.0060859597,-3.1801906
,,100,0.23,0.6381098467896983,,17536.215791104638,4326.699424018245,17536.215791104638,960000,5.3250804,,0.0,,,160028.075908062,0.23,47,160028.075908062,,,0.0,,0.0,25.419239,,,-29.550863,100,,31719.09591533794,,31719.09591533794,47,4326.699424018245,-57.42889781326835,-57.42889781326835,,,,,,0.0069212066,-4.131625
,,100,0.22,0.6415358213068729,,16900.340322750715,4129.888651785611,16900.340322750715,980000,5.296952,,0.0,,,129213.9114764,0.22,48,129213.9114764,,,0.0,,0.0,20.434776,,,-25.285894,100,,31779.028240801686,,31779.028240801686,48,4129.888651785611,-59.70088822092903,-59.70088822092903,,,,,,0.0064573274,-4.8511186
,,100,0.13,0.7111136750628497,,11801.186438810812,2881.249453539448,11801.186438810812,1000000,5.295953,,0.0,,,127444.04625862428,0.13,49,127444.04625862428,,,0.0,,0.0,19.199257,,,-17.034138,100,,29006.010964051362,,29006.010964051362,49,2881.249453539448,-56.39100834948992,-56.39100834948992,,,,,,0.007233586,2.1651187
5,18569.796473909173,100,0.12,0.6061103228829485,7809.44835659353,15704.96836950145,3738.4425553055535,15704.96836950145,1020000,5.2971425,-56.94661309023569,0.0,0.1,61854.08698884754,88512.48495100765,0.12,50,88512.48495100765,10,18569.796473909173,0.0,61854.08698884754,0.0,16.92633,0.0,5,-19.027657,100,7809.448356593527,23460.90637825954,7809.448356593527,23460.90637825954,50,3738.4425553055535,-59.31960675648204,-59.31960675648204,7809.44835659353,0.0,-56.94661309023569,0.1,10,0.0057365457,-2.101325
,,100,0.14,0.6925321452150776,,11645.933040853475,2812.72106243609,11645.933040853475,1040000,5.2969103,,0.0,,,119146.68546169488,0.14,51,119146.68546169488,,,0.0,,0.0,17.75398,,,-29.044462,100,,26498.172748413275,,26498.172748413275,51,2812.72106243609,-65.93383656157722,-65.93383656157722,,,,,,0.0076633026,-11.290482
,,100,0.2,0.7717305421132448,,18328.633179270775,4342.261125157163,18328.633179270775,1060000,5.2905874,,0.0,,,97262.21885443134,0.2,52,97262.21885443134,,,0.0,,0.0,19.952482,,,-17.58774,100,,30152.375125553484,,30152.375125553484,52,4342.261125157163,-58.747148897521676,-58.747148897521676,,,,,,0.006842832,2.3647423
,,100,0.11,0.7648433925668582,,12878.64412503243,2939.8772674252104,12878.64412503243,1080000,5.285148,,0.0,,,75919.2976140917,0.11,53,75919.2976140917,,,0.0,,0.0,14.234001,,,-15.885397,100,,22969.162814467956,,22969.162814467956,53,2939.8772674252104,-55.42806483754135,-55.42806483754135,,,,,,0.004865417,-1.6513953
,,100,0.06,0.65365724729907,,9034.712504182353,2113.0733493351117,9034.712504182353,1100000,5.288813,,0.0,,,121734.41749046261,0.06,54,121734.41749046261,,,0.0,,0.0,14.780752,,,-13.449666,100,,21631.244635668445,,21631.244635668445,54,2113.0733493351117,-57.24790251930519,-57.24790251930519,,,,,,0.00460422,1.3310859
,,100,0.07,0.7171717025504666,,7929.6119374321,1813.1735470345934,7929.6119374321,1120000,5.288005,,0.0,,,95932.8870953596,0.07,55,95932.8870953596,,,0.0,,0.0,13.279059,,,-6.0786314,100,,20597.5995776532,,20597.5995776532,55,1813.1735470345934,-61.09749864102743,-61.09749864102743,,,,,,0.0064669196,7.200428
,,100,0.17,0.6331378902659288,,17092.61729717932,3878.724648380569,17092.61729717932,1140000,5.2858195,,0.0,,,133241.0065155748,0.17,56,133241.0065155748,,,0.0,,0.0,28.338573,,,-10.467113,100,,26971.39230120269,,26971.39230120269,56,3878.724648380569,-56.481271849717196,-56.481271849717196,,,,,,0.0063768313,17.871462
,,100,0.2,0.5928967706952429,,26429.221577637178,5942.283274141402,26429.221577637178,1160000,5.2795224,,0.0,,,150991.77348916055,0.2,57,150991.77348916055,,,0.0,,0.0,27.8186,,,-13.780044,100,,31523.724469214783,,31523.724469214783,57,5942.283274141402,-54.4135164038549,-54.4135164038549,,,,,,0.0072685196,14.038556
,,100,0.14,0.7825762458904254,,17488.670082493074,3993.341551225857,17488.670082493074,1180000,5.274972,,0.0,,,108646.66873991923,0.14,58,108646.66873991923,,,0.0,,0.0,18.221386,,,-29.142107,100,,28930.045800548734,,28930.045800548734,58,3993.341551225857,-55.209192688386175,-55.209192688386175,,,,,,0.0059716413,-10.92072
,,100,0.16,0.706953559284524,,17543.195854182133,3994.652724684416,17543.195854182133,1200000,5.2663627,,0.0,,,126484.84745956027,0.16,59,126484.84745956027,,,0.0,,0.0,18.242168,,,-22.075785,100,,27595.08774273526,,27595.08774273526,59,3994.652724684416,-54.56890737798821,-54.56890737798821,,,,,,0.0056354,-3.8336172
6,19277.957993093838,100,0.09,0.7424672623048995,7935.4914858048305,12278.136786574198,2881.1772312604653,12278.136786574198,1220000,5.2507296,-55.73432854316753,0.0,0.2,64100.41271889871,83957.18579013667,0.09,60,83957.18579013667,10,19277.957993093838,0.0,64100.41271889871,0.0,15.013531,0.0,6,-15.052287,100,7935.491485804831,21829.871773864237,7935.491485804831,21829.871773864237,60,2881.1772312604653,-55.40612763764626,-55.40612763764626,7935.4914858048305,0.0,-55.73432854316753,0.2,10,0.007768289,-0.03875625
,,100,0.06,0.6522640042443113,,8686.023745649461,1973.6471469358069,8686.023745649461,1240000,5.227631,,0.0,,,133396.861508701,0.06,61,133396.861508701,,,0.0,,0.0,18.971632,,,-22.322475,100,,23394.820807881635,,23394.820807881635,61,1973.6471469358069,-57.70746464362422,-57.70746464362422,,,,,,0.008405255,-3.3508437
,,100,0.09,0.7033255846160748,,11984.3550442772,2835.6708883171673,11984.3550442772,1260000,5.2041936,,0.0,,,93190.38658389321,0.09,62,93190.38658389321,,,0.0,,0.0,16.159634,,,-5.757575,100,,23529.522792111333,,23529.522792111333,62,2835.6708883171673,-60.40658246444685,-60.40658246444685,,,,,,0.007470598,10.40206
,,100,0.24,0.5590251645628213,,26043.202433185983,6127.5435888775155,26043.202433185983,1280000,5.184987,,0.0,,,102403.1810765514,0.24,63,102403.1810765514,,,0.0,,0.0,31.088446,,,-37.544704,100,,31159.527714206237,,31159.527714206237,63,6127.5435888775155,-50.6047098756622,-50.6047098756622,,,,,,0.006342772,-6.4562593
,,100,0.25,0.7785100487677802,,23150.027802948927,5360.231011792273,23150.027802948927,1300000,5.168386,,0.0,,,136439.311021036,0.25,64,136439.311021036,,,0.0,,0.0,22.973003,,,-18.022991,100,,35246.80699599496,,35246.80699599496,64,5360.231011792273,-59.8879616029226,-59.8879616029226,,,,,,0.0055390024,4.9500127
,,100,0.17,0.7525681071845283,,17392.99189888099,3936.1656826400367,17392.99189888099,1320000,5.1587725,,0.0,,,117683.54051965021,0.17,65,117683.54051965021,,,0.0,,0.0,20.40992,,,-12.336968,100,,27640.319392175268,,27640.319392175268,65,3936.1656826400367,-55.93221871371965,-55.93221871371965,,,,,,0.0045508994,8.07295
,,100,0.1,0.7226510807442459,,17613.031762519015,3956.9940782266594,17613.031762519015,1340000,5.1557055,,0.0,,,110883.95671257004,0.1,66,110883.95671257004,,,0.0,,0.0,16.293116,,,-35.242725,100,,26050.652086188387,,26050.652086188387,66,3956.9940782266594,-58.35047254031212,-58.35047254031212,,,,,,0.007932527,-18.94961
,,100,0.27,0.6859480551682345,,22906.087409736792,5277.740719592497,22906.087409736792,1360000,5.1615763,,0.0,,,105237.85407917756,0.27,67,105237.85407917756,,,0.0,,0.0,29.558231,,,-34.420143,100,,32320.591858091728,,32320.591858091728,67,5277.740719592497,-55.67213263677645,-55.67213263677645,,,,,,0.0070960885,-4.8619127
,,100,0.19,0.6615797484515751,,16883.957126495905,3785.0856777896256,16883.957126495905,1380000,5.1432295,,0.0,,,115941.65482507396,0.19,68,115941.65482507396,,,0.0,,0.0,27.298168,,,-33.891193,100,,28543.21262237722,,28543.21262237722,68,3785.0856777896256,-54.179134490409155,-54.179134490409155,,,,,,0.009038862,-6.593025
,,100,0.16,0.7473879632183031,,18176.960028030717,4283.121355021443,18176.960028030717,1400000,5.141105,,0.0,,,99558.48667468104,0.16,69,99558.48667468104,,,0.0,,0.0,18.554184,,,-5.041078,100,,27421.71632588863,,27421.71632588863,69,4283.121355021443,-51.604120529464545,-51.604120529464545,,,,,,0.0046540047,13.513106
