MetaTest/bin-picking-v1/StdReturn,MetaTest/bin-picking-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/bin-picking-v1/MinReturn,MetaTrain/Average/AlphaLoss,TotalEnvSteps,MetaTest/bin-picking-v1/Iteration,MetaTrain/Average/Alpha,MetaTest/bin-picking-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/bin-picking-v1/SuccessRate,MetaTest/bin-picking-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/bin-picking-v1/TerminationRate,MetaTest/bin-picking-v1/NumEpisodes,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/Iteration
26.73508680277769,-44.61577942885026,0.0,20.310888,-44.61577942885026,26.73508680277769,10,-104.40731047070695,0.002372431,608000,16,0.05004215,-44.61577942885026,-44.61577942885026,300.69537,0.0,-23.571775417730016,-23.571775417730016,0.0,-104.40731047070695,0.0,10,7.6680236,16
104.93809271682959,1.0303093151499767,0.0,21.137833,1.0303093151499767,104.93809271682959,10,-47.765834892280694,0.0025282237,632000,17,0.047552742,1.03030931514999,1.03030931514999,298.40045,0.0,315.37813501192846,315.37813501192846,0.0,-47.765834892280694,0.0,10,7.637123,17
18.267796006824828,-45.12040427909737,0.0,21.091703,-45.12040427909737,18.267796006824828,10,-76.61547268565891,0.0016876984,656000,18,0.045635965,-45.12040427909738,-45.12040427909738,296.80255,0.0,-25.35712809239619,-25.35712809239619,0.0,-76.61547268565891,0.0,10,7.6329927,18
25.177234551883213,-54.20364037416831,0.0,21.320425,-54.20364037416831,25.177234551883213,10,-90.27573549290645,-0.0011413691,680000,19,0.0456048,-54.20364037416832,-54.20364037416832,293.9965,0.0,-25.45400847916944,-25.45400847916944,0.0,-90.27573549290645,0.0,10,7.6409893,19
25.630039205763275,-52.13123761806886,0.0,21.581764,-52.13123761806886,25.630039205763275,10,-91.98990232950935,-0.0001237919,704000,20,0.046188783,-52.13123761806887,-52.13123761806887,292.84024,0.0,-25.778855608972794,-25.778855608972794,0.0,-91.98990232950935,0.0,10,7.631015,20
21.16678938252265,-43.79802546320445,0.0,21.722105,-43.79802546320445,21.16678938252265,10,-84.59099089505573,0.0012597872,728000,21,0.046819307,-43.798025463204446,-43.798025463204446,290.25568,0.0,-21.49518554408826,-21.49518554408826,0.0,-84.59099089505573,0.0,10,7.6246333,21
18.861182332308953,-41.892467686952564,0.0,21.850117,-41.892467686952564,18.861182332308953,10,-72.88447551234061,0.0031646087,752000,22,0.044094533,-41.89246768695257,-41.89246768695257,286.86795,0.0,-20.49033978346309,-20.49033978346309,0.0,-72.88447551234061,0.0,10,7.624632,22
27.24340704799721,-45.4796174293042,0.0,22.347225,-45.4796174293042,27.24340704799721,10,-98.82599315230425,0.00030151408,776000,23,0.041755207,-45.47961742930419,-45.47961742930419,283.8323,0.0,-20.279411137737764,-20.279411137737764,0.0,-98.82599315230425,0.0,10,7.624632,23
14.029111636790404,-34.937098341165914,0.0,22.221212,-34.937098341165914,14.029111636790404,10,-67.9386882096909,0.0018063907,800000,24,0.042042837,-34.93709834116593,-34.93709834116593,281.40167,0.0,-21.765206761002002,-21.765206761002002,0.0,-67.9386882096909,0.0,10,7.624632,24
23.894647929638484,-50.735205843634155,0.0,23.075354,-50.735205843634155,23.894647929638484,10,-91.55049367365028,0.0012566159,824000,25,0.04093412,-50.73520584363418,-50.73520584363418,279.0179,0.0,-22.97401085158831,-22.97401085158831,0.0,-91.55049367365028,0.0,10,7.624632,25
16.96066609476035,-34.63816440327355,0.0,24.04718,-34.63816440327355,16.96066609476035,10,-80.92308815223682,0.0013900205,848000,26,0.039162025,-34.63816440327355,-34.63816440327355,276.3656,0.0,-20.071979098670187,-20.071979098670187,0.0,-80.92308815223682,0.0,10,7.624632,26
20.598279004772845,-43.79553257723456,0.0,23.464035,-43.79553257723456,20.598279004772845,10,-86.75658375339773,0.0006675013,872000,27,0.037327316,-43.79553257723457,-43.79553257723457,274.6406,0.0,-21.67948850845901,-21.67948850845901,0.0,-86.75658375339773,0.0,10,7.624632,27
25.76811095497221,-43.509894782181085,0.0,24.356152,-43.509894782181085,25.76811095497221,10,-91.52155248887078,-0.0012341767,896000,28,0.0380681,-43.50989478218107,-43.50989478218107,272.26605,0.0,-19.966237795346245,-19.966237795346245,0.0,-91.52155248887078,0.0,10,7.624632,28
23.241824660067202,-45.80068646761865,0.0,25.293562,-45.80068646761865,23.241824660067202,10,-83.3787521155829,0.0009383655,920000,29,0.038183026,-45.80068646761864,-45.80068646761864,270.47128,0.0,-20.33553011162616,-20.33553011162616,0.0,-83.3787521155829,0.0,10,7.624632,29
24.896852935444194,-44.48481333669253,0.0,25.300875,-44.48481333669253,24.896852935444194,10,-88.59579165638958,0.001561738,944000,30,0.036195375,-44.48481333669254,-44.48481333669254,267.65344,0.0,-23.133164550215252,-23.133164550215252,0.0,-88.59579165638958,0.0,10,7.624632,30
20.39825464918557,-42.201235515969266,0.0,25.324343,-42.201235515969266,20.39825464918557,10,-87.24037519851831,0.0016533319,968000,31,0.03640132,-42.201235515969266,-42.201235515969266,266.81033,0.0,-23.475470670607418,-23.475470670607418,0.0,-87.24037519851831,0.0,10,7.624632,31
16.7437211169089,-58.829833617284166,0.0,27.473032,-58.829833617284166,16.7437211169089,10,-91.59437311627372,0.00063087186,992000,32,0.03505118,-58.82983361728416,-58.82983361728416,264.04068,0.0,-33.59598902619096,-33.59598902619096,0.0,-91.59437311627372,0.0,10,7.624632,32
19.28153122804319,-41.324767535723815,0.0,26.474363,-41.324767535723815,19.28153122804319,10,-87.74737156047613,-0.0010198428,1016000,33,0.034826804,-41.32476753572382,-41.32476753572382,262.8211,0.0,-27.60635689777034,-27.60635689777034,0.0,-87.74737156047613,0.0,10,7.624632,33
16.98769830371785,-44.685501087088,0.0,29.168386,-44.685501087088,16.98769830371785,10,-77.19710933586616,0.00067473453,1040000,34,0.034512956,-44.68550108708799,-44.68550108708799,259.6621,0.0,-27.193090386127306,-27.193090386127306,0.0,-77.19710933586616,0.0,10,7.624632,34
18.840398402258657,-41.5380399824869,0.0,26.902493,-41.5380399824869,18.840398402258657,10,-87.41654280729962,0.001135488,1064000,35,0.03479747,-41.53803998248691,-41.53803998248691,257.97147,0.0,-22.181314844387366,-22.181314844387366,0.0,-87.41654280729962,0.0,10,7.624632,35
20.7609793308082,-41.717820571748035,0.0,30.009634,-41.717820571748035,20.7609793308082,10,-77.2774597793073,-0.0011181982,1088000,36,0.033661757,-41.71782057174803,-41.71782057174803,254.4624,0.0,-23.32690318944686,-23.32690318944686,0.0,-77.2774597793073,0.0,10,7.624632,36
18.510896142683748,-36.06273081321975,0.0,26.171963,-36.06273081321975,18.510896142683748,10,-89.44350138760464,0.0025764885,1112000,37,0.034598283,-36.06273081321975,-36.06273081321975,253.08603,0.0,-22.042349741321708,-22.042349741321708,0.0,-89.44350138760464,0.0,10,7.624632,37
18.653553952862268,-46.81650069282941,0.0,28.547762,-46.81650069282941,18.653553952862268,10,-92.03539640116092,-0.0009774228,1136000,38,0.033116043,-46.81650069282941,-46.81650069282941,251.6337,0.0,-28.164100160302223,-28.164100160302223,0.0,-92.03539640116092,0.0,10,7.624632,38
24.64324433148162,-53.654729131853074,0.0,30.176367,-53.654729131853074,24.64324433148162,10,-92.81012683013313,-0.000503029,1160000,39,0.033497315,-53.65472913185308,-53.65472913185308,249.08084,0.0,-23.282905749361433,-23.282905749361433,0.0,-92.81012683013313,0.0,10,7.624632,39
13.676890904060112,-42.58534626173447,0.0,25.800804,-42.58534626173447,13.676890904060112,10,-68.19657889901588,0.0014599955,1184000,40,0.03205186,-42.58534626173446,-42.58534626173446,247.52872,0.0,-27.579500845760908,-27.579500845760908,0.0,-68.19657889901588,0.0,10,7.624632,40
26.152345921122695,-45.76148062869469,0.0,29.664125,-45.76148062869469,26.152345921122695,10,-103.0558438904926,0.0020625566,1208000,41,0.03163634,-45.76148062869469,-45.76148062869469,245.86435,0.0,-23.441064651800062,-23.441064651800062,0.0,-103.0558438904926,0.0,10,7.624632,41
24.396915737368886,-55.10010529468152,0.0,28.40895,-55.10010529468152,24.396915737368886,10,-92.38290630200659,0.00040708846,1232000,42,0.030773483,-55.10010529468154,-55.10010529468154,244.32619,0.0,-19.832884030326706,-19.832884030326706,0.0,-92.38290630200659,0.0,10,7.624632,42
18.95413062717192,-38.26964519808088,0.0,26.731186,-38.26964519808088,18.95413062717192,10,-87.83287229362294,2.0769417e-05,1256000,43,0.030897766,-38.26964519808089,-38.26964519808089,242.64462,0.0,-18.342028186590568,-18.342028186590568,0.0,-87.83287229362294,0.0,10,7.624632,43
23.004961679148103,-43.75833774561566,0.0,26.775541,-43.75833774561566,23.004961679148103,10,-90.17516309522576,-0.0012708922,1280000,44,0.030640038,-43.75833774561565,-43.75833774561565,240.86806,0.0,-25.06901378485547,-25.06901378485547,0.0,-90.17516309522576,0.0,10,7.624632,44
17.418097046252658,-41.72208633579838,0.0,26.854342,-41.72208633579838,17.418097046252658,10,-80.74476941349604,0.0008465986,1304000,45,0.030737398,-41.72208633579838,-41.72208633579838,239.49281,0.0,-23.565851933988995,-23.565851933988995,0.0,-80.74476941349604,0.0,10,7.624632,45
24.084010243236783,-39.87179918014455,0.0,25.684914,-39.87179918014455,24.084010243236783,10,-87.42299989098417,0.00075704855,1328000,46,0.030216863,-39.87179918014455,-39.87179918014455,238.2934,0.0,-20.55500878303141,-20.55500878303141,0.0,-87.42299989098417,0.0,10,7.624632,46
15.366221473612095,-38.04614779837969,0.0,25.769821,-38.04614779837969,15.366221473612095,10,-74.31742309592822,0.0009495051,1352000,47,0.030015312,-38.04614779837969,-38.04614779837969,236.33969,0.0,-22.481538016317344,-22.481538016317344,0.0,-74.31742309592822,0.0,10,7.624632,47
23.713952640281462,-44.191939446406444,0.0,26.596903,-44.191939446406444,23.713952640281462,10,-93.96151049784683,0.00096278527,1376000,48,0.029522972,-44.19193944640644,-44.19193944640644,236.48969,0.0,-20.39473824029764,-20.39473824029764,0.0,-93.96151049784683,0.0,10,7.624632,48
23.90813085219661,-46.81425924393518,0.0,26.563519,-46.81425924393518,23.90813085219661,10,-85.98796417215168,-0.0011080322,1400000,49,0.028993232,-46.81425924393518,-46.81425924393518,235.52296,0.0,-21.694196076049817,-21.694196076049817,0.0,-85.98796417215168,0.0,10,7.624632,49
