MetaTest/Average/MaxReturn,plate-slide-v1/StdReturn,policy/LossAfter,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/plate-slide-v1/StdReturn,plate-slide-v1/AverageDiscountedReturn,policy/LossBefore,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,Average/NumEpisodes,Average/AverageDiscountedReturn,Average/SuccessRate,policy/Entropy,Average/MinReturn,Average/Iteration,MetaTest/plate-slide-v1/SuccessRate,MetaTest/plate-slide-v1/Iteration,TotalEnvSteps,MetaTest/plate-slide-v1/NumEpisodes,MetaTest/Average/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/plate-slide-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,plate-slide-v1/MaxReturn,policy/dLoss,Average/StdReturn,plate-slide-v1/AverageReturn,policy/KL,plate-slide-v1/TerminationRate,Average/MaxReturn,MetaTest/plate-slide-v1/AverageReturn,plate-slide-v1/Iteration,MetaTest/Average/StdReturn,plate-slide-v1/NumEpisodes,MetaTest/plate-slide-v1/AverageDiscountedReturn,MetaTest/plate-slide-v1/TerminationRate,plate-slide-v1/SuccessRate,Average/TerminationRate,MetaTest/plate-slide-v1/MaxReturn,policy/KLBefore,plate-slide-v1/MinReturn,Average/AverageReturn
,2864.48025681223,-0.81018436,,,,541.2450804993555,2.5347395,,,100,541.2450804993555,0.04,5.522784,-47.81921349492091,11,,,240000,,,0.18837666853917034,,,,12247.741713218853,3.344924,2864.48025681223,1682.9797711442902,0.00876713,0.0,12247.741713218853,,11,,100,,,0.04,0.0,,0.0,-47.81921349492091,1682.9797711442902
,3997.389486643591,-4.7923656,,,,544.3252659793087,-1.0204719,,,100,544.3252659793087,0.02,5.505966,-55.75380855428935,12,,,260000,,,0.19148196441316134,,,,24114.013654731636,3.7718935,3997.389486643591,1770.302940421034,0.0056446223,0.0,24114.013654731636,,12,,100,,,0.02,0.0,,0.0,-55.75380855428935,1770.302940421034
,3168.2570420163856,-4.616606,,,,650.3978495501058,-1.0175195,,,100,650.3978495501058,0.02,5.4658895,-51.71477982271495,13,,,280000,,,0.20249290804925157,,,,16348.372502089589,3.5990868,3168.2570420163856,1751.139252523248,0.006062951,0.0,16348.372502089589,,13,,100,,,0.02,0.0,,0.0,-51.71477982271495,1751.139252523248
,3507.554178736754,-2.0574765,,,,630.956987321787,0.81800896,,,100,630.956987321787,0.02,5.4359994,-46.052014136499935,14,,,300000,,,0.19045226457078146,,,,17084.644566569576,2.8754854,3507.554178736754,1897.9058006458404,0.004378031,0.0,17084.644566569576,,14,,100,,,0.02,0.0,,0.0,-46.052014136499935,1897.9058006458404
,4062.3249108871755,-1.8860723,,,,809.7893275471598,2.6861062,,,100,809.7893275471598,0.01,5.3882604,-53.932444153466385,15,,,320000,,,0.2928073233576707,,,,18420.811962956224,4.5721784,4062.3249108871755,2468.4621709841085,0.0061682337,0.0,18420.811962956224,,15,,100,,,0.01,0.0,,0.0,-53.932444153466385,2468.4621709841085
,5141.014290554423,-1.4587852,,,,913.1946684582028,3.5796328,,,100,913.1946684582028,0.03,5.3523283,-49.49137121858802,16,,,340000,,,0.1850286071263355,,,,29992.998678914122,5.038418,5141.014290554423,2609.7509380944302,0.00646705,0.0,29992.998678914122,,16,,100,,,0.03,0.0,,0.0,-49.49137121858802,2609.7509380944302
,4611.993341445336,1.3616219,,,,755.98521428052,5.0525155,,,100,755.98521428052,0.02,5.3319387,-49.627726079414266,17,,,360000,,,0.17459563154937852,,,,27827.781861579406,3.6908937,4611.993341445336,2081.009028450042,0.0055147074,0.0,27827.781861579406,,17,,100,,,0.02,0.0,,0.0,-49.627726079414266,2081.009028450042
,5969.564881412096,-7.7952905,,,,1074.0860910243862,-0.49408126,,,100,1074.0860910243862,0.01,5.30234,-47.74607793843942,18,,,380000,,,0.21096015419413172,,,,26900.052890657094,7.3012094,5969.564881412096,3277.5896211099525,0.008597176,0.0,26900.052890657094,,18,,100,,,0.01,0.0,,0.0,-47.74607793843942,3277.5896211099525
,5646.429713744473,-2.5478625,,,,998.4455891033151,3.10695,,,100,998.4455891033151,0.0,5.259841,-52.21759858148413,19,,,400000,,,0.3297570375435841,,,,26158.73272028408,5.654813,5646.429713744473,3039.661401649954,0.0058601876,0.0,26158.73272028408,,19,,100,,,0.0,0.0,,0.0,-52.21759858148413,3039.661401649954
64170.15974685457,7693.726259395826,-11.861615,2,-45.694522091384115,19139.55415147503,1642.3905837112893,-2.399089,10,9441.65899613417,100,1642.3905837112893,0.03,5.2106624,-52.16479311231286,20,0.1,2,420000,10,0.1,0.23774000789623173,-45.694522091384115,0.0,9441.658996134169,35268.945463110176,9.462526,7693.726259395826,4921.227947812446,0.008049785,0.0,35268.945463110176,9441.658996134169,20,19139.55415147503,100,9441.65899613417,0.0,0.03,0.0,64170.15974685457,0.0,-52.16479311231286,4921.227947812446
,7415.308206985484,-14.585732,,,,1328.8464049993754,-5.1103096,,,100,1328.8464049993754,0.0,5.17624,-51.886073701927124,21,,,440000,,,0.2650653404672968,,,,36286.585626187065,9.475423,7415.308206985484,4334.115438337871,0.005667516,0.0,36286.585626187065,,21,,100,,,0.0,0.0,,0.0,-51.886073701927124,4334.115438337871
,10615.203877281934,-11.404104,,,,2603.5095594289196,-0.43381718,,,100,2603.5095594289196,0.02,5.131493,-51.63170360036405,22,,,460000,,,0.27976012429953834,,,,40705.39601683009,10.970287,10615.203877281934,7221.898610274379,0.0088742245,0.0,40705.39601683009,,22,,100,,,0.02,0.0,,0.0,-51.63170360036405,7221.898610274379
,10515.203626301283,-14.929944,,,,2541.7407379555757,-3.5597656,,,100,2541.7407379555757,0.0,5.089118,-61.82952876074233,23,,,480000,,,0.30279281682698334,,,,42635.861593976224,11.370178,10515.203626301283,7825.51087801146,0.0062812143,0.0,42635.861593976224,,23,,100,,,0.0,0.0,,0.0,-61.82952876074233,7825.51087801146
,10107.47047552838,0.5123875,,,,2624.532170312494,8.521565,,,100,2624.532170312494,0.04,5.079171,-52.236846396929536,24,,,500000,,,0.2110417363754421,,,,42944.92434184894,8.009178,10107.47047552838,7678.565097777675,0.0069926055,0.0,42944.92434184894,,24,,100,,,0.04,0.0,,0.0,-52.236846396929536,7678.565097777675
,10561.859131596782,-7.6098814,,,,2318.4989170667764,2.3541422,,,100,2318.4989170667764,0.02,5.062608,-47.24347200996193,25,,,520000,,,0.2624546476136782,,,,46469.50265880277,9.964024,10561.859131596782,7969.645758664555,0.006845994,0.0,46469.50265880277,,25,,100,,,0.02,0.0,,0.0,-47.24347200996193,7969.645758664555
,15476.958380537806,-4.435947,,,,3647.047767432569,11.65353,,,100,3647.047767432569,0.02,5.0284953,-48.18600677689613,26,,,540000,,,0.2918155044907359,,,,64202.4640115779,16.089478,15476.958380537806,11354.862791454201,0.007065962,0.0,64202.4640115779,,26,,100,,,0.02,0.0,,0.0,-48.18600677689613,11354.862791454201
,13881.032020940229,-12.395625,,,,3814.3648022368643,-1.0297937,,,100,3814.3648022368643,0.05,4.9906034,-53.634229906179954,27,,,560000,,,0.2981922745856984,,,,52330.48760083285,11.365831,13881.032020940229,11714.845384770015,0.0068105482,0.0,52330.48760083285,,27,,100,,,0.05,0.0,,0.0,-53.634229906179954,11714.845384770015
,10750.06687323387,-4.4429092,,,,2628.156698708628,7.155631,,,100,2628.156698708628,0.01,4.9454947,-58.787715811183325,28,,,580000,,,0.26310683214218566,,,,49522.21556929374,11.59854,10750.06687323387,8056.454961857696,0.0073638703,0.0,49522.21556929374,,28,,100,,,0.01,0.0,,0.0,-58.787715811183325,8056.454961857696
,17415.024736710177,-7.090994,,,,3864.7183455135146,12.2371,,,100,3864.7183455135146,0.03,4.9082084,-54.746043650419,29,,,600000,,,0.2916957756251124,,,,73864.4639250245,19.328094,17415.024736710177,13668.294953468694,0.008345379,0.0,73864.4639250245,,29,,100,,,0.03,0.0,,0.0,-54.746043650419,13668.294953468694
36327.48761416473,15757.361942497419,-19.86033,3,-23.862699065093317,12945.423710869221,5061.282313953624,-4.7438,10,13335.841006625491,100,5061.282313953624,0.04,4.896866,-46.749793527867446,30,0.1,3,620000,10,0.1,0.37467381720218396,-23.862699065093317,0.0,13335.841006625487,54610.77408952175,15.11653,15757.361942497419,15173.342865663082,0.007561655,0.0,54610.77408952175,13335.841006625487,30,12945.423710869221,100,13335.841006625491,0.0,0.04,0.0,36327.48761416473,0.0,-46.749793527867446,15173.342865663082
,16272.915615366319,-7.945119,,,,4532.775460239216,8.460625,,,100,4532.775460239216,0.03,4.9015193,-54.385161652425346,31,,,640000,,,0.2853098853012159,,,,57347.11777138333,16.405743,16272.915615366319,15201.153989484008,0.006466906,0.0,57347.11777138333,,31,,100,,,0.03,0.0,,0.0,-54.385161652425346,15201.153989484008
,16176.515585844512,-25.092487,,,,4858.175211939034,-6.901125,,,100,4858.175211939034,0.02,4.88052,-52.45906856860388,32,,,660000,,,0.2787826238669493,,,,49582.13640491146,18.191362,16176.515585844512,14886.545362208208,0.0076169726,0.0,49582.13640491146,,32,,100,,,0.02,0.0,,0.0,-52.45906856860388,14886.545362208208
,15597.903806878374,-10.115303,,,,4316.134901786759,6.6124578,,,100,4316.134901786759,0.01,4.869619,-42.89689735991716,33,,,680000,,,0.23889945443010585,,,,58349.097760886216,16.72776,15597.903806878374,13421.06192076087,0.0068831835,0.0,58349.097760886216,,33,,100,,,0.01,0.0,,0.0,-42.89689735991716,13421.06192076087
,17780.394162896402,-11.071094,,,,5554.966825817954,2.6181,,,100,5554.966825817954,0.02,4.8457823,-58.350942154426804,34,,,700000,,,0.23896641200659807,,,,75854.81408180208,13.689194,17780.394162896402,16891.737282892886,0.008205848,0.0,75854.81408180208,,34,,100,,,0.02,0.0,,0.0,-58.350942154426804,16891.737282892886
,21493.174691434193,0.7698187,,,,6103.067654291273,15.845238,,,100,6103.067654291273,0.08,4.8212576,-50.574758821176275,35,,,720000,,,0.2893956319814671,,,,98676.52779710737,15.075419,21493.174691434193,19804.79720918982,0.012494153,0.0,98676.52779710737,,35,,100,,,0.08,0.0,,0.0,-50.574758821176275,19804.79720918982
,17956.068179888476,5.4510875,,,,5873.7368953861005,18.319237,,,100,5873.7368953861005,0.04,4.7927866,-59.56592684861636,36,,,740000,,,0.23058620766856286,,,,96011.39273831448,12.868149,17956.068179888476,17910.13707249914,0.00769303,0.0,96011.39273831448,,36,,100,,,0.04,0.0,,0.0,-59.56592684861636,17910.13707249914
,18035.336293863027,2.070475,,,,5909.341919002747,21.936716,,,100,5909.341919002747,0.06,4.7580843,-64.55068299392451,37,,,760000,,,0.309224639604572,,,,61752.039473219775,19.866241,18035.336293863027,18909.012273153112,0.0067903083,0.0,61752.039473219775,,37,,100,,,0.06,0.0,,0.0,-64.55068299392451,18909.012273153112
,18873.004622306267,-18.162104,,,,6429.945220705204,0.40496564,,,100,6429.945220705204,0.06,4.7280955,-40.936389071117816,38,,,780000,,,0.31998789577445386,,,,72828.7130448405,18.56707,18873.004622306267,19709.84425366699,0.004924663,0.0,72828.7130448405,,38,,100,,,0.06,0.0,,0.0,-40.936389071117816,19709.84425366699
,20009.558129866604,-0.1197625,,,,8034.408148763457,18.778103,,,100,8034.408148763457,0.04,4.6925592,-58.21276233064894,39,,,800000,,,0.2947095023513676,,,,101729.03576104155,18.897865,20009.558129866604,23104.733380858408,0.004794331,0.0,101729.03576104155,,39,,100,,,0.04,0.0,,0.0,-58.21276233064894,23104.733380858408
49003.50454786387,19055.718705167958,-13.407531,4,2299.2176149082698,13480.618631239693,7680.781077352548,2.0313296,10,18718.173419244453,100,7680.781077352548,0.02,4.6602025,-34.462999773031925,40,0.0,4,820000,10,0.0,0.24700344944422314,2299.2176149082698,0.0,18718.17341924445,104695.69528681666,15.43886,19055.718705167958,24119.3784694055,0.0065420503,0.0,104695.69528681666,18718.17341924445,40,13480.618631239693,100,18718.173419244453,0.0,0.02,0.0,49003.50454786387,0.0,-34.462999773031925,24119.3784694055
,18197.7337529436,-21.63032,,,,7639.36041005201,-2.58155,,,100,7639.36041005201,0.01,4.6484833,-45.042954924470266,41,,,840000,,,0.2983482183452306,,,,57749.62591089088,19.048769,18197.7337529436,23447.128633635897,0.005423916,0.0,57749.62591089088,,41,,100,,,0.01,0.0,,0.0,-45.042954924470266,23447.128633635897
,16395.607556368177,-1.0494219,,,,6356.07808223849,11.481247,,,100,6356.07808223849,0.02,4.646207,-58.94069383032371,42,,,860000,,,0.26849389208542174,,,,57886.87892476305,12.530669,16395.607556368177,17746.4243372384,0.0062743705,0.0,57886.87892476305,,42,,100,,,0.02,0.0,,0.0,-58.94069383032371,17746.4243372384
,15497.604667748006,-12.276266,,,,5193.986302638642,3.801603,,,100,5193.986302638642,0.01,4.6321945,-55.27350838392214,43,,,880000,,,0.2752169916180044,,,,61924.436774837326,16.07787,15497.604667748006,16129.393290336367,0.005410908,0.0,61924.436774837326,,43,,100,,,0.01,0.0,,0.0,-55.27350838392214,16129.393290336367
,22056.38110838671,-11.181562,,,,7855.34413631337,6.9713125,,,100,7855.34413631337,0.06,4.6036224,-59.42309148776236,44,,,900000,,,0.335704835737191,,,,105396.79787181994,18.152874,22056.38110838671,24596.701178843858,0.0068085035,0.0,105396.79787181994,,44,,100,,,0.06,0.0,,0.0,-59.42309148776236,24596.701178843858
,17516.205021374408,1.8592937,,,,5830.542665430411,18.855581,,,100,5830.542665430411,0.03,4.5700526,-66.67107017339924,45,,,920000,,,0.23618232733372646,,,,88438.90541812587,16.996288,17516.205021374408,17300.18163278399,0.0064592073,0.0,88438.90541812587,,45,,100,,,0.03,0.0,,0.0,-66.67107017339924,17300.18163278399
,25169.204122481264,-17.555487,,,,9385.013006036485,13.508312,,,100,9385.013006036485,0.05,4.5148587,-33.36461907471443,46,,,940000,,,0.3618308790008006,,,,114915.25478119607,31.063799,25169.204122481264,26650.476547868628,0.0063742474,0.0,114915.25478119607,,46,,100,,,0.05,0.0,,0.0,-33.36461907471443,26650.476547868628
,21366.91178081567,-7.70925,,,,9203.161915216413,9.760775,,,100,9203.161915216413,0.01,4.4766345,-60.739301906660174,47,,,960000,,,0.2815540953594825,,,,101763.83650177963,17.470024,21366.91178081567,27220.62433200769,0.007364334,0.0,101763.83650177963,,47,,100,,,0.01,0.0,,0.0,-60.739301906660174,27220.62433200769
,20183.810845006035,-3.55365,,,,8317.020778549308,14.32055,,,100,8317.020778549308,0.04,4.441577,-59.046209899588156,48,,,980000,,,0.27900340776229315,,,,105286.48061904241,17.874199,20183.810845006035,25130.69792465152,0.0042079613,0.0,105286.48061904241,,48,,100,,,0.04,0.0,,0.0,-59.046209899588156,25130.69792465152
,20433.72044276114,-20.528912,,,,8095.552031780843,-0.429325,,,100,8095.552031780843,0.02,4.419121,-70.40541122360891,49,,,1000000,,,0.34731454051598043,,,,106914.27111834944,20.099586,20433.72044276114,23310.54223860159,0.005721378,0.0,106914.27111834944,,49,,100,,,0.02,0.0,,0.0,-70.40541122360891,23310.54223860159
28791.997114017624,21062.948337598034,-35.31683,5,-42.43802494383831,9941.269507579078,9104.868578421127,-17.376444,10,10476.655395235231,100,9104.868578421127,0.05,4.3895144,-38.78838361460204,50,0.0,5,1020000,10,0.0,0.22527405867735883,-42.43802494383831,0.0,10476.65539523523,115985.77918050012,17.940386,21062.948337598034,26647.14025724538,0.007300273,0.0,115985.77918050012,10476.65539523523,50,9941.269507579078,100,10476.655395235231,0.0,0.05,0.0,28791.997114017624,0.0,-38.78838361460204,26647.14025724538
,17961.885961624725,-29.31235,,,,8050.695945733779,-12.779381,,,100,8050.695945733779,0.05,4.359699,-43.989776012804455,51,,,1040000,,,0.3134849096835619,,,,61365.174703681354,16.532969,17961.885961624725,23273.04418796287,0.007601654,0.0,61365.174703681354,,51,,100,,,0.05,0.0,,0.0,-43.989776012804455,23273.04418796287
,26449.330945554506,-5.6158624,,,,8771.441528400694,17.079975,,,100,8771.441528400694,0.07,4.349019,-84.99957542466746,52,,,1060000,,,0.26498735979452004,,,,143717.1703235807,22.695837,26449.330945554506,26539.32101026572,0.006144085,0.0,143717.1703235807,,52,,100,,,0.07,0.0,,0.0,-84.99957542466746,26539.32101026572
,20686.337011485768,-16.705074,,,,7261.6774280482,0.00938125,,,100,7261.6774280482,0.05,4.341422,-51.88265260960235,53,,,1080000,,,0.1863886219688956,,,,93543.1648448017,16.714455,20686.337011485768,21962.511676947175,0.005354332,0.0,93543.1648448017,,53,,100,,,0.05,0.0,,0.0,-51.88265260960235,21962.511676947175
,21113.424681768283,-23.604637,,,,7902.255196563757,-2.2301376,,,100,7902.255196563757,0.02,4.32103,-88.18013874514395,54,,,1100000,,,0.36336876018426245,,,,78305.19596324544,21.3745,21113.424681768283,23495.41599481468,0.0064550713,0.0,78305.19596324544,,54,,100,,,0.02,0.0,,0.0,-88.18013874514395,23495.41599481468
,19700.469131027083,3.3185875,,,,9592.309730720066,17.291475,,,100,9592.309730720066,0.01,4.2975883,-59.12208042122633,55,,,1120000,,,0.3039987181382453,,,,80070.3447544247,13.972888,19700.469131027083,27212.369143333206,0.0071491585,0.0,80070.3447544247,,55,,100,,,0.01,0.0,,0.0,-59.12208042122633,27212.369143333206
,22538.52614255927,-32.65934,,,,7426.1068017800435,-3.547747,,,100,7426.1068017800435,0.01,4.29218,-94.32581146867521,56,,,1140000,,,0.31484663170598015,,,,81621.85673623577,29.111593,22538.52614255927,22614.978836796934,0.005384733,0.0,81621.85673623577,,56,,100,,,0.01,0.0,,0.0,-94.32581146867521,22614.978836796934
,22089.91292618385,-21.170097,,,,6864.524785717204,0.3927,,,100,6864.524785717204,0.04,4.2719083,-71.97920172561093,57,,,1160000,,,0.22908107242079467,,,,110086.60162363375,21.562798,22089.91292618385,20001.36423667436,0.006596106,0.0,110086.60162363375,,57,,100,,,0.04,0.0,,0.0,-71.97920172561093,20001.36423667436
,22349.786206857312,-7.4928374,,,,8619.069659941095,11.76865,,,100,8619.069659941095,0.01,4.2340846,-67.32931743578814,58,,,1180000,,,0.2893032218225331,,,,118439.62997913496,19.261488,22349.786206857312,23040.284787647848,0.0072893095,0.0,118439.62997913496,,58,,100,,,0.01,0.0,,0.0,-67.32931743578814,23040.284787647848
,23003.352908611952,-13.732094,,,,9727.80589645833,9.117263,,,100,9727.80589645833,0.05,4.2137685,-78.63018717584539,59,,,1200000,,,0.28364772807553207,,,,115094.65293836701,22.849358,23003.352908611952,27821.414116572607,0.0066624056,0.0,115094.65293836701,,59,,100,,,0.05,0.0,,0.0,-78.63018717584539,27821.414116572607
87338.48875044179,19767.647076514866,-14.435231,6,1179.3870788018025,26232.68835752001,7233.829888044217,2.864675,10,21787.527319696586,100,7233.829888044217,0.04,4.1949086,-96.21619468497252,60,0.1,6,1220000,10,0.1,0.31832562695235544,1179.3870788018025,0.0,21787.52731969659,89622.59763371594,17.299906,19767.647076514866,19561.34962412786,0.005924577,0.0,89622.59763371594,21787.52731969659,60,26232.68835752001,100,21787.527319696586,0.0,0.04,0.0,87338.48875044179,0.0,-96.21619468497252,19561.34962412786
,19015.459094321912,-26.176174,,,,8087.033508322125,-11.4572935,,,100,8087.033508322125,0.02,4.1776013,-85.7865189947851,61,,,1240000,,,0.3066653901184798,,,,77018.99981274345,14.718881,19015.459094321912,22934.990265559965,0.005705256,0.0,77018.99981274345,,61,,100,,,0.02,0.0,,0.0,-85.7865189947851,22934.990265559965
,20747.505843009923,-21.150522,,,,7607.895890771734,-0.8188813,,,100,7607.895890771734,0.03,4.1656003,-62.46253916657948,62,,,1260000,,,0.288988120269427,,,,90092.46173109983,20.33164,20747.505843009923,21380.562050961656,0.0063529713,0.0,90092.46173109983,,62,,100,,,0.03,0.0,,0.0,-62.46253916657948,21380.562050961656
,22936.246412291774,-18.43735,,,,7778.26630063797,3.1162875,,,100,7778.26630063797,0.04,4.1407404,-88.91033591040876,63,,,1280000,,,0.24076310536034184,,,,111578.78119342527,21.553637,22936.246412291774,22678.22260142036,0.0076834974,0.0,111578.78119342527,,63,,100,,,0.04,0.0,,0.0,-88.91033591040876,22678.22260142036
,22535.753996867556,-11.824818,,,,8187.220459018521,10.335805,,,100,8187.220459018521,0.06,4.1144285,-91.5384603732711,64,,,1300000,,,0.2813859226274352,,,,107507.36527856113,22.160622,22535.753996867556,24028.952373037748,0.00813763,0.0,107507.36527856113,,64,,100,,,0.06,0.0,,0.0,-91.5384603732711,24028.952373037748
,20364.501641816394,-26.508787,,,,6628.451023725838,-8.30805,,,100,6628.451023725838,0.04,4.1047935,-87.250175862754,65,,,1320000,,,0.25275657189602063,,,,126506.02431198717,18.200737,20364.501641816394,17812.232609362953,0.0051424857,0.0,126506.02431198717,,65,,100,,,0.04,0.0,,0.0,-87.250175862754,17812.232609362953
,17787.764037069064,-12.171028,,,,9253.07641530547,0.2111125,,,100,9253.07641530547,0.04,4.098274,-72.42547691582952,66,,,1340000,,,0.2858879848842013,,,,73475.66310482039,12.382141,17787.764037069064,24202.421207789354,0.0063669304,0.0,73475.66310482039,,66,,100,,,0.04,0.0,,0.0,-72.42547691582952,24202.421207789354
,19389.870480188343,-22.35753,,,,7779.180424527491,-2.0870562,,,100,7779.180424527491,0.04,4.0716786,-69.42278576357867,67,,,1360000,,,0.23524964884242272,,,,95215.06810181122,20.270473,19389.870480188343,21074.287109464778,0.006262312,0.0,95215.06810181122,,67,,100,,,0.04,0.0,,0.0,-69.42278576357867,21074.287109464778
,23526.311035452312,-35.61372,,,,8376.910289828167,-14.643397,,,100,8376.910289828167,0.02,4.045768,-102.92586092252411,68,,,1380000,,,0.20835049343727097,,,,137807.32180904053,20.970322,23526.311035452312,23412.75577160155,0.0057919696,0.0,137807.32180904053,,68,,100,,,0.02,0.0,,0.0,-102.92586092252411,23412.75577160155
,21822.70059502665,-28.194813,,,,8612.889931854175,-5.9853625,,,100,8612.889931854175,0.06,4.0142183,-33.71259804887506,69,,,1400000,,,0.2053021046546648,,,,116893.99912941724,22.20945,21822.70059502665,22788.64415953315,0.005869051,0.0,116893.99912941724,,69,,100,,,0.06,0.0,,0.0,-33.71259804887506,22788.64415953315
