policy/KLBefore,policy/KL,Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/push-back-v1/MinReturn,MetaTest/Average/TerminationRate,Average/AverageReturn,push-back-v1/StdReturn,policy/LossAfter,LinearFeatureBaseline/ExplainedVariance,Average/MaxReturn,MetaTest/push-back-v1/MaxReturn,push-back-v1/MinReturn,MetaTest/push-back-v1/AverageReturn,MetaTest/Average/StdReturn,push-back-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/push-back-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,Average/SuccessRate,Average/MinReturn,TotalEnvSteps,push-back-v1/Iteration,push-back-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,push-back-v1/MaxReturn,push-back-v1/NumEpisodes,policy/LossBefore,push-back-v1/SuccessRate,MetaTest/push-back-v1/TerminationRate,Average/AverageDiscountedReturn,policy/dLoss,Average/Iteration,MetaTest/push-back-v1/Iteration,policy/Entropy,MetaTest/push-back-v1/NumEpisodes,MetaTest/push-back-v1/AverageDiscountedReturn,Average/StdReturn,MetaTest/push-back-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/Average/MaxReturn,Average/NumEpisodes,push-back-v1/TerminationRate
0.0,0.004690483,0.0,0,-103.992037835698,0.0,-92.85588747619948,15.364702035258054,-0.03983441,0.36270698520920375,-60.61385641421961,-80.37815253423186,-130.09195804621496,-93.22849261631754,9.039740854146478,-92.85588747619948,0.0,9.039740854146478,-93.22849261631754,-103.992037835698,0.0,-130.09195804621496,20000,0,-35.854260209388244,-93.22849261631754,-60.61385641421961,100,-0.017513692,0.0,0.0,-35.854260209388244,0.022320718,0,0,5.6719947,10,-93.22849261631754,15.364702035258054,0.0,10,-80.37815253423186,100,0.0
0.0,0.01368194,0.0,,,,-78.59792939306094,15.983230832311456,-0.048627254,0.41997360100139447,-41.78250441142167,,-115.89612903355655,,,-78.59792939306094,,,,,0.0,-115.89612903355655,40000,1,-31.18178075420688,,-41.78250441142167,100,-0.016495492,0.0,,-31.18178075420688,0.03213176,1,,5.674217,,,15.983230832311456,,,,100,0.0
0.0,0.013875993,0.0,,,,-64.75109787082083,16.561201393067364,-0.060704615,0.33502334096619013,31.403366765488705,,-114.18524870245267,,,-64.75109787082083,,,,,0.0,-114.18524870245267,60000,2,-26.621408269248114,,31.403366765488705,100,-0.034620214,0.0,,-26.621408269248114,0.0260844,2,,5.6638236,,,16.561201393067364,,,,100,0.0
0.0,0.01292109,0.0,,,,-53.019431586820886,14.635102432249342,-0.02316386,0.31877604084504063,51.41536013820425,,-80.43963502380326,,,-53.019431586820886,,,,,0.0,-80.43963502380326,80000,3,-23.4295763821109,,51.41536013820425,100,-0.010667557,0.0,,-23.4295763821109,0.012496304,3,,5.650657,,,14.635102432249342,,,,100,0.0
0.0,0.009011881,0.0,,,,-41.74823105599191,60.97731871464287,-0.010555139,0.12383556215397684,335.34146380553597,,-107.14123126784925,,,-41.74823105599191,,,,,0.0,-107.14123126784925,100000,4,-19.38947108680576,,335.34146380553597,100,0.040238995,0.0,,-19.38947108680576,0.050794132,4,,5.6254907,,,60.97731871464287,,,,100,0.0
0.0,0.015892688,0.0,,,,-53.44517444861009,24.39849835523929,-0.016680002,0.14986243118401188,108.70044793657974,,-106.4063679793746,,,-53.44517444861009,,,,,0.0,-106.4063679793746,120000,5,-24.01081607815118,,108.70044793657974,100,-0.008766568,0.0,,-24.01081607815118,0.007913434,5,,5.59201,,,24.39849835523929,,,,100,0.0
0.0,0.0055608535,0.0,,,,-47.52711400530978,9.04225360650531,-0.00387576,0.42918604652952486,-31.67237065789784,,-77.51472074795299,,,-47.52711400530978,,,,,0.0,-77.51472074795299,140000,6,-20.61306213277653,,-31.67237065789784,100,-0.004695799,0.0,,-20.61306213277653,-0.0008200393,6,,5.577204,,,9.04225360650531,,,,100,0.0
0.0,0.0073742135,0.0,,,,-43.7466389401558,19.87444293002705,-0.016305322,0.14439606405277383,135.01434813240007,,-91.9869423838786,,,-43.7466389401558,,,,,0.0,-91.9869423838786,160000,7,-19.49992300985031,,135.01434813240007,100,-0.007877917,0.0,,-19.49992300985031,0.008427405,7,,5.5679927,,,19.87444293002705,,,,100,0.0
0.0,0.0046893884,0.0,,,,-46.177336052346384,6.947078294071392,-0.015099748,0.4787064222158307,-35.23623414231565,,-65.30719410424331,,,-46.177336052346384,,,,,0.0,-65.30719410424331,180000,8,-19.56470192866989,,-35.23623414231565,100,-0.011788661,0.0,,-19.56470192866989,0.0033110874,8,,5.5644555,,,6.947078294071392,,,,100,0.0
0.0,0.019775597,0.0,,,,-47.66378176690792,9.600895446623433,-0.02041831,0.4883079228111724,-21.39914363225701,,-91.29306797920324,,,-47.66378176690792,,,,,0.0,-91.29306797920324,200000,9,-20.46445347150657,,-21.39914363225701,100,-0.009862498,0.0,,-20.46445347150657,0.010555812,9,,5.5572734,,,9.600895446623433,,,,100,0.0
0.0,0.018360816,0.0,1,-74.11146253071244,0.0,-56.20083286965885,11.522397779506582,-0.027323617,0.4258210800333534,-34.31089650782967,-40.56038076446108,-95.54804168126856,-56.37931175277633,9.287173990983293,-56.20083286965885,0.0,9.287173990983293,-56.37931175277633,-74.11146253071244,0.0,-95.54804168126856,220000,10,-21.449710187380543,-56.37931175277633,-34.31089650782967,100,-0.006638051,0.0,0.0,-21.449710187380543,0.020685565,10,1,5.545382,10,-56.37931175277633,11.522397779506582,0.0,10,-40.56038076446108,100,0.0
0.0,0.0155352205,0.0,,,,-46.271938508532436,6.565534452354142,-0.008731933,0.4923584528698868,-32.79459951636216,,-63.4685313412105,,,-46.271938508532436,,,,,0.0,-63.4685313412105,240000,11,-20.100810472315843,,-32.79459951636216,100,0.00054283446,0.0,,-20.100810472315843,0.009274768,11,,5.537867,,,6.565534452354142,,,,100,0.0
0.0,0.013875499,0.0,,,,-50.90907063135183,9.707477729875379,-0.01802411,0.4411279931151709,-34.273576797252154,,-80.817396367345,,,-50.90907063135183,,,,,0.0,-80.817396367345,260000,12,-20.257547435199747,,-34.273576797252154,100,-0.0029137467,0.0,,-20.257547435199747,0.015110362,12,,5.534686,,,9.707477729875379,,,,100,0.0
0.0,0.011230679,0.0,,,,-45.690830145095326,6.8255794931791005,-0.009062993,0.4394655452303805,-31.075153290995125,,-66.50126983630659,,,-45.690830145095326,,,,,0.0,-66.50126983630659,280000,13,-19.464962666445935,,-31.075153290995125,100,-0.0042656907,0.0,,-19.464962666445935,0.0047973027,13,,5.5251775,,,6.8255794931791005,,,,100,0.0
0.0,0.007147013,0.0,,,,-46.18033179813798,7.140780230056398,-0.008536937,0.46712767279841483,-36.39397618485458,,-69.49314574849639,,,-46.18033179813798,,,,,0.0,-69.49314574849639,300000,14,-19.15729101537726,,-36.39397618485458,100,-0.00947527,0.0,,-19.15729101537726,-0.0009383336,14,,5.510352,,,7.140780230056398,,,,100,0.0
0.0,0.002369358,0.0,,,,-43.46211522087925,6.701922953485776,0.002984932,0.37830248892306384,-33.583642915605786,,-75.15789583213142,,,-43.46211522087925,,,,,0.0,-75.15789583213142,320000,15,-18.68157365736348,,-33.583642915605786,100,0.00063361967,0.0,,-18.68157365736348,-0.0023513122,15,,5.4972663,,,6.701922953485776,,,,100,0.0
0.0,0.013484442,0.0,,,,-43.10834367748323,5.521241043547924,-0.005280072,0.4627292543929933,-33.51631354391307,,-58.6248635381405,,,-43.10834367748323,,,,,0.0,-58.6248635381405,340000,16,-18.73475105531709,,-33.51631354391307,100,-0.0020961883,0.0,,-18.73475105531709,0.0031838836,16,,5.4851937,,,5.521241043547924,,,,100,0.0
0.0,0.015908761,0.0,,,,-50.068974631078746,9.593556784145425,-0.016067833,0.46059438214412773,-33.52810807624036,,-88.65766786261261,,,-50.068974631078746,,,,,0.0,-88.65766786261261,360000,17,-20.019033567034494,,-33.52810807624036,100,-0.0052601495,0.0,,-20.019033567034494,0.010807684,17,,5.4781165,,,9.593556784145425,,,,100,0.0
0.0,0.0145205045,0.0,,,,-41.76432060966802,6.279723489127677,-0.016710663,0.4506579658408105,-31.052496722521646,,-63.81176137877002,,,-41.76432060966802,,,,,0.0,-63.81176137877002,380000,18,-18.159092232387028,,-31.052496722521646,100,-0.0094846105,0.0,,-18.159092232387028,0.0072260527,18,,5.465683,,,6.279723489127677,,,,100,0.0
0.0,0.012295947,0.0,,,,-45.6729025632828,8.755552963953155,-0.017608948,0.4275156835679461,-30.79762076880119,,-89.30701006914538,,,-45.6729025632828,,,,,0.0,-89.30701006914538,400000,19,-18.652701996262945,,-30.79762076880119,100,-0.006690631,0.0,,-18.652701996262945,0.010918317,19,,5.4542546,,,8.755552963953155,,,,100,0.0
0.0,0.01801119,0.0,2,-66.35019732243263,0.0,-43.268784705057925,5.849062424222417,-0.0135244625,0.5015245437782253,-31.420695922662716,-35.94717828957129,-62.49265385782691,-45.43533183138798,8.952701417962377,-43.268784705057925,0.0,8.952701417962377,-45.435331831387984,-66.35019732243263,0.0,-62.49265385782691,420000,20,-18.612736138959104,-45.43533183138798,-31.420695922662716,100,-0.0068576913,0.0,0.0,-18.612736138959104,0.006666771,20,2,5.4475927,10,-45.435331831387984,5.849062424222417,0.0,10,-35.94717828957129,100,0.0
0.0,0.016399093,0.0,,,,-49.63128173461891,9.214898580372347,-0.026646417,0.47142204851650693,-34.89453142544418,,-81.61213798201285,,,-49.63128173461891,,,,,0.0,-81.61213798201285,440000,21,-19.429153417648866,,-34.89453142544418,100,-0.010958679,0.0,,-19.429153417648866,0.015687738,21,,5.43677,,,9.214898580372347,,,,100,0.0
0.0,0.015316936,0.0,,,,-43.62304255166443,5.328625077566346,-0.006339489,0.41147466181677095,-31.8977402481203,,-56.64355848517709,,,-43.62304255166443,,,,,0.0,-56.64355848517709,460000,22,-18.5092019621752,,-31.8977402481203,100,-0.0047946936,0.0,,-18.5092019621752,0.0015447955,22,,5.4282713,,,5.328625077566346,,,,100,0.0
0.0,0.02234245,0.0,,,,-48.6516264161696,9.682565963661482,-0.02125929,0.48907885011830377,-34.4977756842462,,-81.86297676201089,,,-48.6516264161696,,,,,0.0,-81.86297676201089,480000,23,-19.335189992665914,,-34.4977756842462,100,-0.005816684,0.0,,-19.335189992665914,0.015442605,23,,5.4237742,,,9.682565963661482,,,,100,0.0
